name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"480,519,000","123,691,000","126,121,000","114,395,000","116,312,000","103,621,000","100,431,000","68,728,000","46,191,000","64,248,000","66,285,000","56,511,000","53,475,000","40,553,000","45,356,000","37,366,000","37,306,000","27,671,000","25,399,000","18,148,000","14,336,000","10,338,000","9,236,000","6,276,000","5,581,000","3,955,000","3,161,000","2,187,000","1,801,000","1,229,000","875,000","310,000","301,000","118,000","88,000"
	OperatingRevenue,"464,293,000","119,497,000","121,624,000","111,676,000","111,496,000","99,276,000","96,807,000","67,326,000","45,099,000","63,078,000","65,050,000","55,502,000","52,302,000","39,619,000","44,546,000","36,611,000","36,350,000","27,053,000","24,572,000","17,310,000","13,592,000","10,338,000","9,236,000","6,276,000","5,581,000","3,955,000","3,161,000","2,187,000","1,801,000","1,229,000","875,000","310,000","301,000","118,000","88,000"
CostOfRevenue,"370,294,000","97,116,000","96,106,000","87,741,000","89,331,000","75,491,000","68,258,000","46,643,000","42,952,000","40,422,000","36,723,000","32,120,000","28,006,000","21,254,000","21,141,000","20,441,000","20,447,000","18,076,000","17,049,000","13,274,000","10,490,000","9,329,000","8,173,000","7,242,000","6,476,000","5,987,000","5,506,000","3,952,000","3,866,000","3,199,000","2,361,000","1,689,000","963,000","611,000","226,000"
GrossProfit,"110,225,000","26,575,000","30,015,000","26,654,000","26,981,000","28,130,000","32,173,000","22,085,000","3,239,000","23,826,000","29,562,000","24,391,000","25,469,000","19,299,000","24,215,000","16,925,000","16,859,000","9,595,000","8,350,000","4,874,000","3,846,000","1,009,000","1,063,000","-966,000","-895,000","-2,032,000","-2,345,000","-1,765,000","-2,065,000","-1,970,000","-1,486,000","-1,379,000","-662,000","-493,000","-138,000"
OperatingExpense,"925,606,000","239,654,000","244,399,000","239,832,000","201,721,000","140,494,000","363,656,000","102,908,000","145,321,000","121,610,000","108,598,000","101,374,000","77,355,000","55,506,000","50,119,000","47,035,000","46,927,000","46,070,000","43,241,000","35,850,000","31,921,000","28,346,000","26,015,000","23,940,000","23,193,000","23,272,000","21,946,000","20,691,000","22,060,000","16,635,000","13,797,000","11,155,000","9,854,000","8,526,000","7,977,000"
	SellingGeneralAndAdministration,"461,641,000","111,418,000","112,635,000","142,321,000","95,267,000","60,136,000","291,484,000","65,106,000","70,358,000","65,942,000","57,319,000","54,423,000","52,053,000","37,512,000","33,549,000","31,259,000","31,143,000","30,704,000","29,636,000","24,348,000","20,582,000","18,323,000","14,240,000","12,458,000","12,480,000","12,612,000","10,566,000","9,557,000","10,223,000","8,180,000","7,334,000","5,598,000","4,776,000","3,561,000","2,559,000"
		GeneralAndAdministrativeExpense,"226,827,000","51,274,000","50,430,000","86,820,000","38,303,000","8,896,000","242,607,000","27,306,000","30,838,000","23,822,000","22,744,000","21,733,000","21,274,000","13,319,000","14,343,000","13,668,000","12,436,000","11,780,000","13,557,000","11,102,000","8,062,000","6,751,000","6,291,000","5,655,000","5,637,000","5,569,000","4,455,000","4,118,000","4,034,000","3,440,000","4,488,000","3,212,000","3,005,000","1,895,000","1,727,000"
			OtherGandA,"226,827,000","51,274,000","50,430,000","86,820,000","38,303,000","8,896,000","242,607,000","27,306,000","30,838,000","23,822,000","22,744,000","21,733,000","21,274,000","13,319,000","14,343,000","13,668,000","12,436,000","11,780,000","13,557,000","11,102,000","8,062,000","6,751,000","6,291,000","5,655,000","5,637,000","5,569,000","4,455,000","4,118,000","4,034,000","3,440,000","4,488,000","3,212,000","3,005,000","1,895,000","1,727,000"
		SellingAndMarketingExpense,"234,814,000","60,144,000","62,205,000","55,501,000","56,964,000","51,240,000","48,877,000","37,800,000","39,520,000","42,120,000","34,575,000","32,690,000","30,779,000","24,193,000","19,206,000","17,591,000","18,707,000","18,924,000","16,079,000","13,246,000","12,520,000","11,572,000","7,949,000","6,803,000","6,843,000","7,043,000","6,111,000","5,439,000","6,189,000","4,740,000","2,846,000","2,386,000","1,771,000","1,666,000","832,000"
	ResearchAndDevelopment,"463,965,000","128,236,000","131,764,000","97,511,000","106,454,000","80,358,000","72,172,000","37,802,000","74,963,000","55,668,000","51,279,000","46,951,000","25,302,000","17,994,000","16,570,000","15,776,000","15,784,000","15,366,000","13,605,000","11,502,000","11,339,000","10,023,000","11,775,000","11,482,000","10,713,000","10,660,000","11,380,000","11,134,000","11,837,000","8,455,000","6,463,000","5,557,000","5,078,000","4,965,000","5,418,000"
