name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalRevenue,"3,391,970,000","954,370,000","661,398,000","739,127,000","1,037,075,000","935,252,000","592,230,000","675,969,000","833,483,000","703,229,000","482,828,000","540,744,000","706,575,000","673,701,000","461,990,000","502,314,000","657,943,000","613,094,000","442,011,000","490,464,000","574,592,000","569,924,000","419,498,000","413,412,000","514,544,000","541,249,000","359,812,000","386,369,000","459,446,000","497,602,000","307,320,000","374,238,000","437,987,000","501,611,000","290,521,000","368,837,000","494,130,000","498,169,000","292,497,000","397,236,000","533,808,000","466,903,000","302,066,000","376,906,000","484,303,000","485,724,000","281,719,000","346,990,000","465,486,000","441,936,000","269,236,000","363,171,000","482,162,000","476,425,000","292,542,000","413,976,000","492,937,000","484,688,000","313,785,000","401,309,000","466,778,000","485,660,000","317,398,000","420,774,000","506,694,000","401,332,000","292,731,000","323,021,000","413,193,000","378,854,000","265,576,000","310,760,000","374,431,000","358,985,000","222,350,000","257,441,000","345,115,000","330,509,000","211,936,000","240,819,000","335,609,000","290,693,000","210,659,000","242,611,000","343,068,000","324,061,000","213,259,000","299,814,000","453,803,000","382,916,000","218,600,000","331,300,000","529,100,000","447,100,000","228,000,000","297,700,000","502,200,000","356,200,000","138,800,000","184,100,000","320,400,000","236,300,000","100,100,000","131,900,000","227,600,000","117,900,000","78,100,000","153,800,000","117,900,000","63,300,000","91,000,000","157,100,000","110,100,000","43,300,000","68,000,000","132,800,000","90,600,000","36,000,000","61,300,000","127,300,000","97,000,000"
	OperatingRevenue,"3,391,970,000","954,370,000","661,398,000","739,127,000","1,037,075,000","935,252,000","592,230,000","675,969,000","833,483,000","703,229,000","482,828,000","540,744,000","706,575,000","673,701,000","461,990,000","502,314,000","657,943,000","613,094,000","442,011,000","490,464,000","574,592,000","569,924,000","419,498,000","413,412,000","514,544,000","541,249,000","359,812,000","386,369,000","459,446,000","497,602,000","307,320,000","374,238,000","437,987,000","501,611,000","290,521,000","368,837,000","494,130,000","498,169,000","292,497,000","397,236,000","533,808,000","466,903,000","302,066,000","376,906,000","484,303,000","485,724,000","281,719,000","346,990,000","465,486,000","441,936,000","269,236,000","363,171,000","482,162,000","476,425,000","292,542,000","413,976,000","492,937,000","484,688,000","313,785,000","401,309,000","466,778,000","485,660,000","317,398,000","420,774,000","506,694,000","401,332,000","292,731,000","323,021,000","413,193,000","378,854,000","265,576,000","310,760,000","374,431,000","358,985,000","222,350,000","257,441,000","345,115,000","330,509,000","211,936,000","240,819,000","335,609,000","290,693,000","210,659,000","242,611,000","343,068,000","324,061,000","213,259,000","299,814,000","453,803,000","382,916,000","218,600,000","331,300,000","529,100,000","447,100,000","228,000,000","297,700,000","502,200,000","356,200,000","138,800,000","184,100,000","320,400,000","236,300,000","100,100,000","131,900,000","227,600,000","117,900,000","78,100,000","153,800,000","117,900,000","63,300,000","91,000,000","157,100,000","110,100,000","43,300,000","68,000,000","132,800,000","90,600,000","36,000,000","61,300,000","127,300,000","97,000,000"
CostOfRevenue,"2,373,901,000","667,578,000","463,202,000","526,356,000","716,765,000","662,851,000","426,811,000","479,854,000","571,423,000","496,112,000","351,562,000","392,220,000","487,291,000","467,650,000","331,808,000","355,296,000","455,879,000","418,637,000","310,174,000","345,136,000","391,319,000","386,395,000","298,820,000","293,232,000","350,799,000","371,910,000","260,026,000","278,397,000","317,409,000","347,540,000","219,339,000","266,682,000","318,856,000","354,015,000","210,780,000","287,530,000","341,664,000","344,999,000","215,538,000","292,164,000","353,156,000","319,207,000","221,328,000","278,702,000","334,914,000","322,455,000","198,662,000","243,556,000","302,712,000","280,747,000","181,467,000","246,933,000","317,108,000","315,872,000","207,061,000","299,727,000","339,990,000","324,878,000","219,463,000","283,845,000","315,638,000","321,814,000","215,528,000","285,923,000","334,983,000","264,580,000","200,733,000","223,533,000","282,941,000","251,980,000","179,535,000","218,483,000","256,506,000","246,959,000","160,279,000","186,517,000","242,908,000","231,419,000","150,718,000","204,979,000","223,422,000","189,501,000","138,873,000","200,103,000","238,481,000","225,323,000","147,278,000","218,019,000","332,933,000","278,457,000","154,700,000","239,200,000","416,400,000","340,200,000","166,400,000","219,700,000","392,700,000","276,900,000","103,800,000","141,900,000","264,000,000","201,600,000","82,000,000","109,900,000","196,300,000","99,000,000","66,100,000","131,400,000","98,900,000","53,300,000","75,800,000","131,100,000","91,500,000","34,300,000","55,000,000","110,500,000","75,700,000",,,,
GrossProfit,"1,018,069,000","286,792,000","198,196,000","212,771,000","320,310,000","272,401,000","165,419,000","196,115,000","262,060,000","207,117,000","131,266,000","148,524,000","219,284,000","206,051,000","130,182,000","147,018,000","202,064,000","194,457,000","131,837,000","145,328,000","183,273,000","183,529,000","120,678,000","120,180,000","163,745,000","169,339,000","99,786,000","107,972,000","142,037,000","150,062,000","87,981,000","107,556,000","119,131,000","147,596,000","79,741,000","81,307,000","152,466,000","153,170,000","76,959,000","105,072,000","180,652,000","147,696,000","80,738,000","98,204,000","149,389,000","163,269,000","83,057,000","103,434,000","162,774,000","161,189,000","87,769,000","116,238,000","165,054,000","160,553,000","85,481,000","114,249,000","152,947,000","159,810,000","94,322,000","117,464,000","151,140,000","163,846,000","101,870,000","134,851,000","171,711,000","136,752,000","91,998,000","99,488,000","130,252,000","126,874,000","86,041,000","92,277,000","117,925,000","112,026,000","62,071,000","70,924,000","102,207,000","99,090,000","61,218,000","35,840,000","112,187,000","101,192,000","71,786,000","42,508,000","104,587,000","98,738,000","65,981,000","81,795,000","120,870,000","104,459,000","63,900,000","92,100,000","112,700,000","106,900,000","61,600,000","78,000,000","109,500,000","79,300,000","35,000,000","42,200,000","56,400,000","34,700,000","18,100,000","22,000,000","31,300,000","18,900,000","12,000,000","22,400,000","19,000,000","10,000,000","15,200,000","26,000,000","18,600,000","9,000,000","13,000,000","22,300,000","14,900,000",,,,
OperatingExpense,"762,164,000","179,947,000","171,982,000","203,166,000","207,069,000","167,791,000","138,379,000","170,948,000","157,420,000","141,012,000","129,201,000","137,661,000","150,413,000","143,898,000","120,001,000","128,808,000","141,245,000","128,671,000","109,316,000","130,947,000","125,340,000","119,669,000","100,740,000","105,355,000","115,560,000","109,936,000","91,013,000","99,367,000","103,044,000","100,091,000","86,843,000","106,183,000","100,705,000","102,827,000","88,096,000","99,987,000","119,574,000","106,424,000","90,053,000","113,562,000","131,683,000","102,474,000","92,018,000","102,770,000","112,795,000","103,639,000","89,540,000","96,043,000","110,134,000","100,667,000","87,248,000","96,312,000","113,484,000","103,397,000","88,147,000","126,567,000","119,079,000","115,160,000","484,936,000","107,394,000","113,948,000","117,616,000","95,945,000","113,427,000","111,842,000","91,018,000","82,223,000","86,766,000","92,037,000","87,198,000","76,525,000","79,864,000","86,183,000","77,669,000","58,511,000","61,300,000","69,628,000","70,916,000","59,254,000","32,532,000","85,923,000","79,981,000","69,905,000","58,216,000","83,563,000","87,727,000","68,247,000","89,943,000","91,102,000","76,893,000","71,200,000","86,800,000","86,100,000","77,000,000","60,000,000","59,600,000","74,200,000","56,300,000","35,000,000","36,300,000","33,800,000","24,200,000","20,300,000","20,300,000","18,800,000","15,400,000","14,600,000","16,800,000","15,500,000","13,300,000","17,700,000","16,000,000","13,900,000","11,000,000","12,600,000","13,000,000","11,200,000",,,,
	SellingGeneralAndAdministration,"762,164,000","179,947,000","171,982,000","203,166,000","207,069,000","167,791,000","138,379,000","170,948,000","157,420,000","141,012,000","129,201,000","137,661,000","150,413,000","143,898,000","120,001,000","128,808,000","141,245,000","128,671,000","109,316,000","130,947,000","125,340,000","119,669,000","100,740,000","105,355,000","115,560,000","109,936,000","91,013,000","99,367,000","103,044,000","100,091,000","86,843,000","106,183,000","100,705,000","102,827,000","88,096,000","99,987,000","119,574,000","106,424,000","90,053,000","113,562,000","131,683,000","102,474,000","92,018,000","102,770,000","112,795,000","103,639,000","89,540,000","96,043,000","110,134,000","100,667,000","87,248,000","96,312,000","113,484,000","103,397,000","88,147,000","96,803,000","119,079,000","115,160,000","84,936,000","107,394,000","113,948,000","117,616,000","95,945,000","113,427,000","111,842,000","91,018,000","82,223,000","86,766,000","92,037,000","87,198,000","76,525,000","79,864,000","86,183,000","77,669,000","58,511,000","61,300,000","69,628,000","70,916,000","59,254,000","32,532,000","85,923,000","79,881,000","69,905,000","58,216,000","83,563,000","87,727,000","68,247,000","81,439,000","84,980,000","71,184,000","65,500,000","81,100,000","81,000,000","72,400,000","54,900,000","53,800,000","69,100,000","52,800,000","33,300,000","34,500,000","31,900,000","23,200,000","19,600,000","18,900,000","18,200,000","14,800,000","13,900,000","16,100,000","14,800,000","13,100,000","16,900,000","15,400,000","13,100,000","10,300,000","11,100,000","12,600,000","10,700,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,504,000","6,122,000","5,709,000","5,700,000","5,700,000","5,100,000","4,600,000","5,100,000","5,800,000","5,100,000","3,500,000","1,700,000","1,800,000","1,900,000","1,000,000","700,000","1,400,000","600,000","600,000","700,000","700,000","700,000","200,000","800,000","600,000","800,000","700,000","1,500,000","400,000","500,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,504,000","6,122,000","5,709,000","5,700,000","5,700,000","5,100,000","4,600,000","5,100,000","5,800,000","5,100,000","3,500,000","1,700,000","1,800,000","1,900,000","1,000,000","700,000","1,400,000","600,000","600,000","700,000","700,000","700,000","200,000","800,000","600,000","800,000","700,000","1,500,000","400,000","500,000",,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,764,000",,,"400,000,000",,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"255,905,000","106,845,000","26,214,000","9,605,000","113,241,000","104,610,000","27,040,000","25,167,000","104,640,000","66,105,000","2,065,000","10,863,000","68,871,000","62,153,000","10,181,000","18,210,000","60,819,000","65,786,000","22,521,000","14,381,000","57,933,000","63,860,000","19,938,000","14,825,000","48,185,000","59,403,000","8,773,000","8,605,000","38,993,000","49,971,000","1,138,000","1,373,000","18,426,000","44,769,000","-8,355,000","-18,680,000","32,892,000","46,746,000","-13,094,000","-8,490,000","48,969,000","45,222,000","-11,280,000","-4,566,000","36,594,000","59,630,000","-6,483,000","7,391,000","52,640,000","60,522,000","521,000","19,926,000","51,570,000","57,156,000","-2,666,000","-12,318,000","33,868,000","44,650,000","-390,614,000","10,070,000","37,192,000","46,230,000","5,925,000","21,424,000","59,869,000","45,734,000","9,775,000","12,722,000","38,215,000","39,676,000","9,516,000","12,413,000","31,742,000","34,357,000","3,560,000","9,624,000","32,579,000","28,174,000","1,964,000","3,308,000","26,264,000","21,211,000","1,881,000","-15,708,000","21,024,000","11,011,000","-2,266,000","-8,148,000","29,768,000","27,566,000","-7,300,000","5,300,000","26,600,000","29,900,000","1,600,000","18,400,000","35,300,000","23,000,000","0","5,900,000","22,600,000","10,500,000","-2,200,000","1,700,000","12,500,000","3,500,000","-2,600,000","5,600,000","3,500,000","-3,300,000","-2,500,000","10,000,000","4,700,000","-2,000,000","400,000","9,300,000","3,700,000","-276,900,000","61,300,000","127,300,000","97,000,000"
