name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"4,256,000,000","4,570,000,000","4,466,217,000","4,681,224,000","4,774,933,000","4,569,929,000","4,558,440,000","4,379,496,000","2,751,421,000","2,953,048,000","3,007,635,000","2,182,100,000","2,113,865,000","1,890,850,000","1,299,638,000","1,287,268,000","1,226,446,000","1,213,403,000","1,138,140,000","751,478,000","742,123,000","761,683,000","684,119,000","663,968,000","667,427,000","694,581,000","601,344,000","543,985,000","531,208,000","555,523,000","260,528,000","240,822,000","196,300,000"
	CurrentAssets,"2,680,000,000","3,012,000,000","2,955,193,000","3,133,860,000","3,216,875,000","3,045,802,000","3,043,466,000","2,879,027,000","1,278,211,000","1,377,138,000","1,670,701,000","1,056,900,000","1,117,832,000","1,255,936,000","763,182,000","793,961,000","796,880,000","816,820,000","776,595,000","417,246,000","432,362,000","477,091,000","416,109,000","422,687,000","424,241,000","492,323,000","433,101,000","381,638,000","369,244,000","486,868,000","194,632,000","181,379,000","163,127,000"
		CashCashEquivalentsAndShortTermInvestments,"1,987,000,000","2,399,000,000","2,393,213,000","2,601,841,000","2,695,008,000","2,591,138,000","2,556,924,000","2,374,217,000","890,978,000","987,005,000","1,301,434,000","714,453,000","805,662,000","963,739,000","518,692,000","575,386,000","582,058,000","619,992,000","610,420,000","255,869,000","276,685,000","348,583,000","292,815,000","303,011,000","309,454,000","386,071,000","325,344,000","287,999,000","280,295,000","415,859,000","130,361,000","116,602,000","115,308,000"
			CashAndCashEquivalents,"1,200,000,000","1,706,000,000","1,864,821,000","2,078,451,000","2,086,484,000","2,129,440,000","2,442,939,000","2,181,471,000","624,481,000","582,753,000","1,295,385,000","675,111,000","722,360,000","849,461,000","488,636,000","529,452,000","522,026,000","558,960,000","553,721,000","203,810,000","212,408,000","279,840,000","208,344,000","220,299,000","248,798,000","334,176,000","278,690,000","236,574,000","206,082,000","355,859,000","30,307,000","51,585,000","65,289,000"
				CashFinancial,"574,000,000","906,000,000","502,599,000","437,502,000","546,349,000","638,621,000","538,767,000","586,610,000","85,816,000",,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"626,000,000","800,000,000","1,362,222,000","1,640,949,000","1,540,135,000","1,490,819,000","1,904,172,000","1,594,861,000","538,665,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"787,000,000","693,000,000","528,392,000","523,390,000","608,524,000","461,698,000","113,985,000","192,746,000","266,497,000","404,252,000","6,049,000","39,342,000","83,302,000","114,278,000","30,056,000","45,934,000","60,032,000","61,032,000","56,699,000","52,059,000","64,277,000","68,743,000","84,471,000","82,712,000","60,656,000","51,895,000","46,654,000","51,425,000","74,213,000","60,000,000","100,054,000","65,017,000","50,019,000"
		Receivables,"270,000,000","296,000,000","166,497,000","129,410,000","107,043,000","172,464,000","109,652,000","118,984,000","110,259,000","148,048,000","75,677,000","77,295,000","60,596,000","100,112,000","41,013,000","34,823,000","31,977,000","80,825,000","27,521,000","23,890,000","21,770,000","54,156,000","16,689,000","14,163,000","11,854,000","34,566,000","9,719,000","7,064,000","7,958,000","5,949,000","5,314,000","6,647,000","7,689,000"
			AccountsReceivable,"270,000,000","226,000,000","166,497,000","129,410,000","107,043,000","110,299,000","109,652,000","118,984,000","110,259,000","99,720,000","75,677,000","77,295,000","60,596,000","50,603,000","41,013,000","34,823,000","31,977,000","37,948,000","27,521,000","23,890,000","21,770,000","19,113,000","16,689,000","14,163,000","11,854,000","9,906,000","9,719,000","7,064,000","7,958,000","5,949,000","5,314,000","6,647,000","7,689,000"
				GrossAccountsReceivable,"283,000,000","238,000,000","185,097,000","148,110,000","123,743,000","131,699,000","136,536,000","147,139,000","142,143,000","122,494,000","93,526,000","89,939,000","71,136,000","59,915,000","48,475,000","41,534,000","38,516,000","44,948,000","32,028,000","27,605,000","24,627,000","22,228,000","19,364,000","17,392,000","14,945,000","12,673,000","12,959,000","10,294,000","10,210,000",,,"8,731,000","8,872,000"
