name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"31,991,000,000","29,978,000,000","25,627,000,000","26,812,000,000","26,747,000,000","25,951,000,000","25,693,000,000","25,489,000,000","25,166,000,000","29,969,000,000","29,690,000,000","29,033,000,000","28,648,000,000","26,830,000,000","27,290,000,000","27,092,000,000","26,812,000,000","26,753,000,000","27,710,000,000","27,235,000,000","27,508,000,000","26,103,000,000","25,411,000,000","25,075,000,000","24,225,000,000","24,142,000,000","24,088,000,000","24,754,000,000","23,596,000,000","23,983,000,000","22,926,000,000","22,594,000,000","21,808,000,000","21,453,000,000","20,292,000,000","19,265,000,000","19,466,000,000","19,259,000,000"
	CurrentAssets,"8,100,000,000","6,140,000,000","4,877,000,000","5,678,000,000","4,426,000,000","3,668,000,000","3,407,000,000","3,163,000,000","3,073,000,000","4,614,000,000","4,678,000,000","4,291,000,000","4,250,000,000","3,536,000,000","4,131,000,000","3,855,000,000","3,965,000,000","4,003,000,000","4,018,000,000","3,531,000,000","4,214,000,000","4,275,000,000","3,776,000,000","3,605,000,000","2,784,000,000","2,972,000,000","2,961,000,000","3,946,000,000","3,455,000,000","4,181,000,000","5,161,000,000","5,170,000,000","4,934,000,000","4,965,000,000","5,148,000,000","4,661,000,000","5,144,000,000","5,149,000,000"
		CashCashEquivalentsAndShortTermInvestments,"117,000,000","452,000,000","194,000,000","26,000,000","32,000,000","25,000,000","27,000,000","42,000,000","40,000,000","47,000,000","611,000,000","428,000,000","439,000,000","69,000,000","33,000,000","37,000,000","26,000,000","40,000,000","36,000,000","50,000,000","41,000,000","50,000,000","34,000,000","37,000,000","40,000,000","30,000,000","25,000,000","30,000,000","460,000,000","404,000,000","35,000,000","28,000,000","32,000,000","43,000,000","34,000,000","18,000,000","26,000,000","25,000,000"
			CashAndCashEquivalents,"117,000,000","452,000,000","194,000,000","26,000,000","32,000,000","25,000,000","27,000,000","42,000,000","40,000,000","47,000,000","611,000,000","428,000,000","439,000,000","69,000,000","33,000,000","37,000,000","26,000,000","40,000,000","36,000,000","50,000,000","41,000,000","50,000,000","34,000,000","37,000,000","40,000,000","30,000,000","25,000,000","30,000,000","460,000,000","404,000,000","35,000,000","28,000,000","32,000,000","43,000,000","34,000,000","18,000,000","26,000,000","25,000,000"
		Receivables,"7,136,000,000","4,705,000,000","3,765,000,000","3,897,000,000","3,401,000,000","2,553,000,000","2,153,000,000","1,919,000,000","2,200,000,000","3,614,000,000","2,912,000,000","2,835,000,000","3,001,000,000","2,454,000,000","2,954,000,000","2,824,000,000","3,023,000,000","3,029,000,000","2,287,000,000","2,088,000,000","2,218,000,000","2,279,000,000","1,946,000,000","2,014,000,000","1,549,000,000","1,785,000,000","1,844,000,000","2,688,000,000","1,817,000,000","2,615,000,000","3,522,000,000","3,730,000,000","3,703,000,000","3,637,000,000","3,562,000,000","3,321,000,000","3,703,000,000","3,564,000,000"
			AccountsReceivable,"7,136,000,000","4,705,000,000","3,765,000,000","3,897,000,000","3,401,000,000","2,553,000,000","2,153,000,000","1,919,000,000","2,200,000,000","3,614,000,000","2,912,000,000","2,835,000,000","3,001,000,000","2,454,000,000","2,954,000,000","2,824,000,000","3,023,000,000","3,029,000,000","2,287,000,000","2,088,000,000","2,218,000,000","2,279,000,000","1,946,000,000","2,014,000,000","1,549,000,000","1,785,000,000","1,844,000,000","2,688,000,000","1,817,000,000","2,615,000,000","3,522,000,000","3,730,000,000","3,703,000,000","3,637,000,000","3,562,000,000","3,321,000,000","3,703,000,000","3,564,000,000"
				GrossAccountsReceivable,"15,116,000,000","9,157,000,000","7,470,000,000","7,984,000,000","6,722,000,000","5,135,000,000","4,453,000,000","3,479,000,000","4,464,000,000","6,957,000,000","5,704,000,000","6,285,000,000","6,531,000,000","2,457,000,000","2,957,000,000","2,827,000,000","3,026,000,000",,"2,290,000,000","2,091,000,000","2,221,000,000","2,282,000,000","1,949,000,000","2,018,000,000","1,553,000,000","1,789,000,000","1,848,000,000","2,692,000,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,980,000,000","-4,452,000,000","-3,705,000,000","-4,087,000,000","-3,321,000,000","-2,582,000,000","-2,300,000,000","-1,560,000,000","-2,264,000,000","-3,343,000,000","-2,792,000,000","-3,450,000,000","-3,530,000,000","-3,000,000","-3,000,000","-3,000,000","-3,000,000",,"-3,000,000","-3,000,000","-3,000,000","-3,000,000","-3,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000",,,,,,,,,,
		Inventory,"527,000,000","783,000,000","681,000,000","675,000,000","484,000,000","647,000,000","683,000,000","662,000,000","181,000,000","604,000,000","816,000,000","558,000,000","498,000,000","640,000,000","824,000,000","636,000,000","620,000,000","713,000,000","884,000,000","936,000,000","1,219,000,000","1,343,000,000","1,258,000,000","1,085,000,000","877,000,000","916,000,000","837,000,000","941,000,000","929,000,000","891,000,000","1,314,000,000","1,096,000,000","914,000,000","1,065,000,000","1,198,000,000","892,000,000","1,031,000,000","1,209,000,000"
			FinishedGoods,"522,000,000","778,000,000","676,000,000","670,000,000","478,000,000","640,000,000","675,000,000","652,000,000","170,000,000","592,000,000","798,000,000","544,000,000","484,000,000","629,000,000","811,000,000","621,000,000","609,000,000","696,000,000","870,000,000","921,000,000","1,201,000,000","1,323,000,000","1,232,000,000","1,059,000,000","847,000,000","879,000,000","795,000,000","907,000,000","871,000,000","860,000,000","1,294,000,000","1,073,000,000","887,000,000","1,042,000,000","1,175,000,000","865,000,000","1,000,000,000","1,185,000,000"
			OtherInventories,"5,000,000","5,000,000","5,000,000","5,000,000","6,000,000","7,000,000","8,000,000","10,000,000","11,000,000","12,000,000","18,000,000","14,000,000","14,000,000","11,000,000","13,000,000","15,000,000","11,000,000","17,000,000","14,000,000","15,000,000","18,000,000","20,000,000","26,000,000","26,000,000","30,000,000","37,000,000","42,000,000","34,000,000","58,000,000","31,000,000","20,000,000","23,000,000","27,000,000","23,000,000","23,000,000","27,000,000","31,000,000","24,000,000"
		RestrictedCash,,"4,000,000","3,000,000","7,000,000","26,000,000","38,000,000","21,000,000","64,000,000","122,000,000","37,000,000","59,000,000","42,000,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"320,000,000","196,000,000","234,000,000","1,073,000,000","483,000,000","405,000,000","523,000,000","476,000,000","530,000,000","312,000,000","280,000,000","428,000,000","279,000,000","373,000,000","320,000,000","358,000,000","296,000,000","221,000,000","811,000,000","457,000,000","736,000,000","603,000,000","538,000,000","469,000,000","318,000,000","241,000,000","255,000,000","287,000,000","249,000,000","271,000,000","290,000,000","316,000,000","285,000,000","220,000,000","354,000,000","430,000,000","384,000,000","351,000,000"
	TotalNonCurrentAssets,"23,891,000,000","23,838,000,000","20,750,000,000","21,134,000,000","22,321,000,000","22,283,000,000","22,286,000,000","22,326,000,000","22,093,000,000","25,355,000,000","25,012,000,000","24,742,000,000","24,398,000,000","23,294,000,000","23,159,000,000","23,237,000,000","22,847,000,000","22,750,000,000","23,692,000,000","23,704,000,000","23,294,000,000","21,828,000,000","21,635,000,000","21,470,000,000","21,441,000,000","21,170,000,000","21,127,000,000","20,808,000,000","20,141,000,000","19,802,000,000","17,765,000,000","17,424,000,000","16,874,000,000","16,488,000,000","15,144,000,000","14,604,000,000","14,322,000,000","14,110,000,000"
		NetPPE,"15,256,000,000","15,302,000,000","13,464,000,000","13,802,000,000","14,953,000,000","14,998,000,000","15,022,000,000","15,026,000,000","14,843,000,000","15,833,000,000","15,712,000,000","15,623,000,000","15,380,000,000","14,802,000,000","14,692,000,000","14,273,000,000","14,129,000,000","14,105,000,000","14,285,000,000","14,338,000,000","14,077,000,000","13,890,000,000","13,829,000,000","13,617,000,000","13,689,000,000","13,493,000,000","13,369,000,000","13,048,000,000","12,504,000,000","12,292,000,000","11,986,000,000","11,634,000,000","11,173,000,000","10,841,000,000","10,627,000,000","10,201,000,000","9,904,000,000","9,664,000,000"
