name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"70,336,000","-2,692,000","25,209,000","52,326,000","-4,082,000","1,865,000","13,827,000","-3,814,000","22,016,000","-2,634,000","3,751,000","27,722,000","7,507,000","7,852,000","7,268,000","21,186,000","13,850,000","-4,836,000","17,429,000","13,796,000","14,836,000","2,447,000","10,966,000","14,949,000","22,219,000","6,777,000","44,963,000","44,616,000","48,595,000","16,937,000","25,980,000","23,990,000","23,226,000","9,434,000","22,409,000","18,506,000","18,965,000","10,244,000","3,708,000","-1,004,000","5,850,000","2,680,000","4,263,000","5,772,000","3,134,000","523,000","2,797,000","-132,000","45,727","-226,225","-265,558","-198,753","-211,486","-375,651","552,632","-990,889","-1,436,788","-1,853,370","-3,641,216","-924,803","-2,108,380","-1,661,893"
	CashFlowFromContinuingOperatingActivities,"70,336,000","-2,692,000","25,209,000","52,326,000","-4,082,000","1,865,000","13,827,000","-3,814,000","22,016,000","-2,634,000","3,751,000","27,722,000","7,507,000","7,852,000","7,268,000","21,186,000","13,850,000","-4,836,000","17,429,000","13,796,000","14,836,000","2,447,000","10,966,000","14,949,000","22,219,000","6,777,000","44,963,000","44,616,000","48,595,000","16,937,000","25,980,000","23,990,000","23,226,000","9,434,000","22,409,000","18,506,000","18,965,000","10,244,000","3,708,000","-1,004,000","5,850,000","2,680,000","4,263,000","5,772,000","3,134,000","523,000","2,797,000","-132,000","45,727","-226,225","-265,558","-198,753","-211,486","-375,651","552,632","-990,889","-1,436,788","-1,853,370","-3,641,216","-924,803","-2,108,380","-1,661,893"
		NetIncomeFromContinuingOperations,"24,389,000","-10,261,000","11,187,000","5,833,000","17,630,000","15,147,000","-13,497,000","-270,000","-13,250,000","-8,638,000","-25,880,000","4,152,000","2,479,000","8,824,000","-11,564,000","22,049,000","16,724,000","9,424,000","238,000","7,976,000","12,105,000","6,880,000","2,477,000","7,955,000","3,651,000","12,072,000","20,530,000","23,288,000","24,172,000","12,062,000","9,622,000","10,623,000","10,602,000","30,204,000","16,476,000","14,965,000","12,242,000","7,854,000","5,253,000","4,533,000","129,000","1,115,000",,,,"155,000","-580,000",,"-213,599","-143,307","-169,030","-188,913","-744,184","236,382","255,037","-727,762","-2,337,608","-1,655,170","-4,890,793","4,956,238","-1,874,651","-1,596,583"
		OperatingGainsLosses,"3,806,000","5,142,000","0",,,,"0","0","2,387,000","-2,877,000",,,,,,,,"716,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,"0","-787,000","0","0","0","0","0","-2,877,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"5,142,000",,,,,,,,,,,,,,,,"716,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,875,000","136,000","135,000","705,000","899,000","949,000","1,059,000","1,049,000","1,041,000","1,054,000","1,048,000","1,048,000","1,056,000","1,067,000","303,000","306,000","337,000","355,000","353,000","353,000","352,000","337,000","327,000","332,000","330,000","316,000","310,000","253,000","223,000","220,000","221,000","207,000","201,000","192,000","190,000","84,000","83,000","82,000","82,000","79,000","75,000","71,000","67,000","68,000","67,000","65,000","79,000","80,000","11,485","13,614","23,055","23,055","37,338","20,097","-8,498","138,337","186,163","152,157","132,461","142,152","143,223","139,966"
			DepreciationAndAmortization,"1,875,000","136,000","135,000","705,000","899,000","949,000","1,059,000","1,049,000","1,041,000","1,054,000","1,048,000","1,048,000","1,056,000","1,067,000","303,000","306,000","337,000","355,000","353,000","353,000","352,000","337,000","327,000","332,000","330,000","316,000","310,000","253,000","223,000","220,000","221,000","207,000","201,000","192,000","190,000","84,000","83,000","82,000","82,000","79,000","75,000","71,000","67,000","68,000","67,000","65,000","79,000","80,000","11,485","13,614","23,055","23,055","37,338","20,097","-8,498","138,337","186,163","152,157","132,461","142,152","143,223","139,966"
				Depreciation,"1,875,000","136,000","135,000","705,000","899,000","949,000","1,059,000","1,049,000","1,041,000","1,054,000","1,048,000","1,048,000","1,056,000","1,067,000",,,,,,"353,000","352,000","337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"2,685,000","5,273,000","-1,199,000","-1,852,000","463,000","2,904,000","-1,231,000","-1,793,000","-3,694,000","4,526,000","-1,732,000","-1,060,000","-605,000","3,048,000","-4,832,000","-196,000","-919,000","-136,000","5,015,000","-2,067,000","-412,000","6,302,000","-1,861,000","-729,000","6,271,000","9,219,000","12,445,000","15,355,000","16,610,000","8,608,000","7,007,000","9,590,000","9,531,000","-13,725,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
