name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"2,496,000","419,000","567,000","666,000","844,000","952,000","82,654,000","0","0","0","0","0","0","0"
	OperatingRevenue,"2,496,000","419,000","567,000","666,000","844,000","952,000","82,654,000","0","0","0","0","0","0","0"
OperatingExpense,"254,414,000","67,735,000","67,454,000","59,656,000","59,569,000","43,357,000","47,666,000","36,607,000","27,719,000","26,458,000","25,833,000","21,908,000","19,905,000","16,402,000"
	SellingGeneralAndAdministration,"60,719,000","16,068,000","15,547,000","14,682,000","14,422,000","12,735,000","15,543,000","12,231,000","6,053,000","4,758,000","3,426,000","3,652,000","3,508,000","3,067,000"
		GeneralAndAdministrativeExpense,"60,719,000","16,068,000","15,547,000","14,682,000","14,422,000","12,735,000","15,543,000","12,231,000","6,053,000","4,758,000","3,426,000","3,652,000","3,508,000","3,067,000"
			OtherGandA,"60,719,000","16,068,000","15,547,000","14,682,000","14,422,000","12,735,000","15,543,000","12,231,000","6,053,000","4,758,000","3,426,000","3,652,000","3,508,000","3,067,000"
	ResearchAndDevelopment,"193,695,000","51,667,000","51,907,000","44,974,000","45,147,000","30,622,000","32,123,000","24,376,000","21,666,000","21,700,000","22,407,000","18,256,000","16,397,000","13,335,000"
OperatingIncome,"-251,918,000","-67,316,000","-66,887,000","-58,990,000","-58,725,000","-42,405,000","34,988,000","-36,607,000","-27,719,000","-26,458,000","-25,833,000","-21,908,000","-19,905,000","-16,402,000"
NetNonOperatingInterestIncomeExpense,"1,300,000","696,000","267,000","157,000","180,000","226,000","296,000","534,000","998,000","1,572,000","1,920,000","2,236,000","2,368,000","2,277,000"
	InterestIncomeNonOperating,"1,300,000","696,000","267,000","157,000","180,000","226,000","296,000","534,000","998,000","1,572,000","1,920,000","2,236,000","2,368,000","2,277,000"
OtherIncomeExpense,"-133,116,000","4,574,000","-836,000","-2,000,000","-134,854,000","-5,000","-8,000","-5,000","-3,000",,"0","-1,000",,"-57,000"
	GainOnSaleOfSecurity,,"4,595,000","-836,000","-2,000,000",,,,,,,,,,
	SpecialIncomeCharges,,,"0","0","-134,855,000",,,,,,,,,
		RestructuringAndMergernAcquisition,,,"0","0","11,855,000",,,,,,,,,
		OtherSpecialCharges,,,"0",,"123,000,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-20,000","-21,000","0",,"1,000","-5,000","-8,000","-5,000","-3,000",,"0","-1,000",,"-57,000"
PretaxIncome,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
NetIncomeCommonStockholders,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-213,867,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
	NetIncome,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
		NetIncomeIncludingNoncontrollingInterests,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
			NetIncomeContinuousOperations,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
	PreferredStockDividends,,,,,,,"0","177,789,000",,,,,,
DilutedNIAvailtoComStockholders,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-213,867,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
BasicEPS,,"-0.57",,"-0.66","-2.1","-0.47",,"-3","-0.328","-0.38",,"-4.463","-3.978","-0.214"
DilutedEPS,,"-0.57",,"-0.66","-2.1","-0.47",,"-3","-0.328","-0.38",,"-4.463","-3.978","-0.214"
BasicAverageShares,,"108,293,251",,"92,692,515","91,939,439","90,197,579",,"71,248,846","81,575,742","66,146,325",,"4,408,470","4,408,470","66,146,325"
DilutedAverageShares,,"108,293,251",,"92,692,515","91,939,439","90,197,579",,"71,248,846","81,575,742","66,146,325",,"4,408,470","4,408,470","66,146,325"
TotalOperatingIncomeAsReported,"-385,014,000","-62,721,000","-67,723,000","-60,990,000","-193,580,000","-42,405,000","34,988,000","-36,607,000","-27,719,000","-26,458,000","-25,833,000","-21,908,000","-19,905,000","-16,402,000"
TotalExpenses,"254,414,000","67,735,000","67,454,000","59,656,000","59,569,000","43,357,000","47,666,000","36,607,000","27,719,000","26,458,000","25,833,000","21,908,000","19,905,000","16,402,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-383,734,000","-62,046,000","-67,456,000","-60,833,000","-193,399,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
NormalizedIncome,"-250,638,000","-66,641,000","-66,620,000","-58,833,000","-58,544,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
InterestIncome,"1,300,000","696,000","267,000","157,000","180,000","226,000","296,000","534,000","998,000","1,572,000","1,920,000","2,236,000","2,368,000","2,277,000"
NetInterestIncome,"1,300,000","696,000","267,000","157,000","180,000","226,000","296,000","534,000","998,000","1,572,000","1,920,000","2,236,000","2,368,000","2,277,000"
EBIT,"-251,918,000","-67,316,000","-66,887,000","-58,990,000","-58,725,000","-42,405,000","34,988,000","-36,607,000","-27,719,000","-26,458,000","-25,833,000","-21,908,000","-19,905,000","-16,402,000"
EBITDA,"-247,937,000"
ReconciledDepreciation,"3,981,000","975,000","1,034,000","1,012,000","960,000","919,000","912,000","913,000","865,000","859,000","853,000","634,000","691,000","667,000"
