name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
		RestrictedCash,,,,,,,,,,,,,,"0","0","80,000,000","77,000,000","169,000,000","326,000,000","325,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,231,000","37,480,000","42,631,000","39,532,000","30,817,000","19,518,000","22,414,000","26,556,000","30,480,000","21,995,000","25,753,000","32,443,000","21,533,000","26,858,000","14,025,000","18,327,000","14,096,000","16,423,000","15,395,000","15,716,000","7,580,000","4,726,000","4,279,000","8,757,000","7,261,000","6,829,000","3,884,000","4,603,000","14,172,000","11,557,000","8,709,000","8,616,000","577,000","2,708,000","720,000","313,000","2,073,000","2,878,000","3,039,000","2,339,000","3,709,000","3,576,000","3,086,000","3,981,000","3,423,000","2,486,000","2,149,000","2,442,000","1,787,000","3,124,000",
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,231,000","37,480,000","42,631,000","39,532,000","30,817,000","19,518,000","22,414,000","26,556,000","30,480,000","21,995,000","25,753,000","32,443,000","21,533,000","26,858,000","14,025,000","18,327,000","14,096,000","16,423,000","15,395,000","15,716,000","7,580,000","4,726,000","4,279,000","8,757,000","7,261,000","6,829,000","3,884,000","4,603,000","14,172,000","11,557,000","8,709,000","8,616,000","577,000","2,708,000","720,000","313,000","2,073,000","2,878,000","3,039,000","2,339,000","3,709,000","3,576,000","3,086,000","3,981,000","3,423,000","2,486,000","2,149,000","2,442,000","1,787,000","3,124,000",
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,"230,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,"29,000,000","21,000,000","169,000,000","516,000,000","476,000,000","843,000,000","657,000,000","585,000,000","522,000,000","425,000,000","440,000,000","0","267,000,000","314,000,000","0","377,000,000","374,000,000","490,087,000","508,504,000","474,121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,132,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000",
	TotalNonCurrentAssets,"2,214,000,000","2,145,000,000","1,667,000,000","1,656,000,000","1,642,000,000","1,656,000,000","928,000,000","814,000,000","805,000,000","820,000,000","824,000,000","827,000,000","848,000,000","692,000,000","750,000,000","736,000,000","937,000,000","961,000,000","1,246,000,000","1,414,000,000","1,636,000,000","1,461,000,000","1,457,000,000","1,657,000,000","1,419,000,000","1,270,000,000","1,004,707,000","929,932,000","894,219,000","1,231,818,000","1,068,620,000","1,080,184,000","1,012,250,000","963,273,000","958,851,000","835,114,000","761,051,000","585,696,000","592,718,000","596,432,000","587,991,000","604,064,000","583,709,000","572,265,000","567,427,000","551,275,000","548,550,000","540,101,000","425,694,000","433,829,000","438,640,000","432,621,000","419,571,000","420,204,000","413,427,000","410,424,000","409,096,000","336,712,000","254,116,000","250,583,000","250,355,000","250,973,000","247,617,000","247,536,000","182,618,000","182,968,000","174,374,000","174,487,000","142,471,000","139,541,000","115,547,000","55,701,000","38,758,000","42,528,000","31,144,000","28,712,000",
		NetPPE,"393,000,000","396,000,000","385,000,000","383,000,000","378,000,000","391,000,000","395,000,000","399,000,000","385,000,000","385,000,000","379,000,000","373,000,000","376,000,000","241,000,000","264,000,000","276,000,000","318,000,000","342,000,000","397,000,000","449,000,000","447,000,000","454,000,000","450,000,000","448,000,000","419,000,000","393,000,000","374,862,000","363,244,000","344,727,000","340,778,000","328,547,000","317,630,000","310,364,000","292,083,000","267,277,000","249,298,000","237,735,000","221,443,000","210,972,000","206,489,000","198,564,000","190,934,000","127,657,000","117,836,000","107,757,000","100,537,000","91,826,000","83,562,000","77,879,000","78,171,000","76,244,000","73,957,000","70,116,000","65,058,000","64,633,000","59,191,000","53,962,000","49,555,000","47,431,000","45,503,000","42,465,000","41,903,000","37,158,000","34,093,000","32,716,000","31,794,000","30,173,000","29,248,000","26,416,000","25,826,000","21,134,000","18,277,000","17,811,000","18,380,000","17,193,000","15,398,000","13,828,000"
			GrossPPE,,"1,028,000,000",,,,"968,000,000",,,,"915,000,000",,,,"774,000,000",,,,"883,000,000",,,,"919,000,000",,,,"755,000,000",,,,"618,392,000",,,,"500,017,000",,,,"392,500,000",,,,"319,384,000",,,,"203,336,000",,,,"166,424,000",,,,"131,793,000","64,633,000",,"53,962,000","49,555,000","47,431,000","45,503,000","42,465,000","41,903,000","37,158,000","34,093,000","32,716,000","31,794,000","30,173,000","29,248,000","26,416,000","25,826,000","21,134,000","18,277,000","17,811,000","18,380,000","17,193,000","15,398,000","13,828,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"1,000,000",,,,"4,000,000",,,,"4,000,000",,,,"16,000,000",,,,"16,000,000",,,,"16,000,000",,,,"16,000,000",,,,"15,514,000",,,,"15,764,000",,,,"15,764,000",,,,"14,094,000",,,,"3,524,000",,,,"3,524,000",,,,"3,461,000",,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"37,000,000",,,,"49,000,000",,,,"49,000,000",,,,"154,000,000",,,,"161,000,000",,,,"159,000,000",,,,"153,000,000",,,,"195,405,000",,,,"165,670,000",,,,"124,163,000",,,,"109,789,000",,,,"49,735,000",,,,"41,476,000",,,,"25,047,000",,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"784,000,000",,,,"696,000,000",,,,"634,000,000",,,,"604,000,000",,,,"706,000,000",,,,"744,000,000",,,,"586,000,000",,,,"407,473,000",,,,"318,583,000",,,,"252,573,000",,,,"195,501,000",,,,"150,077,000",,,,"121,424,000",,,,"103,285,000",,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,"206,000,000",,,,"219,000,000",,,,"228,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-632,000,000",,,,"-577,000,000",,,,"-530,000,000",,,,"-533,000,000",,,,"-541,000,000",,,,"-465,000,000",,,,"-362,000,000",,,,"-277,614,000",,,,"-207,934,000",,,,"-171,057,000",,,,"-128,450,000",,,,"-102,799,000",,,,"-88,253,000",,,,"-66,735,000",,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,305,000,000","1,252,000,000","915,000,000","929,000,000","923,000,000","941,000,000","265,000,000","164,000,000","168,000,000","172,000,000","176,000,000","180,000,000","185,000,000","190,000,000","195,000,000","201,000,000","250,000,000","256,000,000","531,000,000","671,000,000","751,000,000","760,000,000","768,000,000","757,000,000","768,000,000","641,000,000","417,644,000","352,508,000","356,748,000","361,237,000","321,670,000","319,231,000","324,325,000","329,609,000","335,418,000","222,139,000","223,952,000","228,799,000","236,121,000","241,490,000","247,178,000","255,750,000","296,979,000","303,721,000","310,532,000","317,728,000","328,531,000","326,229,000","210,605,000","214,254,000","214,102,000","204,040,000","201,706,000","192,599,000","200,783,000","204,182,000","204,962,000","207,223,000","133,502,000","137,274,000","139,877,000","143,139,000","146,953,000","150,699,000","122,893,000","124,914,000","124,350,000","125,290,000","97,127,000","98,727,000","80,341,000","29,426,000","11,838,000","12,284,000","5,657,000","4,941,000","5,496,000"
			Goodwill,,"982,000,000","701,000,000","704,000,000","686,000,000","692,000,000",,,,"143,000,000",,,,"143,000,000",,,,"186,000,000","430,000,000","559,000,000","620,000,000","620,000,000","619,000,000","611,000,000","619,000,000","519,000,000","321,220,000","272,046,000","272,046,000","271,964,000","236,635,000","230,738,000","230,738,000","230,738,000","230,783,000","153,152,000","151,088,000","151,088,000","151,088,000","151,088,000","151,088,000","153,954,000",,"212,484,000","212,484,000","212,228,000","213,261,000","205,749,000",,"133,408,000",,,,"113,466,000",,,,"114,997,000",,,,"57,659,000",,,,"43,259,000",,,"61,978,000","61,978,000","46,484,000",,,,,,
			OtherIntangibleAssets,,"270,000,000","214,000,000","225,000,000","237,000,000","249,000,000",,,,"29,000,000",,,,"47,000,000",,,,"70,000,000","101,000,000","112,000,000","131,000,000","140,000,000","149,000,000","146,000,000","149,000,000","122,000,000","96,424,000","80,462,000","84,702,000","89,273,000","85,035,000","88,493,000","93,587,000","98,871,000","104,635,000","68,987,000","72,864,000","77,711,000","85,033,000","90,402,000","96,090,000","101,796,000","296,979,000","91,237,000","98,048,000","105,500,000","115,270,000","120,480,000",,"80,846,000",,,,"79,133,000",,,"204,962,000","92,226,000","133,502,000","137,274,000","139,877,000","85,480,000","146,953,000","150,699,000","122,893,000","81,655,000","124,350,000","125,290,000","35,149,000","36,749,000","33,857,000","29,426,000","11,838,000","12,284,000","5,657,000","4,941,000","5,496,000"
		InvestmentsAndAdvances,,,,,,,,"87,000,000","82,000,000","79,000,000","79,000,000","98,000,000","100,000,000","120,000,000","118,000,000","117,000,000","120,000,000","119,000,000","117,000,000","118,000,000","115,000,000","110,000,000","116,000,000","107,000,000","116,000,000","109,000,000","101,970,000","110,956,000","101,366,000","102,479,000","93,119,000","11,025,000","10,928,000","10,898,000","11,674,000","12,527,000","13,600,000","13,419,000","58,011,000","56,709,000","58,076,000","62,298,000","68,606,000","69,288,000","69,494,000","62,549,000","65,341,000","77,773,000","92,510,000","95,961,000","102,255,000","106,753,000","99,585,000","96,371,000","100,337,000","96,661,000","69,485,000",,,,,,,,,"8,018,000",,,,"4,141,000","4,257,000","4,601,000","5,732,000","7,868,000","4,343,000","4,734,000",
			InvestmentinFinancialAssets,,,,,,,,"87,000,000","82,000,000","79,000,000","79,000,000","98,000,000","100,000,000","120,000,000","118,000,000","117,000,000","120,000,000","119,000,000","117,000,000","118,000,000","115,000,000","110,000,000","116,000,000","107,000,000","116,000,000","109,000,000","101,970,000","110,956,000","101,366,000","102,479,000","93,119,000","11,025,000","10,928,000","10,898,000","11,674,000","12,527,000","13,600,000","13,419,000","13,523,000","13,101,000","16,129,000","16,134,000","18,112,000","18,958,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,"79,000,000","98,000,000","100,000,000","120,000,000","118,000,000","117,000,000","120,000,000","119,000,000","117,000,000","118,000,000","115,000,000","110,000,000","116,000,000","107,000,000","116,000,000","109,000,000","101,970,000","110,956,000","101,366,000","102,479,000","93,119,000","11,025,000","10,928,000","10,898,000","11,674,000","12,527,000","13,600,000","13,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,,,,,,"87,000,000","82,000,000","79,000,000","79,000,000","98,000,000","100,000,000","120,000,000","118,000,000","117,000,000","120,000,000","119,000,000","117,000,000","118,000,000","115,000,000","110,000,000","116,000,000","107,000,000","116,000,000","109,000,000","101,970,000","110,956,000","101,366,000","102,479,000","93,119,000","84,440,000","82,036,000","63,093,000","65,225,000","56,935,000","55,117,000","44,101,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,488,000","43,608,000","41,947,000","46,164,000","50,494,000","50,330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,,,,,,,,,,,,,,,"36,000,000","181,000,000",,,"226,000,000",,"0","0","0","0","329,323,000","222,997,000","250,160,000","196,617,000","186,351,000","191,663,000","207,123,000","147,385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,401,000","23,696,000","24,075,000","24,155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,155,000","24,649,000","25,134,000","25,277,000","25,378,000","25,455,000","25,926,000","26,153,000","26,714,000","27,367,000","27,828,000","28,143,000","28,446,000","29,240,000","30,929,000","31,400,000","32,138,000","32,923,000","34,987,000","35,834,000",,,,,,,,,,,,,
		NonCurrentDeferredAssets,"114,000,000","106,000,000","83,000,000","65,000,000","66,000,000","69,000,000","74,000,000","65,000,000","71,000,000","79,000,000","82,000,000","70,000,000","76,000,000","117,000,000","143,000,000","114,000,000","114,000,000","204,000,000","159,000,000","93,000,000","99,000,000","96,000,000","83,000,000","80,000,000","79,000,000","99,000,000","73,619,000","65,410,000","57,314,000","53,675,000","51,179,000","52,044,000","48,250,000","45,675,000","51,858,000","51,319,000","53,813,000","58,313,000","67,516,000","71,344,000","64,414,000","54,582,000","52,839,000","42,557,000","37,891,000","28,444,000","20,255,000","8,018,000",,,,,,"4,488,000",,,,,,,,,,,,,,,,"0","0","1,397,000","1,377,000","1,996,000","1,951,000","1,639,000",
			NonCurrentDeferredTaxesAssets,"114,000,000","106,000,000","83,000,000","65,000,000","66,000,000","69,000,000","74,000,000","65,000,000","71,000,000","79,000,000","82,000,000","70,000,000","76,000,000","117,000,000","143,000,000","114,000,000","114,000,000","103,000,000","62,000,000",,"10,000,000","10,000,000","0","0","0","18,000,000",,,,,,"4,075,000","3,510,000",,"3,090,000",,,,,,,,,,,,,,,,,,,"4,488,000",,,,,,,,,,,,,,,,"0","0","1,397,000","1,377,000","1,996,000","1,951,000","1,639,000",
		OtherNonCurrentAssets,"402,000,000","391,000,000","284,000,000","279,000,000","275,000,000","255,000,000","194,000,000","186,000,000","181,000,000","184,000,000","187,000,000","204,000,000","211,000,000","144,000,000","148,000,000","145,000,000","255,000,000","159,000,000","159,000,000","165,000,000","158,000,000","151,000,000","156,000,000","146,000,000","153,000,000","137,000,000","138,582,000","148,770,000","135,430,000","146,805,000","144,227,000","130,094,000","121,766,000","98,657,000","100,961,000","92,708,000","84,566,000","63,722,000","20,098,000","20,400,000","19,759,000","17,099,000","13,932,000","14,788,000","17,598,000","17,368,000","17,463,000","19,242,000","19,322,000","19,988,000","20,113,000","21,718,000","21,450,000","34,321,000","19,846,000","22,247,000","52,241,000","50,694,000","42,254,000","36,406,000","35,875,000","33,008,000","28,519,000","26,910,000","27,009,000","18,242,000","19,851,000","19,949,000","18,928,000","10,847,000","9,815,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",
TotalLiabilitiesNetMinorityInterest,"9,566,000,000","9,579,000,000","8,515,000,000","8,160,000,000","7,786,000,000","7,436,000,000","5,680,000,000","5,880,000,000","5,482,000,000","4,827,000,000","4,870,000,000","4,954,000,000","5,744,000,000","5,507,000,000","6,490,000,000","7,105,000,000","7,580,000,000","7,134,000,000","7,525,000,000","7,062,000,000","6,311,000,000","5,800,000,000","5,879,000,000","5,561,000,000","5,593,000,000","5,019,000,000","4,397,022,000","4,273,052,000","4,127,796,000","3,466,773,000","3,091,849,000","2,534,959,000","2,395,761,000","2,110,000,000","2,032,218,000","1,703,529,000","1,723,890,000","1,152,508,000","1,152,066,000","1,171,458,000","964,692,000","897,073,000","836,484,000","834,564,000","842,649,000","790,157,000","733,698,000","793,550,000","637,122,000","702,497,000","679,233,000","668,984,000","678,259,000","638,522,000","649,779,000","679,299,000","642,604,000","680,827,000","477,578,000","474,078,000","444,922,000","444,309,000","370,984,000","355,065,000","283,230,000","258,964,000","240,842,000","211,514,000","196,380,000","203,237,000","175,852,000","121,250,000","118,575,000","123,263,000","112,947,000","151,914,000","129,254,000"
