name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
MarketCap,"3,327,857,340","4,556,825,356","4,464,817,731","4,526,221,381","4,874,138,186","5,102,270,601","4,045,955,095","2,353,778,315","2,330,133,242","1,862,232,300","6,192,938,507","5,977,520,432","5,555,476,148","6,263,822,578","5,227,133,938","6,602,675,580","6,160,586,538","5,433,560,312","6,176,969,067","5,921,006,908","5,791,962,464","5,513,076,462","5,920,200,000"
EnterpriseValue,"7,609,857,340","8,767,825,356","8,594,817,731","8,953,221,381","9,367,138,186","9,516,270,601","8,281,955,095","6,450,778,315","6,153,133,242","5,647,232,300","10,255,938,507","8,816,520,432","8,432,476,148","8,801,822,578","7,776,133,938","9,128,675,580","8,934,586,538","8,030,560,312","8,834,969,067","8,629,006,908","8,485,962,464","8,232,076,462","8,647,200,000"
PeRatio,"5.444",,,,,,,,,"5.493","22.111","17.585","13.25","13.455","11.496","13.907","20.979","2.213","2.399","2.362","2.353","38.215","32.175"
ForwardPeRatio,"109.89",,"60.976","112.36",,,,,,"5.794","11.223","10.571","11.877","13.587","10.905","14.306","17.513","22.523","20.121","9.737","13.605","12.854",
PegRatio,,,,,,,,,,,"1.793","1.023","1.149","2.607",,,,,,,,,
PsRatio,"2.008","3.384","4.351","6.462","11.612","5.978","2.624","1.082","0.789","0.592","1.933","1.868","2.036","2.317","1.967","2.485","2.359","2.072","2.226","2.147","2.106","1.864","2.167"
PbRatio,"0.768","1.024","0.989","0.985","1.036","1.043","0.793","0.438","0.414","0.287","0.953","1.063","0.987","1.112","0.905","1.137","1.069","0.904","1.018","0.979","0.962","1.424","1.446"
EnterprisesValueRevenueRatio,"4.54","18.304","19.057","21.166","29","57.674","73.292","65.824","146.503","9.428","12.662","13.12","11.995","13.356","11.335","14.001","12.222","12.022","12.879","12.542","11.577","12.035","12.906"
EnterprisesValueEBITDARatio,"35.068","116.904","122.783","182.719","407.267","-179.552","-82","-45.75","-46.264","-10.013","37.845","85.597","46.079","44.454","46.564","58.517","26.993","32.122","54.876","51.671","42.43","48.711","66.517"
