name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TaxProvision,"6,095,000","-2,887,000","1,800,000","2,582,000","4,600,000","-1,513,000","2,680,000","6,138,000","4,772,000","531,000","1,319,000","5,829,000","4,941,000","1,488,000","1,651,000","5,143,000","1,409,000","4,770,000","-797,000","7,347,000","3,031,000","1,578,000","2,786,000"
EarningsFromEquityInterestNetOfTax,"-1,000","0","0","0","-1,000","0","11,000","71,000","419,000","70,000","43,000","412,000","386,000","233,000","306,000","593,000","436,000","230,000",,,"0","0",
NetIncomeCommonStockholders,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
	NetIncome,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
		NetIncomeIncludingNoncontrollingInterests,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
			NetIncomeContinuousOperations,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
DilutedNIAvailtoComStockholders,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
BasicEPS,,"-0.18","0.11","0.15","0.18","-0.1","0.15","0.34","0.31","0.03","0.11","0.32","0.33","0.08","0.1","0.29","0.29","0.269","0.22",,"0.126","0.055","0.09"
DilutedEPS,,"-0.18","0.11","0.15","0.18","-0.1","0.15","0.34","0.3","0.03","0.11","0.32","0.33","0.08","0.1","0.29","0.29","0.269","0.22",,"0.126","0.055","0.09"
BasicAverageShares,,"51,793,443","51,696,004","51,686,846","51,686,735","51,686,652","51,489,211","51,489,211","51,489,211","51,489,211","51,489,211","51,440,564","51,414,619","51,414,619","51,414,619","51,414,619","46,557,785","41,817,541","50,817,537",,"50,817,537","50,817,537","50,817,537"
DilutedAverageShares,,"51,793,443","51,977,974","51,916,042","51,864,403","51,686,652","51,717,848","51,673,510","51,646,385","51,619,403","51,609,380","51,457,906","51,422,899","51,414,619","51,414,619","51,414,619","46,988,359","41,817,541","50,817,537",,"50,817,537","50,817,537","50,817,537"
TotalOperatingIncomeAsReported,"22,622,000","-11,489,000","8,459,000","11,395,000","14,257,000","-6,394,000","10,843,000","23,663,000","20,030,000","4,585,000","6,953,000","22,202,000","22,182,000","5,723,000","7,031,000","20,064,000","14,767,000","16,080,000","10,517,000","20,843,000","11,743,000","5,579,000","8,420,000"
TotalExpenses,"1,049,581,000","255,888,000","276,946,000","268,513,000","248,234,000","185,515,000","180,419,000","201,464,000","197,401,000","164,529,000","168,670,000","215,939,000","205,166,000","159,274,000","147,630,000","196,912,000","180,394,000","118,508,000","140,049,000","167,590,000","136,594,000","106,970,000","113,954,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
NormalizedIncome,"11,168,006.176","-10,193,710","5,178,486","7,248,298.865","8,780,550","-4,941,885","7,622,582","17,195,260.003","15,447,870","1,213,795","5,212,255","15,947,620.665","17,156,934","3,699,873","4,901,162","14,201,960.546","13,325,170","234,322","10,909,000","11,762,910.982","7,362,600","1,402,880","4,403,266"
InterestExpense,"3,761,000","859,000","1,264,000","1,070,000","568,000","298,000","468,000","423,000","575,000","1,834,000","281,000","352,000","615,000","379,000","515,000","314,000","406,000","253,000","297,000","1,158,000","659,000","1,096,000","1,047,000"
NetInterestIncome,"-3,761,000","-859,000","-1,264,000","-1,070,000","-568,000","-298,000","-468,000","-423,000","-575,000","-1,834,000","-281,000","-352,000","-615,000","-379,000","-515,000","-314,000","-406,000","-253,000","-297,000","-1,158,000","-659,000","-1,096,000","-1,047,000"
EBIT,"23,191,000","-11,446,000","8,575,000","11,553,000","14,509,000","-6,150,000","11,008,000","24,042,000","20,675,000","3,832,000","7,018,000","22,322,000","22,372,000","5,846,000","7,014,000","20,008,000","14,782,000","16,041,000","10,496,000","20,772,000","10,102,000","5,474,000","8,394,000"
EBITDA,"82,659,000"
ReconciledCostOfRevenue,"952,316,000","230,888,000","252,000,000","244,389,000","225,039,000","161,040,000","160,335,000","183,653,000","180,549,000","147,708,000","151,557,000","198,385,000","189,198,000","144,503,000","133,199,000","182,181,000","165,606,000","105,150,000","127,623,000","153,728,000","124,117,000","96,005,000","103,391,000"
ReconciledDepreciation,"59,468,000","17,144,000","15,903,000","13,795,000","12,626,000","12,291,000","11,094,000","10,236,000","10,034,000","9,593,000","9,438,000","8,533,000","8,059,000","7,501,000","7,138,000","7,392,000","6,621,000","5,633,000","5,675,000","5,363,000","5,208,000","5,279,000","5,222,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"13,334,000","-9,418,000","5,511,000","7,901,000","9,340,000","-4,935,000","7,871,000","17,552,000","15,747,000","1,537,000","5,461,000","16,553,000","17,202,000","4,212,000","5,154,000","15,144,000","13,403,000","11,248,000","10,996,000","12,267,000","6,412,000","2,800,000","4,561,000"
TotalUnusualItemsExcludingGoodwill,"3,156,000","1,014,000","441,000","866,000","835,000","9,000","333,000","482,000","390,000","435,000","309,000","824,000","58,000","693,000","334,000","1,275,000","86,000","15,689,000","145,000","806,000","-1,400,000","2,183,000","254,000"
TotalUnusualItems,"3,156,000","1,014,000","441,000","866,000","835,000","9,000","333,000","482,000","390,000","435,000","309,000","824,000","58,000","693,000","334,000","1,275,000","86,000","15,689,000","145,000","806,000","-1,400,000","2,183,000","254,000"
NormalizedEBITDA,"79,503,000","4,684,000","24,037,000","24,482,000","26,300,000","6,132,000","21,769,000","33,796,000","30,319,000","12,990,000","16,147,000","30,031,000","30,373,000","12,654,000","13,818,000","26,125,000","21,317,000","5,985,000","16,026,000","25,329,000","16,710,000","8,570,000","13,362,000"
TaxRateForCalcs,"0.314","0.235","0.246","0.246","0.33","0.235","0.254","0.26","0.233","0.257","0.195","0.265","0.223","0.261","0.243","0.261","0.095","0.298","0.4","0.375","0.321","0.36","0.379"
TaxEffectOfUnusualItems,"990,006.176","238,290","108,486","213,298.865","275,550","2,115","84,582","125,260.003","90,870","111,795","60,255","218,620.665","12,934","180,873","81,162","332,960.546","8,170","4,675,322","58,000","301,910.982","-449,400","785,880","96,266"
