name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,09/30/2000,06/30/2000,03/31/2000
		HedgingAssetsCurrent,,,"1,000,000",,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"-1,000,000","-1,000,000",,,"1,000,000","1,000,000","-1,000,000",,"1,000,000","-1,000,000","-1,000,000","1,000,000","727,000,000","-1,000,000","-1,000,000","458,000,000","481,000,000","475,000,000","502,000,000","491,000,000","507,000,000","492,000,000","466,000,000","355,000,000","324,000,000","326,000,000","314,000,000","321,000,000","298,000,000","322,000,000","322,000,000","330,000,000","312,000,000","316,000,000","315,000,000","371,000,000","187,000,000","196,000,000","236,000,000","221,000,000","203,000,000","184,000,000","225,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,000,000","102,000,000","101,000,000","147,000,000","275,000,000","114,083,000","301,085,000",,"289,350,217.326","296,480,255.09","259,855,097.267","242,555,447.557","300,359,865.121","255,926,991.37",,"302,213,608.697","321,994,742.293"
	TotalNonCurrentAssets,"44,434,000,000","45,223,000,000","43,211,000,000","44,606,000,000","44,866,000,000","44,767,000,000","43,031,000,000","41,550,000,000","41,596,000,000","44,057,000,000","43,000,000,000","41,289,000,000","41,678,000,000","41,829,000,000","40,175,000,000","39,998,000,000","39,906,000,000","39,774,000,000","39,182,000,000","38,982,000,000","38,677,000,000","37,106,000,000","37,247,000,000","37,778,000,000","38,251,000,000","36,586,000,000","36,786,000,000","37,180,000,000","37,132,000,000","37,288,000,000","38,029,000,000","38,395,000,000","38,901,000,000","38,260,000,000","38,167,000,000","37,759,000,000","37,655,000,000","36,883,000,000","37,340,000,000","37,141,000,000","37,293,000,000","36,790,000,000","37,325,000,000","38,629,000,000","38,264,000,000","36,600,000,000","36,246,000,000","35,402,000,000","34,443,000,000","34,987,000,000","35,317,000,000","34,261,000,000","34,011,000,000","31,277,000,000","31,750,000,000","33,225,000,000","33,293,000,000","32,122,000,000","32,204,998,602.8","30,466,000,000","30,168,000,000","28,952,000,000","28,557,000,000","28,315,000,000","27,798,000,000","27,009,000,000","26,217,000,000","26,354,000,000","26,207,000,000","26,243,000,000","25,908,000,000","24,854,000,000","24,953,000,000","23,914,000,000","22,359,000,000","21,486,627,000","20,816,379,000","0","5,202,811,906.667","5,178,593,328.428","4,840,549,945.804","4,408,264,852.287","4,308,888,951.857","4,403,899,839.868","0","3,757,986,857.645","4,003,186,489.285"
		NetPPE,"40,467,000,000","41,461,000,000","39,440,000,000","40,283,000,000","40,914,000,000","40,937,000,000","39,444,000,000","38,305,000,000","38,552,000,000","39,492,000,000","38,131,000,000","36,466,000,000","36,814,000,000","37,005,000,000","35,336,000,000","35,178,000,000","35,227,000,000","35,027,000,000","34,430,000,000","34,172,000,000","33,823,000,000","32,328,000,000","32,429,000,000","32,864,000,000","33,244,000,000","31,677,000,000","31,888,000,000","32,232,000,000","32,179,000,000","32,294,000,000","32,773,000,000","33,073,000,000","33,515,000,000","32,991,000,000","32,905,000,000","32,498,000,000","32,481,000,000","31,726,000,000","32,137,000,000","31,972,000,000","32,133,000,000","31,475,000,000","32,054,000,000","33,243,000,000","32,822,000,000","31,225,000,000","30,967,000,000","30,162,000,000","29,317,000,000","29,702,000,000","29,870,000,000","28,882,000,000","28,663,000,000","26,225,000,000","26,457,000,000","27,735,000,000","27,666,000,000","26,542,000,000","27,201,999,446.1","25,134,000,000","25,019,000,000","23,837,000,000","23,458,000,000","23,263,000,000","22,772,000,000","21,957,000,000","21,312,000,000","21,434,000,000","21,249,000,000","21,228,000,000","20,823,000,000","19,899,000,000","19,948,000,000","18,928,000,000","17,522,000,000","17,508,139,000","16,708,612,000","0","786,141,317.14","727,250,429.237","725,512,008.671","707,784,748.608","614,179,252.501","753,468,335.057","0","589,589,074.282","502,350,035.848"
			GrossPPE,"40,467,000,000","41,461,000,000","57,298,000,000","40,283,000,000","40,914,000,000","40,937,000,000","56,519,000,000","38,305,000,000","38,552,000,000","39,492,000,000","56,781,000,000","36,466,000,000","36,814,000,000","37,005,000,000","52,622,000,000","35,178,000,000","35,227,000,000","35,027,000,000","50,865,000,000","34,172,000,000","33,823,000,000","32,328,000,000","47,524,000,000","32,864,000,000","33,244,000,000","31,677,000,000","45,790,000,000","32,232,000,000","32,179,000,000","32,294,000,000","45,829,000,000","33,073,000,000","33,515,000,000","32,991,000,000","45,124,000,000","32,498,000,000","32,481,000,000","31,726,000,000","43,201,000,000","31,972,000,000","32,133,000,000","31,475,000,000","42,204,000,000",,,,"39,836,000,000",,,,"36,821,000,000",,,,"32,873,000,000",,,,"33,102,998,221.7","25,134,000,000","25,019,000,000","23,837,000,000","23,458,000,000","23,263,000,000","22,772,000,000","21,957,000,000","21,312,000,000","21,434,000,000","21,249,000,000","21,228,000,000","20,823,000,000","19,899,000,000","19,948,000,000","18,928,000,000","17,522,000,000","17,508,139,000","16,708,612,000","0","786,141,317.14","727,250,429.237","725,512,008.671","707,784,748.608","614,179,252.501","753,468,335.057","0","589,589,074.282","502,350,035.848"
				Properties,,,,,,,,,,,,,,,,,,,,,,,"1,086,000,000",,,,"1,161,000,000",,,,"1,088,000,000",,,,"971,000,000",,,,"901,000,000",,,,"898,000,000",,,,"0",,,,,,,,"0",,,,"716,999,079.8",,,,,,,,,,,,,,,,,,,"0","247,924,806.603","251,103,752.759","250,727,366.079","249,329,916.645","243,121,475.73","247,141,014.922","0","208,491,051.691","214,769,377.838"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,161,000,000",,,,,,,,"971,000,000",,,,"901,000,000",,,,"898,000,000",,,,"858,000,000",,,,,,,,"762,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,"50,501,000,000",,,,"49,803,000,000",,,,"50,446,000,000",,,,"46,957,000,000",,,,"46,744,000,000",,,,"45,713,000,000",,,,"43,790,000,000",,,,"44,208,000,000",,,,"43,618,000,000",,,,"41,920,000,000",,,,"40,780,000,000",,,,"38,282,000,000",,,,"36,051,000,000",,,,"31,404,000,000",,,,"30,167,999,771.8",,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0"
				OtherProperties,"40,467,000,000","41,461,000,000","5,261,000,000","40,283,000,000","40,914,000,000","40,937,000,000","5,362,000,000","38,305,000,000","38,552,000,000","39,492,000,000","3,843,000,000","36,466,000,000","36,814,000,000","37,005,000,000","3,661,000,000","35,178,000,000","35,227,000,000","35,027,000,000","3,331,000,000","34,172,000,000","33,823,000,000","32,328,000,000","32,429,000,000","32,864,000,000","33,244,000,000","31,677,000,000","31,888,000,000","32,232,000,000","32,179,000,000","32,294,000,000","32,773,000,000","33,073,000,000","33,515,000,000","32,991,000,000","32,905,000,000","32,498,000,000","32,481,000,000","31,726,000,000","40,774,000,000","31,972,000,000","32,133,000,000","31,475,000,000",,,,,,,,,,,,,,,,,"2,217,999,370.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,"1,536,000,000",,,,"1,354,000,000",,,,"2,492,000,000",,,,"2,004,000,000",,,,"790,000,000",,,,"725,000,000",,,,"839,000,000",,,,"533,000,000",,,,"535,000,000",,,,"380,000,000",,,,"526,000,000",,,,"696,000,000",,,,"770,000,000",,,,"707,000,000",,,,,,,,,,,,,,,,,,,,,,,"0","538,216,510.537","476,146,676.478","474,784,642.592","458,454,831.964","371,057,776.77","506,327,320.135","0","381,098,022.59","287,580,658.01"
			AccumulatedDepreciation,,,"-17,858,000,000",,,,"-17,075,000,000",,,,"-18,650,000,000",,,,"-17,286,000,000",,,,"-16,435,000,000",,,,"-15,095,000,000",,,,"-13,902,000,000",,,,"-13,056,000,000",,,,"-12,219,000,000",,,,"-11,064,000,000",,,,"-10,150,000,000",,,,"-8,869,000,000",,,,"-6,951,000,000",,,,"-6,416,000,000",,,,"-5,900,998,775.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,746,000,000","1,760,000,000","1,760,000,000","2,000,000,000","2,016,000,000","2,009,000,000","1,993,000,000","1,993,000,000","1,958,000,000","3,349,000,000","4,086,000,000","4,052,000,000","4,079,000,000","4,124,000,000","4,101,000,000","4,131,000,000","4,133,000,000","4,212,000,000","4,167,000,000","4,204,000,000","4,239,000,000","4,190,000,000","4,185,000,000","4,254,000,000","4,324,000,000","4,274,000,000","4,248,000,000","4,299,000,000","4,288,000,000","4,307,000,000","4,397,000,000","4,491,000,000","4,524,000,000","4,522,000,000","4,502,000,000","4,438,000,000","4,432,000,000","4,446,000,000","4,488,000,000","4,453,000,000","4,437,000,000","4,507,000,000","4,652,000,000","4,826,000,000","4,820,000,000","4,708,000,000","4,640,000,000","4,597,000,000","4,503,000,000","4,642,000,000","4,797,000,000","4,734,000,000","4,716,000,000","4,506,000,000","4,560,000,000","4,859,000,000","5,007,000,000","4,982,000,000","5,002,999,156.7","4,690,000,000","4,659,000,000","4,637,000,000","4,634,000,000","4,592,000,000","4,598,000,000","4,494,000,000","4,488,000,000","4,526,000,000","4,547,000,000","4,627,000,000","4,627,000,000","4,538,000,000","4,561,000,000","4,480,000,000","4,355,000,000","3,615,858,000","3,649,236,000","0","120,981,029.045","122,332,597.498","109,104,911.86","116,344,143.03","110,509,761.696","112,517,182.252","0","114,768,494.686","32,820,839.64"
			Goodwill,"579,000,000","579,000,000","579,000,000","810,000,000","818,000,000","814,000,000","807,000,000","807,000,000","790,000,000","2,176,000,000","2,912,000,000","2,886,000,000","2,907,000,000","2,943,000,000","2,925,000,000","2,949,000,000","2,950,000,000","3,014,000,000","2,967,000,000","2,957,000,000","2,953,000,000","2,911,000,000","2,910,000,000","2,964,000,000","3,019,000,000","2,980,000,000","3,010,000,000","3,052,000,000","3,041,000,000","3,055,000,000","3,127,000,000","3,199,000,000","3,226,000,000","3,226,000,000","3,210,000,000","3,160,000,000","3,134,000,000","3,143,000,000","3,174,000,000","3,146,000,000","3,135,000,000","3,188,000,000","3,322,000,000","3,430,000,000","3,424,000,000","3,373,000,000","3,320,000,000","3,287,000,000","3,214,000,000","3,326,000,000","3,451,000,000","3,402,000,000","3,388,000,000","3,225,000,000","3,266,000,000","3,500,000,000","3,614,000,000","3,593,000,000","3,610,000,000","3,356,000,000","3,331,000,000","3,315,000,000","3,313,000,000","3,281,000,000","3,290,000,000","3,211,000,000","3,206,000,000","3,243,000,000","3,259,000,000","3,319,000,000","3,321,000,000","3,259,000,000","3,212,000,000","3,123,000,000","3,031,000,000","3,615,858,000","3,649,236,000","0","120,981,029.045","122,332,597.498","109,104,911.86","116,344,143.03","110,509,761.696","112,517,182.252","0","114,768,494.686","32,820,839.64"
			OtherIntangibleAssets,"1,167,000,000","1,181,000,000","1,181,000,000","1,190,000,000","1,198,000,000","1,195,000,000","1,186,000,000","1,186,000,000","1,168,000,000","1,173,000,000","1,174,000,000","1,166,000,000","1,172,000,000","1,181,000,000","1,176,000,000","1,182,000,000","1,183,000,000","1,198,000,000","1,200,000,000","1,247,000,000","1,286,000,000","1,279,000,000","1,275,000,000","1,290,000,000","1,305,000,000","1,294,000,000","1,238,000,000","1,247,000,000","1,247,000,000","1,252,000,000","1,270,000,000","1,292,000,000","1,298,000,000","1,296,000,000","1,292,000,000","1,278,000,000","1,298,000,000","1,303,000,000","1,314,000,000","1,307,000,000","1,302,000,000","1,319,000,000","1,330,000,000","1,396,000,000","1,396,000,000","1,335,000,000","1,320,000,000","1,310,000,000","1,289,000,000","1,316,000,000","1,346,000,000","1,332,000,000","1,328,000,000","1,281,000,000","1,294,000,000","1,359,000,000","1,393,000,000","1,389,000,000","1,392,999,156.7","1,334,000,000","1,328,000,000","1,322,000,000","1,321,000,000","1,311,000,000","1,308,000,000","1,283,000,000","1,282,000,000","1,283,000,000","1,288,000,000","1,308,000,000","1,306,000,000","1,279,000,000","1,349,000,000","1,357,000,000","1,324,000,000",,,,,,,,,,,,
		InvestmentProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"942,999,423.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,221,000,000","2,002,000,000","2,011,000,000","2,323,000,000","1,936,000,000","1,821,000,000","1,594,000,000","1,252,000,000","1,086,000,000","1,216,000,000","783,000,000","771,000,000","785,000,000","700,000,000","738,000,000","689,000,000","546,000,000","535,000,000","585,000,000","606,000,000","615,000,000","588,000,000","633,000,000","660,000,000","683,000,000","635,000,000","650,000,000","649,000,000","665,000,000","687,000,000","859,000,000","831,000,000","862,000,000","747,000,000","760,000,000","823,000,000","742,000,000","711,000,000","715,000,000","716,000,000","723,000,000","808,000,000","619,000,000","560,000,000","622,000,000","667,000,000","639,000,000","643,000,000","623,000,000","643,000,000","650,000,000","645,000,000","632,000,000","546,000,000","733,000,000","631,000,000","620,000,000","598,000,000","-942,999,423.5","642,000,000","490,000,000","478,000,000","465,000,000","460,000,000","428,000,000","558,000,000","417,000,000","394,000,000","411,000,000","388,000,000","458,000,000","417,000,000","444,000,000","506,000,000","482,000,000","362,630,000","458,531,000",,"4,279,370,459.289","4,312,300,711.307","3,988,961,150.094","3,573,090,630.615","3,573,573,999.037","3,518,925,276.687",,"3,043,333,434.273","3,457,022,225.763"
TotalLiabilitiesNetMinorityInterest,"44,728,000,000","42,970,000,000","41,200,000,000","38,651,000,000","37,187,000,000","37,412,000,000","33,038,000,000","31,315,000,000","28,978,000,000","22,653,000,000","19,693,000,000","18,706,000,000","20,404,000,000","19,688,000,000","17,958,000,000","17,099,000,000","18,251,000,000","17,059,000,000","16,562,000,000","16,471,000,000","17,487,000,000","16,043,000,000","16,339,000,000","16,432,000,000","17,060,000,000","15,821,000,000","15,466,000,000","14,444,000,000","15,359,000,000","15,364,000,000","15,244,000,000","14,840,000,000","16,161,000,000","15,435,000,000","15,548,000,000","16,133,000,000","16,699,000,000","15,152,000,000","15,232,000,000","14,889,000,000","16,436,000,000","15,310,000,000","14,805,000,000","15,274,000,000","15,911,000,000","14,530,000,000","14,459,000,000","14,252,000,000","15,165,000,000","15,313,000,000","14,800,000,000","14,799,000,000","15,160,000,000","13,682,000,000","14,302,000,000","14,957,000,000","15,542,000,000","14,405,000,000","14,218,001,407.4","13,480,000,000","14,608,000,000","12,123,000,000","12,342,000,000","11,987,000,000","12,209,000,000","11,137,000,000","11,460,000,000","11,676,000,000","12,246,000,000","11,582,000,000","11,876,000,000","11,134,000,000","12,006,000,000","11,324,000,000","10,698,000,000","9,828,271,000","10,369,889,000","0","2,908,409,044.548","2,973,080,696.591","2,691,397,113.355","2,235,427,527.908","2,432,348,190.757","2,232,913,401.448","0","1,797,535,051.328","1,953,317,931.968"
	CurrentLiabilities,"13,380,000,000","10,920,000,000","10,408,000,000","9,491,000,000","8,754,000,000","8,619,000,000","8,686,000,000","10,184,000,000","11,858,000,000","10,716,000,000","9,127,000,000","8,932,000,000","10,377,000,000","9,642,000,000","9,204,000,000","8,020,000,000","9,308,000,000","8,851,000,000","8,800,000,000","7,969,000,000","9,058,000,000","7,465,000,000","7,072,000,000","7,100,000,000","7,841,000,000","6,664,000,000","6,956,000,000","6,749,000,000","7,683,000,000","7,412,000,000","6,921,000,000","7,056,000,000","7,401,000,000","6,688,000,000","6,720,000,000","7,488,000,000","8,055,000,000","6,782,000,000","7,340,000,000","5,936,000,000","7,262,000,000","6,544,000,000","6,105,000,000","6,881,000,000","6,521,000,000","6,009,000,000","5,755,000,000","5,876,000,000","6,763,000,000","5,667,000,000","4,967,000,000","5,775,000,000","6,167,000,000","5,340,000,000","5,781,000,000","5,829,000,000","7,089,000,000","7,393,000,000","7,260,000,687.7","7,147,000,000","8,609,000,000","5,356,000,000","5,415,000,000","4,810,000,000","5,512,000,000","4,895,000,000","5,192,000,000","4,831,000,000","5,398,000,000","5,243,000,000","5,034,000,000","4,380,000,000","4,790,000,000","3,529,000,000","3,315,000,000","2,888,897,000","3,255,024,000","0","68,728,522.337","79,868,776.061","53,910,662.331","45,359,488.675","61,488,764.841","174,585,854.578","0","917,693,728.613","879,949,016.171"
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252,000,000","295,000,000","278,000,000","262,000,000","225,000,000","384,000,000","352,000,000","456,000,000","558,000,000","737,000,000","440,000,000","553,000,000","564,000,000","479,000,000","398,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
