name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"1,421,299,000","1,588,754,000","1,253,430,000","1,355,697,000","1,380,832,000","1,476,128,000","619,851,000","663,950,000","713,447,000","432,200,000","470,698,000","501,456,000","309,361,000","228,454,000","247,693,000","265,187,000","154,544,000","157,246,000","82,061,000","94,984,000","110,765,000","63,444,000","79,158,000","95,993,000","112,503,000","128,017,000","143,678,000","61,874,000","72,182,000","33,479,000","41,309,000","49,664,000","56,312,000","64,537,000","18,001,000","23,040,000","32,124,000","39,803,785.571","20,375,920.752","23,440,173.041","27,652,323.822","30,958,863.859","33,582,923.774","39,504,604.964","9,181,920.137","10,909,254.519","13,889,319.636","18,070,391.803","15,586,619.58","21,011,364.722","23,611,189.073","28,661,871.743","32,775,797.893","41,312,243.221","51,005,101.077","59,374,140.303","66,435,441.562","73,021,306.675","78,561,643.836","77,981,260.686","77,935,984.743","65,771,322.066","70,374,086.513","68,124,939.867","49,885,288.214","30,121,633.374","33,719,216.445","34,986,375.955","38,411,389.601"
	CurrentAssets,"1,343,117,000","1,507,983,000","1,171,894,000","1,278,093,000","1,303,510,000","1,403,643,000","595,391,000","654,037,000","704,816,000","424,407,000","464,648,000","495,710,000","306,382,000","226,660,000","246,098,000","263,596,000","153,073,000","155,759,000","79,401,000","92,277,000","107,925,000","59,555,000","75,486,000","93,039,000","109,901,000","125,402,000","141,038,000","60,893,000","71,189,000","32,657,000","40,345,000","49,161,000","56,037,000","64,215,000","17,021,000","22,436,000","31,521,000","39,331,343.044","19,732,791.466","22,819,781.732","27,045,935.192","30,338,883.448","32,631,781.825","38,585,677.116","7,956,498.03","9,709,446.489","12,373,522","16,216,677.735","14,274,082.794","19,523,445.707","21,958,087.754","26,989,965.115","31,046,170.904","37,694,330.32","46,558,662.384","54,550,009.825","61,439,813.465","67,547,207.917","73,184,931.507","72,762,407.703","73,012,100.381","60,824,518.703","65,008,058.392","62,784,067.492","44,712,632.527","24,781,000.517","28,131,940.825","29,570,549.533","33,648,775.73"
		CashCashEquivalentsAndShortTermInvestments,"1,326,474,000","1,491,340,000","1,154,418,000","1,196,509,000","1,287,163,000","1,390,106,000","579,050,000","645,710,000","695,360,000","415,050,000","454,212,000","485,527,000","300,985,000","222,790,000","242,612,000","260,184,000","148,652,000","150,837,000","74,962,000","87,838,000","105,460,000","56,734,000","72,982,000","91,313,000","107,669,000","122,327,000","138,013,000","58,877,000","68,023,000","29,303,000","37,707,000","47,417,000","53,375,000","62,070,000","15,034,000","20,256,000","29,497,000","36,985,213.554","17,616,459.233","21,169,993.118","24,512,132.784","28,333,006.856","31,107,256.432","36,342,047.66","5,835,931.311","7,359,822.428","9,332,234.929","13,215,064.984","11,535,216.794","17,260,051.571","18,331,930.022","22,347,215.642","25,003,563.792","31,722,267.872","40,396,750.425","47,479,858.518","52,967,064.996","61,327,880.44","68,255,439.162","66,666,587.13","68,070,857.316","56,433,808.339","60,257,981.372","58,673,781.188","41,868,012.524","22,580,316.859","25,066,141.143","26,755,166.362","31,278,178.887"
			CashAndCashEquivalents,"304,696,000","413,083,000","242,624,000","280,720,000","329,503,000","885,562,000","131,434,000","131,689,000","204,505,000","46,535,000","91,904,000","252,092,000","74,605,000","32,694,000","116,710,000","105,963,000","20,567,000","107,703,000","20,784,000","19,955,000","29,757,000","22,383,000","19,802,000","24,542,000","34,555,000","49,493,000","109,881,000","13,379,000","14,307,000","6,593,000","4,915,000","8,515,000","8,317,000","14,235,000","7,616,000","9,740,000","10,993,000","18,404,149.453","5,636,779.274","8,059,187.887","5,493,580.299","9,843,290.891","8,118,916.835","7,503,200.76","5,835,931.311","7,359,822.428","9,332,234.929","11,647,851.248","10,457,131.646","13,570,814.631","14,058,377.772","8,273,396.787","15,564,267.047","4,886,606.409","9,516,342.339","26,131,853.016","22,298,649.568","3,239,422.397","50,619,460.113","14,922,973.227","35,071,274.272","582,967.57","25,833,629.769","31,714,160.833","14,424,921.084","456,571.379","5,075,766.568","8,047,524.162","9,860,610.069"
				CashFinancial,"11,279,000","19,347,000","65,842,000","21,726,000",,"20,398,000","18,812,000","12,198,000","5,488,000","662,000","3,078,000","1,310,000","1,909,000","3,731,000","3,612,000","6,844,000","3,721,000","1,026,000","6,291,000","2,486,000","3,165,000","2,728,000","989,000","3,570,000","3,986,000",,"6,573,000","3,676,000","954,000",,,,,,"2,958,000","2,333,000","3,170,000","2,823,598.002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"293,417,000","393,736,000","176,782,000","258,994,000",,"865,164,000","112,622,000","119,491,000","199,017,000","45,873,000","88,826,000","250,782,000","72,696,000","28,963,000","113,098,000","99,119,000","16,846,000","106,677,000","14,493,000","17,469,000","26,592,000","19,655,000","18,813,000","20,972,000","30,569,000",,"103,308,000","9,703,000","13,353,000",,,,,,"4,658,000","7,407,000","7,823,000","15,580,551.451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"1,021,778,000","1,078,257,000","911,794,000","915,789,000","957,660,000","504,544,000","447,616,000","514,021,000","490,855,000","368,515,000","362,308,000","233,435,000","226,380,000","190,096,000","125,902,000","154,221,000","128,085,000","43,134,000","54,178,000","67,883,000","75,703,000","34,351,000","53,180,000","66,771,000","73,114,000","72,834,000","28,132,000","45,498,000","53,716,000","22,710,000","32,792,000","38,902,000","45,058,000","47,835,000","7,418,000","10,516,000","18,504,000","18,581,064.101","11,979,679.959","13,110,805.231","19,018,552.485","18,489,715.965","22,988,339.597","28,838,846.9","0","0","0","1,567,213.737","1,078,085.148","3,689,236.94","4,273,552.25","14,073,818.855","9,439,296.745","26,835,661.463","30,880,408.086","21,348,005.502","30,668,415.428","58,088,458.043","17,635,979.049","51,743,613.903","32,999,583.044","55,850,840.769","34,424,351.603","26,959,620.355","27,443,091.439","22,123,745.48","19,990,374.575","18,707,642.199","21,417,568.819"
		Receivables,"1,810,000","2,513,000","1,957,000","67,123,000","1,838,000","2,304,000","1,535,000","1,813,000","1,959,000","1,566,000","1,618,000","840,000","792,000","768,000","472,000","790,000","403,000","237,000","157,000","239,000","157,000","183,000","134,000","282,000","166,000","237,000","233,000","179,000","1,092,000","905,000","1,323,000","1,157,000","1,413,000","1,400,000","1,195,000","1,466,000","1,179,000","1,265,542.857","194,056.388","100,285.124","193,442.984","170,421.156","175,387.877","629,826.952","584,416.253","1,459,766.437","1,903,469.665","1,710,463.903","1,507,749.657","1,823,130.551","2,214,426.045","2,648,692.881","1,494,416.726","5,122,432.21","5,276,780.654","5,767,341.324","7,008,646.653","5,596,283.954","3,781,224.819","4,390,570.221","3,253,457.871","3,724,031.4","3,084,306.824","2,543,723.748","1,415,970.149","1,018,403.651","1,987,029.631","1,445,969.928","1,323,080.929"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,"771,000",,,,,,,,,,,,,,,"306,000",,,,,"194,056.388","44,243.437","193,442.984","170,421.156","175,387.877","629,826.952","584,416.253","707,886.738","408,993.991",,"311,948.205","742,049.47","2,129,291.795","810,543.09","1,400,966.184","3,644,207.067","3,625,543.17","4,304,382","5,909,841.64","4,237,099.869","3,151,692.184","3,093,496.477","2,324,709.605","2,149,516.129","3,021,616.514","1,466,936.816","628,994.682","471,511.107","526,129.102","333,748.286","330,968.835"
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,408.974",,,,,,,,,,,,,,,,,,,,,
