name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"3,917,300,000","1,002,700,000","1,019,300,000","964,000,000","931,300,000","901,100,000","873,900,000","844,400,000","806,400,000","792,000,000","780,400,000","760,500,000","737,200,000","710,000,000","695,800,000","679,500,000","651,600,000","633,200,000","602,200,000","582,200,000","557,800,000","489,700,000","485,900,000","472,100,000","456,200,000","433,700,000","425,400,000","411,100,000","394,500,000","376,300,000","371,661,000","356,900,000","338,500,000","320,194,000","305,929,000","286,126,000","276,018,000","262,772,000"
	OperatingRevenue,"3,917,300,000","1,002,700,000","1,019,300,000","964,000,000","931,300,000","901,100,000","873,900,000","844,400,000","806,400,000","792,000,000","780,400,000","760,500,000","737,200,000","710,000,000","695,800,000","679,500,000","651,600,000","633,200,000","602,200,000","582,200,000","557,800,000","489,700,000","485,900,000","472,100,000","456,200,000","433,700,000","425,400,000","411,100,000","394,500,000","376,300,000","371,661,000","356,900,000","338,500,000","320,194,000","305,929,000","286,126,000","276,018,000","262,772,000"
CostOfRevenue,"1,421,200,000","370,200,000","373,200,000","345,800,000","332,000,000","321,200,000","301,900,000","290,200,000","289,400,000","277,100,000","270,800,000","265,000,000","254,600,000","236,400,000","230,400,000","226,900,000","221,300,000","215,300,000","202,000,000","200,300,000","196,400,000","176,800,000","172,100,000","169,200,000","162,100,000","154,400,000","145,000,000","144,000,000","139,700,000","137,200,000","133,764,000","131,700,000","127,100,000","125,858,000","123,059,000","119,774,000","116,498,000","114,537,000"
GrossProfit,"2,496,100,000","632,500,000","646,100,000","618,200,000","599,300,000","579,900,000","572,000,000","554,200,000","517,000,000","514,900,000","509,600,000","495,500,000","482,600,000","473,600,000","465,400,000","452,600,000","430,300,000","417,900,000","400,200,000","381,900,000","361,400,000","312,900,000","313,800,000","302,900,000","294,100,000","279,300,000","280,400,000","267,100,000","254,800,000","239,100,000","237,897,000","225,200,000","211,400,000","194,336,000","182,870,000","166,352,000","159,520,000","148,235,000"
OperatingExpense,"2,042,700,000","522,900,000","506,200,000","502,300,000","511,300,000","541,900,000","479,600,000","457,500,000","1,129,400,000","450,500,000","436,100,000","404,100,000","463,700,000","446,100,000","408,600,000","415,100,000","386,800,000","391,200,000","291,000,000","349,800,000","323,300,000","302,200,000","299,000,000","280,400,000","290,500,000","282,600,000","267,600,000","256,800,000","288,400,000","259,600,000","240,503,000","231,800,000","229,900,000","228,487,000","233,475,000","197,446,000","177,485,000","180,496,000"
	SellingGeneralAndAdministration,"828,700,000","206,900,000","205,600,000","205,200,000","211,000,000","227,900,000","205,300,000","191,800,000","186,600,000","178,600,000","177,500,000","151,800,000","195,100,000","183,300,000","166,300,000","159,800,000","148,400,000","150,900,000","148,700,000","124,200,000","134,300,000","128,400,000","125,300,000","106,200,000","112,800,000","105,700,000","103,500,000","93,900,000","126,600,000","97,900,000","83,802,000","82,000,000","83,400,000","83,776,000","90,020,000","70,236,000","65,264,000","63,942,000"
		GeneralAndAdministrativeExpense,"341,200,000","90,600,000","84,900,000","81,200,000","84,500,000","95,200,000","79,700,000","76,400,000","82,200,000","85,500,000","92,100,000","72,200,000","104,800,000","93,000,000","86,900,000","89,700,000","81,000,000","76,400,000","84,200,000","65,400,000","71,800,000","61,000,000","67,400,000","52,800,000","52,800,000","48,200,000","52,100,000","44,600,000","75,800,000","47,200,000","40,813,000","41,800,000","42,900,000","42,780,000","54,409,000","32,784,000","30,638,000","26,149,000"
			SalariesAndWages,"348,700,000",,,,,,,,,,"84,800,000","86,000,000","87,600,000","90,300,000","84,600,000","81,800,000","76,300,000","80,400,000","75,300,000","74,600,000","75,400,000","67,000,000","58,500,000","59,800,000","62,100,000","61,700,000","54,300,000","54,800,000","55,700,000","56,700,000","49,906,000","48,900,000","45,300,000","46,399,000","43,506,000","39,576,000","33,388,000","34,462,000"
			OtherGandA,"341,200,000","90,600,000","84,900,000","81,200,000","84,500,000","95,200,000","79,700,000","76,400,000","82,200,000","85,500,000","92,100,000","72,200,000","104,800,000","93,000,000","86,900,000","89,700,000","81,000,000","76,400,000","84,200,000","65,400,000","71,800,000","61,000,000","67,400,000","52,800,000","52,800,000","48,200,000","52,100,000","44,600,000","75,800,000","47,200,000","40,813,000","41,800,000","42,900,000","42,780,000","54,409,000","32,784,000","30,638,000","26,149,000"
		SellingAndMarketingExpense,"487,500,000","116,300,000","120,700,000","124,000,000","126,500,000","132,700,000","125,600,000","115,400,000","104,400,000","93,100,000","85,400,000","79,600,000","90,300,000","90,300,000","79,400,000","70,100,000","67,400,000","74,500,000","64,500,000","58,800,000","62,500,000","67,400,000","57,900,000","53,400,000","60,000,000","57,500,000","51,400,000","49,300,000","50,800,000","50,700,000","42,989,000","40,200,000","40,500,000","40,996,000","35,611,000","37,452,000","34,626,000","37,793,000"
	ResearchAndDevelopment,"710,000,000","190,100,000","175,500,000","172,400,000","172,000,000","186,400,000","148,600,000","141,400,000","135,900,000","134,500,000","125,000,000","116,400,000","127,200,000","124,000,000","114,700,000","112,200,000","105,100,000","102,000,000","94,500,000","91,000,000","90,100,000","80,200,000","73,600,000","72,300,000","70,200,000","71,700,000","67,400,000","67,500,000","67,700,000","67,600,000","67,058,000","62,400,000","63,400,000","61,586,000","62,055,000","53,567,000","45,347,000","46,972,000"
	DepreciationAmortizationDepletionIncomeStatement,"198,800,000","48,200,000","49,900,000","50,700,000","50,000,000","49,000,000","51,400,000","50,700,000","48,400,000","52,200,000","48,800,000","49,900,000","53,800,000","57,200,000","58,000,000","61,300,000","57,000,000","57,800,000","58,700,000","60,000,000","55,500,000","31,600,000","38,500,000","43,400,000","39,300,000","38,900,000","42,400,000","40,600,000","38,400,000","37,400,000","39,737,000","38,500,000","37,800,000","36,726,000","37,894,000","34,067,000","33,486,000","35,120,000"
		DepreciationAndAmortizationInIncomeStatement,"198,800,000","48,200,000","49,900,000","50,700,000","50,000,000","49,000,000","51,400,000","50,700,000","48,400,000","52,200,000","48,800,000","49,900,000","53,800,000","57,200,000","58,000,000","61,300,000","57,000,000","57,800,000","58,700,000","60,000,000","55,500,000","31,600,000","38,500,000","43,400,000","39,300,000","38,900,000","42,400,000","40,600,000","38,400,000","37,400,000","39,737,000","38,500,000","37,800,000","36,726,000","37,894,000","34,067,000","33,486,000","35,120,000"
	OtherTaxes,,,"0","0","0",,"0","0","674,700,000","0","0","0","0","-8,700,000","-15,000,000","0",,"100,000","-86,200,000","0","-32,000,000","-5,000,000","3,100,000","-1,300,000","6,100,000","4,600,000",,,,,,,,,,,,
	OtherOperatingExpenses,"305,200,000","77,700,000","75,200,000","74,000,000","78,300,000","78,600,000","74,300,000","73,600,000","83,800,000","85,200,000","84,800,000","86,000,000","87,600,000","90,300,000","84,600,000","81,800,000","76,300,000","80,400,000","75,300,000","74,600,000","75,400,000","67,000,000","58,500,000","59,800,000","62,100,000","61,700,000","54,300,000","54,800,000","55,700,000","56,700,000","49,906,000","48,900,000","45,300,000","46,399,000","43,506,000","39,576,000","33,388,000","34,462,000"
OperatingIncome,"453,400,000","109,600,000","139,900,000","115,900,000","88,000,000","38,000,000","92,400,000","96,700,000","-612,400,000","64,400,000","73,500,000","91,400,000","18,900,000","27,500,000","56,800,000","37,500,000","43,500,000","26,700,000","109,200,000","32,100,000","38,100,000","10,700,000","14,800,000","22,500,000","3,600,000","-3,300,000","12,800,000","10,300,000","-33,600,000","-20,500,000","-2,606,000","-6,600,000","-18,500,000","-34,151,000","-50,605,000","-31,094,000","-17,965,000","-32,261,000"
NetNonOperatingInterestIncomeExpense,"-130,900,000","-33,600,000","-32,200,000","-32,500,000","-32,600,000","-28,700,000","-26,800,000","-23,900,000","-19,400,000","-21,200,000","-21,700,000","-22,900,000","-23,100,000","-24,400,000","-24,900,000","-25,000,000","-24,700,000","-23,800,000","-23,800,000","-24,400,000","-22,000,000","-12,800,000","-14,200,000","-14,400,000","-14,300,000","-14,300,000","-14,500,000","-14,600,000","-16,600,000","-23,500,000","-23,721,000","-23,100,000","-20,600,000","-17,617,000","-18,113,000","-17,156,000","-17,079,000","-18,630,000"
	InterestExpenseNonOperating,"130,900,000","33,600,000","32,200,000","32,500,000","32,600,000","28,700,000","26,800,000","23,900,000","19,400,000","21,200,000","21,700,000","22,900,000","23,100,000","24,400,000","24,900,000","25,000,000","24,700,000","23,800,000","23,800,000","24,400,000","22,000,000","12,800,000","14,200,000","14,400,000","14,300,000","14,300,000","14,500,000","14,600,000","16,600,000","23,500,000","23,721,000","23,100,000","20,600,000","17,617,000","18,113,000","17,156,000","17,079,000","18,630,000"
OtherIncomeExpense,"-4,000,000","-1,100,000","-16,200,000","14,200,000","-900,000","700,000","-200,000","-3,100,000","-40,500,000","-1,400,000","4,700,000","5,600,000","-9,300,000","6,200,000","5,000,000","700,000","200,000","1,000,000","600,000","-3,600,000","2,700,000","5,000,000","-1,100,000","-700,000","-800,000","700,000","300,000",,"-20,900,000","200,000","-267,000","1,100,000","700,000","-801,000","834,000","1,540,000","56,000","-553,000"
	SpecialIncomeCharges,,,"-15,100,000","15,400,000","0",,"100,000","-4,300,000","-39,400,000",,"-300,000","0","-14,500,000",,"0","0",,"0","-300,000","-5,300,000","0","-1,700,000","0",,"0",,"0","0","-21,400,000",,,"0","0",,,,,
		RestructuringAndMergernAcquisition,,,"15,100,000","-15,400,000","0",,"-100,000","4,300,000","39,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"14,800,000",,,,,,,,,,"300,000",,"14,500,000",,,,,,"300,000","5,300,000",,"1,700,000",,,,,"0",,"21,400,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-4,300,000","-1,100,000","-1,100,000","-1,200,000","-900,000","700,000","-300,000","1,200,000","-1,100,000","-1,400,000","5,000,000","5,600,000","5,200,000","6,200,000","5,000,000","700,000","200,000","1,000,000","900,000","1,700,000","2,700,000","1,700,000","-1,100,000","-700,000","-800,000","700,000","300,000",,"500,000","200,000","-267,000","1,100,000","700,000","-801,000","834,000","1,540,000","56,000","-553,000"
PretaxIncome,"318,500,000","74,900,000","91,500,000","97,600,000","54,500,000","10,000,000","65,400,000","69,700,000","-672,300,000","41,800,000","56,500,000","74,100,000","-13,500,000","9,300,000","36,900,000","13,200,000","19,000,000","3,900,000","86,000,000","4,100,000","18,800,000","-2,100,000","-500,000","7,400,000","-11,500,000","-16,900,000","-1,400,000","-4,300,000","-71,100,000","-43,800,000","-26,594,000","-28,600,000","-38,400,000","-52,569,000","-67,884,000","-46,710,000","-34,988,000","-51,444,000"
TaxProvision,"17,900,000","6,300,000","4,100,000","-100,000","7,600,000","-800,000","-5,400,000","4,600,000","900,000","-1,400,000","-4,600,000","-2,700,000","-800,000","-3,900,000","-6,600,000","-900,000","-1,200,000","-300,000","-12,300,000","-3,000,000","-4,600,000","1,000,000","300,000","-900,000","-400,000","1,400,000","-900,000","900,000","200,000","-400,000","178,000","-1,000,000","-800,000","-1,226,000","-2,433,000","618,000","351,000","322,000"
