name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"26,874,849,000","26,968,722,000","27,014,561,000","25,755,520,000","25,189,381,000","25,215,175,000","23,604,765,000","22,993,720,000","22,682,345,000","21,709,155,000","21,609,701,000","20,484,348,000","19,178,935,000","18,481,808,000","17,567,303,000","17,255,447,000","15,944,846,000","15,614,164,000","14,901,647,000","14,861,397,000","14,477,040,000","13,975,616,000","13,680,907,000","13,340,170,000","12,783,410,000","12,355,098,000","11,911,694,000","11,666,206,000","11,145,238,000","10,774,784,000","10,545,563,000","10,052,116,000","9,553,305,000","9,332,604,000","8,808,301,000","8,439,671,000","7,955,675,000","7,353,624,000","7,165,478,000","6,808,337,000","6,286,628,000","5,164,593,000","4,247,017,000","3,753,499,000","2,788,658,000","2,276,282,000"
	CurrentAssets,"1,512,056,000","1,108,292,000","1,893,668,000","1,232,760,000","1,352,193,000","1,757,767,000","1,262,137,000","941,990,000","753,381,000","338,061,000","336,423,000","288,102,000","298,242,000","322,998,000","248,919,000","281,058,000","271,624,000","308,282,000","245,430,000","261,949,000","174,088,000","290,802,000","243,884,000","197,124,000","179,304,000","173,203,000","130,422,000","171,522,000","227,135,000","290,288,000","218,869,000","258,833,000","332,819,000","357,481,000","307,196,000","312,274,000","328,181,000","336,396,000","551,465,000","501,596,000","915,643,000","377,962,000","354,466,000","513,900,000","292,377,000","377,497,000"
		CashCashEquivalentsAndShortTermInvestments,"1,490,765,000","1,086,500,000","1,873,844,000","1,210,054,000","1,327,999,000","1,734,155,000","1,238,569,000","926,435,000","732,719,000","317,488,000","291,772,000","264,058,000","285,715,000","300,127,000","228,502,000","259,530,000","252,491,000","292,204,000","226,019,000","239,710,000","155,758,000","274,802,000","226,822,000","172,734,000","162,814,000","156,675,000","119,722,000","162,989,000","210,156,000","282,819,000","210,671,000","244,447,000","256,078,000","270,173,000","221,680,000","234,299,000","217,623,000","230,089,000","439,681,000","388,587,000","803,266,000","281,805,000","279,647,000","445,038,000","230,313,000","328,821,000"
			CashAndCashEquivalents,"1,490,765,000","1,086,500,000","1,873,844,000","1,210,054,000","1,327,999,000","1,734,155,000","1,238,569,000","926,435,000","732,719,000","317,488,000","291,772,000","264,058,000","285,715,000","300,127,000","228,502,000","259,530,000","252,491,000","292,204,000","226,019,000","239,710,000","155,758,000","274,802,000","226,822,000","172,734,000","162,814,000","156,675,000","119,722,000","162,989,000","210,156,000","282,819,000","210,671,000","244,447,000","256,078,000","270,173,000","221,680,000","234,299,000","217,623,000","230,089,000","439,681,000","388,587,000","803,266,000","281,805,000","279,647,000","445,038,000","230,313,000","328,821,000"
		PrepaidAssets,,,,,,"1,800,119,000","1,634,152,000","1,790,935,000","1,576,508,000","1,564,188,000","1,600,959,000","1,694,765,000","1,871,088,000","1,809,260,000","1,573,729,000","1,555,407,000","1,567,690,000","1,562,776,000","1,551,750,000","1,440,449,000","1,331,693,000","1,290,676,000","1,228,726,000","1,132,782,000","1,079,690,000","1,071,035,000","1,084,075,000","1,024,945,000","1,147,637,000","1,144,603,000","1,142,962,000","1,176,718,000","1,180,171,000","1,075,023,000","966,674,000","861,403,000","776,472,000","564,718,000",,,,,,,,
		RestrictedCash,"21,291,000","21,792,000","19,824,000","22,706,000","24,194,000","23,612,000","23,568,000","15,555,000","20,662,000","20,573,000","44,651,000","24,044,000","12,527,000","22,871,000","20,417,000","21,528,000","19,133,000","16,078,000","19,411,000","22,239,000","18,330,000","16,000,000","17,062,000","24,390,000","16,490,000","16,528,000","10,700,000","8,533,000","16,979,000","7,469,000","8,198,000","14,386,000","76,741,000","87,308,000","85,516,000","77,975,000","110,558,000","106,307,000","111,784,000","113,009,000","112,377,000","96,157,000","74,819,000","68,862,000","62,064,000","48,676,000"
	TotalNonCurrentAssets,"25,362,793,000","25,860,430,000","25,120,893,000","24,522,760,000","23,837,188,000","23,457,408,000","22,342,628,000","22,051,730,000","21,928,964,000","21,371,094,000","21,273,278,000","20,196,246,000","18,880,693,000","18,158,810,000","17,318,384,000","16,974,389,000","15,673,222,000","15,305,882,000","14,656,217,000","14,599,448,000","14,302,952,000","13,684,814,000","13,437,023,000","13,143,046,000","12,604,106,000","12,181,895,000","11,781,272,000","11,494,684,000","10,918,103,000","10,484,496,000","10,326,694,000","9,793,283,000","9,220,486,000","8,975,123,000","8,501,105,000","8,127,397,000","7,627,494,000","7,017,228,000","6,614,013,000","6,306,741,000","5,370,985,000","4,786,631,000","3,892,551,000","3,239,599,000","2,496,281,000","1,898,785,000"
		NetPPE,"23,911,186,000","24,407,896,000","23,708,294,000","23,187,673,000","22,541,448,000","22,180,469,000","21,150,648,000","20,899,008,000","20,798,869,000","20,268,525,000","20,512,226,000","19,446,966,000","18,156,466,000","17,516,370,000","16,722,151,000","16,419,651,000","15,156,634,000","14,843,026,000","14,224,687,000","14,183,114,000","13,954,743,000","13,332,601,000","13,103,842,000","12,830,706,000","12,319,311,000","11,884,510,000","11,503,277,000","11,094,339,000","10,621,753,000","10,098,407,000","10,041,573,000","9,506,059,000","8,926,772,000","8,688,158,000","8,206,762,000","7,844,715,000","7,347,549,000","6,816,581,000","5,872,388,000","5,653,252,000","4,757,380,000","4,642,965,000","3,340,615,000","2,814,926,000","2,141,738,000","1,813,176,000"
			GrossPPE,"28,179,120,000","28,610,700,000","27,708,624,000","26,963,042,000","26,099,000,000","25,529,861,000","24,305,587,000","23,858,892,000","23,552,937,000","22,850,342,000","23,202,106,000","22,001,686,000","20,539,498,000","19,794,584,000","18,883,305,000","18,518,175,000","17,112,558,000","16,662,816,000","15,949,748,000","15,826,923,000","15,612,011,000","14,888,206,000","14,593,849,000","14,229,004,000","13,630,526,000","13,097,833,000","12,617,997,000","12,107,013,000","11,590,957,000","10,977,024,000","10,870,732,000","10,260,286,000","9,619,847,000","9,309,338,000","8,758,194,000","8,324,396,000","7,758,447,000","7,163,616,000","6,158,762,000","5,881,694,000","4,933,285,000","4,774,534,000","3,433,308,000","2,876,962,000","2,179,130,000","1,832,438,000"
				MachineryFurnitureEquipment,"28,179,120,000","28,610,700,000","27,708,624,000","26,963,042,000","26,099,000,000","25,529,861,000","24,305,587,000","23,858,892,000","23,552,937,000","22,850,342,000","23,202,106,000","22,001,686,000","20,539,498,000","19,794,584,000","18,883,305,000","18,518,175,000","17,112,558,000","16,662,816,000","15,949,748,000","15,826,923,000","15,612,011,000","14,888,206,000","14,593,849,000","14,229,004,000","13,630,526,000","13,097,833,000","12,617,997,000","12,107,013,000","11,590,957,000","10,977,024,000","10,870,732,000","10,260,286,000","9,619,847,000","9,309,338,000","8,758,194,000","8,324,396,000","7,758,447,000","7,163,616,000","6,158,762,000","5,881,694,000",,"4,774,534,000","3,433,308,000","2,876,962,000","2,179,130,000","1,832,438,000"
