name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"6,207,054","1,391,007","3,671,327","750,307","394,413","128,476"
	SellingGeneralAndAdministration,"6,207,054","1,391,007","3,671,327","750,307","394,413","128,476"
		GeneralAndAdministrativeExpense,"6,207,054","1,391,007","3,671,327","750,307","394,413","128,476"
			OtherGandA,"6,207,054","1,391,007","3,671,327","750,307","394,413","128,476"
OperatingIncome,"-6,207,054","-1,391,007","-3,671,327","-750,307","-394,413","-128,476"
NetNonOperatingInterestIncomeExpense,"0","0","0","0","0","-462,620"
	InterestExpenseNonOperating,"0","0","0","0","0","462,620"
OtherIncomeExpense,"-5,782,459","5,276,373","-8,800,537","8,962,961","-11,221,256","271,313"
	GainOnSaleOfSecurity,"-5,782,459","5,276,373","-8,800,537","8,962,961","-11,221,256","271,313"
PretaxIncome,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
NetIncomeCommonStockholders,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
	NetIncome,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
		NetIncomeIncludingNoncontrollingInterests,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
			NetIncomeContinuousOperations,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
DilutedNIAvailtoComStockholders,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
BasicEPS,,"0.1",,"0.22","-1.09","-0.044"
DilutedEPS,,"0.1",,"0.22","-1.09","-0.044"
BasicAverageShares,,"38,895,381",,"6,875,000","10,612,408","7,243,737"
DilutedAverageShares,,"38,895,381",,"37,991,305","38,895,381","35,526,636"
TotalOperatingIncomeAsReported,"-6,207,054","-1,391,007","-3,671,327","-750,307","-394,413","-128,476"
TotalExpenses,"6,207,054","1,391,007","3,671,327","750,307","394,413","128,476"
NetIncomeFromContinuingAndDiscontinuedOperation,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
NormalizedIncome,"-6,207,054","719,542.2","-3,671,327","1,669,692.47","-394,413","-591,096"
InterestExpense,"0","0","0","0","0","462,620"
NetInterestIncome,"0","0","0","0","0","-462,620"
EBIT,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","142,837"
EBITDA,"-11,989,513"
NetIncomeFromContinuingOperationNetMinorityInterest,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
TotalUnusualItemsExcludingGoodwill,"-5,782,459","5,276,373","-8,800,537","8,962,961","-11,221,256","271,313"
TotalUnusualItems,"-5,782,459","5,276,373","-8,800,537","8,962,961","-11,221,256","271,313"
NormalizedEBITDA,"-6,207,054","-1,391,007","-3,671,327","-750,307","-394,413","-128,476"
TaxRateForCalcs,"0","0.4","0","0.27","0","0"
TaxEffectOfUnusualItems,"0","2,110,549.2","0","2,419,999.47","0","0"
