name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"175,503,000","36,329,000","23,822,000","56,626,000","58,726,000","26,413,000","81,976,000","9,205,000","22,236,000","67,820,000","28,345,000","64,772,000","17,478,000","22,240,000","20,369,000","30,225,000","23,672,000","31,545,000"
	CashFlowFromContinuingOperatingActivities,"175,503,000","36,329,000","23,822,000","56,626,000","58,726,000","26,413,000","81,976,000","9,205,000","22,236,000","67,820,000","28,345,000","64,772,000","17,478,000","22,240,000","20,369,000","30,225,000","23,672,000","31,545,000"
		NetIncomeFromContinuingOperations,"54,992,000","11,574,000","6,639,000","17,139,000","19,640,000","18,892,000","24,264,000","40,474,000","29,333,000","12,642,000","9,832,000","12,445,000","-10,632,000","3,774,000","-4,612,000","7,669,000","7,286,000","5,525,000"
		OperatingGainsLosses,,,,,,,"0","0","-1,053,000","1,251,000","-500,000","557,000","5,395,000","182,000","5,899,000","51,000","24,000","-52,000"
		DepreciationAmortizationDepletion,"73,970,000","18,990,000","19,079,000","18,234,000","17,667,000","16,144,000","15,798,000","14,796,000","13,887,000","13,570,000","10,355,000","13,783,000","13,156,000","12,849,000","12,477,000","11,381,000","11,664,000","11,535,000"
			DepreciationAndAmortization,"73,970,000","18,990,000","19,079,000","18,234,000","17,667,000","16,144,000","15,798,000","14,796,000","13,887,000","13,570,000","10,355,000","13,783,000","13,156,000","12,849,000","12,477,000","11,381,000","11,664,000","11,535,000"
				Depreciation,"66,341,000","17,120,000","17,206,000","16,267,000","15,748,000","14,221,000","13,977,000","12,940,000","12,044,000","11,788,000","10,599,000","11,371,000","10,649,000","10,287,000","9,856,000","8,874,000","9,201,000","9,121,000"
				AmortizationCashFlow,"7,629,000","1,870,000","1,873,000","1,967,000","1,919,000","1,923,000","1,821,000","1,856,000","1,843,000","1,782,000","-244,000","2,412,000","2,507,000","2,562,000","2,621,000","2,507,000","2,463,000","2,414,000"
					AmortizationOfIntangibles,"7,629,000","1,870,000","1,873,000","1,967,000","1,919,000","1,923,000","1,821,000","1,856,000","1,843,000","1,782,000","-244,000","2,412,000","2,507,000","2,562,000","2,621,000","2,507,000","2,463,000","2,414,000"
		DeferredTax,"15,971,000","4,056,000","3,859,000","4,518,000","3,538,000","1,029,000","-582,000","-14,213,000","-2,982,000","-1,801,000","83,000","3,576,000","-4,223,000","1,436,000","-1,665,000","2,719,000","2,690,000","2,087,000"
			DeferredIncomeTax,"15,971,000","4,056,000","3,859,000","4,518,000","3,538,000","1,029,000","-582,000","-14,213,000","-2,982,000","-1,801,000","83,000","3,576,000","-4,223,000","1,436,000","-1,665,000","2,719,000","2,690,000","2,087,000"
		ProvisionandWriteOffofAssets,"5,091,000","1,233,000","1,284,000","1,240,000","1,334,000","955,000","-777,000","372,000","-899,000","848,000","202,000","309,000","581,000","1,483,000","-1,493,000","-106,000","810,000","1,538,000"
		StockBasedCompensation,"19,471,000","5,795,000","7,564,000","1,902,000","4,210,000","3,939,000","3,775,000","3,857,000","10,175,000","20,277,000","5,586,000","2,892,000","22,750,000","211,000","10,025,000","121,000","129,000","134,000"
		OtherNonCashItems,"1,780,000","990,000","929,000","814,000","-953,000","1,105,000","1,693,000","889,000","1,799,000","504,000","-23,643,000","9,296,000","7,335,000","11,509,000","4,566,000","3,655,000","3,739,000","8,381,000"
		ChangeInWorkingCapital,"4,228,000","-6,309,000","-15,532,000","12,779,000","13,290,000","-15,651,000","37,805,000","-36,970,000","-28,024,000","20,529,000","26,430,000","21,914,000","-16,884,000","-9,204,000","-5,465,000","4,735,000","-2,670,000","2,397,000"
			ChangeInReceivables,"-4,255,000","-1,752,000","-905,000","-985,000","-613,000","2,482,000","-1,134,000","3,435,000","-4,025,000","-3,219,000","-6,462,000","-397,000","3,239,000","-29,000","-386,000","-1,636,000","1,807,000","-427,000"
			ChangeInInventory,"-54,124,000","-21,892,000","-29,658,000","2,328,000","-4,902,000","1,887,000","7,620,000","-23,503,000","-40,927,000","31,073,000","-13,001,000","-3,704,000","9,806,000","-14,216,000","-12,673,000","-1,446,000","5,735,000","-6,908,000"
			ChangeInPrepaidAssets,"3,359,000","2,620,000","2,187,000","-1,122,000","-326,000","2,562,000","877,000","-8,443,000","91,000","847,000","4,769,000","-232,000","-5,027,000","988,000","747,000","-1,729,000","-143,000","-418,000"
			ChangeInPayablesAndAccruedExpense,"30,074,000","9,605,000","6,945,000","7,893,000","5,631,000","-17,652,000","22,897,000","-12,747,000","11,224,000","-13,690,000","-40,000","27,829,000","-17,021,000","13,022,000","6,841,000","6,506,000","-11,259,000","14,961,000"
				ChangeInPayable,"30,074,000","9,605,000","6,945,000","7,893,000","5,631,000","-17,652,000","22,897,000","-12,747,000","11,224,000","-13,690,000","2,973,000","18,657,000","-14,363,000","16,523,000","3,347,000","498,000","-9,860,000","10,110,000"
					ChangeInTaxPayable,"1,097,000","265,000","-760,000","1,140,000","452,000","-1,194,000","2,574,000","-5,569,000","5,179,000","722,000","607,000","2,044,000","-1,021,000","-439,000","306,000","1,498,000","-1,494,000","-151,000"
						ChangeInIncomeTaxPayable,"1,097,000","265,000","-760,000","1,140,000","452,000","-1,194,000","2,574,000","-5,569,000","5,179,000","722,000","607,000","2,044,000","-1,021,000","-439,000","306,000","1,498,000","-1,494,000","-151,000"
