name,ttm,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"162,189,000","35,301,000","32,989,000","46,482,000","47,417,000","33,455,000","42,650,000","9,949,000","43,801,000","21,118,000","-660,000","24,832,000","26,409,000","14,431,000","-620,620","83,576,549","-24,640,549","24,262,744","-5,744"
	CashFlowFromContinuingOperatingActivities,"162,189,000","35,301,000","32,989,000","46,482,000","47,417,000","33,455,000","42,650,000","9,949,000","43,801,000","21,118,000","-660,000","24,832,000","26,409,000","14,431,000","-620,620","83,576,549","-24,640,549","24,262,744","-5,744"
		NetIncomeFromContinuingOperations,"37,184,000","1,931,000","7,821,000","11,472,000","16,518,000","11,666,000","10,536,000","11,367,000","3,724,000","11,110,000","11,356,000","13,174,000","22,790,000","12,190,000","-1,851,707","28,090,627","-9,995,627","10,263,744","-5,744"
		OperatingGainsLosses,"-1,439,000","-1,772,000","767,000","-400,000","-592,000","448,000","137,000","103,000","-1,260,000","-43,000","179,000","-535,000","-302,000","-684,000","-733,794",,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"-733,794",,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,"-344,000",,,,,,,
		DepreciationAmortizationDepletion,"125,333,000","34,018,000","32,109,000","30,211,000","28,995,000","32,198,000","30,361,000","29,224,000","28,383,000","21,252,000","19,912,000","18,564,000","18,261,000","24,155,000",,,,,
			DepreciationAndAmortization,"125,333,000","34,018,000","32,109,000","30,211,000","28,995,000","32,198,000","30,361,000","29,224,000","28,383,000","21,252,000","19,912,000","18,564,000","18,261,000","24,155,000",,,,,
		DeferredTax,"-5,207,000","-2,299,000","-729,000","-894,000","-1,285,000","-1,206,000","-869,000","-1,257,000","-2,202,000","-656,000","-180,000","-897,000","-2,973,000","948,000",,,,,
			DeferredIncomeTax,"-5,207,000","-2,299,000","-729,000","-894,000","-1,285,000","-1,206,000","-869,000","-1,257,000","-2,202,000","-656,000","-180,000","-897,000","-2,973,000","948,000",,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,"-629,000","629,000",,,,,
		ProvisionandWriteOffofAssets,"835,000","14,000","207,000","79,000","535,000","136,000","338,000","250,000","541,000","319,000","1,464,000","69,000",,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"29,583",,,,"0"
		StockBasedCompensation,"9,343,000","2,753,000","3,039,000","1,561,000","1,990,000","2,082,000","2,125,000","1,635,000","1,597,000","1,944,000","1,373,000","740,000",,,,,,,
		OtherNonCashItems,"-8,119,000","701,000","-85,000","274,000","-9,009,000","-396,000","-109,000","203,000","713,000","625,000","1,036,000","-400,000","-10,932,000","10,779,000","-737,808","8,661,562","-4,986,562",,
		ChangeInWorkingCapital,"4,259,000","-45,000","-10,140,000","4,179,000","10,265,000","-11,473,000","131,000","-31,576,000","12,305,000","-13,433,000","-35,800,000","-5,883,000","-2,688,000","-33,586,000","1,939,312","7,722,246","8,911,754","-8,741,000","0"
			ChangeInReceivables,"55,382,000","-3,193,000","22,369,000","28,839,000","-66,138,000","-15,110,000","9,658,000","-7,771,000","7,347,000","-5,083,000","-18,018,000","-23,422,000","151,000","10,178,000",,,,,
				ChangesInAccountReceivables,"36,939,000","17,798,000","20,061,000","-10,753,000","9,833,000","-15,110,000","9,658,000","-7,771,000","7,347,000","-5,083,000","-18,018,000","-23,422,000","151,000","10,178,000",,,,,
			ChangeInInventory,"-6,176,000","1,892,000","-4,656,000","-1,632,000","-1,780,000","-2,872,000","-2,309,000","-5,574,000","-6,189,000","-7,159,000","-5,524,000","-2,440,000","7,737,000","-2,297,000",,,,,
			ChangeInPrepaidAssets,"-11,491,000","-6,829,000","671,000","-2,120,000","-3,213,000","1,145,000","467,000","390,000","1,252,000","-1,536,000","-2,343,000","54,000","3,539,000","-2,943,000","-24,368","2,224,938","748,062","-903,000","0"
			ChangeInPayablesAndAccruedExpense,"-5,734,000","11,951,000","-2,610,000","-29,428,000","14,353,000","17,785,000","11,752,000","11,433,000","-4,533,000","3,962,000","5,684,000","14,325,000","-20,314,000","-14,629,000","1,963,680","8,846,308","-3,422,308","3,748,000","0"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,"1,963,680",,,,"0"
			ChangeInOtherCurrentAssets,"-21,981,000","-6,199,000","-12,241,000","3,681,000","66,283,000","-14,473,000","-20,058,000","-28,615,000","9,342,000","7,815,000","-5,038,000","-2,911,000","-14,819,000","-21,554,000",,,,,
			ChangeInOtherCurrentLiabilities,"-5,741,000","2,333,000","-13,673,000","4,839,000","760,000","2,052,000","621,000","-1,439,000","5,086,000","-11,432,000","-10,561,000","8,511,000","21,018,000","-2,341,000",,,,,
			ChangeInOtherWorkingCapital,,,"-15,458,000","5,847,000","-1,908,000","-1,885,000","2,387,000","-4,527,000","3,220,000","4,701,000","2,096,000","-1,394,000",,"312,000",,,,,
InvestingCashFlow,"-106,646,000","-17,053,000","-58,683,000","-13,128,000","-17,782,000","-39,632,000","-22,255,000","-23,959,000","-17,367,000","-34,446,000","-47,773,000","-7,752,000","-1,882,000","-64,706,000",,"177,175,000","-208,473,000",,
	CashFlowFromContinuingInvestingActivities,"-106,646,000","-17,053,000","-58,683,000","-13,128,000","-17,782,000","-39,632,000","-22,255,000","-23,959,000","-17,367,000","-34,446,000","-47,773,000","-7,752,000","-1,882,000","-64,706,000",,"177,175,000","-208,473,000",,
		CapitalExpenditureReported,"-65,739,000","-18,296,000","-21,326,000","-11,242,000","-14,875,000","-24,787,000","-27,119,000","-23,542,000","-17,774,000","-33,651,000","-48,044,000","-8,469,000","-7,042,000","-16,169,000",,,,,
		NetBusinessPurchaseAndSale,"-38,881,000","0","-36,385,000","-538,000","-1,958,000","-15,000,000",,,"0","0",,,"2,891,000","-285,081,000",,,,,
			PurchaseOfBusiness,"-38,881,000","0","-36,385,000","-538,000","-1,958,000",,,,"0","0",,,"2,891,000","-285,081,000",,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,"0","0",,,"0","231,782,000",,,,,
			SaleOfInvestment,,,,,,,,,"0","0",,,"0","231,782,000",,,,,
		NetOtherInvestingChanges,"-2,026,000","1,243,000","-972,000","-1,348,000","-949,000","155,000","1,124,000","-417,000","407,000","-795,000","271,000","717,000","2,269,000","4,762,000",,,,,
FinancingCashFlow,"-5,046,000","16,696,000","2,500,000","-19,132,000","-5,110,000","-22,653,000","9,899,000","-10,203,000","3,685,000","-13,233,000","98,160,000","-22,037,000","-67,195,000","117,789,000","0","-262,983,238","234,047,238","-3,236,623","34,623"
	CashFlowFromContinuingFinancingActivities,"-5,046,000","16,696,000","2,500,000","-19,132,000","-5,110,000","-22,653,000","9,899,000","-10,203,000","3,685,000","-13,233,000","98,160,000","-22,037,000","-67,195,000","117,789,000","0",,,,
		NetIssuancePaymentsOfDebt,"7,748,000","19,590,000","6,428,000","-14,089,000","-4,181,000","-20,740,000","9,310,000","-8,622,000","3,699,000","-11,355,000","101,942,000","-21,994,000","-69,116,000","100,000,000","0","-7,871,000","-923,000","785,185","137,815"
			NetLongTermDebtIssuance,"-53,635,000","-17,116,000","-11,272,000","-13,845,000","-11,402,000","-22,971,000","9,462,000","-5,642,000","0","-7,009,000","108,955,000","-21,994,000","-69,116,000","100,000,000","0","-7,871,000",,,"137,815"
				LongTermDebtIssuance,"0","0","0","0","0","0",,,"0","0","365,000,000","0","-7,510,000","100,000,000","0",,,,"137,815"
				LongTermDebtPayments,"-53,635,000","-17,116,000","-11,272,000","-13,845,000","-11,402,000","-22,971,000","-5,538,000","-5,642,000","0","-7,009,000","-256,045,000","-21,994,000",,,,"-7,571,970",,,
			NetShortTermDebtIssuance,"61,383,000","36,706,000","17,700,000","-244,000","7,221,000","2,231,000","-152,000","-2,980,000","3,699,000","-4,346,000",,,,"0",,,,,
				ShortTermDebtIssuance,"140,631,000","63,412,000","39,240,000","19,154,000","18,825,000","10,929,000",,,"9,364,000",,,,,"0",,,,,
				ShortTermDebtPayments,"-79,248,000","-26,706,000","-21,540,000","-19,398,000","-11,604,000","-8,698,000","-4,151,000","-2,980,000","-5,665,000",,,,,,,,,,
		NetCommonStockIssuance,,,,,,,,,"0","0",,,"0","28,914,000","0",,,,"25,000"
			CommonStockIssuance,,,,,,,,,"0","0",,,"0","48,294,000","0","-6,334,340","6,334,340","-25,000","25,000"
			CommonStockPayments,,,,,,,,,"0","0",,,"0","-19,380,000",,,,,
		CashDividendsPaid,,,,,,,,,"0","0","0","0","0","0",,,,,
			CommonStockDividendPaid,,,,,,,,,"0","0","0","0","0","0",,,,,
		NetOtherFinancingCharges,"-12,794,000","-2,894,000","-3,928,000","-5,043,000","-929,000","-1,913,000","589,000","-1,581,000","-14,000","-1,878,000","-3,782,000","-43,000","1,921,000","-11,125,000",,"-228,777,898","228,635,898","-3,996,808","-128,192"
EndCashPosition,"100,984,000","101,018,000","66,074,000","89,268,000","75,012,000","50,487,000","79,317,000","49,017,000","73,201,000","43,082,000","69,643,000","19,935,000","24,892,000","67,560,000","120,476","24,502,000","1,244,689","25,819,000","28,879"
	ChangesInCash,"50,497,000","34,944,000","-23,194,000","14,222,000","24,525,000","-28,830,000","30,294,000","-24,213,000","30,119,000","-26,561,000","49,727,000","-4,957,000","-42,668,000","67,514,000","-620,620","-2,231,689","933,689","282,121","28,879"
	EffectOfExchangeRateChanges,"34,000","0","0","34,000","0","0","6,000","29,000","0","0","-19,000","0","0","0",,,,,
	BeginningCashPosition,"50,487,000","66,074,000","89,268,000","75,012,000","50,487,000","79,317,000","49,017,000","73,201,000","43,082,000","69,643,000","19,935,000","24,892,000","67,560,000","46,000","741,096","1,244,689","25,819,000","28,879","0"
IncomeTaxPaidSupplementalData,"14,429,000","3,330,000","6,964,000","1,136,000","2,999,000","6,446,000","396,000","5,800,000","2,609,000","2,693,000","10,411,000","3,479,000","2,879,000",,,,,,
InterestPaidSupplementalData,"10,094,000","2,883,000","2,237,000","2,459,000","2,515,000","2,685,000","3,497,000","3,970,000","3,894,000","5,079,000","4,274,000","4,043,000","5,088,000","3,724,000",,,,,
CapitalExpenditure,"-65,739,000","-18,296,000","-21,326,000","-11,242,000","-14,875,000","-24,787,000","-27,119,000","-23,542,000","-17,774,000","-33,651,000","-48,044,000","-8,469,000","-7,042,000","-16,169,000",,,,,
IssuanceOfCapitalStock,,,,,,,,,"0","0",,,"0","48,294,000","0","-6,334,340","6,334,340","-25,000","25,000"
IssuanceOfDebt,"140,631,000","63,412,000","39,240,000","19,154,000","18,825,000","10,929,000",,,"9,364,000","39,941,000","365,000,000","0","-7,510,000","100,000,000","0",,,,
RepaymentOfDebt,"-132,883,000","-43,822,000","-32,812,000","-33,243,000","-23,006,000","-31,669,000","-9,689,000","-8,622,000","-5,665,000","-58,309,000","-256,045,000","-21,994,000",,,,"-7,571,970",,,
RepurchaseOfCapitalStock,,,,,,,,,"0","0",,,"0","-19,380,000",,,,,
FreeCashFlow,"96,450,000","17,005,000","11,663,000","35,240,000","32,542,000","8,668,000","15,531,000","-13,593,000","26,027,000","-12,533,000","-48,704,000","16,363,000","19,367,000","-1,738,000","-620,620","34,919,549","-4,448,549","4,070,744","-5,744"
