name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"6,490,537,000","6,684,884,000","6,654,436,000","6,724,334,000","6,734,517,000","4,925,092,000","4,354,370,000","4,467,735,000","4,461,125,000","3,505,768,000","1,759,268,000","1,781,943,000","1,770,548,000","1,524,022,000","1,509,576,000","1,482,652,000","1,256,916,000","598,560,000","587,179,000","582,601,000","350,261,000","377,040,000","403,211,000","288,529,000","323,788,000","364,296,000","393,989,000","253,017,000","278,814,000","311,624,000","234,667,000","255,805,000","134,128,000","146,627,000","155,496,000","163,210,000","99,991,000","112,119,000","123,453,000","76,082,000","88,005,000","96,953,000","78,489,000","85,498,000","91,233,000","96,515,000","35,973,000","39,094,000","24,087,000","25,770,000","27,969,000","28,942,000","21,976,000","5,898,000","7,287,000","9,535,000","11,634,000","14,595,000","16,876,000","19,392,000","21,298,000","23,868,000","26,572,000","29,973,000","33,334,000","37,845,000","41,345,000","45,768,000","49,853,000","56,111,000","61,484,000","67,026,000","72,354,000","34,681,000","42,401,000","33,969,000","41,990,000","50,086,000","57,709,888","64,772,453","56,921,913","63,100,237","67,458,478","71,075,924","75,496,737"
	CurrentAssets,"1,215,138,000","1,426,237,000","1,615,591,000","1,669,211,000","1,775,302,000","2,198,594,000","1,606,627,000","1,504,858,000","1,484,318,000","556,959,000","1,319,978,000","1,374,796,000","1,407,120,000","1,228,067,000","1,289,582,000","1,310,304,000","1,121,991,000","487,216,000","513,689,000","526,133,000","306,186,000","333,573,000","359,032,000","247,217,000","284,092,000","326,130,000","359,352,000","223,263,000","256,047,000","291,677,000","216,240,000","238,784,000","118,852,000","135,458,000","148,745,000","158,816,000","96,549,000","108,714,000","119,824,000","73,212,000","85,454,000","94,395,000","76,298,000","84,079,000","90,201,000","95,661,000","35,180,000","38,357,000","23,498,000","25,312,000","27,349,000","28,224,000","21,303,000","5,127,000","6,324,000","8,150,000","9,940,000","12,862,000","15,056,000","17,299,000","19,099,000","21,461,000","24,892,000","27,935,000","30,999,000","35,277,000","38,441,000","42,486,000","46,446,000","52,115,000","56,918,000","62,121,000","67,233,000","29,090,000","36,763,000","28,576,000","36,890,000","44,956,000","52,328,977","59,143,088","51,465,636","57,563,901","63,844,356","67,658,848","72,453,246"
		CashCashEquivalentsAndShortTermInvestments,"816,980,000","1,030,476,000","1,218,467,000","1,307,579,000","1,377,967,000","1,839,987,000","1,283,002,000","1,222,657,000","1,231,116,000","323,655,000","1,160,545,000","1,239,422,000","1,282,706,000","1,124,182,000","1,185,217,000","1,222,162,000","1,042,169,000","424,715,000","462,521,000","484,260,000","274,670,000","311,100,000","337,830,000","224,077,000","262,592,000","306,879,000","343,509,000","210,818,000","245,151,000","282,756,000","211,144,000","234,797,000","116,010,000","133,259,000","147,841,000","157,729,000","95,482,000","108,121,000","118,572,000","70,865,000","83,536,000","93,361,000","75,431,000","83,468,000","89,733,000","95,415,000","34,841,000","37,324,000","22,392,000","24,328,000","26,944,000","27,798,000","20,613,000","4,937,000","6,069,000","7,748,000","9,487,000","12,587,000","14,775,000","16,943,000","18,559,000","21,075,000","24,375,000","27,040,000","29,786,000","34,119,000","37,225,000","40,541,000","44,334,000","50,280,000","55,157,000","60,098,000","65,369,000","27,807,000","35,326,000","27,122,000","35,085,000","43,846,000","51,033,582","57,959,942","50,195,303","56,842,722","62,636,543","67,232,921","71,943,581"
			CashAndCashEquivalents,"189,776,000","315,471,000","273,779,000","363,715,000","1,103,816,000","1,491,288,000","806,678,000","703,926,000","701,054,000","177,254,000","1,034,334,000","205,058,000","285,200,000","160,430,000","161,705,000","225,662,000","148,695,000","77,491,000","50,837,000","180,407,000","39,206,000","48,921,000","63,445,000","49,010,000","52,151,000","41,135,000","31,522,000","33,765,000","40,679,000","58,131,000","27,829,000","20,708,000","17,806,000","12,851,000","9,710,000","21,518,000","8,053,000","13,345,000","12,660,000","6,026,000","12,292,000","35,781,000","4,995,000","38,264,000","72,073,000","78,752,000","20,815,000","24,232,000","18,171,000","21,924,000","22,779,000","12,288,000","3,595,000","4,937,000","6,069,000","5,504,000","3,999,000","4,486,000","7,164,000","3,835,000","3,851,000","4,831,000","7,991,000","13,832,000","10,391,000","13,007,000","17,124,000","17,625,000","9,333,000","13,092,000","16,553,000","13,845,000","24,179,000","14,200,000","16,105,000","14,736,000","11,783,000","17,439,000","24,415,727","57,959,942","50,195,303","56,842,722","62,636,543","67,232,921","71,943,581"
				CashFinancial,"135,320,000","247,335,000","273,779,000","360,797,000","770,267,000","901,294,000","456,701,000",,,"146,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"54,456,000","68,136,000",,"2,918,000","333,549,000","589,994,000","349,977,000",,,"30,322,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"627,204,000","715,005,000","944,688,000","943,864,000","274,151,000","348,699,000","476,324,000","518,731,000","530,062,000","146,401,000","126,211,000","1,034,364,000","997,506,000","963,752,000","1,023,512,000","996,500,000","893,474,000","347,224,000","411,684,000","303,853,000","235,464,000","262,179,000","274,385,000","175,067,000","210,441,000","265,744,000","311,987,000","177,053,000","204,472,000","224,625,000","183,315,000","214,089,000","98,204,000","120,408,000","138,131,000","136,211,000","87,429,000","94,776,000","105,912,000","64,839,000","71,244,000","57,580,000","70,436,000","45,204,000","17,660,000","16,663,000","14,026,000","13,092,000","4,221,000","2,404,000","4,165,000","15,510,000","17,018,000","0",,"2,244,000","5,488,000","8,101,000","7,611,000","13,108,000","14,708,000","16,244,000","16,384,000","13,208,000","19,395,000","21,112,000","20,101,000","22,916,000","35,001,000","37,188,000","38,604,000","46,253,000","41,190,000","13,607,000","19,221,000","12,386,000","23,302,000","26,407,000","26,617,855",,,,,,
		Receivables,"205,625,000","216,645,000","249,572,000","226,539,000","256,135,000","233,185,000","206,606,000","163,608,000","140,046,000","130,667,000","82,200,000","63,903,000","56,095,000","44,239,000","41,916,000","36,268,000","34,575,000","26,419,000","24,553,000","22,591,000","16,214,000","8,526,000","7,863,000","7,441,000","5,621,000","4,933,000","4,209,000","2,151,000","1,581,000","1,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"534,245",,,,,,
			AccountsReceivable,"205,625,000","216,645,000","249,572,000","226,539,000","256,135,000","233,185,000","206,606,000","163,608,000","140,046,000","130,667,000","82,200,000","63,903,000","56,095,000","44,239,000","41,916,000","36,268,000","34,575,000","26,419,000","24,553,000","22,591,000","16,214,000","8,526,000","7,863,000","7,441,000","5,621,000","4,933,000","4,209,000","2,151,000","1,581,000","1,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"5,208,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
