name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000
TotalRevenue,"1,161,578,000","322,893,000","267,040,000","291,768,000","279,877,000","270,357,000","230,147,000","255,405,000","212,096,000","187,475,000","196,597,000","240,369,000","238,461,000","218,203,000","196,808,000","244,086,000","239,821,000","214,212,000","191,666,000","232,149,000","229,367,000","209,133,000","195,096,000","249,171,000","248,085,000","229,460,000","201,468,000","195,459,000","180,206,000","141,970,000","127,893,000","163,816,000","169,981,000","135,208,000","202,362,000","275,297,000","259,174,000","232,458,000","185,713,000","235,048,000","237,905,000","194,444,000","161,579,000","232,961,000","252,413,000","203,112,000","159,808,000","222,303,000","225,203,000","199,386,000","151,422,000","194,939,000","163,977,000",,"112,888,000","246,345,000","240,338,000","207,338,000","174,912,000","557,858,000","554,084,000","519,438,000","417,641,000","527,720,000","553,047,000","507,236,000","444,569,000","466,270,000","498,796,000","533,758,000","470,183,000","370,733,000","424,091,000","405,993,000","281,156,000","286,819,000","260,277,000","254,610,000","229,509,000","273,753,000","266,891,000","249,500,000","204,243,000","276,438,000","240,332,000","213,758,000","193,825,000","237,494,000","254,144,000","243,271,000","199,294,000"
	OperatingRevenue,"1,161,578,000","322,893,000","267,040,000","291,768,000","279,877,000","270,357,000","230,147,000","255,405,000","212,096,000","187,475,000","196,597,000","240,369,000","238,461,000","218,203,000","196,808,000","244,086,000","239,821,000","214,212,000","191,666,000","232,149,000","229,367,000","209,133,000","195,096,000","249,171,000","248,085,000","229,460,000","201,468,000","195,459,000","180,206,000","141,970,000","127,893,000","163,816,000","169,981,000","135,208,000","202,362,000","275,297,000","259,174,000","232,458,000","185,713,000","235,048,000","237,905,000","194,444,000","161,579,000","232,961,000","252,413,000","203,112,000","159,808,000","222,303,000","225,203,000","199,386,000","151,422,000","194,939,000","163,977,000",,"112,888,000","246,345,000","240,338,000","207,338,000","174,912,000","557,858,000","554,084,000","519,438,000","417,641,000","527,720,000","553,047,000","507,236,000","444,569,000","466,270,000","498,796,000","533,758,000","470,183,000","370,733,000","424,091,000","405,993,000","281,156,000","286,819,000","260,277,000","254,610,000","229,509,000","273,753,000","266,891,000","249,500,000","204,243,000","276,438,000","240,332,000","213,758,000","193,825,000","237,494,000","254,144,000","243,271,000","199,294,000"
CostOfRevenue,"908,169,000","249,651,000","211,834,000","226,818,000","219,866,000","208,460,000","176,397,000","189,164,000","162,427,000","149,732,000","157,427,000","183,128,000","181,357,000","171,378,000","158,557,000","187,776,000","185,610,000","168,741,000","154,440,000","177,515,000","176,758,000","162,132,000","154,947,000","188,168,000","186,631,000","176,497,000","159,348,000","145,628,000","136,853,000","110,812,000","105,804,000","129,040,000","130,706,000","108,649,000","171,904,000","222,242,000","215,182,000","198,963,000","162,690,000","193,302,000","200,663,000","171,837,000","138,042,000","187,257,000","209,667,000","175,512,000","139,655,000","182,290,000","184,799,000","167,626,000","126,134,000","149,288,000","129,009,000",,"106,664,000","199,080,000","200,443,000","170,776,000",,"451,863,000","452,167,000","424,457,000","342,565,000","425,985,000","442,789,000","396,541,000","352,084,000","355,196,000","378,824,000","406,158,000","372,802,000","308,367,000","357,059,000","354,222,000","245,086,000","242,451,000","217,838,000","213,368,000","194,525,000","221,067,000","216,469,000","204,371,000","171,042,000","229,108,000","197,792,000","179,761,000","162,667,000","190,947,000","208,874,000","200,655,000","165,643,000"
GrossProfit,"253,409,000","73,242,000","55,206,000","64,950,000","60,011,000","61,897,000","53,750,000","66,241,000","49,669,000","37,743,000","39,170,000","57,241,000","57,104,000","46,825,000","38,251,000","56,310,000","54,211,000","45,471,000","37,226,000","54,634,000","52,609,000","47,001,000","40,149,000","61,003,000","61,454,000","52,963,000","42,120,000","49,831,000","43,353,000","31,158,000","22,089,000","34,776,000","39,275,000","26,559,000","30,458,000","53,055,000","43,992,000","33,495,000","23,023,000","41,746,000","37,242,000","22,607,000","23,537,000","45,704,000","42,746,000","27,600,000","20,153,000","40,013,000","40,404,000","31,760,000","25,288,000","45,651,000","34,968,000",,"6,224,000","47,265,000","39,895,000","36,562,000",,"105,995,000","101,917,000","94,981,000","75,076,000","101,735,000","110,258,000","110,695,000","92,485,000","111,074,000","119,972,000","127,600,000","97,381,000","62,366,000","67,032,000","51,771,000","36,070,000","44,368,000","42,439,000","41,242,000","34,984,000","52,686,000","50,422,000","45,129,000","33,201,000","47,330,000","42,540,000","33,997,000","31,158,000","46,547,000","45,270,000","42,616,000","33,651,000"
OperatingExpense,"156,078,000","38,692,000","41,080,000","37,857,000","38,449,000","40,517,000","41,876,000","38,267,000","33,033,000","28,599,000","37,037,000","36,254,000","37,900,000","36,126,000","40,598,000","44,034,000","36,881,000","37,093,000","37,349,000","36,936,000","34,393,000","41,296,000","42,851,000","39,867,000","41,524,000","42,407,000","44,258,000","33,058,000","33,525,000","27,469,000","27,704,000","29,477,000","26,609,000","28,887,000","35,061,000","53,377,000","36,876,000","42,868,000","36,708,000","39,856,000","35,790,000","38,686,000","34,841,000","32,113,000","28,109,000","29,885,000","27,819,000","26,441,000","24,205,000","26,081,000","23,441,000","25,381,000","22,539,000",,"24,486,000","23,267,000","25,523,000","52,784,000",,"242,026,000","42,755,000","44,439,000","44,695,000","42,437,000","41,231,000","41,850,000","38,261,000","39,814,000","43,575,000","41,596,000","38,267,000","29,603,000","31,690,000","31,997,000","25,384,000","23,631,000","24,371,000","26,367,000","24,869,000","24,294,000","25,391,000","25,096,000","23,357,000","26,405,000","24,187,000","24,153,000","22,964,000","80,134,000","40,703,000","25,765,000","25,444,000"
	SellingGeneralAndAdministration,"114,386,000","28,129,000","30,823,000","27,668,000","27,766,000","29,672,000","30,861,000","26,889,000","21,973,000","16,713,000","24,132,000","23,826,000","25,718,000","23,722,000","28,026,000","31,486,000","24,190,000","23,783,000","24,076,000","23,142,000","20,478,000","26,916,000","27,445,000","26,480,000","28,551,000","28,591,000","31,288,000","22,379,000","25,023,000","19,638,000","19,496,000","21,158,000","18,097,000","20,393,000","24,767,000","26,262,000","24,683,000","31,329,000","27,051,000","30,641,000","26,659,000","29,125,000","25,152,000","22,764,000","18,912,000","22,024,000","20,294,000","19,235,000","17,566,000","19,046,000","16,107,000","17,307,000","14,532,000",,"15,781,000","14,822,000","17,002,000","43,637,000",,"22,795,000","24,623,000","24,872,000","25,699,000","23,929,000","23,963,000","23,940,000","20,873,000","22,815,000","27,300,000","24,588,000","23,148,000","18,281,000","18,129,000","17,578,000","13,108,000","13,334,000","12,643,000","14,340,000","12,855,000","14,448,000","14,099,000","13,697,000","12,164,000","16,014,000","13,492,000","12,968,000","11,728,000","13,294,000","14,113,000","12,856,000","13,282,000"
	DepreciationAmortizationDepletionIncomeStatement,"41,692,000","10,563,000","10,257,000","10,189,000","10,683,000","10,845,000","11,015,000","11,378,000","11,060,000","11,886,000","12,905,000","12,428,000","12,182,000","12,404,000","12,572,000","12,548,000","12,691,000","13,310,000","13,273,000","13,794,000","13,915,000","14,380,000","15,406,000","13,387,000","12,973,000","13,816,000","12,970,000","10,679,000","8,502,000","7,831,000","8,208,000","8,319,000","8,512,000","8,494,000","10,294,000","27,115,000","12,193,000","11,539,000","9,657,000","9,215,000","9,131,000","9,561,000","9,689,000","9,349,000","9,197,000","7,861,000","7,525,000","7,206,000","6,639,000","7,035,000","7,334,000","8,074,000","8,007,000",,"8,705,000","8,445,000","8,521,000","9,147,000",,"20,345,000","18,132,000","19,567,000","18,996,000","18,508,000","17,268,000","17,910,000","17,388,000","16,999,000","16,275,000","17,008,000","15,119,000","10,868,000","13,561,000","14,419,000","12,730,000","10,297,000","11,728,000","12,027,000","12,014,000","9,846,000","11,292,000","11,399,000","11,193,000","10,391,000","10,695,000","11,185,000","11,236,000","10,540,000","12,310,000","12,909,000","12,162,000"
		DepreciationAndAmortizationInIncomeStatement,"41,692,000","10,563,000","10,257,000","10,189,000","10,683,000","10,845,000","11,015,000","11,378,000","11,060,000","11,886,000","12,905,000","12,428,000","12,182,000","12,404,000","12,572,000","12,548,000","12,691,000","13,310,000","13,273,000","13,794,000","13,915,000","14,380,000","15,406,000","13,387,000","12,973,000","13,816,000","12,970,000","10,679,000","8,502,000","7,831,000","8,208,000","8,319,000","8,512,000","8,494,000","10,294,000","27,115,000","12,193,000","11,539,000","9,657,000","9,215,000","9,131,000","9,561,000","9,689,000","9,349,000","9,197,000","7,861,000","7,525,000","7,206,000","6,639,000","7,035,000","7,334,000","8,074,000","8,007,000",,"8,705,000","8,445,000","8,521,000","9,147,000",,"20,345,000","18,132,000","19,567,000","18,996,000","18,508,000","17,268,000","17,910,000","17,388,000","16,999,000","16,275,000","17,008,000","15,119,000","10,868,000","13,561,000","14,419,000","12,730,000","10,297,000","11,728,000","12,027,000","12,014,000","9,846,000","11,292,000","11,399,000","11,193,000","10,391,000","10,695,000","11,185,000","11,236,000","10,540,000","12,310,000","12,909,000","12,162,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-454,000",,,,,,,,,,,,,"56,300,000","14,280,000",,
OperatingIncome,"97,331,000","34,550,000","14,126,000","27,093,000","21,562,000","21,380,000","11,874,000","27,974,000","16,636,000","9,144,000","2,133,000","20,987,000","19,204,000","10,699,000","-2,347,000","12,276,000","17,330,000","8,378,000","-123,000","17,698,000","18,216,000","5,705,000","-2,702,000","21,136,000","19,930,000","10,556,000","-2,138,000","16,773,000","9,828,000","3,689,000","-5,615,000","5,299,000","12,666,000","-2,328,000","-4,603,000","-322,000","7,116,000","-9,373,000","-13,685,000","1,890,000","1,452,000","-16,079,000","-11,304,000","13,591,000","14,637,000","-2,285,000","-7,666,000","13,572,000","16,199,000","5,679,000","1,847,000","20,270,000","12,429,000",,"-18,262,000","23,998,000","14,372,000","-16,222,000","174,912,000","-136,031,000","59,162,000","50,542,000","30,381,000","59,298,000","69,027,000","68,845,000","54,224,000","71,260,000","76,397,000","86,004,000","59,114,000","32,763,000","35,342,000","19,774,000","10,686,000","20,737,000","18,068,000","14,875,000","10,115,000","28,392,000","25,031,000","20,033,000","9,844,000","20,925,000","18,353,000","9,844,000","8,194,000","-33,587,000","4,567,000","16,851,000","8,207,000"
