name,05/31/2021,05/31/2020,05/31/2019,05/31/2018,08/31/2014
TotalAssets,"1,650,297,000","1,337,940,000","3,491,666,000","3,558,301,000","8,235,568,000"
TotalLiabilitiesNetMinorityInterest,"495,746,000","443,442,000","1,405,906,000","1,399,970,000","3,724,335,000"
TotalEquityGrossMinorityInterest,"1,154,551,000","894,498,000","2,085,760,000","2,158,331,000","4,511,233,000"
	StockholdersEquity,"1,154,551,000","894,498,000","2,085,760,000","2,158,331,000","4,511,233,000"
		CapitalStock,"126,000","126,000","126,000","115,000","109,000"
			CommonStock,"126,000","126,000","126,000","115,000","109,000"
		AdditionalPaidInCapital,"1,861,562,000","1,937,430,000","2,160,558,000","1,951,501,000","2,202,561,000"
		RetainedEarnings,"-707,137,000","-1,043,058,000","-74,924,000","-1,607,374,000","-833,706,000"
TotalCapitalization,"1,471,648,000","1,075,052,000","2,849,703,000","2,871,873,000","6,037,233,000"
CommonStockEquity,"1,154,551,000","894,498,000","2,085,760,000","2,158,331,000","4,511,233,000"
NetTangibleAssets,"1,154,551,000","894,498,000","2,085,760,000","2,158,331,000","4,511,233,000"
InvestedCapital,"1,471,648,000","1,075,052,000","2,849,703,000","2,871,873,000","6,037,233,000"
TangibleBookValue,"1,154,551,000","894,498,000","2,085,760,000","2,158,331,000","4,511,233,000"
TotalDebt,"317,097,000","180,554,000","763,943,000","713,542,000","1,526,000,000"
NetDebt,"314,910,000","178,554,000","761,943,000","711,542,000","1,522,380,000"
ShareIssued,"126,447,554","126,447,554","126,337,114","115,429,599","109,297,777"
OrdinarySharesNumber,"126,447,554","126,447,554","126,337,114","115,429,599","109,297,777"
