name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"979,000,000","238,000,000","248,962,000","250,220,000","242,284,000","246,534,000","38,269,000","4,219,000","4,114,000","4,104,000","3,941,000","3,713,000","3,747,000","3,458,000","3,576,000","3,518,000","3,371,000","11,791,000","3,449,000","3,430,000","3,073,000","3,140,000","3,173,000","20,616,000","2,966,000","3,831,000","49,996,000","15,225,000","12,645,000","13,316,000","17,533,000","17,445,000","17,146,000","16,921,000","16,914,000","17,627,000","18,821,000","24,001,000"
	OperatingRevenue,"979,000,000","238,000,000","248,962,000","250,220,000","242,284,000","246,534,000","38,269,000","4,219,000","4,114,000","4,104,000","3,941,000","3,713,000","3,747,000","3,458,000","3,576,000","3,518,000","3,371,000","11,791,000","3,449,000","3,430,000","3,073,000","3,140,000","3,042,000","20,616,000","2,966,000","3,831,000","34,953,000","15,225,000","12,645,000","13,316,000","17,533,000","17,445,000","17,146,000","16,921,000","16,914,000","17,627,000","18,821,000","24,001,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-247,000","207,000",,"342,000","1,861,000","2,896,000","4,296,000","6,940,000"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,780,000","17,238,000",,"16,579,000","15,053,000","14,731,000","14,525,000","17,061,000"
OperatingExpense,"984,000,000","231,000,000","260,708,000","248,503,000","244,376,000","237,413,000","64,489,000","20,547,000","13,946,000","11,379,000","12,263,000","11,301,000","10,913,000","9,659,000","8,669,000","7,614,000","8,442,000","9,545,000","9,445,000","9,217,000","10,406,000","9,502,000","10,880,000","13,992,000","13,703,000","13,171,000","17,662,000","14,937,000","16,059,000","23,350,000","18,716,000","17,081,000","25,544,000","21,457,000","15,138,000","20,107,000","20,740,000","21,466,000"
	SellingGeneralAndAdministration,"438,000,000","101,000,000","117,064,000","110,065,000","110,398,000","104,473,000","37,375,000","17,968,000","10,930,000","8,418,000","9,149,000","8,507,000","8,217,000","6,938,000","6,069,000","5,187,000","5,514,000","6,727,000","5,966,000","6,189,000","6,366,000","5,544,000","6,911,000","9,855,000","9,131,000","8,806,000","10,701,000","9,515,000","10,660,000","11,916,000","9,846,000","8,006,000","16,565,000","13,361,000","8,466,000","9,779,000","9,040,000","6,783,000"
	ResearchAndDevelopment,,,,,,,,,,,,,,,"1,564,000","1,421,000","1,528,000","1,443,000","1,939,000","1,440,000","2,384,000","2,390,000","2,200,000","2,384,000","2,945,000","2,711,000","4,144,000","3,512,000","3,675,000","5,701,000","4,593,000","4,688,000","4,784,000","4,412,000","2,439,000","4,430,000","4,341,000","4,347,000"
	DepreciationAmortizationDepletionIncomeStatement,"267,000,000","64,000,000","68,234,000","68,130,000","66,874,000","63,762,000","14,186,000","56,000","492,000","493,000","467,000","471,000","469,000","468,000","470,000","501,000","899,000","909,000","926,000","942,000","949,000","953,000","1,070,000","971,000","978,000","986,000","1,168,000","820,000","856,000","3,244,000","2,460,000","2,479,000","2,481,000","1,623,000","1,008,000","1,065,000","1,135,000","1,174,000"
		DepreciationAndAmortizationInIncomeStatement,"267,000,000","64,000,000","68,234,000","68,130,000","66,874,000","63,762,000","14,186,000","56,000","492,000","493,000","467,000","471,000","469,000","468,000","470,000","501,000","899,000","909,000","926,000","942,000","949,000","953,000","1,070,000","971,000","978,000","986,000","1,168,000","820,000","856,000","3,244,000","2,460,000","2,479,000","2,481,000","1,623,000","1,008,000","1,065,000","1,135,000","1,174,000"
	OtherOperatingExpenses,"279,000,000","66,000,000","75,410,000","70,308,000","67,104,000","69,178,000","12,928,000","2,523,000","2,524,000","2,468,000","2,647,000","2,323,000","2,227,000","2,253,000","566,000","505,000","501,000","466,000","614,000","646,000","707,000","615,000","699,000","782,000","649,000","668,000","1,649,000","1,090,000","868,000","2,489,000","1,817,000","1,908,000","1,714,000","2,061,000","3,225,000","4,833,000","6,224,000","9,162,000"
OperatingIncome,"-5,000,000","7,000,000","-11,746,000","1,717,000","-2,092,000","9,121,000","-26,220,000","-16,328,000","-9,832,000","-7,275,000","-8,322,000","-7,588,000","-7,166,000","-6,201,000","-5,093,000","-4,096,000","-5,071,000","2,246,000","-5,996,000","-5,787,000","-7,333,000","-6,362,000","-7,707,000","6,624,000","-10,737,000","-9,340,000","32,334,000","288,000","-3,414,000","-10,034,000","-1,183,000","364,000","-8,398,000","-4,536,000","1,776,000","-2,480,000","-1,919,000","2,535,000"
NetNonOperatingInterestIncomeExpense,"-110,000,000","-26,000,000","-26,968,000","-28,155,000","-28,734,000","-33,143,000","-13,447,000","-3,719,000","-5,131,000","-5,861,000","-6,158,000","-6,123,000","-6,342,000","-6,543,000","-6,263,000","-5,967,000","-6,035,000","-5,037,000","-4,671,000","-5,518,000","-4,826,000","-4,555,000","-4,409,000","-4,090,000","-4,016,000","-2,441,000","-1,928,000","-1,816,000","-1,919,000","-1,761,000",,,"0",,,,,
	InterestExpenseNonOperating,"110,000,000","26,000,000","26,968,000","28,155,000","28,734,000","33,143,000","13,447,000","3,719,000","5,131,000","5,861,000","6,158,000","6,123,000","6,342,000","6,543,000","6,263,000","5,967,000","6,035,000","5,037,000","4,671,000","5,518,000","4,826,000","4,555,000","4,409,000","4,090,000","4,016,000","2,441,000","1,928,000","1,816,000","1,919,000","1,761,000",,,"0",,,,,
OtherIncomeExpense,"1,345,000,000","363,000,000","525,709,000","324,339,000","131,966,000","87,986,000","220,317,000","113,986,000","112,155,000","2,520,000","135,917,000","50,331,000","29,484,000","-6,131,000","31,079,000","87,464,000","25,880,000","-17,230,000","2,506,798,000","-5,892,000","6,640,000","-11,898,000","83,737,000","2,910,000","1,449,878,000","-24,737,000","-64,264,000","-27,351,000","-6,918,000","16,728,000","-64,186,000","-50,791,000","14,389,000","-86,812,000","-16,640,000","-79,638,000","17,560,000","14,380,000"
	GainOnSaleOfSecurity,"105,000,000","137,000,000","119,555,000","-26,839,000","-125,064,000","99,348,000","-43,746,000","-39,324,000",,,"1,603,000","-433,000",,"418,000","296,000","5,845,000","-1,826,000","225,000","-1,698,000","3,097,000","1,829,000","1,319,000","1,455,000","190,000","50,303,000","47,194,000","16,636,000","-22,511,000","12,584,000","-293,000","28,639,000","-11,304,000","50,559,000","-11,279,000","31,506,000","10,933,000","47,905,000","14,394,000"
	EarningsFromEquityInterest,"1,308,000,000","303,000,000","441,610,000","314,563,000","248,848,000","188,979,000","304,933,000","188,586,000","158,128,000","61,682,000","144,519,000","61,633,000","45,400,000","34,849,000","39,194,000","84,739,000","32,911,000","9,302,000","2,483,882,000","-5,280,000","11,467,000","18,922,000","71,366,000","19,046,000","621,410,000","-70,278,000","-55,215,000","-3,999,000","-18,698,000","-43,050,000","-31,605,000","-34,542,000","-31,776,000","-29,650,000","-10,424,000","-38,400,000","-27,266,000","0"
	SpecialIncomeCharges,"-61,000,000","-56,000,000","-12,074,000","21,827,000","-14,538,000","-192,215,000","-42,965,000","-35,284,000","-46,001,000","-59,325,000","-10,385,000","-11,219,000","-16,322,000","-41,403,000","-8,410,000","-3,203,000","-5,205,000","-26,757,000","24,643,000","-3,718,000","-6,659,000","-32,138,000","10,692,000","-16,331,000","778,129,000","-1,724,000","-25,809,000","-851,000","-852,000","60,095,000","-61,217,000","-4,953,000","-4,371,000","-45,838,000","-37,714,000","-52,163,000","-3,056,000","0"
		OtherSpecialCharges,,,"8,520,000","-23,520,000",,"110,000,000",,,,,,,,,,,,,,,,,,,,,"55,000",,,"-60,505,000","0","-6,000,000",,,,,,
		GainOnSaleOfBusiness,"-76,000,000","-56,000,000","-3,554,000","-1,693,000","-14,538,000","-82,215,000","-42,965,000","-35,284,000","-46,001,000","-59,325,000","-10,385,000","-11,219,000","-16,322,000","-41,403,000","-8,410,000","-3,203,000","-5,205,000","-26,757,000","24,643,000","-3,718,000","-6,659,000","-32,138,000","10,692,000","-16,331,000","778,129,000","-1,724,000","-5,085,000","-851,000","-852,000","-410,000","-25,996,000","-10,953,000","-4,371,000","-45,838,000","-37,714,000","-52,163,000","-3,056,000","0"
	OtherNonOperatingIncomeExpenses,"-7,000,000","-21,000,000","-23,382,000","14,788,000","22,720,000","-8,126,000","2,095,000","8,000","28,000","163,000","180,000","350,000","406,000","5,000","-1,000","83,000",,,"-29,000","9,000","3,000","-1,000","224,000","5,000","36,000","71,000","124,000","10,000","48,000","-24,000","-3,000","8,000","-23,000","-45,000","-8,000","-8,000","-23,000","-14,000"
PretaxIncome,"1,230,000,000","344,000,000","486,995,000","297,901,000","101,140,000","63,964,000","180,650,000","93,939,000","97,192,000","-10,616,000","121,437,000","36,620,000","15,976,000","-18,875,000","19,723,000","77,401,000","14,774,000","-20,021,000","2,496,131,000","-17,197,000","-5,519,000","-22,815,000","71,621,000","5,444,000","1,435,125,000","-36,518,000","-33,858,000","-28,879,000","-12,251,000","4,933,000","-66,507,000","-50,427,000","5,991,000","-91,348,000","-14,864,000","-82,118,000","15,641,000","16,915,000"
TaxProvision,"251,000,000","45,000,000","100,216,000","61,073,000","44,926,000","11,785,000","-83,626,000","24,979,000","24,978,000","-2,774,000","29,468,000","9,124,000","3,924,000","-4,574,000","4,919,000","17,762,000","4,194,000","-4,951,000","435,178,000","-7,333,000","-2,542,000","-8,370,000","26,020,000","1,655,000","544,971,000","-14,277,000","-5,457,000","-9,584,000","-4,442,000","-385,000","-19,703,000","-18,437,000","4,087,000","-33,633,000","-6,015,000","-30,098,000","7,616,000","5,799,000"
NetIncomeCommonStockholders,"979,000,000","299,000,000","386,655,000","236,869,000","56,256,000","52,220,000","264,287,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
	NetIncome,"979,000,000","299,000,000","386,655,000","236,869,000","56,256,000","52,220,000","264,287,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
		NetIncomeIncludingNoncontrollingInterests,"979,000,000","299,000,000","386,779,000","236,828,000","56,214,000","52,179,000","264,276,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
			NetIncomeContinuousOperations,"979,000,000","299,000,000","386,779,000","236,828,000","56,214,000","52,179,000","264,276,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
		MinorityInterests,"0","0","-124,000","41,000","42,000","41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"979,000,000","299,000,000","386,655,000","236,869,000","56,256,000","52,220,000","264,287,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
BasicEPS,,"1.79",,"1.31","0.3","0.27",,"0.38","0.4","-0.04",,"0.15","0.07","-0.08",,"0.33","0.06","-0.08",,"-0.05","-0.02","-0.08",,"0.02","6.31","-0.22",,"-0.19","-0.08","0.05",,"-0.368","0.021","-0.645",,"-0.581",,"0.124"
DilutedEPS,,"1.77",,"1.29","0.3","0.27",,"0.38","0.39","-0.04",,"0.15","0.07","-0.08",,"0.33","0.06","-0.08",,"-0.05","-0.02","-0.08",,"0.02","6.28","-0.22",,"-0.19","-0.08","0.05",,"-0.368","0.021","-0.645",,"-0.581",,"0.124"
BasicAverageShares,,"167,000,000",,"181,039,000","187,902,000","194,433,000",,"181,472,000","181,925,000","181,902,000",,"181,522,000","181,450,000","181,366,000",,"181,328,000","181,323,000","181,316,000",,"181,846,000","181,798,000","181,771,000",,"181,621,000","141,174,000","103,279,000",,"103,024,000","103,024,000","100,359,000",,"86,903,693","89,531,713","89,531,713",,"89,531,713",,"89,531,713"
DilutedAverageShares,,"169,000,000",,"183,001,000","189,668,000","196,114,000",,"182,503,000","182,846,000","182,808,000",,"182,973,000","182,832,000","182,665,000",,"182,572,000","182,471,000","182,714,000",,"183,331,000","183,149,000","183,045,000",,"182,591,000","141,779,000","103,668,000",,"103,686,000","103,686,000","100,943,000",,"86,903,693","89,531,713","89,531,713",,"89,531,713",,"89,531,713"
TotalOperatingIncomeAsReported,"10,000,000","7,000,000","-20,266,000","25,237,000","-2,092,000","-100,879,000","-26,220,000","-16,328,000","-9,832,000","-7,275,000","-8,322,000","-7,588,000","-7,166,000","-6,201,000","-5,093,000","-4,096,000","-5,071,000","2,246,000","-5,996,000","-5,787,000","-7,333,000","-6,362,000","-7,707,000","6,624,000","-10,737,000","-9,340,000","11,610,000","288,000","-3,414,000","50,471,000","-36,404,000","6,364,000","-8,398,000","-4,536,000","1,776,000","-2,480,000","-1,919,000","2,535,000"
TotalExpenses,"984,000,000","231,000,000","260,708,000","248,503,000","244,376,000","237,413,000","64,489,000","20,547,000","13,946,000","11,379,000","12,263,000","11,301,000","10,913,000","9,659,000","8,669,000","7,614,000","8,442,000","9,545,000","9,445,000","9,217,000","10,406,000","9,502,000","10,880,000","13,992,000","13,703,000","13,171,000","17,662,000","14,937,000","16,059,000","23,350,000","18,716,000","17,081,000","25,544,000","21,457,000","15,138,000","20,107,000","20,740,000","21,466,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"979,000,000","299,000,000","386,655,000","236,869,000","56,256,000","52,220,000","264,287,000","68,960,000","72,214,000","-7,842,000","91,969,000","27,496,000","12,052,000","-14,301,000","14,804,000","59,639,000","10,580,000","-15,070,000","2,060,953,000","-9,864,000","-2,977,000","-14,445,000","45,601,000","3,789,000","890,154,000","-22,241,000","-28,401,000","-19,295,000","-7,809,000","5,318,000","-46,804,000","-31,990,000","1,904,000","-57,715,000","-8,849,000","-52,020,000","8,025,000","11,116,000"
NormalizedIncome,"943,978,861.789","228,611,000","301,291,918.862","240,853,540","158,165,460","127,999,472","327,586,030","123,722,272","106,392,743","35,999,175","98,619,952.823","36,246,652","24,358,788","16,765,630","20,894,333.925","57,602,018","15,614,196","4,908,596","2,042,008,254.478","-9,491,400","-79,000","5,063,427","37,867,020.483","15,023,136","376,526,160","-49,932,230","-20,706,441.166","-3,689,184","-15,282,284","-30,563,200","-23,877,380.065","-21,676,845.737","-28,118,200","-21,627,645.542","-5,124,200","-25,901,675.15","-21,126,850","1,656,721.017"
InterestExpense,"110,000,000","26,000,000","26,968,000","28,155,000","28,734,000","33,143,000","13,447,000","3,719,000","5,131,000","5,861,000","6,158,000","6,123,000","6,342,000","6,543,000","6,263,000","5,967,000","6,035,000","5,037,000","4,671,000","5,518,000","4,826,000","4,555,000","4,409,000","4,090,000","4,016,000","2,441,000","1,928,000","1,816,000","1,919,000","1,761,000",,,"0",,,,,
