name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"311,400,000","105,000,000","71,300,000","46,500,000","88,600,000","93,000,000","66,900,000","49,100,000","9,200,000","44,400,000","17,000,000","18,500,000","-34,900,000","43,800,000"
	CashFlowFromContinuingOperatingActivities,"311,400,000","105,000,000","71,300,000","46,500,000","88,600,000","93,000,000","66,900,000","49,100,000","9,200,000","44,400,000","17,000,000","18,500,000","-34,900,000","43,800,000"
		NetIncomeFromContinuingOperations,"135,000,000","6,200,000","145,200,000","-40,900,000","24,500,000","-33,900,000","36,300,000","-10,600,000","15,900,000","-78,000,000","-5,500,000","-12,400,000","-31,500,000","-28,600,000"
		OperatingGainsLosses,,,"0","1,800,000","0","5,900,000","0","0","5,500,000","9,400,000","0","0",,"9,400,000"
		DepreciationAmortizationDepletion,"73,800,000","20,000,000","19,700,000","19,000,000","15,100,000","15,500,000","13,800,000","12,500,000","-24,200,000","48,700,000","12,000,000","13,000,000","6,400,000","17,300,000"
			DepreciationAndAmortization,"73,800,000","20,000,000","19,700,000","19,000,000","15,100,000","15,500,000","13,800,000","12,500,000","-24,200,000","48,700,000","12,000,000","13,000,000","6,400,000","17,300,000"
		DeferredTax,"-50,800,000","10,700,000","-99,000,000","36,400,000","1,100,000","47,000,000","-6,300,000","23,000,000","-11,300,000","-7,200,000","-1,100,000","600,000","-3,700,000","-3,000,000"
			DeferredIncomeTax,"-50,800,000","10,700,000","-99,000,000","36,400,000","1,100,000","47,000,000","-6,300,000","23,000,000","-11,300,000","-7,200,000","-1,100,000","600,000","-3,700,000","-3,000,000"
		AssetImpairmentCharge,"0","0","0","0","0","2,700,000",,,,"1,100,000",,,,"0"
		ProvisionandWriteOffofAssets,"4,200,000","400,000","1,400,000","1,000,000","1,400,000","700,000","300,000","200,000","100,000","800,000","400,000","0","-200,000","600,000"
		StockBasedCompensation,"117,400,000","42,500,000","33,300,000","24,500,000","17,100,000","18,100,000","17,400,000","28,400,000","50,700,000","25,100,000","8,000,000","5,500,000","-21,100,000","32,700,000"
		OtherNonCashItems,"11,200,000","15,700,000","-26,100,000","11,300,000","10,300,000","9,400,000","-3,400,000","3,000,000","-900,000","15,900,000","6,800,000","4,000,000","-14,600,000","19,700,000"
		ChangeInWorkingCapital,"18,800,000","9,500,000","-3,200,000","-6,600,000","19,100,000","27,600,000","8,800,000","-7,400,000","-25,500,000","28,600,000","-4,700,000","7,800,000","20,400,000","5,100,000"
