name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"805,853,000","187,964,000","194,581,000","205,201,000","218,107,000","226,102,000","234,898,000","249,844,000","253,699,000","314,303,000","308,082,000","313,634,000","313,024,000","304,255,000","317,036,000","307,545,000","301,116,000","301,695,000","361,342,000","374,600,000","398,150,000","377,381,000","374,242,000","416,681,000","617,614,000","455,444,000","425,390,000","432,066,000","409,074,000","396,299,000","386,627,000","390,274,000","387,227,000","381,128,000","374,699,000","363,765,000","365,145,000","369,971,000","350,617,000","361,441,000","349,005,000","339,192,000","323,027,000","308,574,000","300,655,000","334,322,000","267,245,000","323,280,000","259,721,000","258,633,000","246,615,000","249,603,000","252,968,000","263,405,000","284,624,000","268,673,000","305,777,000","272,267,000","246,061,000","259,206,000","257,706,000","295,771,000","159,811,000","138,355,000","132,784,000","125,219,000","112,945,000","120,291,000","106,092,000","100,855,000","95,491,000","87,268,000","89,445,000","87,690,000","86,606,000","81,324,000","74,351,000","68,683,000","62,951,000","63,186,000","62,277,000","61,683,000","62,291,000","61,924,000","66,476,000","66,994,000","58,195,000","60,874,000","56,494,000","54,759,000","53,117,000","55,100,000","50,900,000","47,500,000","40,072,000","40,500,000","34,300,000","22,200,000"
	OperatingRevenue,"727,073,000","175,919,000","171,001,000","175,435,000","204,718,000","207,362,000","209,090,000","218,503,000","235,829,000","261,164,000","292,875,000","299,546,000","296,577,000","290,149,000","274,429,000","270,740,000","260,642,000","260,659,000","310,622,000","322,585,000","340,029,000","321,628,000","318,530,000","356,878,000","461,023,000","400,344,000","364,501,000","367,793,000","349,417,000","345,398,000","335,237,000","335,262,000","324,948,000","326,163,000","326,536,000","308,797,000","320,038,000","323,197,000","147,493,000","361,441,000","349,005,000","339,192,000","323,027,000","308,574,000","300,655,000","334,322,000","267,245,000","323,280,000","259,721,000","258,633,000","246,615,000","249,603,000","252,968,000","263,405,000","284,624,000","268,673,000","305,777,000","272,267,000","246,061,000","270,508,000","269,765,000","295,771,000","159,811,000","138,355,000","132,784,000","125,219,000","112,945,000","120,291,000","106,092,000","100,855,000","95,491,000","87,268,000","89,445,000","87,690,000","75,939,000","84,360,000","77,903,000","68,683,000","62,951,000","63,186,000","62,277,000","61,683,000","74,800,000","61,924,000","66,476,000","69,752,000","58,195,000","60,874,000","56,494,000","54,759,000","54,300,000","55,100,000","50,900,000","47,500,000","40,500,000","40,500,000","34,300,000","22,200,000"
CostOfRevenue,"332,002,000","79,894,000","78,370,000","79,380,000","94,358,000","94,434,000","93,909,000","96,405,000","90,389,000","107,855,000","114,867,000","117,768,000","113,309,000","112,684,000","109,343,000","115,164,000","110,405,000","113,751,000","138,537,000","148,394,000","140,105,000","143,882,000","147,355,000","151,896,000","145,755,000","149,502,000","144,077,000","147,909,000","134,486,000","140,688,000","137,452,000","135,747,000","131,982,000","136,835,000","141,979,000","142,910,000","130,791,000","138,311,000","320,487,000","83,980,000","121,488,000","124,767,000","125,991,000","114,012,000","106,381,000","100,367,000","115,377,000","95,854,000","93,227,000","97,153,000","88,832,000","89,975,000","89,192,000","92,430,000","60,159,000","61,134,000",,,"8,684,000","8,674,000","7,766,000","7,265,000","5,463,000","4,846,000","4,921,000","5,008,000","5,248,000","4,922,000","4,912,000","4,516,000","4,689,000","3,759,000","3,866,000","3,866,000","3,766,000","3,366,000","3,266,000","3,164,000","3,159,000","3,159,000","3,159,000","3,159,000","3,160,000","3,101,000","3,159,000","3,159,000","3,155,000","3,164,000","3,159,000","3,183,000",,,,,,,,
GrossProfit,"473,851,000","108,070,000","116,211,000","125,821,000","123,749,000","131,668,000","140,989,000","153,439,000","163,310,000","206,448,000","193,215,000","195,866,000","199,715,000","191,571,000","207,693,000","192,381,000","190,711,000","187,944,000","222,805,000","226,206,000","258,045,000","233,499,000","226,887,000","264,785,000","471,859,000","305,942,000","281,313,000","284,157,000","274,588,000","255,611,000","249,175,000","254,527,000","255,245,000","244,293,000","232,720,000","220,855,000","234,354,000","231,660,000","30,130,000","277,461,000","227,517,000","214,425,000","197,036,000","194,562,000","194,274,000","233,955,000","151,868,000","227,426,000","166,494,000","161,480,000","157,783,000","159,628,000","163,776,000","170,975,000","224,465,000","207,539,000",,,"237,377,000","250,532,000","249,940,000","288,506,000","154,348,000","133,509,000","127,863,000","120,211,000","107,697,000","115,369,000","101,180,000","96,339,000","90,802,000","83,509,000","85,579,000","83,824,000","82,840,000","77,958,000","71,085,000","65,519,000","59,792,000","60,027,000","59,118,000","58,524,000","59,131,000","58,823,000","63,317,000","63,835,000","55,040,000","57,710,000","53,335,000","51,576,000",,,,,,,,
OperatingExpense,"321,453,000","71,759,000","97,615,000","72,754,000","79,325,000","85,881,000","142,530,000","116,118,000","119,451,000","87,849,000","89,665,000","94,305,000","94,941,000","94,322,000","97,488,000","91,341,000","90,393,000","92,916,000","112,540,000","115,691,000","157,310,000","118,277,000","129,811,000","138,123,000","449,526,000","203,340,000","129,534,000","169,660,000","222,765,000","133,801,000","119,983,000","117,092,000","118,710,000","112,636,000","111,847,000","108,342,000","103,534,000","101,750,000","-80,783,000","170,942,000","110,976,000","109,665,000","112,679,000","103,713,000","98,496,000","95,158,000","81,705,000","90,660,000","93,844,000","92,845,000","115,486,000","102,853,000","128,105,000","145,009,000","127,047,000","122,016,000","189,501,000","181,603,000","159,221,000","165,000,000","167,229,000","156,340,000","99,431,000","88,279,000","80,785,000","80,498,000","70,762,000","75,025,000","66,165,000","62,128,000","59,581,000","53,751,000","52,373,000","59,647,000","53,640,000","51,024,000","44,645,000","41,161,000","36,160,000","36,640,000","34,653,000","33,873,000","34,954,000","35,691,000","34,896,000","37,273,000","30,949,000","33,399,000","32,089,000","31,129,000","204,794,000","-32,700,000","-28,300,000","-27,800,000","140,174,000","-25,400,000","-21,800,000","-12,800,000"
	SellingGeneralAndAdministration,"96,803,000","24,776,000","26,486,000","23,477,000","22,064,000","22,885,000","25,144,000","23,602,000","23,510,000","19,570,000","25,575,000","23,841,000","25,480,000","25,979,000","26,030,000","20,594,000","22,479,000","23,528,000","28,136,000","23,963,000","24,256,000","24,143,000","25,785,000","25,458,000","24,484,000","24,032,000","22,734,000","23,475,000","23,200,000","25,464,000","22,710,000","22,649,000","23,872,000","23,257,000","22,742,000","20,869,000","21,514,000","21,067,000","-5,199,000","29,425,000","29,611,000","29,002,000","33,098,000","27,363,000","30,267,000","27,855,000","31,985,000","29,588,000","30,162,000","27,277,000","27,078,000","26,781,000","25,992,000","25,968,000","41,604,000","34,312,000","32,407,000","27,982,000","24,442,000","22,224,000","24,131,000","34,247,000","25,669,000","13,829,000","13,257,000","12,986,000","11,965,000","13,418,000","10,594,000","8,238,000","9,335,000","5,574,000","4,467,000","10,903,000","8,147,000","2,994,000","2,804,000","3,186,000","3,563,000","3,160,000","3,357,000","3,202,000","4,043,000","4,116,000","3,668,000","3,547,000","3,044,000","2,540,000","3,190,000","2,788,000","2,522,000","3,000,000","2,800,000","2,600,000","1,760,000","1,600,000","1,300,000","1,000,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,425,000","29,611,000","29,002,000","33,098,000","27,363,000","30,267,000","27,855,000","31,985,000","29,588,000","30,162,000","27,277,000","27,078,000","26,781,000","25,992,000","25,968,000","41,604,000","34,312,000",,,,,,,"25,669,000","13,829,000","13,257,000","12,986,000","11,965,000","13,418,000","10,594,000","8,238,000","9,335,000","5,574,000","4,467,000","10,903,000","8,147,000","2,994,000","2,804,000","3,186,000","3,563,000","3,160,000","3,357,000","3,202,000","4,043,000","4,116,000","3,668,000","3,547,000","3,044,000","2,540,000","3,190,000","2,788,000","-8,378,000","3,000,000","2,800,000","2,600,000","1,760,000","1,600,000","1,300,000","1,000,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,669,000","13,829,000","13,257,000","12,986,000","11,965,000","13,418,000","10,594,000","8,238,000","9,335,000","5,574,000","4,467,000","10,903,000","8,147,000","2,994,000","2,804,000","3,186,000","3,563,000","3,160,000","3,357,000","3,202,000","4,043,000","4,116,000","3,668,000","3,547,000","3,044,000","2,540,000","3,190,000","2,788,000",,"3,000,000","2,800,000","2,600,000","1,800,000","1,600,000","1,300,000","1,000,000"
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,874,000","8,890,000","8,806,000","8,809,000","8,463,000","7,813,000","7,834,000","7,831,000","7,860,000","7,679,000","7,821,000","7,822,000","7,912,000","8,046,000","8,046,000","7,710,000","7,709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,551,000","20,721,000","20,196,000","24,289,000","18,900,000","22,454,000","20,021,000","24,154,000","21,728,000","22,483,000","19,456,000","19,256,000","18,869,000","17,946,000","17,922,000","33,894,000","26,603,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
