name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
TotalAssets,"45,834,648,000","24,453,564,000","24,018,733,000","23,675,666,000","23,744,451,000","22,960,622,000","22,460,476,000","22,102,188,000","20,741,141,000","20,411,667,000","20,438,788,000","20,145,285,000","20,084,420,000","19,728,435,000","17,567,759,000","17,482,990,000","17,496,287,000","17,518,292,000","15,065,800,000","14,957,281,000","14,869,645,000","14,860,237,000","14,703,071,000","14,420,262,000","11,932,326,000","11,991,527,000","11,915,163,000","12,075,820,000","11,951,307,000","11,647,551,000","11,179,752,000","10,387,933,000","9,544,780,000","9,581,744,000","9,652,079,000","9,641,071,000","9,673,691,000","9,543,623,000","9,383,044,000","8,689,556,000","8,581,058,000","8,609,683,000","8,932,700,000","8,018,848,000","8,085,310,000","7,263,892,000","7,506,114,000","7,701,064,000","7,818,250,000","8,005,335,000","7,973,492,000","8,012,175,000","8,356,068,000","7,873,890,000","7,568,288,000","7,601,786,000","7,723,466,000","7,846,126,000","7,832,485,000","7,987,742,000","8,331,644,000","8,149,515,000","7,919,888,000","8,306,497,000","8,244,921,000","8,492,022,000","8,535,291,000","8,650,338,000","8,793,047,000","8,898,304,000","8,981,715,000","9,032,869,000","9,259,334,000","9,353,896,000","9,517,748,000","9,737,717,000","9,725,176,000","9,612,556,000","9,326,487,000","9,299,495,000","9,169,075,000","9,080,473,000","8,943,766,000","8,893,062,000","8,809,676,000","8,767,748,000","8,806,844,000","8,322,559,000","8,180,559,000","6,982,900,000","6,963,300,000","6,898,400,000","6,643,000,000","6,166,000,000","5,987,400,000","5,979,500,000","5,762,900,000","5,686,400,000","5,614,600,000","5,538,100,000","5,409,200,000","5,366,600,000","5,047,600,000","4,930,100,000","4,786,000,000","4,822,600,000","4,447,700,000","4,430,000,000","4,240,500,000","4,152,100,000","4,044,700,000","3,739,300,000","3,740,600,000","3,714,500,000","3,629,300,000","3,620,400,000","3,608,600,000","3,192,400,000","2,839,700,000","2,829,600,000","2,796,800,000","2,695,700,000","2,615,400,000","2,604,700,000","2,583,800,000","2,643,900,000","2,234,100,000","2,221,100,000","2,188,100,000","2,184,000,000","2,169,500,000","2,135,400,000"
TotalLiabilitiesNetMinorityInterest,"40,602,534,000","21,441,546,000","20,982,841,000","20,684,548,000","20,765,004,000","19,987,966,000","19,539,327,000","19,237,933,000","17,917,706,000","17,559,214,000","17,606,258,000","17,342,146,000","17,332,548,000","17,038,865,000","15,347,079,000","15,282,775,000","15,317,169,000","15,363,895,000","13,158,977,000","13,070,687,000","13,023,286,000","13,045,820,000","12,868,614,000","12,609,145,000","10,423,683,000","10,500,357,000","10,439,161,000","10,619,097,000","10,468,036,000","10,181,787,000","9,772,572,000","9,110,602,000","8,359,543,000","8,419,104,000","8,492,823,000","8,474,093,000","8,474,026,000","8,349,058,000","8,196,280,000","7,615,829,000","7,530,647,000","7,576,127,000","7,905,005,000","7,010,574,000","7,101,295,000","6,385,087,000","6,610,430,000","6,826,331,000","6,962,730,000","7,161,509,000","7,108,079,000","7,377,586,000","7,724,276,000","7,143,025,000","6,932,935,000","6,952,771,000","7,048,073,000","7,193,245,000","7,185,066,000","7,362,160,000","7,690,973,000","7,507,146,000","7,277,125,000","7,691,833,000","7,602,548,000","7,842,124,000","7,862,490,000","7,948,112,000","8,122,458,000","8,195,096,000","8,269,369,000","8,359,571,000","8,518,473,000","8,638,406,000","8,795,979,000","8,972,055,000","8,832,139,000","8,721,846,000","8,598,611,000","8,454,099,000","8,472,029,000","8,391,238,000","8,243,179,000","8,201,571,000","8,117,057,000","8,091,407,000","8,127,251,000","7,783,992,000","7,617,086,000","6,490,200,000","6,448,400,000","6,369,100,000","6,107,700,000","5,671,400,000","5,495,200,000","5,494,100,000","5,270,200,000","5,209,200,000","5,145,000,000","5,072,400,000","4,955,800,000","4,908,100,000","4,617,100,000","4,508,200,000","4,360,100,000","4,394,500,000","4,050,700,000","4,035,500,000","3,868,200,000","3,786,200,000","3,687,400,000","3,417,800,000","3,421,000,000","3,398,900,000","3,322,800,000","3,321,700,000","3,314,100,000","2,931,700,000","2,606,500,000","2,600,500,000","2,571,700,000","2,491,000,000","2,413,800,000","2,407,000,000","2,388,500,000","2,445,900,000","2,056,300,000","2,047,000,000","2,013,400,000","2,009,700,000","1,998,200,000","1,959,700,000"
TotalEquityGrossMinorityInterest,"5,232,114,000","3,012,018,000","3,035,892,000","2,991,118,000","2,979,447,000","2,972,656,000","2,921,149,000","2,864,255,000","2,823,435,000","2,852,453,000","2,832,530,000","2,803,139,000","2,751,872,000","2,689,570,000","2,220,680,000","2,200,215,000","2,179,118,000","2,154,397,000","1,906,823,000","1,886,594,000","1,846,359,000","1,814,417,000","1,834,457,000","1,811,117,000","1,508,643,000","1,491,170,000","1,476,002,000","1,456,723,000","1,483,271,000","1,465,764,000","1,407,180,000","1,277,331,000","1,185,237,000","1,162,640,000","1,159,256,000","1,166,978,000","1,199,665,000","1,194,565,000","1,186,764,000","1,073,727,000","1,050,411,000","1,033,556,000","1,027,695,000","1,008,274,000","984,015,000","878,805,000","895,684,000","874,733,000","855,520,000","843,826,000","865,413,000","634,589,000","631,792,000","730,865,000","635,353,000","649,015,000","675,393,000","652,881,000","647,419,000","625,582,000","640,671,000","642,369,000","642,763,000","614,664,000","642,373,000","649,898,000","672,801,000","702,226,000","670,589,000","703,208,000","712,346,000","673,298,000","740,861,000","715,490,000","721,769,000","765,662,000","893,037,000","890,710,000","727,876,000","845,396,000","697,046,000","689,235,000","700,587,000","691,491,000","692,619,000","676,341,000","679,593,000","538,567,000","563,473,000","492,700,000","514,900,000","529,300,000","535,300,000","494,600,000","492,200,000","485,400,000","492,700,000","477,200,000","469,600,000","465,700,000","453,400,000","458,500,000","430,500,000","421,900,000","425,900,000","428,100,000","397,000,000","394,500,000","372,300,000","365,900,000","357,300,000","321,500,000","319,600,000","315,600,000","306,500,000","298,700,000","294,500,000","260,700,000","233,200,000","229,100,000","225,100,000","204,700,000","201,600,000","197,700,000","195,300,000","198,000,000","177,800,000","174,100,000","174,700,000","174,300,000","171,300,000","175,700,000"
	StockholdersEquity,"5,232,114,000","3,012,018,000","3,035,892,000","2,991,118,000","2,979,447,000","2,972,656,000","2,921,149,000","2,864,255,000","2,823,435,000","2,852,453,000","2,832,530,000","2,803,139,000","2,751,872,000","2,689,570,000","2,220,680,000","2,200,215,000","2,179,118,000","2,154,397,000","1,906,823,000","1,886,594,000","1,846,359,000","1,814,417,000","1,834,457,000","1,811,117,000","1,508,643,000","1,491,170,000","1,476,002,000","1,456,723,000","1,483,271,000","1,465,764,000","1,407,180,000","1,277,331,000","1,185,237,000","1,162,640,000","1,159,256,000","1,166,978,000","1,199,665,000","1,194,565,000","1,186,764,000","1,073,727,000","1,050,411,000","1,033,556,000","1,027,695,000","1,008,274,000","984,015,000","878,805,000","895,684,000","874,733,000","855,520,000","843,826,000","865,413,000","634,589,000","631,792,000","730,865,000","635,353,000","649,015,000","675,393,000","652,881,000","647,419,000","625,582,000","640,671,000","642,369,000","642,763,000","614,664,000","642,373,000","649,898,000","672,801,000","702,226,000","670,589,000","703,208,000","712,346,000","673,298,000","740,861,000","715,490,000","721,769,000","765,662,000","743,037,000","740,710,000","727,876,000","695,396,000","647,046,000","639,235,000","650,587,000","641,491,000","642,619,000","626,341,000","629,593,000","538,567,000","563,473,000","492,700,000","514,900,000","529,300,000","535,300,000","494,600,000","492,200,000","485,400,000","492,700,000","477,200,000","469,600,000","465,700,000","453,400,000","458,500,000","430,500,000","421,900,000","425,900,000","428,100,000","397,000,000","394,500,000","372,300,000","365,900,000","357,300,000","321,500,000","319,600,000","315,600,000","306,500,000","298,700,000","294,500,000","260,700,000","233,200,000","229,100,000","225,100,000","204,700,000","201,600,000","197,700,000","195,300,000","198,000,000","177,800,000","174,100,000","174,700,000","174,300,000","171,300,000","175,700,000"
		CapitalStock,"523,459,000","165,838,000","165,814,000","165,732,000","165,676,000","165,367,000","165,333,000","165,093,000","165,109,000","169,616,000","170,031,000","172,231,000","173,979,000","175,141,000","152,352,000","152,351,000","152,172,000","152,040,000","135,523,000","135,516,000","135,435,000","135,159,000","134,985,000","135,005,000","114,352,000","114,297,000","114,523,000","115,205,000","116,983,000","116,847,000","113,984,000","105,851,000","100,084,000","99,859,000","100,693,000","100,881,000","101,367,000","101,179,000","101,403,000","94,687,000","94,674,000","94,654,000","94,752,000","94,752,000","94,734,000","87,183,000","87,172,000","87,171,000","87,161,000","87,182,000","87,173,000","66,433,000","66,411,000","163,679,000","66,285,000","66,206,000","66,202,000","66,205,000",,"66,194,000","66,416,000","66,503,000","66,406,000","66,535,000","67,409,000","67,649,000","68,010,000","68,950,000","68,717,000","69,287,000","65,960,000","66,273,000","66,449,000","66,575,000","63,629,000","63,522,000","63,593,000","63,856,000","60,694,000","61,109,000","61,161,000","61,174,000","58,560,000","59,328,000","59,817,000","60,311,000","58,189,000","55,431,000","56,021,000","47,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"230,500,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97,358,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"292,959,000","165,838,000","165,814,000","165,732,000","165,676,000","165,367,000","165,333,000","165,093,000","165,109,000","169,616,000","170,031,000","172,231,000","173,979,000","175,141,000","152,352,000","152,351,000","152,172,000","152,040,000","135,523,000","135,516,000","135,435,000","135,159,000","134,985,000","135,005,000","114,352,000","114,297,000","114,523,000","115,205,000","116,983,000","116,847,000","113,984,000","105,851,000","100,084,000","99,859,000","100,693,000","100,881,000","101,367,000","101,179,000","101,403,000","94,687,000","94,674,000","94,654,000","94,752,000","94,752,000","94,734,000","87,183,000","87,172,000","87,171,000","87,161,000","87,182,000","87,173,000","66,433,000","66,411,000","66,321,000","66,285,000","66,206,000","66,202,000","66,205,000",,"66,194,000","66,416,000","66,503,000","66,406,000","66,535,000","67,409,000","67,649,000","68,010,000","68,950,000","68,717,000","69,287,000","65,960,000","66,273,000","66,449,000","66,575,000","63,629,000","63,522,000","63,593,000","63,856,000","60,694,000","61,109,000","61,161,000","61,174,000","58,560,000","59,328,000","59,817,000","60,311,000","58,189,000","55,431,000","56,021,000","47,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"4,149,594,000","1,880,545,000","1,878,106,000","1,876,372,000","1,874,572,000","1,875,626,000","1,873,483,000","1,871,741,000","1,870,260,000","1,944,445,000","1,948,808,000","1,981,205,000","2,007,962,000","2,031,695,000","1,645,111,000","1,642,790,000","1,640,776,000","1,639,499,000","1,354,036,000","1,352,411,000","1,350,866,000","1,348,338,000","1,343,740,000","1,342,393,000","1,088,037,000","1,087,911,000","1,090,381,000","1,098,384,000","1,121,594,000","1,118,292,000","1,077,939,000","975,354,000","900,665,000","900,254,000","910,964,000","912,391,000","917,064,000","916,918,000","918,259,000","835,028,000","833,976,000","834,033,000","834,060,000","832,942,000","831,990,000","748,873,000","748,292,000","747,785,000","746,932,000","746,775,000","747,582,000","570,763,000","571,755,000","569,875,000","566,067,000","565,379,000","564,397,000","563,675,000","629,159,000","562,940,000","565,827,000","565,106,000","564,691,000","567,902,000","583,938,000","591,930,000","599,410,000","618,466,000","613,857,000","629,577,000","567,714,000","574,681,000","578,650,000","581,224,000","523,426,000","521,064,000","522,404,000","528,379,000","460,507,000","470,345,000","471,812,000","472,467,000","413,812,000","432,587,000","444,275,000","457,267,000","403,075,000","334,592,000","375,695,000","376,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"897,260,000","968,010,000","935,162,000","886,752,000","847,290,000","783,892,000","733,049,000","678,378,000","649,909,000","682,185,000","655,177,000","607,666,000","567,311,000","527,684,000","503,147,000","471,777,000","447,696,000","413,130,000","451,461,000","429,787,000","408,623,000","390,292,000","374,561,000","357,336,000","335,839,000","323,759,000","305,478,000","281,196,000","268,936,000","262,180,000","245,874,000","229,467,000","222,418,000","206,993,000","192,529,000","178,727,000","160,416,000","146,667,000","132,822,000","121,670,000","103,034,000","89,865,000","74,312,000","64,178,000","53,821,000","44,018,000","44,404,000","38,617,000","34,204,000","30,235,000","45,542,000","46,060,000","41,079,000","50,815,000","59,684,000","57,824,000","53,563,000","34,346,000","41,885,000","33,812,000","28,699,000","35,873,000","32,187,000","24,995,000","18,674,000","12,074,000","10,019,000","15,300,000","5,469,000",,"64,317,000","58,667,000","59,987,000","53,107,000","125,483,000","125,792,000","110,795,000","96,652,000","149,904,000","126,624,000","108,488,000","91,062,000","144,945,000","128,773,000","118,806,000","106,809,000","179,949,000","176,662,000","162,261,000","96,400,000","154,600,000","140,900,000","123,900,000","96,900,000","157,900,000","145,200,000","139,500,000","133,200,000","187,200,000","178,400,000","168,200,000","158,300,000","181,600,000","170,900,000","155,700,000","147,400,000","169,600,000","160,800,000","140,400,000","130,300,000","149,000,000","117,500,000","111,000,000","105,300,000","133,300,000","126,400,000","119,200,000","95,200,000","98,000,000","92,400,000","86,900,000","73,700,000","88,100,000","83,400,000","79,400,000","75,700,000","73,500,000","70,100,000","67,200,000","64,600,000","76,000,000","72,700,000"
		GainsLossesNotAffectingRetainedEarnings,"-338,199,000","-2,375,000","56,810,000","62,262,000","91,909,000","147,771,000","149,284,000","149,043,000","138,157,000","56,207,000","58,514,000","42,037,000","2,620,000","-44,950,000","-79,930,000","-66,703,000","-61,526,000","-50,272,000","-34,197,000","-31,120,000","-48,565,000","-59,372,000","-18,829,000","-23,617,000","-29,585,000","-34,797,000","-34,380,000","-38,062,000","-24,242,000","-31,555,000","-30,617,000","-33,341,000","-37,930,000","-44,466,000","-44,930,000","-25,021,000","20,818,000","29,801,000","34,280,000","22,342,000","18,727,000","15,004,000","24,571,000","16,402,000","3,470,000","-1,269,000","15,816,000","1,160,000","-12,777,000","-20,366,000","-14,884,000","-48,667,000","-47,453,000","-53,504,000","-56,683,000","-40,394,000","-8,769,000","-11,345,000","-23,625,000","-37,364,000","-20,271,000","-25,113,000","-20,521,000","-44,768,000","-27,648,000","-21,755,000","-4,638,000","-490,000","-17,454,000","4,344,000","14,355,000","-26,323,000","35,775,000","14,584,000","9,231,000","55,284,000","46,245,000","51,823,000","56,771,000","37,318,000","5,585,000","14,532,000","33,270,000","20,803,000","19,721,000","1,954,000","-11,620,000","-28,118,000","-30,504,000","-27,500,000",,,,,,,,"16,500,000","13,300,000","8,600,000","1,100,000","7,900,000","300,000","-4,700,000","5,000,000","10,300,000","1,200,000","1,200,000","-2,900,000","-6,500,000","-3,600,000","-1,400,000","800,000",,,,,,,,,,"-300,000","-300,000","-400,000","-800,000",,,,"-800,000",,
