name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"340,892,000","92,378,000","81,804,000","85,432,000","81,278,000","74,311,000","78,809,000","71,944,000","50,878,000","63,535,000","59,104,000","54,673,000","53,331,000","47,214,000","43,155,000","38,104,000","35,469,000","30,565,000","28,182,000","25,035,000","23,854,000","21,437,000","18,704,000","16,780,000","15,734,000","12,854,000","10,854,000","9,344,000"
	OperatingRevenue,"340,892,000","92,378,000","81,804,000","85,432,000","81,278,000","74,311,000","78,809,000","71,944,000","50,878,000","63,535,000","59,104,000","54,673,000","53,331,000","47,214,000","43,155,000","38,104,000","35,469,000","30,565,000","28,182,000","25,035,000","23,854,000","21,437,000","18,704,000","16,780,000","15,734,000","12,854,000","10,854,000","9,344,000"
CostOfRevenue,"116,419,000","30,619,000","30,521,000","29,284,000","25,995,000","23,458,000","20,498,000","18,232,000","15,484,000","16,063,000","13,915,000","13,785,000","12,825,000","11,730,000","10,529,000","9,949,000","9,490,000","8,611,000","7,706,000","6,920,000","6,744,000","6,337,000","5,786,000","5,282,000","5,156,000","4,659,000","4,161,000","3,748,000"
GrossProfit,"224,473,000","61,759,000","51,283,000","56,148,000","55,283,000","50,853,000","58,311,000","53,712,000","35,394,000","47,472,000","45,189,000","40,888,000","40,506,000","35,484,000","32,626,000","28,155,000","25,979,000","21,954,000","20,476,000","18,115,000","17,110,000","15,100,000","12,918,000","11,498,000","10,578,000","8,195,000","6,693,000","5,596,000"
OperatingExpense,"318,887,000","83,700,000","83,482,000","79,430,000","72,275,000","78,323,000","67,892,000","58,469,000","55,556,000","56,645,000","62,915,000","59,148,000","51,828,000","43,461,000","44,175,000","37,903,000","37,658,000","32,596,000","31,098,000","24,098,000","23,031,000","19,845,000","17,266,000","14,164,000","14,275,000","13,066,000","13,587,000","11,096,000"
	SellingGeneralAndAdministration,"278,184,000","73,158,000","71,612,000","70,745,000","62,669,000","69,813,000","56,288,000","49,701,000","43,014,000","48,230,000","53,647,000","45,649,000","43,189,000","36,705,000","37,172,000","32,739,000","33,094,000","28,577,000","26,950,000","20,308,000","20,255,000","17,224,000","14,963,000","12,529,000","12,608,000","11,521,000","11,787,000","9,445,000"
	ResearchAndDevelopment,"40,703,000","10,542,000","11,870,000","8,685,000","9,606,000","8,510,000","11,604,000","8,768,000","12,542,000","8,415,000","9,268,000","13,499,000","8,639,000","6,756,000","7,003,000","5,164,000","4,564,000","4,019,000","4,148,000","3,790,000","2,776,000","2,621,000","2,303,000","1,635,000","1,667,000","1,545,000","1,800,000","1,651,000"
OperatingIncome,"-94,414,000","-21,941,000","-32,199,000","-23,282,000","-16,992,000","-27,470,000","-9,581,000","-4,757,000","-20,162,000","-9,173,000","-17,726,000","-18,260,000","-11,322,000","-7,977,000","-11,549,000","-9,748,000","-11,679,000","-10,642,000","-10,622,000","-5,983,000","-5,921,000","-4,745,000","-4,348,000","-2,666,000","-3,697,000","-4,871,000","-6,894,000","-5,500,000"
NetNonOperatingInterestIncomeExpense,"-2,863,000","-2,029,000","-248,000","-279,000","-307,000","-335,000","-374,000","-384,000","-381,000","-380,000","-385,000","-409,000","-440,000","-409,000","-535,000","-861,000","-861,000","-858,000","-864,000","-862,000","-839,000","-822,000","-860,000","-807,000","-803,000","-795,000","-582,000","-222,000"
	InterestExpenseNonOperating,"2,863,000","2,029,000","248,000","279,000","307,000","335,000","374,000","384,000","381,000","380,000","385,000","409,000","440,000","409,000","535,000","861,000","861,000","858,000","864,000","862,000","839,000","822,000","860,000","807,000","803,000","795,000","582,000","222,000"
OtherIncomeExpense,"-26,590,000","-26,584,000","15,000","-76,000","55,000","124,000","280,000","569,000","237,000","505,000","829,000","396,000","310,000","379,000","-2,585,000","365,000","334,000","383,000","337,000","321,000","316,000","264,000","-1,058,000","-602,000","64,000","-460,000","-226,000","-24,000"
	SpecialIncomeCharges,,"-26,600,000",,,,,,,,,"0",,,,"-3,029,000",,,,"337,000","321,000","316,000","264,000","-1,091,000","-602,000","64,000","-460,000","-226,000","-24,000"
		RestructuringAndMergernAcquisition,,"3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"23,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,"3,029,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"10,000","16,000","15,000","-76,000","55,000","124,000","280,000","569,000","237,000","505,000","829,000","396,000","310,000","379,000","444,000","365,000","334,000","383,000","337,000","321,000","316,000","264,000","-1,058,000","-602,000","64,000","-460,000","-226,000","-24,000"
PretaxIncome,"-123,875,000","-50,562,000","-32,432,000","-23,637,000","-17,244,000","-27,681,000","-9,675,000","-4,572,000","-20,306,000","-9,048,000","-17,282,000","-18,273,000","-11,452,000","-8,007,000","-14,669,000","-10,244,000","-12,206,000","-11,117,000","-11,149,000","-6,524,000","-6,444,000","-5,303,000","-6,266,000","-4,075,000","-4,436,000","-6,126,000","-7,702,000","-5,746,000"
TaxProvision,"316,000","47,000","59,000","94,000","116,000","98,000","-24,000","105,000","131,000","17,000","18,000","20,000","15,000","12,000","44,000",,,,,,,,,,,,,
NetIncomeCommonStockholders,"-124,191,000","-50,609,000","-32,491,000","-23,731,000","-17,360,000","-27,779,000","-9,651,000","-4,677,000","-20,437,000","-9,065,000","-17,300,000","-18,293,000","-11,467,000","-8,019,000","-14,713,000","-10,244,000","-12,206,000","-11,117,000","-11,149,000","-6,524,000","-6,444,000","-5,303,000","-6,266,000","-4,075,000","-4,436,000","-6,126,000","-7,591,000","-5,746,000"
	NetIncome,"-124,191,000","-50,609,000","-32,491,000","-23,731,000","-17,360,000","-27,779,000","-9,651,000","-4,677,000","-20,437,000","-9,065,000","-17,300,000","-18,293,000","-11,467,000","-8,019,000","-14,713,000","-10,244,000","-12,206,000","-11,117,000","-11,149,000","-6,524,000","-6,444,000","-5,303,000","-6,266,000","-4,075,000","-4,436,000","-6,126,000","-7,702,000","-5,746,000"
		NetIncomeIncludingNoncontrollingInterests,"-124,191,000","-50,609,000","-32,491,000","-23,731,000","-17,360,000","-27,779,000","-9,651,000","-4,677,000","-20,437,000","-9,065,000","-17,300,000","-18,293,000","-11,467,000","-8,019,000","-14,713,000","-10,244,000","-12,206,000","-11,117,000","-11,149,000","-6,524,000","-6,444,000","-5,303,000","-6,266,000","-4,075,000","-4,436,000","-6,126,000","-7,702,000","-5,746,000"
