name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
			InvestmentinFinancialAssets,"118,300,000","125,300,000","124,800,000","125,400,000","123,800,000",,"118,100,000","113,200,000","114,300,000","83,400,000","80,700,000","82,300,000","81,300,000","77,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"118,300,000","125,300,000","124,800,000","125,400,000","123,800,000",,"118,100,000","113,200,000","114,300,000","83,400,000","80,700,000","82,300,000","81,300,000","77,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"40,200,000","32,000,000","34,800,000","25,100,000","32,100,000","183,500,000","19,900,000","166,300,000","175,500,000","0","100,000","100,000","8,500,000","10,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"80,200,000","77,900,000","81,400,000","76,000,000","81,700,000","82,000,000","84,700,000","78,900,000","78,600,000","78,600,000","61,900,000","51,600,000","33,200,000","31,500,000","26,600,000","30,600,000","22,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,"5,500,000","5,500,000","4,800,000","2,300,000","2,100,000","2,041,000","2,324,000","2,166,000","2,136,000","2,342,000","2,410,000","2,071,000","2,018,000","1,860,000","2,199,000","950,000","1,892,000","1,298,000","1,135,000","1,506,000","1,037,000","1,008,000","1,077,000","733,000","1,100,000","1,686,000","1,459,000","3,884,000","11,161,000","720,000","1,111,000","627,000","660,000","636,000","686,000","649,000","559,000","331,000","499,000",,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,"5,500,000","5,500,000","4,800,000","2,300,000","2,100,000","2,041,000","2,324,000","2,166,000","2,136,000","2,342,000","2,410,000","2,071,000","2,018,000","1,860,000","2,199,000","950,000","1,892,000","1,298,000","1,135,000","1,506,000","1,037,000","1,008,000","1,077,000","733,000","1,100,000","1,686,000","1,459,000","3,884,000","11,161,000","720,000","1,111,000","627,000","660,000","636,000","686,000","649,000","559,000","331,000","499,000",,,,,,,
		OtherNonCurrentAssets,,"241,500,000",,,,"257,300,000",,,,"184,600,000",,,,"178,200,000",,,,"27,179,000",,,,"23,626,000",,,,"18,581,000",,,,"33,077,000",,,,"35,797,000",,,,"35,454,000",,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"12,647,500,000","11,109,800,000","11,018,600,000","11,611,400,000","10,954,900,000","10,207,100,000","10,092,100,000","10,259,100,000","10,886,500,000","11,625,000,000","11,121,000,000","11,295,400,000","11,515,800,000","11,527,500,000","9,056,000,000","9,469,800,000","2,733,676,000","2,853,128,000","3,090,982,000","3,200,223,000","3,330,009,000","3,448,393,000","3,397,272,000","3,524,409,000","3,651,786,000","3,696,796,000","3,701,976,000","718,857,000","868,974,000","938,652,000","841,759,000","908,489,000","970,615,000","1,043,616,000","1,096,785,000","1,167,045,000","1,212,910,000","1,287,402,000","1,324,317,000","1,431,680,000","206,825,000","227,505,000","294,987,000","327,591,000","353,756,000","418,543,000","417,150,000","443,593,000","538,016,000","539,654,000","531,036,000","540,100,000","577,902,000","592,540,000","590,878,000","595,969,000","589,389,000"
	CurrentLiabilities,"3,806,100,000","3,851,100,000","3,571,900,000","3,944,800,000","3,133,300,000","2,283,300,000","1,738,900,000","1,800,000,000","2,209,300,000","2,776,200,000","1,899,100,000","1,830,900,000","1,762,100,000","1,921,800,000","1,355,600,000","1,538,800,000","374,869,000","443,660,000","406,066,000","423,974,000","477,915,000","560,625,000","415,822,000","413,882,000","402,334,000","416,718,000","337,883,000","150,697,000","168,517,000","191,595,000","147,278,000","142,369,000","140,104,000","167,002,000","161,593,000","143,867,000","132,314,000","160,252,000","141,163,000","188,009,000","82,232,000","84,488,000","77,748,000","76,299,000","79,242,000","76,374,000","74,444,000","73,589,000","83,838,000","83,878,000","74,875,000","66,872,000","61,459,000","64,375,000","55,359,000","61,197,000","52,548,000"
		PayablesAndAccruedExpenses,"462,300,000","391,800,000","401,700,000","427,100,000","397,700,000","358,000,000","311,400,000","425,900,000","304,800,000","346,200,000","295,700,000","329,200,000","306,900,000","251,900,000","229,900,000","203,900,000","102,314,000","105,180,000","80,207,000","91,868,000","85,747,000","95,141,000","80,718,000","88,383,000","79,956,000","78,519,000","62,477,000","38,163,000","49,606,000","43,786,000","33,051,000","35,872,000","35,843,000","36,565,000","45,973,000","41,085,000","29,455,000","34,492,000","29,465,000","36,363,000","20,741,000","18,323,000","17,808,000","16,826,000","24,473,000","33,001,000","31,069,000","25,751,000","31,574,000","39,208,000","36,176,000","33,927,000","29,550,000","29,144,000","19,258,000","21,768,000","20,791,000"
			Payables,"97,200,000","54,200,000","61,000,000","63,000,000","74,700,000","37,400,000","37,300,000","112,500,000","50,700,000","50,200,000","54,300,000","51,800,000","41,800,000","52,500,000","36,500,000","39,100,000","33,819,000","33,118,000","27,776,000","32,668,000","23,642,000","19,963,000","16,480,000","20,033,000","20,014,000","13,385,000","15,392,000","8,659,000","12,144,000","13,120,000","9,606,000","8,503,000","8,974,000","10,537,000","17,298,000","8,542,000","6,053,000","11,842,000","6,947,000","8,048,000","5,181,000","4,170,000","3,322,000","4,201,000","3,392,000","3,790,000","2,666,000","3,921,000","4,634,000","5,507,000","4,347,000","6,719,000","5,739,000","4,603,000","5,062,000","3,698,000","2,496,000"
				AccountsPayable,"46,900,000","28,700,000","27,500,000","29,800,000","27,900,000","28,100,000","28,400,000","42,000,000","42,800,000","36,900,000","54,300,000","51,800,000","41,800,000","41,400,000","36,500,000","39,100,000","17,637,000","27,087,000","27,776,000","32,668,000","23,642,000","16,490,000","16,480,000","20,033,000","20,014,000","11,957,000","15,392,000","8,659,000","12,144,000","12,004,000","9,606,000","8,503,000","8,974,000","8,368,000","17,298,000","8,542,000","6,053,000","10,528,000","6,947,000","8,048,000","5,181,000","4,170,000","3,322,000","4,201,000","3,392,000","3,790,000","2,666,000","3,921,000","3,867,000","4,804,000","1,769,000","1,821,000","2,558,000","2,173,000","2,374,000","3,698,000","2,305,000"
				TotalTaxPayable,"50,300,000","25,500,000","33,500,000","33,200,000","46,800,000","9,300,000","8,900,000","70,500,000","7,900,000","13,300,000","0","0","0","11,100,000","0",,"16,182,000","6,031,000","0","0","0","3,473,000","0","0","0","1,428,000","0","0","0","1,116,000","0","0","0","2,169,000","0","0","0","1,314,000",,,,,,,,"0","0","0","767,000","703,000","2,578,000","4,898,000","3,181,000","2,430,000","2,688,000","0","191,000"
					IncomeTaxPayable,"50,300,000","25,500,000","33,500,000","33,200,000","46,800,000","9,300,000","8,900,000","70,500,000","7,900,000","13,300,000","0","0","0","11,100,000","0",,"16,182,000","6,031,000","0","0","0","3,473,000","0","0","0","1,428,000","0","0","0","1,116,000","0","0","0","2,169,000","0","0","0","1,314,000",,,,,,,,"0","0","0","767,000","703,000","2,578,000","4,898,000","3,181,000","2,430,000","2,688,000","0","191,000"
			CurrentAccruedExpenses,"365,100,000","337,600,000","340,700,000","364,100,000","323,000,000","320,600,000","274,100,000","313,400,000","254,100,000","296,000,000","241,400,000","277,400,000","265,100,000","199,400,000","193,400,000","164,800,000","68,495,000","72,062,000","52,431,000","59,200,000","62,105,000","75,178,000","64,238,000","68,350,000","59,942,000","65,134,000","47,085,000","29,504,000","37,462,000","30,666,000","23,445,000","27,369,000","26,869,000","26,028,000","28,675,000","32,543,000","23,402,000","22,650,000","22,518,000","28,315,000","15,560,000","14,153,000","14,486,000","12,625,000","21,081,000","29,211,000","28,403,000","21,830,000","26,940,000","33,701,000","31,829,000","27,208,000","23,811,000","24,541,000","14,196,000","18,070,000","18,295,000"
