name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"4,152,740,000","4,182,956,000","4,203,054,000","4,241,016,000","4,043,857,000","3,967,014,000","3,824,471,000","3,792,992,000","3,815,353,000","3,701,605,000","3,608,599,000","3,494,759,000","3,323,761,000","3,309,478,000","3,217,058,000","3,111,085,000","3,133,122,000","3,038,595,000","2,953,301,000","2,932,977,000","2,897,636,000","2,891,467,000","2,406,223,000","2,436,306,000","2,501,330,000","2,547,968,000","2,562,238,000","2,393,761,000","2,390,889,000","2,428,797,000","1,965,462,000","1,762,673,000","214,927,000"
	CurrentAssets,"250,737,000","216,710,000","314,291,000","340,404,000","370,080,000","231,006,000","404,625,000","410,360,000","440,028,000","363,803,000","510,822,000","442,848,000","339,449,000","286,039,000","239,317,000","192,398,000","185,367,000","173,099,000","137,840,000","131,649,000","134,515,000","130,518,000","132,624,000","89,358,000","93,499,000","111,786,000","75,225,000","97,315,000","109,512,000","96,161,000","286,646,000","949,679,000","17,457,000"
		CashCashEquivalentsAndShortTermInvestments,"123,502,000","89,668,000","176,393,000","174,862,000","262,868,000","124,245,000","300,000,000","316,824,000","343,447,000","270,302,000","305,962,000","178,722,000","95,267,000","100,324,000","155,188,000","93,326,000","106,733,000","102,425,000","71,301,000","67,411,000","72,354,000","69,831,000","50,273,000","40,501,000","45,787,000","69,938,000","32,080,000","61,642,000","76,329,000","64,684,000","263,948,000","936,544,000","11,500,000"
			CashAndCashEquivalents,"123,502,000","89,668,000","176,393,000","174,862,000","262,868,000","124,245,000","300,000,000","316,824,000","343,447,000","270,302,000","305,962,000","178,722,000","95,267,000","100,324,000","155,188,000","93,326,000","106,733,000","102,425,000","71,301,000","67,411,000","72,354,000","69,831,000","50,273,000","40,501,000","45,787,000","69,938,000","32,080,000","61,642,000","76,329,000","64,684,000","263,948,000","936,544,000","11,500,000"
		Receivables,"68,119,000","74,221,000","66,707,000","63,856,000","62,186,000","61,384,000","58,395,000","55,386,000","52,270,000","52,146,000","51,215,000","50,633,000","49,109,000","47,199,000","46,243,000","45,043,000","45,127,000","42,755,000","40,979,000","39,499,000","37,433,000","35,613,000","29,604,000","27,579,000","16,000","136,000","53,000","192,000","29,000","500,000","2,000","1,758,000","1,766,000"
			NotesReceivable,,,,,,,,,,,,,,,,,,"0","0","1,285,000","3,211,000","5,138,000",,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"447,000","0","181,000","351,000","346,000","377,000","366,000","351,000","345,000","351,000","20,000","20,000","20,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","136,000","53,000","192,000","29,000","500,000",,,"0"
			OtherReceivables,"67,672,000","74,221,000","66,526,000","63,505,000","61,840,000","61,007,000","58,029,000","55,035,000","51,925,000","51,795,000","51,195,000","50,613,000","49,089,000","47,183,000","46,227,000","45,027,000","45,111,000","42,739,000","40,963,000","38,198,000","34,206,000","30,459,000","29,588,000","27,563,000",,,,,,,"2,000","1,758,000","1,766,000"
		PrepaidAssets,"51,184,000","49,178,000","58,092,000","99,633,000","43,674,000","43,929,000","45,422,000","37,392,000","39,956,000","37,370,000","41,827,000","79,476,000","81,026,000","22,245,000","34,395,000","51,156,000","30,817,000","22,617,000","20,246,000","19,600,000","19,579,000","17,577,000","17,103,000","17,944,000","43,386,000","38,393,000","39,016,000","31,359,000","28,302,000","24,873,000","15,504,000","9,365,000","3,454,000"
		RestrictedCash,"4,572,000","3,643,000","2,666,000","2,053,000","1,352,000","1,448,000","808,000","758,000","4,355,000","3,985,000","3,950,000","12,953,000","3,368,000","3,369,000","3,491,000","2,873,000","2,690,000","5,302,000","5,314,000","5,139,000","5,149,000","7,497,000","3,660,000","3,334,000","4,310,000","3,319,000","4,076,000","4,122,000","4,852,000","6,104,000","7,192,000","2,012,000","737,000"
		AssetsHeldForSaleCurrent,"3,360,000","0","10,433,000",,,,"0",,"0","0","107,868,000","121,064,000","110,679,000","112,902,000",,,,,,,,,"31,984,000",,,,,,,,,,
	TotalNonCurrentAssets,"3,902,003,000","3,966,246,000","3,888,763,000","3,900,612,000","3,673,777,000","3,736,008,000","3,419,846,000","3,382,632,000","3,375,325,000","3,337,802,000","3,097,777,000","3,051,911,000","2,984,312,000","3,023,439,000","2,977,741,000","2,918,687,000","2,947,755,000","2,865,496,000","2,815,461,000","2,801,328,000","2,763,121,000","2,760,949,000","2,273,599,000","2,346,948,000","2,407,831,000","2,436,182,000","2,487,013,000","2,296,446,000","2,281,377,000","2,332,636,000","1,678,816,000","812,994,000","197,470,000"
		NetPPE,"52,465,000","52,851,000","54,241,000","56,007,000","55,782,000","58,395,000","56,229,000","49,450,000","48,868,000","50,211,000","49,274,000",,,,,,,,,,,,,,,,,,,,,,
			GrossPPE,"52,465,000","52,851,000","54,241,000","56,007,000","55,782,000","58,395,000","56,229,000","49,450,000","48,868,000","50,211,000","49,274,000",,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"52,465,000","52,851,000","54,241,000","56,007,000","55,782,000","58,395,000","56,229,000","49,450,000","48,868,000","50,211,000","49,274,000",,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"732,226,000","770,423,000","753,338,000","759,097,000","731,053,000","735,074,000","693,067,000","678,733,000","671,250,000","673,688,000","662,902,000","675,763,000","669,603,000","697,731,000","678,718,000","664,915,000","671,504,000","652,397,000","638,244,000","630,206,000","607,727,000","600,992,000","499,978,000","513,449,000","521,864,000","521,282,000","527,654,000","490,170,000","481,217,000","487,744,000","429,620,000","230,805,000","47,899,000"
			Goodwill,"21,808,000","22,060,000","22,336,000","22,655,000","23,089,000","23,089,000","22,492,000","21,943,000","21,688,000","21,920,000","21,595,000","22,098,000","21,925,000","22,180,000","22,357,000","22,443,000","23,151,000","22,771,000","22,588,000","22,154,000","13,408,000","13,931,000","3,071,000","3,042,000","3,111,000","2,988,000","3,390,000","3,345,000","3,272,000","3,665,000",,,"0"
			OtherIntangibleAssets,"710,418,000","748,363,000","731,002,000","736,442,000","707,964,000","711,985,000","670,575,000","656,790,000","649,562,000","651,768,000","641,307,000","653,665,000","647,678,000","675,551,000","656,361,000","642,472,000","648,353,000","629,626,000","615,656,000","608,052,000","594,319,000","587,061,000","496,907,000","510,407,000","518,753,000","518,294,000","524,264,000","486,825,000","477,945,000","484,079,000","429,620,000","230,805,000","47,899,000"
