name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"157,074,000","6,539,000","37,404,000","65,374,000","47,757,000","31,639,000","72,713,000","80,091,000","27,882,000","5,225,000","74,705,000","67,154,000","68,956,000","24,475,000","68,694,000","73,271,000","40,843,000","36,375,000","60,093,000","51,764,000","39,094,000","28,028,000","60,275,000","-4,193,000","42,821,000","57,392,000","40,719,000","12,825,000","9,160,000","26,023,000","19,064,000","48,173,000","25,011,000","23,300,000","27,306,000","37,749,000","8,278,000","24,106,000","30,596,000","33,727,000","26,019,000","39,740,000","9,549,000","25,722,000","13,150,000","14,544,000","21,905,000","18,461,000","16,323,000","9,138,000","13,553,000","25,300,000","2,941,000","4,625,000","4,752,000","-3,672,000","-1,847,000","-4,235,000","685,000","4,562,000","-3,073,000","-3,061,000","-2,731,000","-12,981,000","-5,177,000","-4,716,000","-2,801,000","-8,723,000","-5,908,000","-2,423,000","-234,000","-3,467,000","-2,356,000","-2,508,000"
	CashFlowFromContinuingOperatingActivities,"157,074,000","6,539,000","37,404,000","65,374,000","47,757,000","31,639,000","72,713,000","80,091,000","27,882,000","5,225,000","74,705,000","67,154,000","68,956,000","24,475,000","68,694,000","73,271,000","40,843,000","36,375,000","60,093,000","51,764,000","39,094,000","28,028,000","60,275,000","-4,193,000","42,821,000","57,392,000","40,719,000","12,825,000","9,160,000","26,023,000","19,064,000","48,173,000","25,011,000","23,300,000","27,306,000","37,749,000","8,278,000","24,106,000","30,596,000","33,727,000","26,019,000","39,740,000","9,549,000","25,722,000","13,150,000","14,544,000","21,905,000","18,461,000","16,323,000","9,138,000","13,553,000","25,300,000","2,941,000","4,625,000","4,752,000","-3,672,000","-1,847,000","-4,235,000","685,000","4,562,000","-3,073,000","-3,061,000","-2,731,000","-12,981,000","-5,177,000","-4,716,000","-2,801,000","-8,723,000","-5,908,000","-2,423,000","-234,000","-3,467,000","-2,356,000","-2,508,000"
		NetIncomeFromContinuingOperations,"-37,375,000","19,201,000","-36,736,000","-21,639,000","1,799,000","-7,510,000","1,692,000","5,872,000","-50,015,000","5,298,000","29,876,000","11,010,000","14,962,000","9,386,000","12,157,000","15,923,000","11,531,000","-27,132,000","23,524,000","33,185,000","12,229,000","12,325,000","5,966,000","3,495,000","35,308,000","-9,343,000","11,103,000","12,750,000","10,040,000","31,397,000","7,293,000","-1,987,000","-4,269,000","-18,533,000","5,837,000","7,280,000","-6,728,000","596,000","-2,776,000","2,139,000","2,610,000","469,000","-10,346,000","-67,675,000",,,"61,533,000","8,104,000","6,190,000","706,000","910,000","5,064,000","2,765,000","-4,302,000","3,700,000","-23,079,000","-495,000","-7,654,000","-1,146,000","-2,283,000","-3,416,000","-4,420,000","-2,683,000","-18,651,000","-18,470,000","-8,106,000","-4,198,000","-18,476,000","-4,110,000","-3,555,000","-2,761,000","-2,757,000","-4,465,000","-4,227,000"
		OperatingGainsLosses,"-2,908,000","-15,988,000","1,156,000","13,170,000","-1,246,000","12,547,000","-10,000","-1,133,000","12,301,000","1,411,000","0",,,,"554,000",,,,,,,,"1,641,000","0","0","17,444,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,294,000",,,"4,176,000",,,,,"-8,007,000",,,"3,601,000","698,000","14,281,000","2,277,000","198,000","420,000","1,284,000","1,938,000","2,506,000"
			NetForeignCurrencyExchangeGainLoss,"174,000","-15,988,000","2,137,000","13,170,000","855,000","12,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-981,000","0",,,"-10,000","-1,133,000","12,301,000","1,411,000","0",,,,"554,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"149,893,000","36,801,000","37,706,000","37,864,000","37,522,000","36,432,000","34,840,000","35,959,000","35,166,000","34,972,000","34,348,000","33,631,000","33,560,000","34,054,000","33,356,000","32,258,000","32,061,000","32,090,000","32,254,000","30,234,000","29,178,000","29,510,000","28,948,000","27,436,000","25,105,000","21,224,000","16,909,000","16,376,000","16,579,000","16,051,000","19,316,000","15,478,000","15,680,000","15,363,000","16,817,000","15,948,000","15,760,000","14,581,000","13,672,000","12,924,000","13,226,000","12,087,000","11,395,000","8,959,000","8,107,000","7,781,000","9,333,000","10,339,000","8,961,000","8,104,000","7,836,000","9,194,000","7,323,000","5,488,000","7,434,000","7,222,000","4,566,000","3,883,000","3,333,000","3,686,000","3,079,000","2,854,000","2,337,000","2,468,000","1,934,000","1,611,000","1,718,000","1,086,000","-65,000","1,620,000","733,000","412,000","589,000","573,000"
			DepreciationAndAmortization,"149,893,000","36,801,000","37,706,000","37,864,000","37,522,000","36,432,000","34,840,000","35,959,000","35,166,000","34,972,000","34,348,000","33,631,000","33,560,000","34,054,000","33,356,000","32,258,000","32,061,000","32,090,000","32,254,000","30,234,000","29,178,000","29,510,000","28,948,000","27,436,000","25,105,000","21,224,000","16,909,000","16,376,000","16,579,000","16,051,000","19,316,000","15,478,000","15,680,000","15,363,000","16,817,000","15,948,000","15,760,000","14,581,000","13,672,000","12,924,000","13,226,000","12,087,000","11,395,000","8,959,000","8,107,000","7,781,000","9,333,000","10,339,000","8,961,000","8,104,000","7,836,000","9,194,000","7,323,000","5,488,000","7,434,000","7,222,000","4,566,000","3,883,000","3,333,000","3,686,000","3,079,000","2,854,000","2,337,000","2,468,000","1,934,000","1,611,000","1,718,000","1,086,000","-65,000","1,620,000","733,000","412,000","589,000","573,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"681,000",,,"606,000","551,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"939,000",,,"-17,000","22,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"939,000",,,"-17,000","22,000"
		DeferredTax,"-4,497,000","-3,891,000","1,070,000","-2,269,000","593,000","-3,535,000","-11,750,000","-545,000","-14,817,000","9,105,000","-3,966,000","4,089,000","4,174,000","1,547,000","-1,458,000","-3,345,000","6,078,000","-12,671,000","-8,679,000","-1,135,000","-4,215,000","1,645,000","1,455,000","10,119,000","12,897,000","1,794,000","-2,290,000","17,051,000","8,981,000","11,015,000",,,,,,,,,"4,525,000",,,,"-37,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-4,497,000","-3,891,000","1,070,000","-2,269,000","593,000","-3,535,000","-11,750,000","-545,000","-14,817,000","9,105,000","-3,966,000","4,089,000","4,174,000","1,547,000","-1,458,000","-3,345,000","6,078,000","-12,671,000","-8,679,000","-1,135,000","-4,215,000","1,645,000","1,455,000","10,119,000","12,897,000","1,794,000","-2,290,000","17,051,000","8,981,000","11,015,000",,,,,,,,,"4,525,000",,,,"-37,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,676,000","3,606,000","3,539,000","2,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,"0","0",,,"1,000","9,003,000",,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"20,352,000","-1,864,000","800,000","16,702,000","4,714,000","4,002,000","8,975,000","11,779,000","27,916,000","5,232,000","6,843,000","3,272,000","4,482,000","3,785,000","3,718,000","1,672,000","5,364,000","4,080,000","3,977,000","1,836,000","2,058,000","-2,153,000","2,381,000","2,276,000","2,589,000","4,162,000","2,222,000","3,149,000","3,450,000","633,000","-2,206,000","1,679,000","1,017,000","1,366,000","4,819,000","866,000","1,755,000","28,000","4,762,000","-806,000","959,000","663,000","84,000","732,000","523,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"24,390,000","6,807,000","7,320,000","4,965,000","5,298,000","7,709,000","8,339,000","7,571,000","5,093,000","-2,858,000","9,850,000","7,829,000","6,901,000","5,717,000","3,611,000","11,068,000","6,860,000","4,134,000","7,407,000","-427,000","8,394,000","7,017,000","7,279,000","7,288,000","7,865,000","4,492,000","5,633,000","7,077,000","5,882,000","7,611,000","8,908,000","8,230,000","8,785,000","7,764,000","9,238,000","8,454,000","8,761,000","6,787,000","5,912,000","5,434,000","8,345,000","6,621,000","8,281,000","8,118,000","7,725,000","7,946,000","6,921,000","7,321,000","7,549,000","6,434,000","5,628,000","5,166,000","6,317,000","6,682,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"67,310,000","3,328,000","50,971,000","4,141,000","8,870,000","9,057,000","18,249,000","21,354,000","14,724,000","12,546,000","2,352,000","9,763,000","6,797,000","8,026,000","12,280,000","18,406,000","12,672,000","9,381,000","10,394,000","8,443,000","9,880,000","8,382,000","11,374,000","8,945,000","10,727,000","8,603,000","9,050,000","6,964,000","8,915,000","10,503,000","6,120,000","11,366,000","6,534,000","5,661,000","7,158,000","3,550,000","6,534,000","5,210,000","14,850,000","2,186,000","1,773,000","3,043,000","3,481,000","239,000","2,159,000","3,989,000","3,664,000","575,000","1,139,000","1,533,000","3,285,000","-60,000","2,033,000","612,000","-248,000","6,528,000","9,683,000","5,103,000","4,229,000","3,309,000","4,125,000","3,667,000","11,829,000","3,716,000","8,206,000","-110,000",,,,,,,,
		ChangeInWorkingCapital,"-60,091,000","-37,855,000","-24,883,000","12,440,000","-9,793,000","-27,063,000","12,378,000","-766,000","-2,486,000","-60,481,000","-4,598,000","-7,207,000","-1,920,000","-38,040,000","4,476,000","2,426,000","-33,724,000","17,490,000","-8,784,000","-20,372,000","-18,430,000","-28,698,000","1,231,000","-63,752,000","-51,670,000","9,016,000","-1,908,000","-50,542,000","-44,687,000","-51,187,000","2,864,000","13,407,000","-13,444,000","11,679,000","-5,222,000","1,651,000","-17,804,000","-3,096,000","-9,228,000","8,174,000","-4,500,000","13,318,000","13,100,000","63,447,000","-12,364,000","-5,178,000","-3,872,000","-9,888,000","-7,516,000","-7,639,000","-4,106,000","5,936,000","-15,497,000","-3,855,000","-10,787,000","-15,219,000","-11,425,000","-9,743,000","-5,918,000","-150,000","-6,861,000","-5,162,000","-6,207,000","-8,574,000","6,754,000","-1,712,000","-1,019,000","-5,614,000","-4,010,000","-686,000","1,374,000","-2,406,000","-418,000","-1,360,000"
