name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"97,800,000","-104,200,000","115,600,000","99,100,000","-12,700,000","-42,400,000","97,400,000","89,300,000","-42,300,000","-25,200,000","128,800,000","190,800,000","-54,400,000","-61,300,000","110,100,000","91,200,000","-66,900,000","60,400,000","89,200,000","107,800,000","-57,500,000","65,400,000","55,900,000","109,200,000","-50,800,000","51,600,000","101,500,000","60,800,000","-41,000,000","49,900,000","104,200,000","61,900,000","-42,400,000","48,000,000","69,300,000","68,000,000","-28,500,000","85,700,000","72,800,000","86,000,000","-121,300,000","-45,000,000","83,700,000","7,000,000","31,100,000","-60,000,000","69,800,000","-18,600,000","30,700,000","-27,000,000","40,700,000","32,200,000","30,200,000","-31,600,000","29,500,000","48,100,000","700,000","-41,100,000","65,600,000","30,100,000","4,100,000","-18,600,000","60,200,000","30,200,000","6,400,000","24,100,000","43,000,000","29,800,000","-1,126,000","-6,374,000","19,395,000","21,971,000","-14,054,000","-4,602,000","25,707,000","26,372,000","371,000","-826,000","13,838,000","9,202,000","14,775,000","8,651,000","15,849,000","20,530,000","6,787,000","7,600,000","27,492,000","22,491,000","26,886,000","-1,875,000"
	CashFlowFromContinuingOperatingActivities,"97,800,000","-104,200,000","115,600,000","99,100,000","-12,700,000","-42,400,000","97,400,000","89,300,000","-42,300,000","-25,200,000","128,800,000","190,800,000","-54,400,000","-61,300,000","110,100,000","91,200,000","-66,900,000","60,400,000","89,600,000","107,800,000","-57,500,000","65,400,000","55,900,000","109,200,000","-50,800,000","51,600,000","101,500,000","60,800,000","-41,000,000","49,900,000","104,200,000","61,900,000","-42,400,000","48,000,000","69,300,000","68,000,000","-28,500,000","85,700,000","72,800,000","86,000,000","-121,300,000","-45,000,000","83,700,000","7,000,000","31,100,000","-60,000,000","69,800,000","-18,600,000","30,700,000","-27,000,000","40,700,000","32,200,000","30,200,000","-31,600,000","29,500,000","48,100,000","700,000","-41,100,000","65,600,000","30,100,000","4,100,000","-18,600,000","60,200,000","30,200,000","6,400,000","24,100,000","43,000,000","29,800,000","-1,126,000","-6,374,000","19,395,000","21,971,000","-14,054,000","-4,602,000","25,707,000","26,372,000","371,000","-826,000","13,838,000","9,202,000","14,775,000","8,651,000","15,849,000","20,530,000","6,787,000","7,600,000","27,492,000","22,491,000","26,886,000","-1,875,000"
		NetIncomeFromContinuingOperations,"119,600,000","-2,700,000","53,500,000","20,200,000","48,600,000","-20,400,000","29,800,000","18,800,000","5,400,000","8,000,000","43,500,000","28,000,000","35,900,000","-600,000","35,000,000","35,600,000","25,700,000","10,400,000","74,000,000","30,600,000","23,500,000","3,600,000","6,100,000","22,700,000","61,900,000","4,800,000","31,400,000","32,600,000","27,700,000","-5,800,000","43,900,000","34,200,000","21,300,000","-7,800,000","50,200,000","26,400,000","9,500,000","-9,000,000","-16,600,000","55,200,000","94,200,000","-17,400,000",,,,,"6,300,000","5,900,000","4,900,000","-4,700,000","1,000,000","1,300,000","-121,400,000","-7,000,000","-181,800,000","-32,700,000","-46,700,000","-1,800,000","-14,300,000","8,700,000","4,500,000","200,000","-1,000,000","18,100,000","-9,800,000","-100,000","29,300,000","3,600,000","30,035,000","-3,435,000","6,552,000","5,174,000","2,586,000","450,000","-3,107,000","4,886,000","-5,124,000","83,000","3,207,000","-421,000","-76,927,000","-5,869,000","-13,812,000","-231,000","-4,320,000","-1,108,000","1,552,000","569,000","386,000","-74,000"
		OperatingGainsLosses,,,"100,000","0","0","3,700,000",,,,,"600,000","0","200,000","100,000","100,000","0","300,000","100,000","-1,500,000",,,,"30,100,000","5,600,000","-35,800,000","-800,000","-2,300,000","-2,900,000","1,100,000","2,300,000","-1,800,000","-2,600,000","-900,000","3,700,000","-3,600,000","-3,100,000","5,700,000","3,600,000","-100,000","-3,700,000","14,700,000","9,600,000","-1,300,000","-700,000","-42,200,000","3,800,000","-1,200,000","-2,400,000","800,000","1,300,000","3,300,000","3,200,000","-1,400,000","-300,000","-19,700,000","-4,000,000","1,000,000","-2,300,000","4,500,000","-1,800,000","-600,000","-900,000","-1,100,000",,,"4,600,000","400,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,400,000",,,"-100,000","1,500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,"0","0","0","0","6,300,000","-35,900,000","-900,000","-2,500,000","-2,500,000","-900,000","2,100,000","-2,000,000","-2,800,000","-1,000,000","3,400,000","-1,800,000","-3,100,000","-1,300,000","3,500,000","-2,000,000","-3,500,000","-1,000,000","9,500,000","-1,700,000","-3,600,000","-1,400,000","3,800,000",,"-2,200,000","600,000","1,400,000",,"-1,300,000","-400,000","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"85,100,000","21,000,000","21,100,000","21,400,000","21,600,000","21,600,000","18,400,000","17,700,000","17,600,000","17,000,000","17,200,000","17,400,000","17,600,000","18,100,000","18,000,000","17,400,000","17,000,000","18,300,000","18,500,000","17,900,000","17,800,000","17,000,000","13,100,000","13,300,000","13,100,000","12,500,000","12,400,000","12,700,000","13,200,000","13,700,000","13,800,000","13,900,000","14,800,000","15,000,000","15,500,000","15,700,000","16,900,000","16,500,000","16,300,000","16,800,000","13,700,000","7,600,000","7,600,000","8,100,000","8,400,000","8,800,000","8,700,000","9,300,000","9,000,000","9,500,000","9,900,000","10,100,000","10,000,000","9,300,000","4,800,000","11,800,000","12,600,000","13,600,000","12,600,000","12,400,000","12,000,000","11,900,000","14,100,000","14,100,000","14,600,000","13,000,000","10,800,000",,,"5,932,000","4,447,000","4,991,000","5,886,000","6,225,000","5,256,000","6,191,000","6,853,000","6,862,000","6,324,000","6,980,000","7,742,000","7,366,000","9,405,000","9,579,000","10,151,000","10,131,000","9,778,000","9,506,000","9,770,000","9,639,000"
			DepreciationAndAmortization,"85,100,000","21,000,000","21,100,000","21,400,000","21,600,000","21,600,000","18,400,000","17,700,000","17,600,000","17,000,000","17,200,000","17,400,000","17,600,000","18,100,000","18,000,000","17,400,000","17,000,000","18,300,000","18,500,000","17,900,000","17,800,000","17,000,000","13,100,000","13,300,000","13,100,000","12,500,000","12,400,000","12,700,000","13,200,000","13,700,000","13,800,000","13,900,000","14,800,000","15,000,000","15,500,000","15,700,000","16,900,000","16,500,000","16,300,000","16,800,000","13,700,000","7,600,000","7,600,000","8,100,000","8,400,000","8,800,000","8,700,000","9,300,000","9,000,000","9,500,000","9,900,000","10,100,000","10,000,000","9,300,000","4,800,000","11,800,000","12,600,000","13,600,000","12,600,000","12,400,000","12,000,000","11,900,000","14,100,000","14,100,000","14,600,000","13,000,000","10,800,000",,,"5,932,000","4,447,000","4,991,000","5,886,000","6,225,000","5,256,000","6,191,000","6,853,000","6,862,000","6,324,000","6,980,000","7,742,000","7,366,000","9,405,000","9,579,000","10,151,000","10,131,000","9,778,000","9,506,000","9,770,000","9,639,000"
				Depreciation,"39,700,000","9,900,000","10,000,000","9,800,000","10,000,000","9,600,000","9,700,000","9,800,000","9,800,000","8,600,000","8,600,000","8,800,000","8,700,000","8,800,000","8,500,000","8,000,000","8,500,000","9,000,000","9,300,000","8,500,000","8,800,000","9,000,000","7,400,000","7,500,000","7,700,000","7,800,000","7,700,000","7,900,000","8,300,000","8,500,000","8,500,000","8,500,000","9,200,000","9,100,000","9,500,000","9,800,000","10,700,000","9,900,000","9,900,000","9,900,000","8,600,000","6,100,000","6,100,000","6,500,000","6,800,000","7,100,000","7,000,000","7,600,000","7,300,000","7,700,000","8,100,000","8,300,000","8,100,000","7,600,000","6,900,000","8,800,000","8,900,000","9,300,000","8,900,000","8,800,000","8,200,000","8,200,000","10,400,000","10,000,000","10,100,000","9,400,000","10,900,000",,,"4,031,000","3,761,000","3,880,000","4,925,000","4,928,000","3,996,000","5,102,000","5,428,000","5,615,000","4,861,000","5,707,000","6,272,000","5,996,000","5,275,000","5,627,000","5,909,000","5,971,000","5,198,000","5,449,000","5,704,000","5,650,000"
				AmortizationCashFlow,"45,400,000","11,100,000","11,100,000","11,600,000","11,600,000","12,000,000","8,700,000","7,900,000","7,800,000","8,400,000","8,600,000","8,600,000","8,900,000","9,300,000","9,500,000","9,400,000","8,500,000","9,300,000","9,200,000","9,400,000","9,000,000","8,000,000","5,700,000","5,800,000","5,400,000","4,700,000","4,700,000","4,800,000","4,900,000","5,200,000","5,300,000","5,400,000","5,600,000","5,900,000","6,000,000","5,900,000","6,200,000","6,600,000","6,400,000","6,900,000","5,100,000","1,500,000","1,500,000","1,600,000","1,600,000","1,700,000","1,700,000","1,700,000","1,700,000","1,800,000","1,800,000","1,800,000","1,900,000","1,700,000","-2,100,000","3,000,000","3,700,000","4,300,000","3,700,000","3,600,000","3,800,000","3,700,000","3,700,000","4,100,000","4,500,000","3,600,000","-100,000",,,"1,901,000","686,000","1,111,000","961,000","1,297,000","1,260,000","1,089,000","1,425,000","1,247,000","1,463,000","1,273,000","1,470,000","1,370,000","4,130,000","3,952,000","4,242,000","4,160,000","4,580,000","4,057,000","4,066,000","3,989,000"
