name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"1,008,975,000","1,039,246,000","919,711,000","647,909,000","490,119,000","353,272,000","353,395,000","329,314,000","259,256,000","279,068,000","301,015,000","267,081,000","296,600,000","210,884,000","236,388,000","263,863,000","295,333,000","218,785,000","217,827,000","151,968,000","110,132,000","109,680,000","139,298,000","167,613,000","189,644,000","216,633,000","238,907,000","109,494,000","112,169,000","138,290,000","146,896,000","173,465,000","193,585,000","204,622,000","91,698,000","104,012,000","119,621,000","139,752,000","164,822,000","175,895,000","120,676,000","134,102,000","64,719,000","74,430,000","65,507,000","84,249,000","61,790,000","71,678,000","44,284,000","50,470,000","61,644,000","69,148,000","78,144,000","90,623,000","87,559,000","96,938,000","105,332,000","120,449,000","87,996,000","98,482,000","87,033,000","102,890,000","75,498,000","76,624,000","73,471,000","80,093,000","56,702,000","64,339,000","71,250,000","73,646,000","79,073,000","81,014,000","83,785,000","31,585,000"
	CurrentAssets,"940,515,000","972,520,000","852,670,000","583,906,000","427,533,000","290,015,000","290,003,000","265,466,000","194,147,000","208,653,000","228,835,000","191,450,000","222,524,000","174,364,000","198,784,000","226,342,000","255,396,000","198,023,000","197,096,000","132,205,000","89,652,000","89,599,000","117,514,000","147,126,000","170,739,000","199,946,000","224,349,000","97,896,000","101,981,000","127,437,000","134,877,000","160,583,000","181,732,000","192,378,000","79,753,000","92,427,000","108,137,000","128,187,000","154,383,000","165,628,000","110,124,000","124,618,000","55,397,000","64,651,000","55,845,000","74,515,000","50,224,000","60,177,000","32,690,000","38,882,000","49,301,000","56,457,000","65,218,000","76,542,000","72,502,000","77,009,000","85,167,000","101,939,000","73,499,000","86,096,000","74,886,000","89,686,000","62,331,000","63,140,000","71,024,000","77,484,000","54,004,000","61,522,000","68,906,000","70,779,000","76,509,000","79,538,000","82,616,000","30,739,000"
		CashCashEquivalentsAndShortTermInvestments,"503,216,000","545,950,000","414,155,000","345,804,000","232,674,000","165,036,000","177,161,000","200,708,000","129,533,000","151,055,000","174,946,000","140,494,000","183,216,000","145,536,000","180,221,000","216,043,000","250,780,000","191,854,000","191,680,000","126,961,000","85,356,000","81,415,000","109,551,000","138,989,000","166,847,000","196,125,000","220,697,000","93,381,000","97,594,000","122,652,000","130,572,000","154,313,000","177,679,000","189,376,000","76,474,000","89,161,000","105,373,000","125,130,000","148,279,000","160,199,000","106,881,000","113,961,000","53,221,000","61,724,000","53,203,000","72,154,000","47,231,000","57,378,000","30,080,000","36,720,000","46,432,000","53,040,000","60,491,000","68,476,000","64,261,000","35,086,000","73,161,000","56,617,000","35,921,000","47,480,000","62,723,000","72,831,000","41,194,000","60,747,000","67,491,000","75,110,000","50,729,000","58,234,000","57,424,000","65,844,000","71,514,000","73,959,000","78,568,000","29,097,000"
			CashAndCashEquivalents,"179,421,000","436,189,000","246,351,000","129,608,000","79,055,000","32,073,000","32,688,000","60,485,000","37,899,000","39,884,000","37,297,000","34,225,000","112,133,000","49,348,000","38,712,000","28,726,000","36,067,000","26,584,000","20,096,000","37,675,000","21,472,000","24,289,000","23,021,000","24,787,000","38,858,000","44,812,000","103,031,000","36,486,000","14,713,000","49,511,000","19,656,000","17,032,000","26,750,000","23,122,000","12,191,000","17,585,000","25,016,000","7,599,000","24,650,000","34,530,000","19,753,000","31,941,000","19,072,000","27,479,000","20,971,000","22,453,000","28,209,000","29,053,000","30,080,000","36,720,000","24,735,000","23,759,000","22,920,000","28,103,000","22,618,000","14,870,000","15,858,000","14,293,000","14,642,000","6,503,000","12,979,000","14,154,000","15,951,000","10,090,000","16,842,000","8,725,000","19,168,000","5,116,000","11,401,000","16,590,000","71,514,000","73,959,000","75,012,000","23,468,000"
				CashFinancial,"8,386,000","6,995,000","4,900,000","17,008,000","7,681,000","7,945,000","2,998,000","7,735,000","11,034,000","4,038,000","3,565,000","2,384,000","1,518,000","3,147,000","4,515,000","3,313,000","1,908,000","4,041,000","2,972,000","2,233,000","2,160,000","3,557,000","2,384,000","4,045,000","6,030,000","4,561,000","5,163,000","5,639,000","2,145,000","2,522,000","1,683,000","1,642,000","1,554,000","1,766,000","2,093,000","2,068,000","2,567,000","1,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"171,035,000","429,194,000","241,451,000","112,600,000","71,374,000","24,128,000","29,690,000","52,750,000","26,865,000","35,846,000","33,732,000","31,841,000","110,615,000","46,201,000","34,197,000","25,413,000","34,159,000","22,543,000","17,124,000","35,442,000","19,312,000","20,732,000","20,637,000","20,742,000","32,828,000","40,251,000","97,868,000","30,847,000","12,568,000","46,989,000","17,973,000","15,390,000","25,196,000","21,356,000","10,098,000","15,517,000","22,449,000","6,057,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"323,795,000","109,761,000","167,804,000","216,196,000","153,619,000","132,963,000","144,473,000","140,223,000","91,634,000","111,171,000","137,649,000","106,269,000","71,083,000","96,188,000","141,509,000","187,317,000","214,713,000","165,270,000","171,584,000","89,286,000","63,884,000","57,126,000","86,530,000","114,202,000","127,989,000","151,313,000","117,666,000","56,895,000","82,881,000","73,141,000","110,916,000","137,281,000","150,929,000","166,254,000","64,283,000","71,576,000","80,357,000","117,531,000","123,629,000","125,669,000","87,128,000","82,020,000","34,149,000","34,245,000","32,232,000","49,701,000","19,022,000","28,325,000",,"0","21,697,000","29,281,000","37,571,000","40,373,000","41,643,000","20,216,000","57,303,000","42,324,000","21,279,000","40,977,000","49,744,000","58,677,000","25,243,000","50,657,000","50,649,000","66,385,000","31,561,000","53,118,000","46,023,000","49,254,000",,,"3,556,000","5,629,000"
		Receivables,"136,936,000","131,816,000","200,362,000","105,900,000","83,994,000","22,661,000","35,023,000","903,000","8,135,000","8,886,000","8,822,000","7,582,000","5,791,000","3,704,000","1,507,000","1,304,000","763,000","854,000","783,000","810,000","1,465,000","1,342,000","2,290,000","1,864,000","1,164,000","1,394,000","1,163,000","657,000","909,000","727,000","727,000","1,292,000","1,730,000","1,627,000","2,159,000","2,025,000","1,547,000","1,005,000","3,685,000","1,284,000","1,375,000","9,527,000","783,000","1,139,000","1,127,000","1,001,000","1,255,000","1,349,000","1,152,000","895,000","1,184,000","1,519,000","2,978,000","6,407,000","6,216,000","8,057,000","6,140,000","7,234,000","574,000","1,102,000","1,218,000","2,154,000","1,885,000","710,000","421,000","689,000","1,061,000","744,000","8,957,000","3,131,000","3,544,000","4,572,000","2,780,000","220,000"
			AccountsReceivable,"133,968,000","116,216,000","200,362,000","105,900,000","83,994,000","22,661,000","35,023,000","903,000","8,135,000","8,886,000","8,822,000","7,582,000","5,791,000","3,704,000","1,507,000","1,304,000","763,000","854,000","783,000","810,000","1,465,000","1,342,000","2,290,000","1,864,000","1,164,000","1,394,000","1,163,000","657,000","909,000","727,000","727,000","1,292,000","1,730,000","1,627,000","2,159,000","2,025,000","1,547,000","1,005,000","3,685,000","1,284,000","1,375,000","9,527,000","783,000","1,139,000","1,127,000","1,001,000","1,255,000","1,349,000","1,152,000","895,000","1,184,000","1,519,000","2,978,000","6,407,000","6,216,000","8,057,000","6,140,000","7,234,000","574,000","1,102,000","1,218,000","2,154,000","1,885,000","710,000","421,000","689,000","1,061,000","744,000","8,957,000","3,131,000","3,544,000","4,572,000",,
			OtherReceivables,"2,968,000","15,600,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0",,
