name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
MarketCap,"7,543,922,628","8,591,032,290","9,705,388,350","7,586,719,290","8,340,466,930","7,399,622,300","5,891,387,040","4,402,144,880","3,431,966,200","2,040,751,360","2,671,221,000","2,202,814,740","1,894,679,354","1,475,982,367","1,386,857,500","1,759,112,094","1,620,334,722","1,457,175,647","1,333,964,009","1,118,734,497","1,110,444,600","1,211,902,200","1,133,412,000","1,323,781,200","1,502,175,080","1,159,508,100","1,303,315,110","1,565,315,510","1,579,097,870","1,602,448,680","1,222,627,920","1,108,988,250"
EnterpriseValue,"8,678,022,628","9,750,797,290","10,881,042,350","8,514,158,290","9,236,898,930","8,274,955,300","6,899,239,040","5,542,093,880","4,697,225,200","3,287,573,360","4,021,449,000","2,808,612,740","2,487,632,354","2,055,165,367","2,018,534,500","2,412,414,094","2,273,712,722","2,107,479,647","2,086,939,009","1,896,854,497","1,835,606,600","1,885,727,200","1,886,870,000","2,054,721,200","2,235,178,080","1,937,504,100","2,020,077,110","2,282,077,510","2,295,859,870","2,252,589,680","1,940,252,920","1,946,048,250"
PeRatio,"28.21","42.131","52.969","41.129","45.008","41.69","34.68","37.167",,,,,"26.877","23.216","17.572","25.328","28.838","33.636","59.625","41.327","40.2","44.694","44.783","89.111","91.233",,"92.423","111.269","112.808","255.522",,
ForwardPeRatio,"16.393","23.31",,,,,,,,,,,"22.624","21.459","19.418","28.09","26.455","25.907","26.667","29.762","22.321","27.027","23.981","29.155","32.154","16.695","25","26.316","26.042","25.707","33.333","31.746"
PsRatio,"2.34","3.421","4.289","3.649","4.207","3.81","3.201","2.364","1.884","1.142","1.512","1.32","1.364","1.085","1.013","1.287","1.209","1.102","1.03","0.9","0.889","0.958","0.875","1.026","1.303","0.927","1.061","1.277","1.295","1.38","1.07","0.176"
PbRatio,"8.447","10.816","14.102","9.691","10.313","9.759","8.667","7.555","6.819","4.033","5.688","13.154","9.287","7.521","7.405","11.515","13.84","12.289","17.235","20.412","45.348","34.489","46.918",,"279.683",,"121.544","145.977","147.263","91.038","86.878",
EnterprisesValueRevenueRatio,"3.134","14.378","15.211","12.052","13.801","18.645","14.192","10.184","9.235","8.867","10.222","5.664","6.013","7.55","6.345","5.934","5.862","8.426","6.505","4.73","5.122","7.723","6.402","5.695","6.251","7.895","6.457","5.953","6.576","10.784","6.975","5.336"
EnterprisesValueEBITDARatio,"15.528","80.419","74.461","58.495","63.294","112.315","58.03","35.187","32.746","58.884","55.735","33.592","-13.552","77.782","48.27","37.582","32.623","152.385","45.354","33.46","36.225","-89.72","78.41","43.608","54.943","1,386.903","85.203","86.087","89.588","-79.013","317.502","44.422"
