name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
			RawMaterials,"226,700,000","263,900,000","277,400,000","279,500,000","274,300,000","272,400,000","275,500,000","280,000,000","280,300,000","278,600,000","236,300,000","254,500,000","237,200,000","228,400,000","203,100,000","198,300,000","188,800,000","249,600,000","220,400,000","234,300,000","252,500,000","260,800,000","256,600,000","237,000,000","253,100,000","280,100,000","301,400,000","283,300,000","188,000,000","181,300,000","176,300,000","173,800,000","174,700,000","180,100,000","176,600,000","164,400,000","148,200,000","156,700,000","142,300,000","140,400,000","142,900,000","139,000,000","130,200,000","129,200,000","131,500,000","132,100,000",,"120,700,000","130,700,000","146,600,000","162,000,000","167,800,000","159,800,000","144,500,000","128,000,000","111,400,000","106,300,000","113,300,000","116,800,000","104,400,000","105,600,000","102,800,000","99,200,000","94,500,000","96,900,000","99,600,000","83,800,000","87,100,000",,"112,200,000","112,000,000","102,400,000","91,100,000","90,800,000","57,800,000","55,500,000","53,000,000","50,900,000","47,100,000","54,200,000","46,200,000","41,600,000","26,800,000",
			WorkInProcess,"200,900,000","202,100,000","222,900,000","229,500,000","230,700,000","223,700,000","226,300,000","219,700,000","239,800,000","231,000,000","257,600,000","252,900,000","249,800,000","230,400,000","231,700,000","235,600,000","233,800,000","200,000,000","189,600,000","169,800,000","149,200,000","141,700,000","127,900,000","129,000,000","134,100,000","146,100,000","141,400,000","148,300,000","101,400,000","87,800,000","86,100,000","84,900,000","85,900,000","77,400,000","71,700,000","69,500,000","63,700,000","52,300,000","56,900,000","61,400,000","60,300,000","47,800,000","47,200,000","53,500,000","54,900,000","47,000,000",,"58,000,000","57,100,000","48,000,000","47,200,000","54,100,000","55,300,000","52,600,000","62,900,000","61,300,000","59,400,000","50,300,000","48,200,000","54,600,000","53,900,000","46,400,000","56,000,000","53,000,000","46,400,000","40,100,000","44,300,000","51,100,000",,,,,,,,,,,,,,,"14,600,000",
			FinishedGoods,"1,704,500,000","1,928,500,000","2,017,100,000","2,024,000,000","2,006,700,000","1,954,600,000","1,990,400,000","1,996,800,000","1,943,100,000","1,875,400,000","1,868,400,000","1,837,100,000","1,823,200,000","1,797,700,000","1,784,700,000","1,724,600,000","1,703,300,000","1,632,200,000","1,674,200,000","1,619,800,000","1,575,300,000","1,556,900,000","1,685,500,000","1,596,100,000","1,695,700,000","1,827,900,000","1,915,000,000","2,009,800,000","927,600,000","899,900,000","915,100,000","888,500,000","865,300,000","817,000,000","833,600,000","819,000,000","827,200,000","786,300,000","794,900,000","754,200,000","733,800,000","743,000,000","791,000,000","792,400,000","772,000,000","757,300,000",,"707,100,000","708,700,000","718,600,000","762,900,000","759,000,000","731,900,000","731,200,000","652,100,000","628,000,000","590,900,000","564,200,000","567,200,000","523,900,000","499,300,000","489,100,000","475,700,000","458,600,000","456,200,000","444,000,000","457,900,000","428,800,000",,"420,500,000","387,800,000","388,500,000","387,300,000","384,300,000","236,200,000","225,300,000","212,900,000","206,700,000","206,100,000","186,900,000","173,600,000","158,400,000","146,200,000",
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","1,000,000",,"3,300,000","6,600,000","13,100,000","25,400,000","52,600,000",,,,,,,,,,
		PrepaidAssets,"694,700,000","607,100,000","483,400,000","361,000,000","383,900,000","377,800,000","352,400,000","432,400,000","435,000,000","357,100,000","375,900,000","396,500,000","376,900,000","352,300,000","506,500,000","500,200,000","465,500,000","414,500,000","549,800,000","527,200,000","463,300,000","465,700,000","535,800,000","518,900,000","420,700,000","538,400,000","475,800,000","551,700,000","246,800,000","193,700,000","136,200,000","130,300,000","96,300,000","107,100,000","98,000,000","121,300,000","100,800,000","76,300,000","72,300,000","83,100,000","64,700,000","73,700,000","68,500,000","66,700,000","104,100,000","127,700,000",,"127,600,000","118,000,000","105,300,000","65,500,000","81,800,000","103,400,000","103,900,000","56,400,000","57,200,000","54,300,000","59,400,000","54,500,000","67,300,000","54,600,000","55,100,000","46,200,000","50,100,000","67,600,000","68,700,000","37,100,000","43,200,000","41,400,000","54,000,000","50,100,000","32,600,000","38,800,000","43,500,000",,"33,100,000","17,500,000","71,700,000","83,500,000","69,500,000","65,300,000","59,300,000","54,800,000","48,700,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","2,800,000","2,700,000","2,700,000","2,700,000","2,700,000","2,800,000","2,800,000","2,500,000","2,500,000","2,300,000","2,400,000","2,400,000","2,300,000","2,400,000","12,100,000","12,100,000","12,500,000","16,600,000","18,000,000","18,900,000","17,000,000","10,400,000","12,400,000","14,500,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"365,800,000","384,500,000","301,700,000","318,400,000","324,300,000","304,100,000","297,300,000","271,900,000","252,600,000","239,200,000","210,400,000","196,600,000","201,700,000","196,600,000","196,700,000","210,500,000","230,600,000","232,600,000","225,700,000","235,700,000",,"217,600,000","220,800,000","209,900,000","225,500,000","217,100,000","204,200,000","198,300,000","197,200,000","176,800,000","173,600,000","154,800,000","145,600,000","148,400,000","152,300,000","159,200,000","161,900,000","158,800,000","151,300,000","153,700,000","231,400,000","212,200,000","239,600,000","272,600,000","194,800,000",,"171,300,000","189,100,000",,"66,800,000","20,500,000","52,600,000","50,300,000","54,000,000","51,800,000","49,200,000","44,400,000","37,800,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"365,800,000","384,500,000","301,700,000","318,400,000","324,300,000","304,100,000","297,300,000","271,900,000","252,600,000","239,200,000","210,400,000","196,600,000","201,700,000","196,600,000","196,700,000","210,500,000","230,600,000","232,600,000","225,700,000","235,700,000",,"217,600,000","220,800,000","209,900,000","225,500,000","217,100,000","204,200,000","198,300,000","197,200,000","176,800,000","173,600,000","154,800,000","145,600,000","148,400,000","152,300,000","159,200,000","161,900,000","158,800,000","151,300,000","153,700,000","231,400,000","212,200,000","239,600,000","272,600,000","194,800,000",,"171,300,000","189,100,000",,"66,800,000","20,500,000","52,600,000","50,300,000","54,000,000","51,800,000","49,200,000","44,400,000","37,800,000"
		AssetsHeldForSaleCurrent,"0","501,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"694,700,000","607,100,000",,,"383,900,000","377,800,000",,"432,400,000",,"357,100,000",,"396,500,000","376,900,000",,"506,500,000","2,316,700,000","465,500,000","481,500,000","549,800,000","527,200,000","463,300,000","465,700,000","535,800,000","518,900,000","420,700,000",,,"936,200,000","548,500,000",,"460,500,000","434,400,000","393,600,000","379,000,000","350,600,000","360,500,000","311,200,000",,"274,000,000","279,700,000","261,400,000",,"299,100,000","299,300,000","329,800,000",,"342,500,000","345,200,000","338,800,000",,"291,000,000","298,900,000",,,,,,,,,,,,,,,,,,,,"173,100,000",,,"88,300,000",,,,,,,,,
	TotalNonCurrentAssets,"17,100,700,000","18,571,400,000","18,696,200,000","18,866,400,000","19,026,500,000","19,334,400,000","18,872,900,000","18,940,800,000","19,142,000,000","19,914,800,000","19,913,700,000","19,814,500,000","19,789,800,000","19,699,400,000","20,868,700,000","21,015,600,000","21,405,900,000","21,449,200,000","21,984,200,000","22,035,100,000","21,907,900,000","22,020,800,000","22,338,400,000","20,920,700,000","21,215,300,000","21,356,600,000","20,294,400,000","20,452,500,000","5,272,900,000","5,345,700,000","5,338,200,000","5,408,500,000","5,333,400,000","5,382,900,000","5,520,200,000","5,505,700,000","5,280,600,000","5,303,700,000","5,152,200,000","5,138,200,000","5,281,200,000","5,238,700,000","5,125,500,000","5,140,900,000","5,087,000,000","4,990,200,000","4,996,400,000","4,844,500,000","4,948,200,000","5,047,500,000","5,199,300,000","5,133,400,000","5,036,200,000","5,060,400,000","4,745,500,000","4,734,300,000","4,696,600,000","4,551,000,000","4,467,300,000","4,371,500,000","4,211,300,000","4,228,200,000","4,202,200,000","4,171,200,000","4,090,800,000","4,146,300,000","4,121,100,000","4,059,300,000","4,112,900,000","4,134,600,000","4,023,700,000","3,979,200,000","3,828,500,000","3,817,300,000","430,400,000","388,000,000","404,100,000","246,500,000","250,900,000","245,200,000","236,300,000","236,400,000","236,800,000","192,300,000"
		NetPPE,"1,825,900,000","2,016,500,000","2,008,200,000","2,005,200,000","2,021,900,000","2,047,700,000","2,042,500,000","2,056,500,000","2,065,500,000","2,077,400,000","2,055,300,000","2,035,800,000","2,014,000,000","2,015,400,000","2,002,400,000","1,986,900,000","2,031,300,000","2,038,600,000","2,048,600,000","2,057,400,000","2,053,200,000","2,037,900,000","2,080,800,000","2,033,800,000","2,039,000,000","2,062,600,000","1,989,000,000","1,998,600,000","1,300,700,000","1,288,800,000","1,279,000,000","1,275,400,000","1,235,600,000","1,224,700,000","1,234,100,000","1,225,200,000","1,219,500,000","1,210,700,000","1,185,600,000","1,176,800,000","1,192,700,000","1,207,300,000","1,210,300,000","1,213,000,000","1,218,300,000","1,213,800,000","1,177,400,000","1,170,600,000","1,190,500,000","1,221,700,000","1,239,700,000","1,254,400,000","1,257,200,000","1,264,100,000","1,188,000,000","1,113,700,000","1,039,000,000","971,900,000","914,000,000","865,900,000","820,600,000","807,100,000","751,100,000","725,000,000","701,000,000","708,800,000","703,700,000","676,600,000","643,100,000","628,500,000","584,100,000","561,000,000","547,000,000","525,200,000","337,900,000","319,900,000","311,000,000","157,800,000","154,900,000","153,300,000","149,500,000","148,200,000","138,300,000","131,500,000"
			GrossPPE,"6,267,600,000","6,735,600,000","6,637,500,000","6,523,100,000","6,398,600,000","6,324,900,000","6,217,600,000","6,130,000,000","6,012,300,000","5,916,800,000","5,817,300,000","5,717,700,000","5,559,200,000","5,437,100,000","5,377,100,000","5,286,400,000","5,246,900,000","5,083,700,000","5,015,400,000","4,936,400,000","4,795,000,000","4,671,500,000","4,880,600,000","4,762,300,000","4,521,200,000","4,427,900,000","4,288,900,000","4,213,300,000","3,470,200,000","3,410,600,000","3,465,600,000","3,464,500,000","3,378,000,000","3,316,200,000","3,338,100,000","3,269,300,000","3,225,200,000","3,194,300,000","3,157,400,000","3,084,900,000","3,051,200,000","3,013,100,000","2,954,200,000","2,915,700,000","2,859,900,000","2,788,100,000",,"2,619,900,000","2,610,700,000","2,600,500,000","2,572,700,000","2,537,300,000","2,484,600,000","2,461,800,000","2,310,300,000","2,201,400,000","2,108,600,000","1,975,900,000","1,888,800,000","1,797,500,000","1,719,600,000","1,675,100,000","1,585,900,000","1,526,600,000","1,468,300,000","1,437,800,000","1,429,700,000","1,378,800,000","1,337,700,000","1,312,800,000","1,223,500,000","1,179,300,000","1,122,200,000","1,073,800,000","728,300,000","690,100,000","656,700,000","375,900,000","367,900,000","360,800,000","353,200,000","356,100,000","346,100,000","131,500,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
				LandAndImprovements,"20,000,000","27,300,000","27,400,000","27,500,000","27,400,000","27,700,000","26,600,000","27,500,000","27,500,000","27,600,000","27,500,000","27,900,000","28,000,000","28,000,000","28,600,000","28,800,000","29,300,000","29,000,000","29,400,000","29,200,000","30,900,000","37,000,000","39,000,000","39,400,000","39,400,000","39,600,000","40,900,000","41,500,000","20,100,000","20,400,000","20,700,000","21,700,000","21,700,000","21,700,000","21,800,000","21,800,000","21,700,000","22,100,000","22,300,000","22,100,000","22,100,000","22,300,000","22,500,000","22,300,000","22,300,000","22,000,000",,"21,500,000","21,600,000","21,800,000","21,800,000","21,500,000","21,400,000","21,700,000","21,300,000","21,400,000","21,600,000","19,400,000","17,700,000","17,500,000","17,600,000","17,600,000","17,600,000","16,700,000","16,700,000","20,700,000","20,900,000","19,900,000","20,000,000","20,000,000","19,900,000","22,000,000","22,000,000","22,000,000","8,400,000","8,200,000","8,200,000","8,200,000","8,100,000","8,200,000","7,800,000","8,000,000","8,100,000",
				BuildingsAndImprovements,"2,107,700,000","2,311,400,000","2,278,300,000","2,266,400,000","2,213,600,000","2,197,800,000","2,155,400,000","2,097,900,000","2,044,900,000","2,007,000,000","1,959,500,000","1,954,300,000","1,918,700,000","1,885,600,000","1,906,400,000","1,904,200,000","1,880,400,000","1,838,500,000","1,833,500,000","1,832,300,000","1,787,300,000","1,789,900,000","1,838,400,000","1,809,400,000","1,782,200,000","1,789,300,000","1,639,400,000","1,619,200,000","1,293,600,000","1,283,400,000","1,342,700,000","1,371,100,000","1,356,100,000","1,353,100,000","1,301,900,000","1,279,600,000","1,227,600,000","1,232,800,000","1,225,900,000","1,214,800,000","1,212,200,000","1,196,800,000","1,197,400,000","1,199,000,000","1,185,000,000","1,162,000,000",,"1,120,500,000","1,144,400,000","1,147,700,000","1,114,300,000","1,090,900,000","1,012,300,000","992,700,000","936,000,000","919,400,000","921,400,000","855,300,000","913,900,000","903,300,000","833,500,000","783,700,000","761,800,000","739,100,000","704,300,000","706,500,000","704,300,000","684,900,000","673,500,000","677,100,000","655,400,000","640,500,000","619,800,000","600,300,000","375,100,000","369,800,000","359,600,000","354,400,000",,,,,"320,700,000",
				MachineryFurnitureEquipment,"471,500,000","496,700,000","477,600,000","450,900,000","456,000,000","455,800,000","472,400,000","489,500,000","486,500,000","482,400,000","468,100,000","457,600,000","438,500,000","425,800,000","422,700,000","430,900,000","433,900,000","421,600,000","406,800,000","413,900,000","408,200,000","397,200,000","406,900,000","381,800,000","368,300,000","330,100,000","304,800,000","295,000,000","293,800,000","294,700,000","289,100,000","282,100,000","278,200,000","272,600,000","268,300,000","254,800,000","246,800,000","241,800,000","1,807,100,000","1,764,800,000","1,735,900,000","1,717,600,000","1,674,700,000","1,628,500,000","1,587,400,000","1,537,600,000",,"1,255,800,000","1,383,700,000","1,369,000,000","1,360,600,000","1,340,700,000","1,311,400,000","1,161,700,000","1,075,900,000","1,019,400,000","971,600,000","903,800,000","876,300,000","833,700,000","799,100,000","768,500,000","733,600,000","702,200,000","675,800,000","649,200,000","650,700,000","616,500,000","579,900,000","557,800,000","512,100,000","489,800,000","459,500,000","431,400,000","330,900,000","301,200,000","275,600,000",,"352,200,000","344,600,000","332,700,000","320,300,000",,
				OtherProperties,"3,548,700,000","3,776,200,000","3,732,800,000","3,668,300,000","3,590,100,000","3,518,300,000","3,428,800,000","3,373,900,000","3,311,800,000","3,250,500,000","3,214,200,000","3,137,000,000","3,035,900,000","2,950,500,000","2,892,800,000","2,828,300,000","2,786,900,000","2,683,900,000","2,634,400,000","2,547,400,000","2,452,900,000","2,347,600,000","2,476,300,000","2,418,000,000","2,215,800,000","2,160,500,000","2,152,900,000","2,111,100,000","1,735,100,000","1,696,300,000","1,718,400,000","1,705,200,000","1,646,900,000","1,610,600,000","1,656,500,000","1,630,300,000","1,605,800,000","1,579,800,000",,,,,,,,,,"161,600,000",,,,,,"136,700,000","132,100,000","119,400,000","107,400,000","98,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"119,700,000","124,000,000","121,400,000","110,000,000","111,500,000","125,300,000","134,400,000","141,200,000","141,600,000","149,300,000","148,000,000","140,900,000","138,100,000","147,200,000","126,600,000","94,200,000","116,400,000","110,700,000","111,300,000","113,600,000","115,700,000","99,800,000","120,000,000","113,700,000","115,500,000","108,400,000","150,900,000","146,500,000","127,600,000","115,800,000","94,700,000","84,400,000","75,100,000","58,200,000","89,600,000","82,800,000","123,300,000","117,800,000","102,100,000","83,200,000","81,000,000","76,400,000","59,600,000","65,900,000","65,200,000","66,500,000",,"60,500,000","61,000,000","62,000,000","76,000,000","84,200,000","139,500,000","149,000,000","145,000,000","121,800,000","86,600,000","98,700,000","80,900,000","43,000,000","69,400,000","105,300,000","72,900,000","68,600,000","71,500,000","61,400,000","53,800,000","57,500,000","64,300,000","57,900,000","36,100,000","27,000,000","20,900,000","20,100,000","13,900,000","10,900,000","13,300,000","13,300,000","7,600,000","8,000,000","12,700,000","27,800,000","17,300,000",
