name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,01/31/1989,01/31/1988,01/31/1987
TotalAssets,"1,081,564,000","1,036,634,000","1,139,764,000","1,105,696,000","1,052,677,000","1,045,508,000","1,200,154,000","1,137,324,000","1,088,335,000","1,113,629,000","1,161,842,000","1,109,504,000","978,380,000","1,110,911,000","1,148,718,000","1,130,443,000","1,052,497,000","1,124,135,000","1,120,480,000","1,122,405,000","1,031,760,000","1,114,391,000","1,313,178,000","1,298,438,000","1,212,067,000","1,288,526,000","1,389,356,000","1,403,364,000","1,308,166,000","1,353,437,000","1,354,013,000","1,317,094,000","1,227,754,000","1,194,275,000","588,376,000","599,120,000","576,781,000","484,928,000","470,750,000","507,629,000","542,834,000","450,315,000","444,837,000","456,196,000","474,900,000","407,400,000","419,300,000","455,900,000","628,900,000","529,100,000","470,400,000","433,500,000","514,000,000","370,800,000","364,100,000","378,000,000","362,600,000","305,400,000","305,300,000","323,500,000","409,400,000","337,200,000","324,700,000","297,600,000","378,300,000","305,100,000","265,600,000","273,800,000","314,100,000","223,900,000","205,100,000","209,000,000","266,300,000","214,000,000","212,900,000","205,800,000","274,100,000","203,900,000","177,000,000","185,400,000","194,400,000","155,700,000","168,000,000","166,900,000","194,300,000","151,200,000","107,000,000","84,500,000"
	CurrentAssets,"552,362,000","506,949,000","605,198,000","566,946,000","510,672,000","495,830,000","645,000,000","578,439,000","525,852,000","545,378,000","603,207,000","554,258,000","424,175,000","588,381,000","630,449,000","612,833,000","538,445,000","606,753,000","606,071,000","611,573,000","523,764,000","607,400,000","641,165,000","629,843,000","545,473,000","617,904,000","625,060,000","637,230,000","542,374,000","591,040,000","592,632,000","555,207,000","464,712,000","451,249,000","391,912,000","402,584,000","381,722,000","294,757,000","282,410,000","321,685,000","364,542,000","280,727,000","281,944,000","289,408,000","317,100,000","251,500,000","263,100,000","294,300,000","470,100,000","376,000,000","329,600,000","299,100,000","393,200,000","259,300,000","257,200,000","272,000,000","257,900,000","204,700,000","205,100,000","222,100,000","308,500,000","236,800,000","225,100,000","198,200,000","281,700,000","216,400,000","184,000,000","192,300,000","235,500,000","146,800,000","130,800,000","134,800,000","191,900,000","140,100,000","139,100,000","131,300,000","198,800,000","128,600,000","101,300,000","107,800,000","117,000,000","80,600,000","97,300,000","99,700,000","130,700,000","103,700,000","78,300,000","57,700,000"
		CashCashEquivalentsAndShortTermInvestments,"22,027,000","34,301,000","37,926,000","39,223,000","36,181,000","33,933,000","56,137,000","62,624,000","59,134,000","77,148,000","15,859,000","82,616,000","40,221,000","193,405,000","105,933,000","194,391,000","141,616,000","195,581,000","92,913,000","176,955,000","139,810,000","213,108,000","131,532,000","210,736,000","169,073,000","228,368,000","104,986,000","208,375,000","177,814,000","221,454,000","105,574,000","132,837,000","64,976,000","22,411,000","114,422,000","122,091,000","12,339,000","10,211,000","26,591,000","75,351,000","20,031,000","20,050,000","45,078,000","76,413,000","8,100,000","6,300,000","6,200,000","6,600,000","9,800,000","5,000,000","5,500,000","6,300,000","8,500,000","5,800,000","56,900,000","92,800,000","6,000,000","4,200,000","3,900,000","17,200,000","3,200,000","2,900,000","4,300,000","5,400,000","1,000,000","1,800,000","400,000","21,600,000","1,200,000","300,000","7,600,000","22,800,000","1,200,000","1,000,000","1,600,000","1,400,000","1,200,000","800,000","1,000,000","27,300,000","1,200,000","800,000","100,000","8,300,000","300,000","32,100,000","28,200,000","16,000,000"
			CashAndCashEquivalents,"22,027,000","34,301,000","37,926,000","39,223,000","36,181,000","33,933,000","56,137,000","62,624,000","59,134,000","77,148,000","15,859,000","82,616,000","40,221,000","193,405,000","105,933,000","194,391,000","141,616,000","195,581,000","92,913,000","176,955,000","139,810,000","213,108,000","131,532,000","210,736,000","169,073,000","228,368,000","104,986,000","208,375,000","177,814,000","221,454,000","105,574,000","132,837,000","64,976,000","22,411,000","114,422,000","122,091,000","12,339,000","10,211,000","26,591,000","75,351,000","20,031,000","20,050,000","45,078,000","76,413,000","8,100,000","6,300,000","6,200,000","6,600,000","9,800,000","5,000,000","5,500,000","6,300,000","8,500,000","5,800,000","56,900,000","92,800,000","6,000,000","4,200,000","3,900,000","17,200,000","3,200,000","2,900,000","4,300,000","5,400,000","1,000,000","1,800,000","400,000","21,600,000","1,200,000","300,000","7,600,000","22,800,000","1,200,000","1,000,000","1,600,000","1,400,000","1,200,000","800,000","1,000,000","27,300,000","1,200,000","800,000","100,000","8,300,000","300,000","32,100,000","28,200,000","16,000,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,837,000","64,976,000","22,411,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"52,134,000","49,668,000","44,078,000","30,203,000","41,350,000","37,574,000","34,238,000","24,367,000","35,381,000","50,953,000","38,125,000","24,632,000","27,510,000","34,549,000","41,496,000","25,925,000","48,610,000","49,860,000","39,044,000","24,632,000","32,731,000","39,284,000","40,101,000","29,287,000","31,127,000","32,061,000","37,875,000","22,550,000","36,423,000","30,073,000","39,459,000","24,818,000","39,800,000","33,617,000","17,388,000","13,297,000","18,390,000","13,531,000","17,537,000","19,808,000","21,992,000","15,986,000","17,141,000","17,753,000","20,700,000","13,100,000","19,300,000","21,100,000","21,700,000","12,100,000","18,600,000","15,400,000","20,700,000","7,000,000","12,500,000","8,700,000","10,900,000","5,500,000","10,400,000","8,100,000","8,200,000","6,100,000","6,900,000","4,500,000","3,300,000","1,700,000","1,700,000","3,600,000","1,600,000","2,900,000","1,100,000","700,000","1,300,000","600,000","900,000","800,000","1,200,000","800,000","400,000","1,200,000","1,700,000","1,000,000","300,000","300,000","700,000","800,000","300,000","200,000"
			AccountsReceivable,"52,134,000","49,668,000","44,078,000","30,203,000","41,350,000","37,574,000","34,238,000","24,367,000","35,381,000","50,953,000","38,125,000","24,632,000","27,510,000","34,549,000","41,496,000","25,925,000","48,610,000","49,860,000","39,044,000","24,632,000","32,731,000","39,284,000","40,101,000","29,287,000","31,127,000","32,061,000","37,875,000","22,550,000","36,423,000","30,073,000","39,459,000","24,818,000","39,800,000","33,617,000","17,388,000","13,297,000","18,390,000","13,531,000","17,140,000","19,808,000",,,,"17,753,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"50,293,000",,,,"38,254,000",,,,"51,464,000",,,,"35,091,000",,,,"50,497,000",,,,"39,863,000",,,,"32,687,000",,,,"30,761,000",,,,"34,648,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-625,000",,,,"-680,000",,,,"-511,000",,,,"-542,000",,,,"-637,000",,,,"-579,000",,,,"-626,000",,,,"-688,000",,,,"-1,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
