name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"359,566,000","87,905,000","88,760,000","87,344,000","95,557,000","93,238,000","91,304,000","96,882,000","93,858,000","85,214,000","87,444,000","87,303,000","87,689,000","87,308,000","87,801,000","86,931,000","83,763,000","81,084,000","84,854,000","78,720,000","76,721,000","72,964,000","74,039,000","71,133,000","71,397,000","68,880,000","69,068,000","65,184,000","63,783,000","63,665,000","57,126,000","49,396,000","45,831,000","44,470,000","43,018,000","41,939,000","41,929,000","42,620,000","40,797,000","38,688,000","35,455,000","34,482,000","32,135,000","28,887,000","27,087,000","24,439,000","24,964,000","22,032,000","20,627,000","18,445,000","18,004,000","16,504,000","17,423,000","14,895,000","14,485,000","12,110,000","10,212,000","9,540,000","10,803,000","9,370,000","9,394,000","8,967,000","9,326,000","9,432,000","8,842,000","8,684,000","8,615,000","8,755,000","7,832,000","7,514,000","7,009,000","5,728,000","5,394,000","5,489,000","4,942,000","4,322,000","3,859,000","4,264,000","3,987,000","3,732,000","3,200,000","2,732,000","2,702,000","2,317,000","2,465,000","1,963,000","1,760,512","1,650,187","1,573,999","1,318,045","1,100,000","1,000,000","700,000","563,522"
	OperatingRevenue,"359,566,000","87,905,000","88,760,000","87,344,000","95,557,000","93,238,000","91,304,000","96,882,000","93,858,000","85,214,000","87,444,000","87,303,000","87,689,000","87,308,000","87,801,000","86,931,000","83,763,000","81,084,000","84,854,000","78,720,000","76,721,000","72,964,000","74,039,000","71,133,000","71,397,000","68,880,000","69,068,000","65,184,000","63,783,000","63,665,000","57,126,000","49,396,000","45,831,000","44,470,000","43,018,000","41,939,000","41,929,000","42,620,000","40,797,000","38,688,000","35,455,000","34,482,000","32,135,000","28,887,000","27,087,000","24,439,000","24,964,000","22,032,000","20,627,000","18,445,000","18,004,000","16,504,000","17,423,000","14,895,000","14,485,000","12,110,000","10,212,000","9,540,000","10,803,000","9,370,000","9,394,000","8,967,000","9,326,000","9,432,000","8,842,000","8,684,000","8,615,000","8,755,000","7,832,000","7,514,000","7,009,000","5,728,000","5,394,000","5,489,000","4,942,000","4,322,000","3,859,000","4,264,000","3,987,000","3,732,000","3,200,000","2,732,000","2,702,000","2,317,000","2,465,000","1,963,000","1,760,512","1,650,187","1,573,999","1,318,045","1,100,000","1,000,000","700,000","563,522"
PretaxIncome,"239,322,000","59,691,000","56,495,000","58,456,000","64,680,000","58,043,000","50,973,000","55,438,000","38,289,000","31,445,000","49,773,000","50,644,000","50,730,000","45,644,000","53,514,000","52,876,000","49,824,000","47,994,000","50,964,000","47,283,000","45,154,000","42,335,000","42,146,000","40,007,000","39,214,000","37,735,000","35,833,000","34,517,000","33,714,000","31,152,000","24,074,000","22,142,000","20,562,000","19,438,000","18,986,000","18,894,000","18,887,000","18,558,000","16,333,000","15,414,000","12,475,000","11,950,000","11,063,000","10,277,000","8,939,000","8,010,000","7,932,000","7,141,000","5,389,000","5,293,000","4,849,000","4,367,000","4,132,000","3,036,000","2,528,000","3,545,000","2,866,000","2,612,000","3,452,000","2,776,000","3,127,000","2,615,000","3,256,000","3,025,000","3,088,000","3,346,000","3,228,000","3,602,000","2,461,000","2,622,000","2,925,000","1,539,000","1,687,000","1,842,000","1,323,000","1,213,000","1,007,000","1,575,000","1,456,000","1,373,000","837,000","559,000","480,000","335,000","726,000",,,,,,,,,
TaxProvision,"60,356,000","13,947,000","14,875,000","14,847,000","16,687,000","14,574,000","12,081,000","14,092,000","9,433,000","8,322,000","14,317,000","14,149,000","13,487,000","11,895,000","13,197,000","13,928,000","12,528,000","12,279,000","35,395,000","17,409,000","17,382,000","15,318,000","16,429,000","15,484,000","15,069,000","14,413,000","13,485,000","13,054,000","12,776,000","11,734,000","9,347,000","8,054,000","7,618,000","6,939,000","6,983,000","7,137,000","7,212,000","6,986,000","6,135,000","5,739,000","4,692,000","4,317,000","3,889,000","3,783,000","3,185,000","2,874,000","2,879,000","2,375,000","1,942,000","1,902,000","1,898,000","1,625,000","1,481,000","961,000","867,000","1,284,000","1,011,000","961,000","1,166,000","1,021,000","1,149,000","933,000","1,105,000","1,124,000","1,098,000","1,363,000","1,163,000","1,332,000","905,000","969,000","1,090,000","539,000","614,000","663,000","508,000","435,000","368,000","592,000","534,000","525,000","309,000","190,000","163,000","115,000","-9,000",,,,,,,,,
NetIncomeCommonStockholders,"178,966,000","45,744,000","41,620,000","43,609,000","47,993,000","43,469,000","38,892,000","41,346,000","28,856,000","23,123,000","35,456,000","36,495,000","37,243,000","33,749,000","40,317,000","38,948,000","37,296,000","35,715,000","15,569,000","29,874,000","27,772,000","27,017,000","25,717,000","24,523,000","24,145,000","23,322,000","22,286,000","21,283,000","20,759,000","19,238,000","14,547,000","13,937,000","12,802,000","12,358,000","11,862,000","11,615,000","11,533,000","11,431,000","10,057,000","9,533,000","7,641,000","7,492,000","7,032,000","6,328,000","4,871,000","4,816,000","4,725,000","4,439,000","3,123,000","3,071,000","2,411,000","2,147,000","2,062,000","1,492,000","1,484,000","2,261,000","1,855,000","1,651,000","2,286,000","1,755,000","1,978,000","1,682,000","2,151,000","1,901,000","1,990,000","1,983,000","2,065,000","2,270,000","1,556,000","1,653,000","1,835,000","1,000,000","1,073,000","1,179,000","815,000","778,000","639,000","983,000","922,000","848,000","528,000","369,000","317,000","220,000","735,000","482,000","262,365","387,539","280,121","127,538","-100,000","-200,000","-300,000","-361,619"
	NetIncome,"178,966,000","45,744,000","41,620,000","43,609,000","47,993,000","43,469,000","38,892,000","41,346,000","28,856,000","23,123,000","35,456,000","36,495,000","37,243,000","33,749,000","40,317,000","38,948,000","37,296,000","35,715,000","15,569,000","29,874,000","27,772,000","27,017,000","25,717,000","24,523,000","24,145,000","23,322,000","22,348,000","21,463,000","20,938,000","19,418,000","14,727,000","14,088,000","12,944,000","12,499,000","12,003,000","11,757,000","11,675,000","11,572,000","10,198,000","9,675,000","7,783,000","7,633,000","7,174,000","6,494,000","5,754,000","5,136,000","5,053,000","4,766,000","3,447,000","3,391,000","2,951,000","2,742,000","2,651,000","2,075,000","1,661,000","2,261,000","1,855,000","1,651,000","2,286,000","1,755,000","1,978,000","1,682,000","2,151,000","1,901,000","1,990,000","1,983,000","2,065,000","2,270,000","1,556,000","1,653,000","1,835,000","1,000,000","1,073,000","1,179,000","815,000","778,000","639,000","983,000","922,000","848,000","528,000","369,000","317,000","220,000","735,000","482,000","262,365","387,539","280,121","127,538","-100,000","-200,000","-300,000","-361,619"
		NetIncomeIncludingNoncontrollingInterests,"178,966,000","45,744,000","41,620,000","43,609,000","47,993,000","43,469,000","38,892,000","41,346,000","28,856,000","23,123,000","35,456,000","36,495,000","37,243,000","33,749,000","40,317,000","38,948,000","37,296,000","35,715,000","15,569,000","29,874,000","27,772,000","27,017,000","25,717,000","24,523,000","24,145,000","23,322,000","22,348,000","21,463,000","20,938,000","19,418,000","14,727,000","14,088,000","12,944,000","12,499,000","12,003,000","11,757,000","11,675,000","11,572,000","10,198,000","9,675,000","7,783,000","7,633,000","7,174,000","6,494,000","5,754,000","5,136,000","5,053,000","4,766,000","3,447,000","3,391,000","2,951,000","2,742,000","2,651,000","2,075,000","1,661,000","2,261,000","1,855,000","1,651,000","2,286,000","1,755,000","1,978,000","1,682,000","2,151,000","1,901,000","1,990,000","1,983,000","2,065,000","2,270,000","1,556,000","1,653,000","1,835,000","1,000,000","1,073,000","1,179,000","815,000","778,000","639,000","983,000","922,000","848,000","528,000","369,000","317,000","220,000","735,000","482,000","262,365","387,539","280,121","127,538","-100,000","-200,000","-300,000","-361,619"
			NetIncomeContinuousOperations,"178,966,000","45,744,000","41,620,000","43,609,000","47,993,000","43,469,000","38,892,000","41,346,000","28,856,000","23,123,000","35,456,000","36,495,000","37,243,000","33,749,000","40,317,000","38,948,000","37,296,000","35,715,000","15,569,000","29,874,000","27,772,000","27,017,000","25,717,000","24,523,000","24,145,000","23,322,000","22,348,000","21,463,000","20,938,000","19,418,000","14,727,000","14,088,000","12,944,000","12,499,000","12,003,000","11,757,000","11,675,000","11,572,000","10,198,000","9,675,000","7,783,000","7,633,000","7,174,000","6,494,000","5,754,000","5,136,000","5,053,000","4,766,000","3,447,000","3,391,000","2,951,000","2,742,000","2,651,000","2,075,000","1,661,000","2,261,000","1,855,000","1,651,000","2,286,000","1,755,000","1,978,000","1,682,000","2,151,000","1,901,000","1,990,000","1,983,000","2,065,000","2,270,000","1,556,000","1,653,000","1,835,000","1,000,000","1,073,000","1,179,000","815,000","778,000","639,000","983,000","922,000","848,000","528,000","369,000","317,000","220,000","735,000","482,000","262,365","387,539","280,121","127,538","-100,000","-200,000","-300,000","-361,619"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,000","180,000","179,000","180,000","180,000","151,000","142,000","141,000","141,000","142,000","142,000","141,000","141,000","142,000","142,000","141,000","142,000","166,000","883,000","320,000","328,000","327,000","324,000","320,000","540,000","595,000","589,000","583,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"178,966,000","45,744,000","41,620,000","43,609,000","47,993,000","43,469,000","38,892,000","41,346,000","28,856,000","23,123,000","35,456,000","36,495,000","37,243,000","33,749,000","40,317,000","38,948,000","37,296,000","35,715,000","15,569,000","29,874,000","27,772,000","27,017,000","25,717,000","24,523,000","24,145,000","23,322,000","22,286,000","21,283,000","20,759,000","19,238,000","14,547,000","13,937,000","12,802,000","12,358,000","11,862,000","11,615,000","11,533,000","11,431,000","10,057,000","9,533,000","7,641,000","7,492,000","7,032,000","6,328,000","4,871,000","4,816,000","4,725,000","4,439,000","3,123,000","3,071,000","2,411,000","2,147,000","2,062,000","1,492,000","1,484,000","2,261,000","1,855,000","1,651,000","2,286,000","1,755,000","1,978,000","1,682,000","2,151,000","1,901,000","1,990,000","1,983,000","2,065,000","2,270,000","1,556,000","1,653,000","1,835,000","1,000,000","1,073,000","1,179,000","815,000","778,000","639,000","983,000","922,000","848,000","528,000","369,000","317,000","220,000","735,000","482,000","262,365","387,539","280,121","127,538","-100,000","-200,000","-300,000","-361,619"
