name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"437,649,000","121,929,000","105,161,000","106,933,000","103,626,000","91,322,000","73,513,000","73,874,000","72,904,000","59,683,000","59,257,000","47,808,000","37,488,000","33,804,000","25,574,000","27,983,000","28,986,000","21,437,000","12,851,000","23,765,000","25,335,000","15,447,000","17,138,000","20,123,000","20,311,000","16,169,000","20,294,000","23,884,000","19,266,000","15,258,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,"12,851,000","23,765,000","25,335,000","15,447,000","17,138,000","20,123,000","20,311,000","16,169,000","20,294,000","23,884,000","19,266,000","15,258,000"
InvestingCashFlow,"-453,941,000","-135,710,000","-71,874,000","-142,647,000","-103,710,000","-33,724,000","-77,047,000","-120,779,000","-68,059,000","-113,548,000","-49,659,000","-116,195,000","-60,019,000","-4,920,000","-13,998,000","-42,366,000","-4,579,000","-45,597,000","-26,635,000","-20,218,000","-6,203,000","10,624,000","-41,571,000","-7,852,000","-24,021,000","-14,700,000","-25,962,000","-14,747,000","-25,230,000","-14,108,000"
	CashFlowFromContinuingInvestingActivities,"-453,941,000","-135,710,000","-71,874,000","-142,647,000","-103,710,000","-33,724,000","-77,047,000","-120,779,000","-68,059,000","-113,548,000","-49,659,000","-116,195,000","-60,019,000","-4,920,000","-13,998,000","-42,366,000","-4,579,000","-45,597,000","-26,635,000","-20,218,000","-6,203,000","10,624,000","-41,571,000","-7,852,000","-24,021,000","-14,700,000","-25,962,000","-14,747,000","-25,230,000","-14,108,000"
		NetPPEPurchaseAndSale,"-5,341,000","-703,000","-1,150,000","-1,824,000","-1,664,000","-1,282,000","-3,709,000","-8,975,000","-10,849,000","-4,265,000","-7,216,000","-6,407,000","-2,074,000","-3,925,000","-651,000","-164,000","-364,000","-94,000","-76,000","-41,000","-31,000","-31,000","-189,000","-140,000","-114,000","-122,000","-55,000","-84,000","-41,000","-51,000"
			PurchaseOfPPE,"-5,341,000","-703,000","-1,150,000","-1,824,000","-1,664,000","-1,282,000","-3,787,000","-8,975,000","-10,849,000","-9,264,000","-7,216,000","-6,407,000","-2,074,000","-3,925,000","-651,000","-164,000","-364,000","-94,000","-76,000","-41,000","-31,000","-31,000","-189,000","-140,000","-114,000","-122,000","-55,000","-84,000","-41,000","-51,000"
			SaleOfPPE,,,"0","0","0","0","78,000","0","0","4,999,000",,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-448,600,000","-135,007,000","-70,724,000","-140,823,000","-102,046,000","-32,442,000","-73,338,000","-111,804,000","-57,210,000","-109,283,000","-42,443,000","-109,788,000","-57,945,000","-995,000","-13,347,000","-42,202,000","-4,215,000","-45,503,000","-26,559,000","-20,177,000","-6,172,000","10,655,000","-41,382,000","-7,712,000","-23,907,000","-14,578,000","-25,907,000","-14,663,000","-25,189,000","-14,057,000"
			PurchaseOfInvestment,"-799,320,000","-227,823,000","-159,072,000","-197,282,000","-215,143,000","-108,292,000","-144,011,000","-160,446,000","-102,691,000","-160,406,000","-69,616,000","-147,525,000","-74,078,000","-44,871,000","-28,029,000","-62,394,000","-31,467,000","-85,755,000","-52,187,000","-49,058,000","-32,682,000","-9,261,000","-59,790,000","-21,461,000","-36,956,000","-33,807,000","-40,300,000","-21,723,000","-38,267,000","-28,286,000"
			SaleOfInvestment,"350,720,000","92,816,000","88,348,000","56,459,000","113,097,000","75,850,000","70,673,000","48,642,000","45,481,000","51,123,000","27,173,000","37,737,000","16,133,000","43,876,000","14,682,000","20,192,000","27,252,000","40,252,000","25,628,000","28,881,000","26,510,000","19,916,000","18,408,000","13,749,000","13,049,000","19,229,000","14,393,000","7,060,000","13,078,000","14,229,000"
