name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019
TotalAssets,"3,835,835,000","3,618,381,000","3,299,617,000","3,136,045,000","2,881,171,000","2,732,533,000","1,749,509,000","1,616,952,000","1,519,396,000","1,404,906,000","1,256,054,000","1,171,586,000","457,361,000","433,219,000"
	CurrentAssets,"2,733,058,000","2,570,952,000","2,360,086,000","2,252,025,000","2,038,003,000","2,292,274,000","1,340,796,000","1,315,981,000","1,248,462,000","1,171,636,000","1,053,220,000","1,005,432,000","311,251,000","331,388,000"
		CashCashEquivalentsAndShortTermInvestments,"2,152,736,000","1,996,633,000","1,907,508,000","1,787,051,000","1,684,997,000","1,918,608,000","1,059,926,000","1,064,734,000","1,004,991,000","912,064,000","833,688,000","826,811,000","175,059,000","191,655,000"
			CashAndCashEquivalents,"2,152,736,000","1,996,633,000","1,907,508,000","1,787,051,000","1,684,997,000","1,918,608,000","1,059,926,000","1,064,734,000","1,004,991,000","264,798,000","743,605,000","732,808,000","92,993,000","88,408,000"
				CashFinancial,,,,,,,,,,,"41,749,000",,,
				CashEquivalents,,,,,,,,,,,"701,856,000",,,
			OtherShortTermInvestments,,,,,,"0","0","0","0","647,266,000","90,083,000","94,003,000","82,066,000","103,247,000"
		Receivables,"369,130,000","368,145,000","283,272,000","266,540,000","211,233,000","239,199,000","172,775,000","149,236,000","144,187,000","164,987,000","145,694,000","115,256,000","87,355,000","92,476,000"
			AccountsReceivable,"369,130,000","368,145,000","283,272,000","266,540,000","211,233,000","239,199,000","172,775,000","149,236,000","144,187,000","164,987,000","145,694,000","115,256,000","87,355,000","92,476,000"
				GrossAccountsReceivable,"370,830,000","369,745,000","284,572,000","267,940,000","212,733,000","240,399,000","173,875,000","150,536,000","146,287,000","166,087,000","147,094,000","116,256,000","88,055,000","93,476,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,700,000","-1,600,000","-1,300,000","-1,400,000","-1,500,000","-1,200,000","-1,100,000","-1,300,000","-2,100,000","-1,100,000","-1,400,000","-1,000,000","-700,000","-1,000,000"
			NotesReceivable,,,,,,,,,,,,,,"0"
		PrepaidAssets,"75,511,000","66,569,000","52,695,000","64,786,000","49,391,000","49,051,000","41,368,000","41,661,000","40,867,000","45,091,000","35,308,000","26,951,000","21,141,000","17,305,000"
		CurrentDeferredAssets,"135,681,000","126,822,000","108,636,000","95,470,000","85,388,000","80,850,000","62,422,000","53,837,000","53,410,000","42,971,000","35,924,000","34,017,000","26,193,000","28,847,000"
		OtherCurrentAssets,,"12,783,000","7,975,000","38,178,000","6,994,000","4,566,000","4,305,000","6,513,000","5,007,000","6,523,000","2,606,000","2,397,000","1,503,000","1,105,000"
	TotalNonCurrentAssets,"1,102,777,000","1,047,429,000","939,531,000","884,020,000","843,168,000","440,259,000","408,713,000","300,971,000","270,934,000","233,270,000","202,834,000","166,154,000","146,110,000","101,831,000"
		NetPPE,"345,010,000","292,312,000","276,117,000","250,686,000","227,993,000","203,498,000","200,747,000","193,757,000","174,834,000","136,078,000","129,504,000","107,989,000","86,349,000","73,735,000"
			GrossPPE,"502,413,000","434,090,000","403,173,000","363,661,000","328,541,000","292,032,000","278,192,000","261,149,000","232,630,000","185,742,000","172,184,000","144,825,000","117,893,000","100,423,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"28,701,000","31,735,000","33,893,000","34,854,000","36,683,000","36,484,000","38,376,000","40,454,000","35,738,000",,,,,
				MachineryFurnitureEquipment,"300,761,000","281,296,000","260,146,000","241,886,000","221,566,000","200,287,000","188,024,000","175,118,000","150,657,000","124,959,000","102,132,000","86,918,000","78,671,000","70,957,000"
				OtherProperties,"316,309,000","260,577,000","242,224,000","215,832,000","191,310,000","167,014,000","162,371,000","153,303,000","139,096,000",,,,,
				ConstructionInProgress,"151,000,000","99,030,000","86,832,000","67,602,000","50,837,000","35,528,000","33,583,000","30,060,000","30,883,000","47,626,000","59,739,000","47,991,000","29,147,000","19,455,000"
				Leases,"21,951,000","22,029,000","22,302,000","19,319,000","19,455,000","19,733,000","18,209,000","15,517,000","15,352,000","13,157,000","10,313,000","9,916,000","10,075,000","10,011,000"
			AccumulatedDepreciation,"-157,403,000","-141,778,000","-127,056,000","-112,975,000","-100,548,000","-88,534,000","-77,445,000","-67,392,000","-57,796,000","-49,664,000","-42,680,000","-36,836,000","-31,544,000","-26,688,000"
		GoodwillAndOtherIntangibleAssets,"510,173,000","513,781,000","456,759,000","459,890,000","463,432,000","99,243,000","99,488,000","8,478,000","8,071,000","8,249,000","8,431,000","8,518,000","8,688,000","8,995,000"
			Goodwill,"416,228,000","416,445,000","373,889,000","374,310,000","374,581,000","83,566,000","83,132,000","8,131,000","7,652,000","7,722,000","7,794,000","7,780,000","7,809,000","7,947,000"
			OtherIntangibleAssets,"93,945,000","97,336,000","82,870,000","85,580,000","88,851,000","15,677,000","16,356,000","347,000","419,000","527,000","637,000","738,000","879,000","1,048,000"
		InvestmentsAndAdvances,"28,665,000","23,632,000","22,665,000","14,165,000","8,165,000","2,500,000","2,500,000","2,000,000","1,000,000","1,000,000",,,,
			OtherInvestments,"28,665,000","23,632,000","22,665,000","14,165,000","8,165,000","2,500,000","2,500,000","2,000,000","1,000,000","1,000,000",,,,
		NonCurrentDeferredAssets,"197,261,000","192,358,000","169,873,000","140,443,000","125,392,000","117,906,000","91,585,000","81,186,000","69,908,000","71,235,000","58,260,000","41,766,000","38,004,000","9,918,000"
			NonCurrentDeferredTaxesAssets,,,"3,065,000",,,,,,,,,,,
		NonCurrentPrepaidAssets,,,"2,676,000",,,,,,,,,,,
		OtherNonCurrentAssets,"21,668,000","25,346,000","11,441,000","18,836,000","18,186,000","17,112,000","14,393,000","15,550,000","17,121,000","16,708,000","6,639,000","7,881,000","13,069,000","9,183,000"
TotalLiabilitiesNetMinorityInterest,"2,718,838,000","2,580,738,000","2,340,047,000","2,224,644,000","2,027,774,000","1,860,659,000","934,724,000","824,937,000","766,243,000","662,299,000","539,012,000","443,489,000","942,538,000","358,563,000"
	CurrentLiabilities,"1,497,103,000","1,406,830,000","1,241,547,000","1,136,828,000","982,765,000","863,553,000","702,039,000","603,292,000","555,644,000","493,096,000","415,604,000","341,781,000","302,721,000","281,420,000"
		PayablesAndAccruedExpenses,"190,592,000","231,510,000","222,612,000","176,604,000","107,886,000","124,120,000","89,048,000","59,103,000","55,341,000","61,950,000","61,373,000","53,751,000","53,783,000","58,680,000"
			Payables,"11,024,000","58,329,000","71,477,000","19,642,000","3,468,000","12,065,000","7,494,000","10,118,000","6,528,000","1,345,000","5,244,000","1,126,000","9,915,000","6,855,000"
				AccountsPayable,"11,024,000","47,634,000","7,167,000","19,642,000","3,468,000","12,065,000","7,494,000","10,118,000","6,528,000","1,345,000","5,244,000","1,126,000","9,915,000","6,855,000"
				TotalTaxPayable,,"10,695,000","64,310,000",,,,,,,,,,,
