name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"341,391,000","87,770,000","91,653,000","82,381,000","79,587,000","79,807,000","75,778,000","75,665,000","87,047,000","74,652,000","76,996,000","79,304,000","77,476,000","81,401,000","32,314,000","31,686,000","30,216,000","31,883,000","28,048,000","21,106,000","14,142,000","12,788,000","12,344,000","12,410,000","11,640,000","11,063,000","10,219,000","9,660,000","7,660,000","7,623,000","7,487,000","7,332,000","6,760,000","6,256,000","6,216,000","5,868,000"
	OperatingRevenue,"341,391,000","87,770,000","91,653,000","82,381,000","79,587,000","79,807,000","75,778,000","75,665,000","87,047,000","74,652,000","76,996,000","79,304,000","77,476,000","81,401,000","32,314,000","31,686,000","30,216,000","31,883,000","28,048,000","21,106,000","14,142,000","12,788,000","12,344,000","12,410,000","11,640,000","11,063,000","10,219,000","9,660,000","7,660,000","7,623,000","7,487,000","7,332,000","6,760,000","6,256,000","6,216,000","5,868,000"
PretaxIncome,"177,098,000","41,572,000","52,203,000","46,030,000","37,293,000","40,780,000","27,503,000","29,118,000","28,015,000","3,450,000","37,219,000","35,000,000","34,245,000","9,396,000","13,412,000","10,383,000","12,543,000","13,899,000","10,484,000","7,832,000","5,417,000","4,448,000","4,819,000","5,143,000","4,812,000","4,243,000","3,876,000","3,818,000","2,782,000","2,431,000","2,481,000","2,082,000","1,875,000","1,470,000","1,507,000","1,444,000"
TaxProvision,"35,831,000","8,102,000","10,697,000","9,195,000","7,837,000","8,993,000","4,702,000","6,198,000","3,987,000","-684,000","8,168,000","7,595,000","7,369,000","1,989,000","3,587,000","1,448,000","2,350,000","3,511,000","7,227,000","2,650,000","1,802,000","1,350,000","1,630,000","1,768,000","1,639,000","1,430,000","1,303,000","1,281,000","926,000","607,000","792,000","723,000","677,000","512,000","511,000","492,000"
NetIncomeCommonStockholders,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,140,000","3,615,000","3,098,000","3,189,000","3,375,000","3,173,000","2,813,000","2,535,000","2,517,000","1,836,000","1,804,000","1,669,000","1,339,000","1,178,000","938,000","976,000","952,000"
	NetIncome,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,182,000","3,615,000","3,098,000","3,189,000","3,375,000","3,173,000","2,813,000","2,573,000","2,537,000","1,856,000","1,824,000","1,689,000","1,359,000","1,198,000","958,000","996,000","952,000"
		NetIncomeIncludingNoncontrollingInterests,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,182,000","3,615,000","3,098,000","3,189,000","3,375,000","3,173,000","2,813,000","2,573,000","2,537,000","1,856,000","1,824,000","1,689,000","1,359,000","1,198,000","958,000","996,000","952,000"
			NetIncomeContinuousOperations,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,182,000","3,615,000","3,098,000","3,189,000","3,375,000","3,173,000","2,813,000","2,573,000","2,537,000","1,856,000","1,824,000","1,689,000","1,359,000","1,198,000","958,000","996,000","952,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,"0","42,000",,,,,,,"38,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000",
DilutedNIAvailtoComStockholders,"141,267,000","33,470,000","41,506,000","36,835,000","29,456,000","31,787,000","22,801,000","22,920,000","24,028,000","4,134,000","29,051,000","27,405,000","26,876,000","7,407,000","9,825,000","8,935,000","10,193,000","10,388,000","3,257,000","5,140,000","3,615,000","3,098,000","3,189,000","3,375,000","3,173,000","2,813,000","2,535,000","2,517,000","1,836,000","1,804,000","1,669,000","1,339,000","1,178,000","938,000","976,000","952,000"
