name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"317,000,000","89,000,000","2,000,000","122,000,000","104,000,000","50,000,000","122,000,000","95,000,000","109,000,000","41,000,000","57,000,000","118,000,000","33,000,000","48,000,000","129,000,000","72,000,000","94,000,000","-130,000,000","-45,000,000","28,000,000","325,000,000","-115,000,000","53,000,000","20,000,000","9,000,000","-21,000,000","132,000,000","54,000,000","-31,000,000","-108,000,000","-8,000,000","158,000,000","37,000,000","-17,000,000","209,000,000","178,000,000","-4,000,000","-93,000,000","153,000,000","44,000,000","52,000,000","-107,000,000","338,000,000","89,000,000","-2,000,000","225,000,000","8,000,000","109,000,000","437,000,000","-5,000,000","-9,000,000","-19,000,000","164,000,000","-172,000,000","123,000,000","285,000,000","-352,000,000","68,000,000","76,000,000","-302,000,000","477,000,000","-3,000,000","12,000,000","458,000,000","847,000,000","-386,000,000"
	CashFlowFromContinuingOperatingActivities,"317,000,000","89,000,000","2,000,000","122,000,000","104,000,000","50,000,000","122,000,000","95,000,000","109,000,000","41,000,000","57,000,000","118,000,000","33,000,000","48,000,000","129,000,000","72,000,000","94,000,000","-130,000,000","-45,000,000","28,000,000","325,000,000","-115,000,000","53,000,000","20,000,000","9,000,000","-21,000,000","132,000,000","54,000,000","-31,000,000","-108,000,000","-8,000,000","158,000,000","37,000,000","-17,000,000","209,000,000","178,000,000","-4,000,000","-93,000,000","153,000,000","44,000,000","52,000,000","-107,000,000","338,000,000","89,000,000","-2,000,000","225,000,000","8,000,000","109,000,000","437,000,000","-5,000,000","-9,000,000","-19,000,000","164,000,000","-172,000,000","123,000,000","285,000,000","-352,000,000","68,000,000","76,000,000","-302,000,000","477,000,000","-3,000,000","12,000,000","458,000,000","847,000,000","-386,000,000"
		NetIncomeFromContinuingOperations,"-94,000,000","-70,000,000","69,000,000","58,000,000","-149,000,000","48,000,000","20,000,000","52,000,000","-39,000,000","-84,000,000","59,000,000","58,000,000","50,000,000","42,000,000","49,000,000","60,000,000","62,000,000","139,000,000","278,000,000","47,000,000","79,000,000","38,000,000","-86,000,000","-57,000,000","47,000,000","45,000,000","48,000,000","59,000,000","68,000,000","51,000,000","-1,231,000,000","45,000,000","8,000,000","-20,000,000","32,000,000","87,000,000","111,000,000","97,000,000","52,000,000","-60,000,000","112,000,000","98,000,000","105,000,000","191,000,000",,,"97,000,000","117,000,000","122,000,000","59,000,000","89,000,000","97,000,000","101,000,000","77,000,000","88,000,000","85,000,000","48,000,000","98,000,000","71,000,000","63,000,000","140,000,000","28,000,000","43,000,000","7,000,000","85,000,000","33,000,000"
		OperatingGainsLosses,"297,000,000","118,000,000","-6,000,000","-2,000,000","187,000,000","-11,000,000","0","-13,000,000","-15,000,000","-20,000,000","-17,000,000","-10,000,000","-21,000,000","-4,000,000","-25,000,000","-21,000,000","105,000,000","-138,000,000","-13,000,000","-23,000,000","-32,000,000","-9,000,000","-11,000,000","-19,000,000","-39,000,000","-29,000,000","-53,000,000","-41,000,000","-81,000,000","-35,000,000","-52,000,000","-38,000,000","-49,000,000","-31,000,000","-32,000,000","-31,000,000","-46,000,000","-30,000,000","-70,000,000","-43,000,000","-33,000,000","-37,000,000","-50,000,000","-23,000,000","-41,000,000","-44,000,000","-38,000,000","-23,000,000","-61,000,000","-15,000,000","1,000,000","1,000,000","-26,000,000","-21,000,000","-64,000,000","-62,000,000","49,000,000","-11,000,000","19,000,000","10,000,000","-243,000,000","52,000,000","12,000,000","24,000,000","-117,000,000","-38,000,000"
			GainLossOnSaleOfPPE,,,,,,,,,,"-19,000,000","-6,000,000","-1,000,000","-6,000,000","-4,000,000",,,,"-115,000,000",,,,,"-1,000,000","0",,,"-27,000,000","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"300,000,000","118,000,000","-5,000,000","1,000,000","186,000,000","-12,000,000","0","-13,000,000","-16,000,000","-1,000,000","-11,000,000","-9,000,000","-15,000,000","0","-27,000,000","-21,000,000","-10,000,000","-23,000,000","-8,000,000","-23,000,000","-32,000,000","-9,000,000","-10,000,000","-19,000,000","-33,000,000","-29,000,000","-26,000,000","-35,000,000","-53,000,000","-35,000,000","-45,000,000","-38,000,000","-49,000,000","-31,000,000","-30,000,000","-31,000,000","-46,000,000","-30,000,000","-38,000,000","-43,000,000","-33,000,000","-37,000,000","-50,000,000","-23,000,000","-41,000,000","-44,000,000","-38,000,000","-23,000,000","-61,000,000","-15,000,000","1,000,000","1,000,000","-26,000,000","-21,000,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"141,000,000","33,000,000","32,000,000","38,000,000","38,000,000","38,000,000","41,000,000","26,000,000","21,000,000","27,000,000","28,000,000","28,000,000","23,000,000","25,000,000","16,000,000","17,000,000","17,000,000","13,000,000","10,000,000","11,000,000","14,000,000","13,000,000","14,000,000","12,000,000","10,000,000","9,000,000","10,000,000","10,000,000","8,000,000","11,000,000","17,000,000","19,000,000","18,000,000","18,000,000","19,000,000","18,000,000","16,000,000","15,000,000","17,000,000","15,000,000","17,000,000","16,000,000","17,000,000","19,000,000","18,000,000","17,000,000","17,000,000","16,000,000","14,000,000","15,000,000","14,000,000","13,000,000","14,000,000","14,000,000","16,000,000","16,000,000","9,000,000","8,000,000","11,000,000","6,000,000","11,000,000","13,000,000","15,000,000","9,000,000","12,000,000","11,000,000"
			DepreciationAndAmortization,"141,000,000","33,000,000","32,000,000","38,000,000","38,000,000","38,000,000","41,000,000","26,000,000","21,000,000","27,000,000","28,000,000","28,000,000","23,000,000","25,000,000","16,000,000","17,000,000","17,000,000","13,000,000","10,000,000","11,000,000","14,000,000","13,000,000","14,000,000","12,000,000","10,000,000","9,000,000","10,000,000","10,000,000","8,000,000","11,000,000","17,000,000","19,000,000","18,000,000","18,000,000","19,000,000","18,000,000","16,000,000","15,000,000","17,000,000","15,000,000","17,000,000","16,000,000","17,000,000","19,000,000","18,000,000","17,000,000","17,000,000","16,000,000","14,000,000","15,000,000","14,000,000","13,000,000","14,000,000","14,000,000","16,000,000","16,000,000","9,000,000","8,000,000","11,000,000","6,000,000","11,000,000","13,000,000","15,000,000","9,000,000","12,000,000","11,000,000"
		DeferredTax,"52,000,000","16,000,000","6,000,000","3,000,000","28,000,000","7,000,000","-29,000,000","5,000,000","-6,000,000","-10,000,000","-14,000,000","0","-3,000,000","3,000,000","-1,000,000","-5,000,000","9,000,000","25,000,000","-247,000,000","10,000,000","-90,000,000","5,000,000","11,000,000","0","5,000,000","2,000,000","0","17,000,000","-3,000,000","0","355,000,000","-13,000,000","5,000,000","6,000,000","-46,000,000","-33,000,000","22,000,000","81,000,000","-43,000,000","4,000,000","32,000,000","25,000,000","-37,000,000","-123,000,000","-22,000,000","9,000,000","23,000,000","11,000,000","-3,000,000","-17,000,000","79,000,000","19,000,000","-18,000,000","-15,000,000","36,000,000","29,000,000","4,000,000","19,000,000","-35,000,000","-14,000,000","19,000,000","3,000,000","11,000,000","5,000,000","-35,000,000","31,000,000"
			DeferredIncomeTax,"52,000,000","16,000,000","6,000,000","3,000,000","28,000,000","7,000,000","-29,000,000","5,000,000","-6,000,000","-10,000,000","-14,000,000","0","-3,000,000","3,000,000","-1,000,000","-5,000,000","9,000,000","25,000,000","-247,000,000","10,000,000","-90,000,000","5,000,000","11,000,000","0","5,000,000","2,000,000","0","17,000,000","-3,000,000","0","355,000,000","-13,000,000","5,000,000","6,000,000","-46,000,000","-33,000,000","22,000,000","81,000,000","-43,000,000","4,000,000","32,000,000","25,000,000","-37,000,000","-123,000,000","-22,000,000","9,000,000","23,000,000","11,000,000","-3,000,000","-17,000,000","79,000,000","19,000,000","-18,000,000","-15,000,000","36,000,000","29,000,000","4,000,000","19,000,000","-35,000,000","-14,000,000","19,000,000","3,000,000","11,000,000","5,000,000","-35,000,000","31,000,000"
