name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"347,266,599","782,073,801","759,250,070","1,076,440,619"
EnterpriseValue,"139,474,599","549,515,801","501,703,070","1,308,987,619"
PsRatio,"76.51","87.588","125.284","193.388"
PbRatio,"1.02","2.138","1.958",
EnterprisesValueRevenueRatio,"30.735","670.959","345.526","850.544"
EnterprisesValueEBITDARatio,"-1.212","-21.322","-21.524","-58.565"
