name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
			WorkInProcess,"27,794,000","23,160,000","25,981,000","19,058,000","12,715,000","10,864,000","19,125,000","16,536,000","10,332,000","7,644,000","16,227,000","17,535,000","10,418,000","6,845,000","17,340,000","17,575,000","8,784,000","4,559,000","11,776,000","11,933,000","26,800,000","18,459,000","29,162,000","24,573,000","13,698,000","11,175,000","19,604,000","16,020,000","9,514,000","34,109,000","12,464,000","8,566,000","9,589,000","10,249,000","25,506,000","6,465,000","8,317,000","9,348,000","10,403,000","10,466,000","11,238,000","11,933,000","19,898,000","15,442,000","16,240,000","15,320,000","17,166,000","13,390,000","15,006,000","15,511,000",,"16,619,000","19,029,000","5,669,000","5,706,000",,"4,291,000","16,882,000","5,016,000","3,911,000","3,736,000","4,169,000","5,093,000","3,370,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"110,145,000","105,058,000","163,834,000","72,267,000","55,283,000","37,030,000","104,862,000","35,779,000","32,361,000","36,430,000","105,102,000","36,820,000","31,947,000","31,613,000","92,514,000","33,930,000","29,716,000","26,853,000","85,141,000","34,476,000","30,602,000","43,612,000","107,689,000","44,264,000","44,319,000","49,877,000","112,667,000","43,254,000","38,788,000","30,823,000","58,574,000","30,859,000","28,884,000","26,524,000","55,635,000","30,906,000","32,395,000","30,049,000","51,228,000","26,557,000","29,585,000","30,591,000","50,247,000","26,629,000","27,573,000","25,535,000","44,295,000","23,611,000","23,390,000","21,956,000",,"23,759,000","56,312,000","55,570,000","93,339,000",,"48,072,000","41,007,000","59,528,000","43,113,000","46,682,000","38,988,000","51,647,000","36,689,000","38,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"33,506,000","32,956,000","68,644,000","51,792,000","30,243,000","30,879,000","39,316,000","25,186,000","21,312,000","23,439,000","25,649,000","25,580,000","20,592,000","20,108,000","25,998,000","24,021,000","17,780,000","22,007,000","26,943,000","17,735,000","17,388,000","19,597,000","27,852,000","16,382,000","14,666,000","17,995,000","19,683,000","14,822,000","14,953,000","16,224,000","10,730,000","9,600,000","5,874,000","7,133,000","8,530,000","9,941,000","6,221,000","7,262,000","12,345,000","11,082,000","6,575,000","7,073,000","10,044,000","7,375,000","8,483,000","7,313,000","8,356,000","5,662,000","5,664,000","6,810,000","6,255,000","4,518,000","9,780,000","9,264,000","16,731,000","8,723,000","8,301,000","9,920,000","18,342,000","9,576,000","11,534,000","11,183,000","27,123,000","6,063,000","7,043,000","6,027,000","7,710,000","5,289,000","3,282,000","2,137,000","3,681,000","1,517,000","5,898,000","2,750,000","4,941,000","2,208,000","2,903,000","2,837,000","4,797,000","2,220,000","2,016,000","1,926,000","1,848,000","1,831,000","4,438,000",,"4,605,000",,"1,624,000","2,200,000","1,800,000","1,300,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,483,000","4,873,000","6,898,000","6,257,000","5,658,000","5,156,000","7,780,000","6,617,000","6,166,000","5,746,000","6,332,000","5,902,000","7,161,000","4,993,000","6,916,000","6,413,000","5,962,000","5,416,000","6,099,000","5,711,000","9,391,000","5,109,000","7,409,000","8,415,000","13,026,000","12,666,000","8,098,000","7,913,000","7,977,000","7,977,000","8,886,000","10,138,000","23,040,000","19,260,000","25,562,000","10,596,000","22,292,000","17,427,000","8,236,000","7,149,000","14,584,000","10,219,000","18,522,000","18,522,000","18,430,000","16,463,000",,,,,,,,,,,,,,,,,"611,000","800,000","1,000,000","1,500,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,483,000","4,873,000","6,898,000","6,257,000","5,658,000","5,156,000","7,780,000","6,617,000","6,166,000","5,746,000","6,332,000","5,902,000","7,161,000","4,993,000","6,916,000","6,413,000","5,962,000","5,416,000","6,099,000","5,711,000","9,391,000","5,109,000","7,409,000","8,415,000","13,026,000","12,666,000","8,098,000","7,913,000","7,977,000","7,977,000","8,886,000","10,138,000","23,040,000","19,260,000","25,562,000","10,596,000","22,292,000","17,427,000","8,236,000","7,149,000","14,584,000","10,219,000","18,522,000","18,522,000","18,430,000","16,463,000",,,,,,,,,,,,,,,,,"611,000","800,000","1,000,000","1,500,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,"91,822,000",,,,,,,,,,,"0","1,133,000","4,275,000","4,863,000","6,095,000","0","0","100,000","100,000","145,000","1,022,000","1,010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,325,000","21,419,000","18,143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,511,000",,"4,330,000","3,674,000","3,200,000","2,700,000","2,400,000"
	TotalNonCurrentAssets,"746,794,000","748,467,000","704,383,000","676,620,000","658,788,000","658,816,000","659,725,000","395,805,000","394,948,000","394,627,000","396,557,000","303,202,000","294,436,000","295,262,000","296,176,000","297,868,000","288,084,000","289,176,000","292,121,000","295,068,000","288,561,000","334,133,000","333,853,000","339,855,000","334,495,000","335,690,000","336,075,000","341,978,000","323,265,000","325,196,000","175,082,000","175,751,000","166,351,000","166,472,000","156,858,000","157,424,000","155,385,000","150,175,000","150,775,000","149,107,000","145,889,000","146,520,000","155,418,000","156,126,000","150,530,000","149,519,000","155,736,000","158,408,000","150,293,000","158,830,000","161,637,000","164,049,000","184,929,000","251,342,000","270,833,000","261,788,000","224,271,000","226,205,000","227,556,000","228,523,000","223,034,000","230,817,000","230,150,000","232,438,000","164,066,000","162,635,000","166,833,000","150,542,000","110,067,000","107,644,000","112,406,000","111,560,000","103,658,000","109,830,000","113,829,000","123,233,000","109,398,000","102,696,000","111,933,000","116,546,000","101,922,000","102,945,000","107,804,000","106,436,000","87,854,000","86,037,000","85,557,000","89,736,000","89,955,000","91,400,000","71,400,000","61,200,000"
		NetPPE,"360,964,000","361,592,000","330,428,000","301,517,000","284,106,000","285,694,000","288,405,000","235,835,000","236,683,000","235,511,000","239,298,000","166,681,000","158,190,000","160,204,000","160,350,000","163,340,000","153,737,000","154,606,000","157,473,000","161,381,000","154,668,000","168,655,000","168,186,000","171,362,000","165,553,000","165,817,000","167,777,000","170,100,000","152,081,000","153,370,000","60,046,000","60,147,000","55,886,000","55,747,000","52,749,000","52,943,000","51,365,000","49,757,000","49,140,000","48,669,000","47,799,000","48,821,000","49,505,000","50,354,000","48,719,000","49,776,000","49,248,000","51,324,000","51,290,000","52,027,000","52,850,000","54,770,000","73,544,000","75,157,000","73,620,000","65,737,000","61,017,000","62,209,000","62,666,000","62,561,000","62,575,000","63,366,000","62,071,000","59,732,000","55,851,000","56,555,000","54,323,000","50,474,000","40,904,000","41,642,000","41,670,000","42,460,000","41,351,000","43,202,000","44,858,000","46,500,000","44,454,000","46,747,000","49,103,000","51,002,000","48,478,000","50,347,000","48,920,000","49,861,000","45,548,000","43,916,000","41,157,000","40,854,000","38,678,000","36,500,000","32,000,000","27,500,000"
			GrossPPE,"655,190,000","644,112,000","601,876,000","567,187,000","547,048,000","537,416,000","529,885,000","469,645,000","463,828,000","455,804,000","452,432,000","372,314,000","356,752,000","351,694,000","344,815,000","339,922,000","346,274,000","339,564,000","334,735,000","330,700,000","339,049,000","399,985,000","391,940,000","387,301,000","373,399,000","370,143,000","396,143,000","392,429,000","152,081,000","153,370,000","60,046,000","268,258,000","55,886,000","55,747,000","52,749,000","255,523,000","51,365,000","49,757,000",,"234,657,000",,,,"225,834,000",,,,"204,170,000",,,,"189,887,000",,"217,542,000","216,005,000",,"184,994,000","186,186,000","186,643,000","186,538,000","176,649,000","177,440,000","176,145,000","173,806,000","155,665,000","156,369,000","154,137,000","150,288,000","119,022,000","119,760,000","119,788,000","120,578,000","105,662,000","107,513,000","109,169,000","110,811,000","94,523,000","96,816,000","99,172,000","101,071,000","85,036,000","86,905,000","85,478,000","86,419,000","45,548,000","73,040,000","70,281,000","67,641,000","62,867,000","58,300,000","51,400,000","45,100,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,"51,803,000","49,550,000","49,113,000","49,113,000","49,337,000","49,337,000","48,071,000","47,928,000","42,490,000","42,490,000","42,418,000","42,128,000","42,101,000","42,057,000","42,029,000","41,751,000","41,619,000","41,562,000","40,492,000","40,492,000","40,353,000","40,353,000","40,301,000","40,272,000","40,149,000","40,149,000","40,125,000","40,105,000",,,,"2,907,000",,,,"2,907,000",,,,"2,907,000",,,,"2,907,000",,,,"2,907,000",,,,"2,907,000",,,,,,,,"2,516,000",,,,"2,516,000",,,,"2,516,000",,,,"666,000",,,,"666,000",,,,"666,000",,,,"637,000",,,,"396,000",,,,"400,000"
				BuildingsAndImprovements,"65,166,000","62,616,000","62,254,000","62,232,000","61,755,000","61,679,000","61,670,000","61,159,000","60,512,000","60,255,000","59,800,000","59,236,000","59,115,000","59,108,000","58,935,000","58,450,000","58,088,000","57,803,000","57,275,000","56,791,000","56,407,000","55,915,000","55,746,000","54,950,000","55,806,000","55,758,000","55,657,000","55,121,000",,,,"12,551,000",,,,"9,807,000",,,,"9,807,000",,,,"9,807,000",,,,"9,659,000",,,,"9,659,000",,,,,,,,"35,296,000",,,,"36,883,000",,,,"33,146,000",,,,"23,805,000",,,,"11,454,000",,,,"23,077,000",,,,"8,439,000",,,,"6,421,000",,,,"5,700,000"
				MachineryFurnitureEquipment,"265,814,000","257,372,000","247,679,000","242,545,000","233,665,000","227,304,000","221,425,000","206,645,000","199,410,000","193,901,000","189,044,000","185,772,000","175,969,000","171,578,000","166,089,000","162,869,000","174,365,000","169,891,000","167,061,000","164,203,000","177,409,000","205,658,000","198,944,000","189,070,000","180,194,000","179,779,000","208,797,000","207,277,000",,,,"198,451,000",,,,"193,445,000",,,,"205,305,000",,,,"195,927,000",,,,"174,882,000",,,,"162,282,000",,,,,,,,"90,963,000",,,,"83,321,000",,,,"114,626,000",,,,"59,786,000",,,,"54,712,000",,,,"49,877,000",,,,"42,351,000",,,,"34,994,000",,,,"24,900,000"
				OtherProperties,"234,512,000","240,884,000","197,718,000","168,756,000","165,380,000","166,136,000","164,638,000","132,108,000","134,745,000","136,499,000","138,127,000","61,415,000","57,915,000","57,471,000","55,495,000","53,066,000","50,160,000","48,889,000","47,763,000","47,293,000","44,887,000","67,639,000","66,275,000","72,912,000","68,731,000","67,653,000","65,450,000","63,132,000","152,081,000","153,370,000","60,046,000","35,845,000","55,886,000","55,747,000","52,749,000","31,798,000","51,365,000","49,757,000",,,,,,,,,,,,,,,,,,,,,,"57,763,000",,,,"51,086,000",,,,,,,,"36,321,000",,,,"43,979,000",,,,"27,451,000",,,,"34,992,000",,,,"25,830,000",,,,"14,100,000"
				ConstructionInProgress,"12,280,000","8,126,000","20,400,000","18,090,000","10,873,000","7,291,000","8,556,000","8,130,000","12,489,000","8,524,000","8,968,000","9,902,000","8,222,000","8,058,000","9,004,000","10,789,000","9,489,000","9,114,000","10,178,000","9,971,000","8,615,000","8,486,000","8,957,000","8,513,000","7,978,000","6,634,000","6,556,000","7,335,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"25,615,000","25,564,000","24,712,000","26,451,000","26,038,000","25,669,000","25,525,000","13,675,000","14,182,000","14,135,000","14,075,000","13,861,000","13,430,000","13,422,000","13,263,000","12,997,000","12,553,000","12,305,000","11,966,000","11,950,000","11,378,000","21,934,000","21,717,000","21,584,000","20,541,000","20,170,000","19,558,000","19,459,000",,,,"18,504,000",,,,"17,566,000",,,,"16,638,000",,,,"17,193,000",,,,"16,722,000",,,,"15,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-294,226,000","-282,520,000","-271,448,000","-265,670,000","-262,942,000","-251,722,000","-241,480,000","-233,810,000","-227,145,000","-220,293,000","-213,134,000","-205,633,000","-198,562,000","-191,490,000","-184,465,000","-176,582,000","-192,537,000","-184,958,000","-177,262,000","-169,319,000","-184,381,000","-231,330,000","-223,754,000","-215,939,000","-207,846,000","-204,326,000","-228,366,000","-222,329,000",,,,"-208,111,000",,,,"-202,580,000",,,,"-185,988,000",,,,"-175,480,000",,,,"-152,846,000",,,,"-135,117,000",,"-142,385,000","-142,385,000",,"-123,977,000","-123,977,000","-123,977,000","-123,977,000","-114,074,000","-114,074,000","-114,074,000","-114,074,000","-99,814,000","-99,814,000","-99,814,000","-99,814,000","-78,118,000","-78,118,000","-78,118,000","-78,118,000","-64,311,000","-64,311,000","-64,311,000","-64,311,000","-50,069,000","-50,069,000","-50,069,000","-50,069,000","-36,558,000","-36,558,000","-36,558,000","-36,558,000",,"-29,124,000","-29,124,000","-26,787,000","-24,189,000","-21,800,000","-19,400,000","-17,600,000"
		GoodwillAndOtherIntangibleAssets,"360,546,000","359,711,000","346,294,000","347,198,000","348,010,000","348,720,000","349,635,000","140,984,000","141,211,000","141,438,000","141,665,000","122,205,000","122,352,000","122,499,000","122,196,000","122,413,000","122,683,000","123,050,000","123,319,000","123,680,000","124,208,000","156,035,000","156,376,000","156,667,000","156,349,000","156,892,000","157,834,000","159,222,000","158,179,000","158,748,000","104,342,000","104,782,000","99,184,000","99,690,000","90,875,000","91,219,000","91,845,000","88,313,000","89,258,000","89,739,000","83,339,000","83,746,000","84,512,000","83,355,000","81,892,000","81,322,000","81,655,000","82,253,000","82,967,000","82,569,000","83,313,000","84,027,000","95,067,000","170,042,000","191,055,000","192,924,000","162,468,000","163,130,000","164,213,000","164,881,000","158,985,000","159,603,000","160,241,000","160,963,000","84,237,000","82,272,000","77,291,000","77,434,000","44,661,000","44,455,000","36,969,000","37,127,000","40,426,000","40,587,000","40,745,000","40,903,000","41,086,000","41,352,000","41,598,000","41,846,000","25,548,000","25,538,000","25,632,000","29,197,000","32,155,000","33,862,000","35,871,000","38,040,000","36,773,000","40,400,000","21,500,000","21,400,000"
			Goodwill,"213,905,000","212,533,000","208,150,000","208,150,000","208,048,000","208,048,000","208,048,000","74,711,000","74,711,000","74,711,000","74,711,000","62,590,000","62,590,000","62,590,000","62,590,000","62,590,000","62,590,000","62,590,000","62,590,000","62,590,000","62,767,000","77,667,000","77,667,000","77,667,000","76,956,000","76,956,000","76,957,000","77,097,000","99,690,000","99,690,000","60,164,000","60,166,000","54,008,000","54,105,000","47,943,000","47,943,000","47,901,000","47,901,000","47,901,000","47,901,000","40,695,000","40,695,000","41,696,000","41,547,000","41,519,000","41,211,000","41,211,000","41,211,000","41,211,000","41,211,000","41,233,000","41,205,000","41,188,000","105,424,000","124,062,000","124,164,000","111,717,000","111,714,000","112,131,000","112,131,000","105,571,000","105,548,000","131,390,000","131,141,000","68,885,000",,,,,,,,,,,,,,,"37,772,000",,,,,,,,,,,,
