name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"194,337,000","48,420,000","53,135,000","46,913,000","45,869,000","34,373,000","34,783,000","35,243,000","15,213,000","26,296,000","9,946,000","1,309,000","1,488,000","1,077,000","494,000","201,000","12,000","0","118","128,000"
	OperatingRevenue,"194,337,000","48,420,000","53,135,000","46,913,000","45,869,000","34,373,000","34,783,000","35,243,000","15,213,000","26,296,000","9,946,000","1,309,000","1,488,000","1,077,000","494,000","201,000","12,000","0","118","128,000"
CostOfRevenue,"65,776,000","15,178,000","17,744,000","15,719,000","17,135,000","13,974,000","12,652,000","13,434,000","8,463,000","9,895,000","4,538,000","632,000","772,000","548,000","245,000","106,000","5,000","0","-56","118,000"
GrossProfit,"128,561,000","33,242,000","35,391,000","31,194,000","28,734,000","20,399,000","22,131,000","21,809,000","6,750,000","16,401,000","5,408,000","677,000","716,000","529,000","249,000","95,000","7,000","0","174","10,000"
OperatingExpense,"202,286,000","56,775,000","53,071,000","47,696,000","44,744,000","37,601,000","33,012,000","30,578,000","26,155,000","31,106,000","28,071,000","25,724,000","19,986,000","14,148,000","9,700,000","7,637,000","8,625,000","6,526,000","4,939,392","4,603,000"
	SellingGeneralAndAdministration,"154,096,000","43,076,000","40,742,000","36,832,000","33,446,000","27,554,000","24,872,000","22,830,000","19,757,000","24,222,000","21,838,000","20,869,000","15,112,000","9,929,000","4,917,000","3,739,000","2,447,000","1,983,000","1,565,456","1,471,000"
		GeneralAndAdministrativeExpense,"36,172,000","10,013,000","9,404,000","8,720,000","8,035,000","6,626,000","6,588,000","5,773,000","5,537,000","7,653,000","5,537,000","5,162,000","4,362,000","4,015,000","3,501,000","2,790,000","1,636,000","1,435,000","1,302,541","1,103,000"
			OtherGandA,"36,172,000","10,013,000","9,404,000","8,720,000","8,035,000","6,626,000","6,588,000","5,773,000","5,537,000","7,653,000","5,537,000","5,162,000","4,362,000","4,015,000","3,501,000","2,790,000","1,636,000","1,435,000","1,302,541","1,103,000"
		SellingAndMarketingExpense,"117,924,000","33,063,000","31,338,000","28,112,000","25,411,000","20,928,000","18,284,000","17,057,000","14,220,000","16,569,000","16,301,000","15,707,000","10,750,000","5,914,000","1,416,000","949,000","811,000","548,000","262,915","368,000"
	ResearchAndDevelopment,"39,164,000","11,236,000","10,182,000","8,648,000","9,098,000","9,369,000","8,140,000","7,748,000","6,398,000","6,884,000","6,233,000","4,855,000","4,874,000","4,219,000","4,783,000","3,898,000","6,178,000","4,543,000","3,373,046","3,132,000"
	DepreciationAmortizationDepletionIncomeStatement,"9,026,000","2,463,000","2,147,000","2,216,000","2,200,000","678,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"9,026,000","2,463,000","2,147,000","2,216,000","2,200,000","678,000",,,,,,,,,,,,,,
			Amortization,"9,026,000","2,463,000","2,147,000","2,216,000","2,200,000","678,000",,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"9,026,000","2,463,000","2,147,000","2,216,000","2,200,000","678,000",,,,,,,,,,,,,,
