name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,"1,793,000,000","327,000,000","556,000,000","458,000,000","452,000,000","235,000,000","393,000,000","622,000,000","580,000,000","391,000,000","251,000,000","405,000,000","450,000,000","70,000,000","610,000,000","479,000,000","219,000,000","228,000,000","525,000,000","467,000,000","443,000,000","211,000,000","607,000,000","373,000,000","643,000,000","5,000,000","749,000,000","401,000,000","446,000,000","95,000,000","616,000,000","523,000,000","386,000,000","268,000,000","418,000,000","684,000,000","367,000,000","338,000,000","383,000,000","695,000,000","340,000,000","340,000,000","326,000,000","623,000,000","336,000,000","310,000,000","-71,000,000","486,000,000","343,000,000","250,000,000","413,000,000","534,000,000","451,000,000","245,000,000","79,000,000","499,000,000","441,000,000","248,000,000","250,000,000","503,000,000","395,000,000","355,000,000","298,500,000","610,200,000","338,000,000","163,800,000","8,600,000","547,300,000","377,400,000","210,000,000","199,900,000","539,600,000","235,900,000","253,600,000","188,000,000","522,600,000","272,100,000","188,300,000","-70,600,000","506,800,000","276,200,000","287,500,000","277,200,000","436,100,000","339,800,000","78,900,000","250,800,000","238,200,000","193,500,000","198,400,000","245,800,000","249,800,000","149,900,000","149,700,000","153,100,000","224,200,000","204,200,000","138,500,000","180,700,000","284,800,000","243,900,000","170,400,000","156,400,000","246,200,000","129,000,000","179,900,000","179,700,000","385,000,000","262,600,000","213,700,000","226,600,000","334,000,000","203,700,000","202,500,000","149,400,000","305,800,000","233,900,000","111,100,000","228,400,000","221,700,000","181,600,000","110,200,000","309,200,000","228,700,000","154,600,000","241,900,000","242,500,000","276,700,000","126,800,000","173,200,000","155,500,000","180,500,000","27,100,000","170,400,000"
	CashFlowFromContinuingOperatingActivities,"1,793,000,000","327,000,000","556,000,000","458,000,000","452,000,000","235,000,000","393,000,000","622,000,000","580,000,000","391,000,000","251,000,000","405,000,000","450,000,000","70,000,000","610,000,000","479,000,000","219,000,000","228,000,000","525,000,000","467,000,000","443,000,000","211,000,000","607,000,000","373,000,000","643,000,000","5,000,000","749,000,000","401,000,000","446,000,000","95,000,000","616,000,000","523,000,000","386,000,000","268,000,000","418,000,000","684,000,000","367,000,000","338,000,000","383,000,000","695,000,000","340,000,000","340,000,000","326,000,000","623,000,000","336,000,000","310,000,000","-71,000,000","486,000,000","343,000,000","250,000,000","413,000,000","534,000,000","451,000,000","245,000,000","79,000,000","499,000,000","441,000,000","248,000,000","250,000,000","503,000,000","395,000,000","355,000,000","298,500,000","610,200,000","338,000,000","163,800,000","8,600,000","547,300,000","377,400,000","210,000,000","199,900,000","539,600,000","235,900,000","253,600,000","188,000,000","522,600,000","272,100,000","188,300,000","-70,600,000","506,800,000","276,200,000","287,500,000","277,200,000","436,100,000","339,800,000","78,900,000","250,800,000","238,200,000","193,500,000","198,400,000","245,800,000","249,800,000","149,900,000","149,700,000","153,100,000","224,200,000","204,200,000","138,500,000","180,700,000","284,800,000","243,900,000","170,400,000","156,400,000","246,200,000","129,000,000","179,900,000","179,700,000","385,000,000","262,600,000","213,700,000","226,600,000","334,000,000","203,700,000","202,500,000","149,400,000","305,800,000","233,900,000","111,100,000","228,400,000","221,700,000","181,600,000","110,200,000","309,200,000","228,700,000","154,600,000","241,900,000","242,500,000","276,700,000","126,800,000","173,200,000","155,500,000","180,500,000","27,100,000","170,400,000"
		NetIncomeFromContinuingOperations,"1,548,000,000","424,000,000","434,000,000","305,000,000","385,000,000","371,000,000","208,000,000","352,000,000","354,000,000","350,000,000","152,000,000","248,000,000","292,000,000","285,000,000","-82,000,000","383,000,000","599,000,000","444,000,000","428,000,000","297,000,000","282,000,000","262,000,000","-52,000,000","292,000,000","280,000,000","175,000,000","-40,000,000","205,000,000","222,000,000","227,000,000","-293,000,000","225,000,000","295,000,000","406,000,000","819,000,000","326,000,000","352,000,000","311,000,000","6,000,000","296,000,000","301,000,000","358,000,000","232,000,000","290,000,000",,,"185,000,000","337,000,000","301,000,000","417,000,000","176,000,000","360,000,000","353,000,000","319,000,000","179,000,000","342,000,000","312,000,000","315,000,000","176,000,000","305,000,000","301,000,000","321,000,000","182,400,000","281,100,000","266,500,000","274,100,000","192,400,000","274,300,000","259,000,000","254,700,000","186,400,000","247,000,000","237,400,000","219,800,000","188,000,000","231,300,000","203,900,000","163,900,000","191,000,000","203,500,000","173,800,000","152,600,000","124,600,000","150,300,000","114,600,000","84,100,000","93,200,000","181,900,000","150,900,000","161,700,000","100,900,000","-35,600,000","154,200,000","118,800,000","47,200,000","141,900,000","143,200,000","170,700,000","32,600,000","207,200,000","163,600,000","160,600,000","87,300,000","159,500,000","78,100,000","206,100,000","-71,600,000","230,000,000","135,900,000","196,000,000","153,300,000","216,700,000","151,500,000","183,900,000","149,500,000","209,300,000","142,700,000","179,200,000","114,300,000","204,200,000","168,100,000","196,200,000","118,200,000","172,400,000","152,300,000","163,100,000","108,500,000","162,300,000","135,700,000","96,300,000","57,900,000","123,100,000","129,700,000","111,400,000"
		OperatingGainsLosses,"-397,000,000","-73,000,000","-280,000,000","25,000,000","-69,000,000","-68,000,000","36,000,000","-60,000,000","-19,000,000","-39,000,000","69,000,000","39,000,000","-27,000,000","-38,000,000","358,000,000","-102,000,000","-239,000,000","-47,000,000","-236,000,000","-95,000,000","-40,000,000","-56,000,000","323,000,000","3,000,000","-23,000,000","-22,000,000","392,000,000","-14,000,000","83,000,000","-21,000,000","876,000,000","-28,000,000","-23,000,000","-22,000,000","-1,068,000,000","-2,000,000","-4,000,000","-4,000,000","411,000,000","-11,000,000","-7,000,000","-25,000,000","-5,000,000","-4,000,000","-5,000,000","-178,000,000","-598,000,000","-9,000,000","-14,000,000","-22,000,000","-7,000,000","-9,000,000","-10,000,000","-74,000,000","-573,000,000","51,000,000","112,000,000","-41,000,000","45,000,000","59,000,000","51,000,000","28,000,000","94,800,000",,,"22,100,000","27,700,000","117,500,000","3,800,000","50,300,000","7,800,000","37,900,000","30,400,000","28,400,000",,,"-31,800,000","20,100,000","-424,400,000","25,900,000","-37,300,000","-10,100,000","-30,700,000","-18,500,000","-21,400,000","-40,500,000","4,300,000","-60,900,000","67,600,000","-34,000,000","58,300,000","275,200,000","29,600,000","13,100,000","42,900,000","-10,500,000","-47,900,000","10,500,000","119,900,000","-9,800,000","-8,400,000","-72,900,000","-49,900,000","11,400,000","-38,600,000","25,400,000","379,700,000","19,800,000","43,500,000","-57,700,000","27,300,000","12,700,000","7,000,000","-73,700,000","-33,700,000","0","0","-32,200,000","0","0","0","-58,500,000",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,"72,000,000","0","5,000,000","6,000,000","4,000,000","13,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-397,000,000","-73,000,000","-280,000,000","25,000,000","-69,000,000","-68,000,000","36,000,000","-60,000,000","-19,000,000","-39,000,000","69,000,000","39,000,000","-27,000,000","-38,000,000","358,000,000","-102,000,000","-39,000,000","-47,000,000","-236,000,000","-95,000,000","-40,000,000","-56,000,000","251,000,000","3,000,000","-28,000,000","-28,000,000","388,000,000","-27,000,000","-20,000,000","-21,000,000","876,000,000","-28,000,000","-23,000,000","-22,000,000","-1,068,000,000","-2,000,000","-4,000,000","-4,000,000","411,000,000","-11,000,000","-7,000,000","-25,000,000","-5,000,000","-4,000,000","-5,000,000","-178,000,000","-598,000,000","-9,000,000","-14,000,000","-22,000,000","-7,000,000","-9,000,000","-10,000,000","-74,000,000",,,,"-41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"474,000,000","119,000,000","121,000,000","114,000,000","120,000,000","112,000,000","124,000,000","121,000,000","117,000,000","117,000,000","124,000,000","117,000,000","119,000,000","124,000,000","142,000,000","140,000,000","112,000,000","122,000,000","115,000,000","126,000,000","119,000,000","121,000,000","160,000,000","106,000,000","136,000,000","115,000,000","147,000,000","118,000,000","138,000,000","131,000,000","128,000,000","140,000,000","119,000,000","116,000,000","192,000,000","114,000,000","113,000,000","113,000,000","146,000,000","108,000,000","99,000,000","95,000,000","99,000,000","95,000,000","86,000,000","89,000,000","127,000,000","87,000,000","91,000,000","87,000,000","102,000,000","93,000,000","105,000,000","84,000,000","101,000,000","92,000,000","88,000,000","94,000,000","97,000,000","90,000,000","98,000,000","87,000,000","95,200,000","84,700,000","91,500,000","81,300,000","100,000,000","97,000,000","93,200,000","101,600,000","116,500,000","95,600,000","112,400,000","85,500,000","100,800,000","88,300,000","98,000,000","85,700,000","88,000,000","90,600,000","82,800,000","87,000,000","119,000,000","134,500,000","114,600,000","70,500,000","73,300,000","74,100,000","74,300,000","68,900,000","72,800,000","74,600,000","72,600,000","68,000,000","73,200,000","69,500,000","68,000,000","67,300,000","77,600,000","69,000,000","72,300,000","68,400,000","66,000,000","59,500,000","62,200,000","63,800,000","53,400,000","68,400,000","69,800,000","67,200,000","67,000,000","66,300,000","60,800,000","62,000,000","81,600,000","59,200,000","59,600,000","64,800,000","57,600,000","59,000,000","58,300,000","56,600,000","58,800,000","55,200,000","53,100,000","55,700,000","57,100,000","49,900,000","47,600,000","45,600,000","47,900,000","42,600,000","40,200,000","36,900,000"
			DepreciationAndAmortization,"474,000,000","119,000,000","121,000,000","114,000,000","120,000,000","112,000,000","124,000,000","121,000,000","117,000,000","117,000,000","124,000,000","117,000,000","119,000,000","124,000,000","142,000,000","140,000,000","112,000,000","122,000,000","115,000,000","126,000,000","119,000,000","121,000,000","160,000,000","106,000,000","136,000,000","115,000,000","147,000,000","118,000,000","138,000,000","131,000,000","128,000,000","140,000,000","119,000,000","116,000,000","192,000,000","114,000,000","113,000,000","113,000,000","146,000,000","108,000,000","99,000,000","95,000,000",,,,,"127,000,000","87,000,000","91,000,000","87,000,000","102,000,000","93,000,000","105,000,000","84,000,000","101,000,000","92,000,000","88,000,000","94,000,000","97,000,000","90,000,000","98,000,000","87,000,000","95,200,000","84,700,000","91,500,000","81,300,000","100,000,000","97,000,000","93,200,000","101,600,000","116,500,000","95,600,000","112,400,000","85,500,000","100,800,000","88,300,000","98,000,000","85,700,000","88,000,000","90,600,000","82,800,000","87,000,000","119,000,000","134,500,000","114,600,000","70,500,000","73,300,000","74,100,000","74,300,000","68,900,000","72,800,000","74,600,000","72,600,000","68,000,000","73,200,000","69,500,000","68,000,000","67,300,000","77,600,000","69,000,000","72,300,000","68,400,000","66,000,000","59,500,000","62,200,000","63,800,000","53,400,000","68,400,000","69,800,000","67,200,000","67,000,000","66,300,000","60,800,000","62,000,000","81,600,000","59,200,000","59,600,000","64,800,000","57,600,000","59,000,000","58,300,000","56,600,000","58,800,000","55,200,000","53,100,000","55,700,000","57,100,000","49,900,000","47,600,000","45,600,000","47,900,000","42,600,000","40,200,000","36,900,000"
		DeferredTax,"150,000,000","42,000,000","121,000,000","-46,000,000","33,000,000","17,000,000","12,000,000","34,000,000","15,000,000","8,000,000","218,000,000","-229,000,000","16,000,000","7,000,000","-76,000,000","30,000,000","70,000,000","-1,000,000","108,000,000","47,000,000","0","-67,000,000","0","-33,000,000","7,000,000","0","-108,000,000","-50,000,000","-9,000,000","-2,000,000","-256,000,000","-16,000,000","-27,000,000","45,000,000","344,000,000","-36,000,000","-2,000,000","11,000,000","-119,000,000","-2,000,000","15,000,000","-53,000,000","86,000,000","-1,000,000","-7,000,000","6,000,000","319,000,000","-1,000,000","-41,000,000","-11,000,000","-31,000,000","-39,000,000","61,000,000","-31,000,000","169,000,000","-9,000,000","8,000,000","-11,000,000","45,000,000","-22,000,000","-59,000,000","-33,000,000","-45,800,000","4,500,000","6,300,000","-8,700,000","2,700,000","11,800,000","-54,800,000","-18,900,000","50,100,000","16,500,000","-16,100,000","7,200,000","17,300,000","19,600,000","24,500,000","13,400,000","67,400,000","43,300,000","-10,900,000","11,400,000","64,500,000","27,000,000","6,000,000","-26,000,000","-35,500,000","25,100,000","-6,300,000","15,300,000","-33,400,000","-37,800,000","-100,000","10,800,000","6,400,000","1,100,000","36,800,000","1,700,000","7,000,000","28,900,000","19,200,000","-16,600,000","53,300,000","5,200,000","2,100,000","-2,600,000","-85,100,000","1,900,000","3,900,000","600,000","18,900,000","2,400,000","5,800,000","-2,600,000","-1,700,000","-1,800,000","-3,700,000","15,900,000","6,400,000","-2,900,000","3,500,000","2,700,000","-4,600,000","-3,700,000","4,000,000","-1,100,000","19,100,000","6,700,000","10,400,000","9,400,000","-2,200,000","17,000,000","7,000,000","10,200,000"
