name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"418,468,000","113,670,000","96,186,000","104,346,000","104,266,000","100,828,000","95,077,000","93,254,000","90,267,000","84,314,000","76,170,000","79,215,000","75,863,000","73,720,000","66,914,000","72,454,000","69,981,000","67,305,000","61,539,000","63,186,000","60,372,000","56,598,000","48,379,000","52,709,000","49,738,000","47,905,000","39,707,000","45,684,000","43,716,000","40,114,000","33,722,000","36,325,000","34,916,000","33,024,000","30,604,000","31,234,000","30,054,000","28,698,000","25,181,000","26,408,000","25,333,000","24,007,000","23,153,000","21,027,000","19,830,000","18,247,000","17,343,000","17,335,000","16,312,000","16,038,000"
	OperatingRevenue,"418,468,000","113,670,000","96,186,000","104,346,000","104,266,000","100,828,000","95,077,000","93,254,000","90,267,000","84,314,000","76,170,000","79,215,000","75,863,000","73,720,000","66,914,000","72,454,000","69,981,000","67,305,000","61,539,000","63,186,000","60,372,000","56,598,000","48,379,000","52,709,000","49,738,000","47,905,000","39,707,000","45,684,000","43,716,000","40,114,000","33,722,000","36,325,000","34,916,000","33,024,000","30,604,000","31,234,000","30,054,000","28,698,000","25,181,000","26,408,000","25,333,000","24,007,000","23,153,000","21,027,000","19,830,000","18,247,000","17,343,000","17,335,000","16,312,000","16,038,000"
PretaxIncome,"259,976,000","71,090,000","61,575,000","64,006,000","63,305,000","64,463,000","65,833,000","54,397,000","51,168,000","42,810,000","51,326,000","47,069,000","44,957,000","43,509,000","44,658,000","42,680,000","41,850,000","39,654,000","36,003,000","36,886,000","34,116,000","30,345,000","29,036,000","29,083,000","26,434,000","26,265,000","24,326,000","24,280,000","21,441,000","18,958,000","21,668,000","18,262,000","17,061,000","16,987,000","17,832,000","16,133,000","14,348,000","13,662,000","12,665,000","13,952,000","12,355,000","12,593,000","9,986,000","9,455,000","8,967,000","7,419,000","7,123,000","7,331,000","6,214,000","6,068,000"
TaxProvision,"46,084,000","13,477,000","7,822,000","11,507,000","13,278,000","13,008,000","14,852,000","11,035,000","10,720,000","8,032,000","10,289,000","9,506,000","9,324,000","8,499,000","8,421,000","8,120,000","8,310,000","7,051,000","14,853,000","11,627,000","9,952,000","7,826,000","7,298,000","8,174,000","7,558,000","8,616,000","4,576,000","8,014,000","6,972,000","5,903,000","6,636,000","4,260,000","5,476,000","5,229,000","5,964,000","5,321,000","4,662,000","4,411,000","4,109,000","4,650,000","4,024,000","4,337,000","3,399,000","3,320,000","3,122,000","2,548,000","2,578,000","2,532,000","2,193,000","2,055,000"
NetIncomeCommonStockholders,"213,830,000","57,613,000","53,722,000","52,499,000","49,996,000","51,455,000","50,949,000","43,362,000","40,417,000","34,778,000","41,005,000","37,563,000","35,602,000","35,010,000","36,205,000","34,560,000","33,509,000","32,603,000","21,119,000","25,259,000","24,133,000","22,519,000","21,714,000","20,909,000","18,853,000","17,649,000","19,726,000","16,233,000","14,346,000","12,955,000","14,917,000","13,902,000","11,469,000","11,656,000","11,752,000","10,712,000","9,586,000","9,151,000","8,456,000","9,202,000","8,231,000","8,156,000","6,487,000","6,035,000","5,845,000","4,871,000","4,545,000","4,799,000","4,021,000","4,013,000"
	NetIncome,"213,892,000","57,613,000","53,753,000","52,499,000","50,027,000","51,455,000","50,981,000","43,362,000","40,448,000","34,778,000","41,037,000","37,563,000","35,633,000","35,010,000","36,237,000","34,560,000","33,540,000","32,603,000","21,150,000","25,259,000","24,164,000","22,519,000","21,738,000","20,909,000","18,876,000","17,649,000","19,750,000","16,266,000","14,469,000","13,055,000","15,032,000","14,002,000","11,585,000","11,756,000","11,868,000","10,812,000","9,686,000","9,251,000","8,556,000","9,302,000","8,331,000","8,256,000","6,587,000","6,135,000","5,845,000","4,871,000","4,545,000","4,799,000","4,021,000","4,013,000"
		NetIncomeIncludingNoncontrollingInterests,"213,892,000","57,613,000","53,753,000","52,499,000","50,027,000","51,455,000","50,981,000","43,362,000","40,448,000","34,778,000","41,037,000","37,563,000","35,633,000","35,010,000","36,237,000","34,560,000","33,540,000","32,603,000","21,150,000","25,259,000","24,164,000","22,519,000","21,738,000","20,909,000","18,876,000","17,649,000","19,750,000","16,266,000","14,469,000","13,055,000","15,032,000","14,002,000","11,585,000","11,758,000","11,868,000","10,812,000","9,686,000","9,251,000","8,556,000","9,302,000","8,331,000","8,256,000","6,587,000","6,135,000","5,845,000","4,871,000","4,545,000","4,799,000","4,021,000","4,013,000"
			NetIncomeContinuousOperations,"213,892,000","57,613,000","53,753,000","52,499,000","50,027,000","51,455,000","50,981,000","43,362,000","40,448,000","34,778,000","41,037,000","37,563,000","35,633,000","35,010,000","36,237,000","34,560,000","33,540,000","32,603,000","21,150,000","25,259,000","24,164,000","22,519,000","21,738,000","20,909,000","18,876,000","17,649,000","19,750,000","16,266,000","14,469,000","13,055,000","15,032,000","14,002,000","11,585,000","11,758,000","11,868,000","10,812,000","9,686,000","9,251,000","8,556,000","9,302,000","8,331,000","8,256,000","6,587,000","6,135,000","5,845,000","4,871,000","4,545,000","4,799,000","4,021,000","4,013,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000",,,,,,,,,,,,,,,,
	PreferredStockDividends,,,"31,000",,"31,000",,"32,000",,"31,000",,"32,000",,"31,000",,"32,000",,"31,000",,"31,000",,"31,000",,"24,000",,"23,000",,"24,000","33,000","123,000","100,000","115,000","100,000","116,000","100,000","116,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,
