name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
TotalAssets,"2,645,625,000","2,640,456,000","2,576,562,000","2,510,921,000","2,455,062,000","2,414,872,000","2,378,558,000","2,289,309,000","2,343,150,000","2,352,553,000","2,147,408,000","2,096,423,000","1,951,865,000","1,834,889,000","1,959,421,000","2,033,830,000","2,082,793,000","1,970,987,000","1,902,745,000","1,819,724,000","1,798,369,000","1,800,423,000","1,800,779,000","1,814,329,000","1,752,914,000","1,527,494,000","1,559,242,000","1,703,522,000","1,643,947,000","1,696,136,000","1,776,404,000","1,824,220,000","1,777,032,000","1,788,673,000","1,799,092,000","1,771,512,000","1,927,934,000","1,714,975,000","1,671,030,000","1,709,619,000","1,576,084,000","1,600,627,000","1,593,988,000","1,571,827,000","1,500,185,000","1,475,325,000","1,381,689,000","1,155,656,000","1,087,721,000","1,086,214,000","1,097,905,000","1,093,670,000","1,109,370,000","1,048,947,000","1,056,545,000","954,510,000","862,486,000","844,429,000","847,487,000","787,217,000","666,501,000","669,846,000","701,679,000","658,875,000","641,028,000","641,947,000","648,043,000","641,764,000","698,250,000","802,103,000","808,507,000","830,507,000","772,679,000","719,996,000","693,480,000","658,135,000","653,090,000","669,420,000","671,980,000","638,236,000","638,542,000","616,971,000","607,221,000","612,887,000","563,364,000","554,038,000","526,038,000","489,713,000","417,916,000","395,600,000","380,500,000","345,000,000","274,800,000","273,800,000","266,600,000","204,100,000","203,100,000","161,900,000","159,500,000","154,400,000","97,100,000","93,700,000","88,500,000","87,200,000","90,900,000","98,900,000","92,900,000","52,500,000","49,300,000","48,600,000","51,600,000","46,000,000","42,000,000","40,100,000","38,600,000","34,300,000","32,500,000","29,800,000","30,100,000","28,600,000","27,300,000","25,100,000","20,100,000"
	CurrentAssets,"1,081,626,000","1,113,400,000","1,065,948,000","1,106,421,000","1,064,111,000","1,035,446,000","999,785,000","956,246,000","1,001,940,000","1,050,304,000","1,079,792,000","1,116,474,000","998,420,000","951,542,000","1,050,380,000","1,133,943,000","1,149,904,000","1,090,671,000","1,042,023,000","962,277,000","943,076,000","954,002,000","935,428,000","932,596,000","874,546,000","789,737,000","823,775,000","870,467,000","831,580,000","844,693,000","898,603,000","930,828,000","889,758,000","880,251,000","871,642,000","850,623,000","921,156,000","893,888,000","859,313,000","898,762,000","822,694,000","846,303,000","839,102,000","829,911,000","751,317,000","757,971,000","844,713,000","696,198,000","634,069,000","639,793,000","655,890,000","665,465,000","698,901,000","713,489,000","720,053,000","633,659,000","540,776,000","534,393,000","542,856,000","489,267,000","405,535,000","415,404,000","439,581,000","397,035,000","375,233,000","380,260,000","390,855,000","390,367,000","444,464,000","442,801,000","452,667,000","510,755,000","453,911,000","442,961,000","416,847,000","410,659,000","405,178,000","344,428,000","345,414,000","311,907,000","328,187,000","329,082,000","316,287,000","324,751,000","311,524,000","312,665,000","296,940,000","261,920,000","231,522,000","209,700,000","195,100,000","171,900,000","142,700,000","150,400,000","142,300,000","121,400,000","119,600,000","83,300,000","80,900,000","80,700,000","66,200,000","62,900,000","57,900,000","56,400,000","60,200,000","68,000,000","72,300,000","44,200,000","40,700,000","40,100,000","42,900,000","36,900,000","37,400,000","35,800,000","35,800,000","31,400,000","29,700,000","27,100,000","27,400,000","26,000,000","24,900,000","22,800,000","17,600,000"
		CashCashEquivalentsAndShortTermInvestments,"194,378,000","205,542,000","166,568,000","234,266,000","225,330,000","163,438,000","157,515,000","141,658,000","134,981,000","110,833,000","120,732,000","111,231,000","130,728,000","66,502,000","146,185,000","214,040,000","203,177,000","173,025,000","189,975,000","138,772,000","171,340,000","126,981,000","160,459,000","153,918,000","113,667,000","125,088,000","135,326,000","175,183,000","98,518,000","98,890,000","122,379,000","188,872,000","167,225,000","160,796,000","129,305,000","146,335,000","159,575,000","151,604,000","104,848,000","140,665,000","106,027,000","105,720,000","90,494,000","98,366,000","90,941,000","81,546,000","220,933,000","120,294,000","112,573,000","81,112,000","89,185,000","48,275,000","42,216,000","29,124,000","50,902,000","49,364,000","28,020,000","18,160,000","76,741,000","37,646,000","22,564,000","31,373,000","65,353,000","38,680,000","39,626,000","14,692,000","26,861,000","21,505,000","78,873,000","20,568,000","48,032,000","38,900,000","34,656,000","23,868,000","33,164,000","29,589,000","21,411,000","42,670,000","46,345,000","22,652,000","20,392,000","19,404,000","16,240,000","10,504,000","12,411,000","7,841,000","7,557,000","9,868,000","20,643,000","9,000,000","8,200,000","9,300,000","12,100,000","400,000","4,900,000","6,900,000","6,500,000","5,400,000","12,300,000","12,800,000","9,200,000","7,600,000","6,100,000","7,700,000","5,700,000","7,400,000","13,100,000","17,100,000","14,100,000","11,500,000","15,900,000","10,100,000","13,900,000","11,900,000","13,400,000","11,400,000","10,200,000","8,200,000","9,000,000","6,900,000","5,700,000","4,600,000","1,000,000"
			CashAndCashEquivalents,"194,378,000","205,542,000","166,568,000","234,266,000","225,330,000","163,438,000","157,515,000","141,658,000","134,981,000","110,833,000","120,732,000","111,231,000","130,728,000","66,502,000","146,185,000","214,040,000","203,177,000","173,025,000","189,975,000","138,772,000","171,340,000","126,981,000","160,459,000","153,918,000","113,667,000","125,088,000","135,326,000","175,183,000","98,518,000","98,890,000","122,379,000","188,872,000","167,225,000","160,796,000","129,305,000","146,335,000","159,575,000","151,604,000","104,848,000","140,665,000","106,027,000","105,720,000","90,494,000","98,366,000","90,941,000","81,546,000","220,933,000","120,294,000","112,573,000","81,112,000","89,185,000","48,275,000","42,216,000","29,124,000","50,902,000","49,364,000","28,020,000","18,160,000","76,741,000","37,646,000","22,564,000","31,373,000","65,353,000","38,680,000","39,626,000","14,692,000","26,861,000","21,505,000","78,873,000","20,568,000","48,032,000","38,900,000","34,656,000","23,868,000","33,164,000","29,589,000","21,411,000","42,670,000","46,345,000","22,652,000","20,392,000","19,404,000","16,240,000","10,504,000","12,411,000","7,841,000","7,557,000","9,868,000","20,643,000","9,000,000","8,200,000","9,300,000","12,100,000","400,000","4,900,000","6,900,000","6,500,000","5,400,000","12,300,000","12,800,000","9,200,000","7,600,000","6,100,000","7,700,000","5,700,000","7,400,000","13,100,000","17,100,000","14,100,000","11,500,000","15,900,000","10,100,000","13,900,000","11,900,000","13,400,000","11,400,000","10,200,000","8,200,000","9,000,000","6,900,000","5,700,000","4,600,000","1,000,000"
		Receivables,"786,600,000","804,592,000","787,042,000","776,579,000","751,381,000","780,411,000","761,176,000","744,069,000","790,357,000","856,726,000","896,864,000","881,427,000","795,693,000","822,399,000","848,192,000","859,788,000","881,625,000","851,790,000","802,079,000","766,585,000","721,596,000","773,281,000","728,707,000","726,721,000","704,346,000","607,451,000","646,324,000","647,106,000","684,405,000","692,763,000","723,968,000","692,017,000","670,208,000","668,243,000","680,891,000","657,855,000","708,414,000","693,763,000","706,297,000","709,037,000","654,342,000","669,232,000","663,996,000","678,523,000","606,941,000","617,238,000","573,891,000","524,853,000","467,390,000","505,229,000","511,538,000","563,002,000","606,681,000","648,691,000","630,061,000","545,224,000","480,159,000","479,613,000","437,315,000","426,944,000","358,756,000","361,010,000","351,606,000","334,545,000","308,971,000","334,971,000","329,505,000","340,839,000","331,466,000","395,126,000","380,778,000","437,393,000","390,569,000","386,797,000","332,535,000","345,330,000","355,610,000","273,958,000","254,708,000","263,500,000","274,934,000","283,868,000","282,397,000","279,942,000","277,658,000","286,359,000","275,629,000","234,685,000","195,761,000","99,700,000","176,400,000","149,600,000","121,700,000","139,700,000","128,700,000","107,000,000","105,000,000","73,000,000","65,200,000","59,200,000","51,100,000","49,700,000","47,500,000","44,900,000","49,800,000","56,500,000","52,500,000","22,000,000","20,900,000","23,600,000","25,200,000","24,900,000","21,500,000","22,400,000","21,300,000","18,800,000","18,100,000","17,300,000","17,600,000","17,900,000","17,500,000","16,700,000","15,600,000"
			AccountsReceivable,"420,094,000","441,652,000","432,814,000","431,613,000","380,522,000","438,458,000","402,818,000","431,117,000","438,029,000","528,011,000","522,256,000","486,074,000","439,480,000","463,159,000","464,062,000","456,626,000","461,781,000","437,317,000","376,287,000","350,905,000","356,929,000","406,173,000","364,287,000","367,632,000","348,360,000","335,873,000","331,364,000","317,697,000","314,993,000","337,791,000","351,693,000","307,905,000","338,377,000","356,496,000","375,149,000","353,299,000","351,897,000","370,231,000","700,480,000","697,210,000","642,420,000","664,970,000","657,179,000","669,131,000","598,908,000","600,312,000","566,642,000","517,240,000","449,665,000","490,212,000","506,316,000","555,799,000","560,157,000","646,368,000","625,786,000","537,064,000","470,434,000","472,119,000","437,315,000","420,145,000","348,496,000","350,957,000","346,543,000","324,335,000","297,726,000","315,654,000","315,364,000","323,365,000","312,809,000","391,280,000","374,630,000","209,047,000","175,814,000","189,184,000","167,717,000","170,782,000","163,819,000","144,958,000","137,354,000","136,660,000","140,005,000","159,483,000","152,761,000","156,107,000","152,449,000","286,359,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"736,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"4,517,000","9,567,000","14,260,000","20,781,000","27,116,000","15,050,000","19,509,000","11,879,000","20,612,000","10,483,000","13,820,000","6,756,000","8,178,000","10,185,000","11,089,000","12,577,000","18,406,000","5,589,000","13,312,000","35,294,000","7,125,000","22,497,000","14,371,000","25,875,000","23,223,000","13,483,000","10,294,000","13,562,000","18,392,000","25,338,000","22,076,000","17,570,000","13,727,000","25,346,000","20,044,000","25,635,000","21,294,000","18,869,000","5,817,000","11,827,000","11,922,000","4,262,000","6,817,000","9,392,000","8,033,000","16,926,000","7,249,000","7,613,000","17,725,000","15,017,000","5,222,000","7,203,000","46,524,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"366,637,000","358,357,000","344,320,000","327,579,000","348,863,000","334,488,000","345,996,000","356,728,000","388,606,000","373,886,000","414,359,000","439,119,000","392,495,000","392,519,000","410,621,000","428,166,000","435,536,000","443,021,000","444,739,000","411,780,000","388,970,000","375,869,000","385,282,000","372,887,000","371,523,000","295,799,000","336,156,000","348,171,000","385,582,000","365,957,000","389,979,000","407,314,000","363,107,000","333,152,000","330,322,000","323,303,000","371,428,000","341,352,000","35,552,000",,,,,,,,,,,,,,,"2,323,000","4,275,000","8,160,000","9,725,000","7,494,000",,"6,799,000","10,260,000","10,053,000","5,063,000","10,210,000","11,245,000","19,317,000","14,141,000","17,474,000","18,657,000","3,846,000","6,148,000","228,346,000","214,755,000","197,613,000","164,818,000","174,548,000","191,791,000","129,000,000","117,354,000","126,840,000","134,929,000","124,385,000","129,636,000","123,835,000","125,209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
