name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"1,349,800,000","-371,700,000","488,600,000","707,100,000","525,800,000","69,500,000","-58,600,000","-33,700,000","169,000,000","-245,900,000","-565,400,000","655,000,000","-72,000,000","341,000,000","-438,500,000","633,200,000","-515,600,000","-22,600,000","-578,900,000","198,700,000","-141,800,000","514,900,000","-428,100,000","521,500,000","-413,700,000","19,700,000","-539,900,000","1,145,700,000","1,822,000,000","1,475,000,000","129,400,000","438,500,000","1,088,000,000","989,800,000","437,700,000","1,180,100,000","-78,300,000","1,454,800,000","-23,900,000","1,144,300,000","428,100,000","479,900,000","697,000,000","670,500,000","537,800,000","772,700,000","352,100,000","2,112,100,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,144,300,000","428,100,000","479,900,000","697,000,000","670,500,000","537,800,000","772,700,000","352,100,000","2,112,100,000"
		NetIncomeFromContinuingOperations,"2,749,100,000","594,800,000","660,400,000","547,400,000","946,500,000","890,900,000","554,600,000","332,700,000","204,500,000","-709,000,000","-40,400,000","252,000,000","526,500,000","446,300,000","-73,200,000","43,200,000","241,200,000","117,700,000","287,800,000","167,200,000","230,500,000","321,900,000","14,600,000","-50,700,000","43,500,000","7,900,000","-147,800,000","-525,000,000","468,100,000","604,800,000","-210,000,000","181,300,000","487,400,000","456,400,000","677,500,000","-26,500,000","269,300,000","427,500,000","132,900,000","597,000,000","175,500,000","1,494,100,000","709,600,000","-632,100,000","310,600,000","766,200,000","587,000,000","158,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267,600,000","-1,303,300,000","683,800,000","16,200,000","671,400,000","-109,400,000","998,000,000","454,000,000","762,500,000"
			GainLossOnInvestmentSecurities,"-421,800,000","-64,200,000","-242,600,000","101,900,000","-216,900,000","228,500,000","-729,000,000","-525,900,000","416,700,000","-310,100,000","-362,900,000","-13,500,000","-392,800,000","70,300,000","-477,100,000","129,200,000","-558,400,000","-312,500,000","-638,100,000","-497,000,000","58,700,000","114,200,000","-732,800,000","-31,900,000","-842,000,000","-84,300,000","-630,700,000","1,135,800,000","428,400,000","-426,600,000","819,300,000","-965,200,000","-541,800,000","346,900,000","-61,800,000","247,600,000","-698,700,000","112,200,000","-295,800,000","267,600,000","-1,303,300,000","683,800,000","16,200,000","671,400,000","-109,400,000","998,000,000","451,500,000","762,500,000"
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,900,000","24,000,000","24,200,000","21,500,000","24,400,000","19,000,000","18,200,000","6,900,000","6,600,000"
			DepreciationAndAmortization,"58,000,000","19,400,000","11,500,000","13,700,000","13,400,000","13,400,000","13,200,000","12,900,000","13,400,000","12,600,000","20,700,000","16,100,000","14,000,000","14,800,000","12,600,000","12,400,000","11,200,000","10,700,000","10,400,000","10,800,000","10,100,000","10,000,000","19,400,000","18,400,000","16,400,000","17,800,000","41,100,000","213,700,000","28,100,000","39,900,000","66,700,000","36,800,000","30,900,000","57,700,000","32,500,000","54,700,000","32,900,000","43,500,000","33,700,000","25,900,000","24,000,000","24,200,000","21,500,000","24,400,000","19,000,000","18,200,000","6,900,000","6,600,000"
				Depreciation,"58,000,000","19,400,000","11,500,000","13,700,000","13,400,000","13,400,000","13,200,000","12,900,000","13,400,000","12,600,000","20,700,000","16,100,000","14,000,000","14,800,000","12,600,000","12,400,000","11,200,000","10,700,000","10,400,000","10,800,000","10,100,000","10,000,000","19,400,000","18,400,000","16,400,000","17,800,000","41,100,000","213,700,000","28,100,000","39,900,000","66,700,000","36,800,000","30,900,000","57,700,000","32,500,000","54,700,000","32,900,000","43,500,000",,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,600,000",,,,"4,300,000",,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,600,000",,,,"4,300,000",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","400,000","400,000","300,000","300,000","400,000","100,000","300,000","400,000"
		StockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,200,000",,,,,,,,
		OtherNonCashItems,"-1,657,700,000","-579,500,000","-119,900,000","-57,700,000","-900,600,000","-1,053,800,000","-400,600,000","-367,100,000","-56,000,000","820,800,000","18,000,000","65,400,000","-72,800,000","-121,500,000","290,700,000","37,300,000","-82,000,000","-18,500,000","-58,300,000","45,500,000","-82,300,000","-323,200,000","84,000,000","105,900,000","172,400,000","-9,900,000","-84,300,000","644,300,000","437,100,000","-169,800,000","10,000,000","7,800,000","45,300,000","-381,900,000","-751,000,000","-166,400,000","63,300,000","-441,100,000","111,600,000","-84,100,000","1,427,500,000","-1,518,100,000","-95,300,000","889,300,000","77,500,000","-873,400,000","-929,500,000","-103,700,000"
		ChangeInWorkingCapital,"622,200,000","-342,200,000","179,200,000","101,800,000","683,400,000","-9,500,000","503,200,000","513,700,000","-409,600,000","-60,200,000","-200,800,000","335,000,000","-146,900,000","-68,900,000","-191,500,000","411,100,000","-127,600,000","180,000,000","-180,700,000","472,200,000","-358,800,000","392,000,000","186,700,000","479,800,000","196,000,000","88,200,000","281,800,000","-323,100,000","460,300,000","1,426,700,000","-556,600,000","1,177,800,000","1,066,200,000","510,700,000","540,500,000","1,070,700,000","254,900,000","1,312,700,000","142,200,000","284,400,000","17,400,000","-212,100,000","64,500,000","-282,800,000","244,000,000","-140,700,000","233,400,000","1,288,300,000"
			ChangeInReceivables,"4,200,000","-15,500,000","28,700,000","14,300,000","-23,300,000","-91,100,000","24,800,000","58,500,000","-82,000,000","-4,800,000","-11,300,000","36,200,000","-61,900,000","148,000,000","-77,000,000","30,800,000","500,000","-123,600,000","92,700,000","-6,800,000","-62,900,000","-53,900,000","-23,900,000","38,500,000","31,800,000","-27,200,000","523,200,000","-664,100,000","291,600,000","325,000,000","-609,100,000","61,500,000","-175,600,000","304,300,000","-164,700,000","22,500,000","-107,600,000","23,300,000","-32,500,000","184,200,000","-113,800,000","13,700,000","-184,100,000","116,600,000","-64,900,000","65,500,000","88,800,000","914,000,000"
			ChangeInPrepaidAssets,"-50,900,000","-39,800,000","10,800,000","3,300,000","-25,200,000","-1,400,000","-700,000","3,500,000","-2,700,000","-2,100,000","300,000","7,600,000","-5,500,000","-8,400,000","13,900,000","-5,800,000","0","-12,100,000","5,100,000","2,200,000","-2,600,000","-6,700,000","100,000","7,500,000","-1,200,000","-1,300,000","-1,500,000","-900,000","-2,100,000","-6,300,000","500,000","4,400,000","-8,700,000","-7,100,000","4,700,000","800,000","2,100,000","2,100,000","9,400,000","0",,,,,,,,
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600,000","134,700,000","-145,700,000","225,200,000","-167,900,000","74,500,000","-153,600,000","70,600,000","43,400,000"
				ChangeInPayable,"160,900,000","-14,500,000","13,600,000","42,400,000","119,400,000","-69,500,000","55,800,000","-14,300,000","14,500,000","-89,200,000","45,300,000","-18,700,000","25,500,000","-71,100,000","-33,400,000","101,800,000","28,000,000","-53,800,000","69,300,000","20,100,000","-82,900,000","79,700,000","-2,100,000","88,100,000","8,600,000","-47,300,000","-169,900,000","-449,700,000","724,200,000","-21,100,000","1,700,000","-6,900,000","16,400,000","-116,200,000","70,200,000","48,400,000","30,600,000","-5,900,000","-10,800,000","1,600,000","38,900,000","-49,900,000","39,500,000","-23,400,000","7,400,000","-45,300,000","78,300,000","-16,100,000"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,500,000",,,,"3,800,000",,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-95,800,000",,"-144,500,000","67,100,000","-108,300,000",,"59,500,000"
			ChangeInOtherCurrentAssets,"40,100,000","-21,100,000","-13,200,000","51,800,000","22,600,000","-30,900,000","272,100,000","-280,000,000","73,200,000","-51,400,000","1,800,000","21,700,000","13,300,000","14,100,000","-9,500,000","152,100,000","-54,800,000","311,600,000","-182,200,000","220,700,000","-26,300,000","373,300,000","-100,700,000","255,500,000","114,100,000","286,000,000","-395,400,000","547,700,000","318,200,000","793,900,000","377,100,000","1,134,600,000","1,000,300,000","-20,200,000","97,500,000","1,151,800,000","495,400,000","679,500,000","387,800,000","733,300,000",,,"115,300,000","63,800,000",,,"-2,700,000","206,300,000"
			ChangeInOtherCurrentLiabilities,"467,900,000","-251,300,000","139,300,000","-10,000,000","589,900,000","183,400,000","151,200,000","746,000,000","-412,600,000","87,300,000","-236,900,000","288,200,000","-118,300,000","-151,500,000","-85,500,000","132,200,000","-101,300,000","57,900,000","-165,600,000","236,000,000","-184,100,000","-400,000","313,300,000","90,200,000","42,700,000","-122,000,000","325,400,000","243,900,000","-871,600,000","335,200,000","-326,800,000","-15,800,000","233,800,000","349,900,000","532,800,000","-152,800,000","-165,600,000","613,700,000",,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-634,700,000","-157,100,000","-80,100,000","50,900,000","-295,300,000","169,800,000","-52,600,000","-50,000,000","124,600,000"
InvestingCashFlow,"-653,200,000","-630,700,000","-14,400,000","-6,100,000","-2,000,000","-9,700,000","-23,900,000","-13,600,000","-10,500,000","-13,200,000","-10,300,000","6,200,000","-16,600,000","-7,100,000","-79,000,000","-7,600,000","-7,800,000","-4,700,000","-27,100,000","-9,500,000","52,900,000","-65,800,000","-8,600,000","-9,500,000","-3,500,000","1,500,000","246,200,000","432,100,000","-700,700,000","900,000","-10,100,000","-8,900,000","-21,700,000","77,700,000","-71,100,000","-44,800,000","-4,500,000","-14,700,000","-55,500,000","-6,200,000","-16,200,000","-48,200,000","16,300,000","-87,900,000","-18,600,000","-14,600,000","-118,700,000","-54,200,000"
	CashFlowFromContinuingInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,200,000","-16,200,000","-48,200,000","16,300,000","-87,900,000","-18,600,000","-14,600,000","-118,700,000","-54,200,000"
		NetPPEPurchaseAndSale,"-662,400,000","-630,700,000","-14,400,000","-9,400,000","-7,900,000","-9,700,000","-23,900,000","-13,600,000","-10,500,000","-13,200,000","-10,300,000","6,200,000","-16,600,000","-7,100,000","-11,200,000","-7,600,000","-7,800,000","-4,700,000","-8,000,000","-9,300,000","-13,000,000","-3,700,000","-12,100,000","-4,900,000","-4,200,000","-4,200,000","-12,500,000","-5,900,000","-26,500,000","-17,400,000","-14,600,000","-6,700,000","-4,700,000","-3,700,000","-10,700,000","-6,500,000","-6,900,000","-5,400,000","-6,700,000","-7,700,000","-13,200,000","-5,100,000","-8,400,000","-8,000,000","-10,700,000","-7,100,000","-1,100,000","-7,400,000"
			PurchaseOfPPE,"-662,400,000","-630,700,000","-14,400,000","-9,400,000","-7,900,000","-9,700,000","-23,900,000","-13,600,000","-10,500,000","-13,200,000","-10,300,000","6,200,000","-16,600,000","-7,100,000","-11,200,000","-7,600,000","-7,800,000","-4,700,000","-8,000,000","-9,300,000","-13,000,000","-3,700,000","-12,100,000","-4,900,000","-4,200,000","-4,200,000","-12,500,000","-5,900,000","-26,500,000","-17,400,000","-14,600,000","-6,700,000","-4,700,000","-3,700,000","-10,700,000","-6,500,000","-6,900,000","-5,400,000","-6,700,000","-7,700,000","-13,200,000","-5,100,000",,,,"-7,100,000",,
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,100,000","-43,100,000","0",,,"0","-12,000,000",
			PurchaseOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,100,000","-43,100,000","0",,,"0","-12,000,000",
		NetBusinessPurchaseAndSale,,,"0","3,300,000",,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-3,100,000",,,,,"-42,800,000",,,,"17,600,000",,,,"-105,600,000",
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-3,100,000",,,,,"-42,800,000",,,,"17,600,000",,,,"-105,600,000",
			SaleOfBusiness,,,"0","3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"-19,100,000","-200,000","65,900,000","-62,100,000","3,500,000","-4,600,000","700,000","5,700,000","258,700,000","438,000,000","-674,200,000","18,300,000","4,500,000","-2,200,000","-17,000,000","84,500,000","-50,200,000","-38,300,000","2,400,000","-9,300,000","-47,000,000","1,500,000",,,"7,100,000","-300,000","-7,900,000","-7,500,000","0",
FinancingCashFlow,"-255,800,000","-164,500,000","-400,400,000","88,200,000","220,900,000","-151,200,000","118,200,000","412,100,000","-616,600,000","456,600,000","-121,200,000","174,300,000","49,500,000","-251,800,000","-78,300,000","-261,800,000","357,300,000","54,800,000","244,900,000","350,700,000","54,400,000","-331,400,000","88,600,000","-283,100,000","332,600,000","-122,800,000","28,900,000","-1,457,000,000","-976,100,000","-1,607,000,000","-221,400,000","-237,700,000","-836,500,000","-997,800,000","-278,200,000","-894,400,000","93,500,000","-1,424,600,000","-116,400,000","-832,900,000","-467,200,000","-424,800,000","-906,300,000","-334,700,000","-639,400,000","-798,600,000","-82,100,000","-2,008,100,000"
	CashFlowFromContinuingFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-832,900,000","-467,200,000","-424,800,000","-906,300,000","-334,700,000","-639,400,000","-798,600,000","-82,100,000","-2,008,100,000"
		NetIssuancePaymentsOfDebt,"339,600,000","10,100,000","-289,000,000","248,700,000","369,800,000","-43,200,000","86,100,000","497,600,000","-506,900,000","608,200,000","395,800,000","314,700,000","109,900,000","-168,400,000","147,600,000","-70,100,000","506,900,000","208,300,000","516,200,000","73,200,000","59,200,000","-271,800,000","238,300,000","-83,000,000","417,800,000","-1,800,000","762,100,000","-374,600,000","-109,600,000","391,100,000","35,700,000","-90,500,000","-680,300,000","-121,900,000","-116,900,000","-536,100,000","-157,300,000","-741,200,000","42,900,000","-564,800,000","-932,200,000","-195,700,000","-280,000,000","79,000,000","-582,600,000","-417,800,000","433,400,000","-1,857,800,000"
