name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"826,122,610","207,626,717","210,243,769","203,106,181","205,145,943","197,969,898","197,496,666","196,512,266","198,899,772","184,911,206","200,938,743","198,009,900","198,788,954","214,418,874","186,264,610","199,171,412","195,002,172","188,696,164","190,160,438","185,312,380","183,194,101","178,738,013","176,808,615","174,953,307","169,541,392","166,033,549","163,795,540","159,393,379","157,675,427","154,245,688","151,583,207","148,658,477","145,133,303","139,929,845","138,986,865","137,599,580","134,832,067","132,783,686","127,370,445","130,431,531","127,299,190","125,348,162","127,215,208","119,164,471","117,054,498","111,583,442","105,691,267","103,750,318","101,525,354","97,914,750","101,574,977","94,876,087","94,794,979","95,487,364","95,840,537","92,708,575","93,970,947","89,792,103","86,890,271","85,440,831","84,605,176","83,682,016","84,203,995","82,619,657","81,860,487","81,282,895","81,709,601","80,566,455","79,492,080","78,079,058","75,480,902","73,613,653","70,692,422","68,001,661","55,694,338","54,285,753","52,826,818","52,185,419","51,947,295","51,085,417","50,736,803","50,034,046","47,508,642","46,365,986","46,496,969","44,792,026","44,045,362","43,630,503","40,801,600","39,745,534","40,211,107","39,800,000","39,800,000","40,200,000","-63,013,635","31,700,000","31,000,000","30,900,000","30,327,606","30,900,000","30,300,000","29,800,000","28,619,031","28,200,000","27,900,000","27,900,000","28,685,060","23,900,000","23,300,000","22,000,000","21,600,000","20,900,000","19,800,000","19,400,000","19,800,000","19,600,000","19,600,000","18,600,000","15,800,000","15,600,000","15,600,000","15,200,000","14,900,000","15,000,000","14,400,000","14,100,000","13,200,000","13,500,000","13,000,000","12,600,000","12,700,000","12,800,000","12,900,000","13,100,000","14,100,000","9,200,000","8,800,000","8,600,000","9,500,000","7,800,000","7,500,000","7,000,000","1,700,000","1,600,000","1,600,000","1,600,000"
	OperatingRevenue,"826,122,610","207,626,717","210,243,769","203,106,181","205,145,943","197,969,898","197,496,666","196,512,266","198,899,772","184,911,206","200,938,743","198,009,900","198,788,954","214,418,874","186,264,610","199,171,412","195,002,172","188,696,164","190,160,438","185,312,380","183,194,101","178,738,013","176,808,615","174,953,307","169,541,392","166,033,549","163,795,540","159,393,379","157,675,427","154,245,688","151,583,207","148,658,477","145,133,303","139,929,845","138,986,865","137,599,580","134,832,067","132,783,686","127,370,445","130,431,531","127,299,190","125,348,162","127,215,208","119,164,471","117,054,498","111,583,442","105,691,267","103,750,318","101,525,354","97,914,750","101,574,977","94,876,087","94,794,979","95,487,364","95,840,537","92,708,575","93,970,947","89,792,103","86,890,271","85,440,831","84,605,176","83,682,016","84,203,995","82,619,657","81,860,487","81,282,895","81,709,601","80,566,455","79,492,080","78,079,058","75,480,902","73,613,653","70,692,422","68,001,661","55,694,338","54,285,753","52,826,818","52,185,419","51,947,295","51,085,417","50,736,803","50,034,046","47,508,642","46,365,986","46,496,969","44,792,026","44,045,362","43,630,503","40,801,600","39,745,534","40,211,107","39,800,000","39,800,000","40,200,000","-63,013,635","31,700,000","31,000,000","30,900,000","30,327,606","30,900,000","30,300,000","29,800,000","28,619,031","28,200,000","27,900,000","27,900,000","28,685,060","23,900,000","23,300,000","22,000,000","21,600,000","20,900,000","19,800,000","19,400,000","19,800,000","19,600,000","19,600,000","18,600,000","15,800,000","15,600,000","15,600,000","15,200,000","14,900,000","15,000,000","14,400,000","14,100,000","13,200,000","13,500,000","13,000,000","12,600,000","12,700,000","12,800,000","12,900,000","13,100,000","14,100,000","9,200,000","8,800,000","8,600,000","9,500,000","7,800,000","7,500,000","7,000,000","1,700,000","1,600,000","1,600,000","1,600,000"
NetNonOperatingInterestIncomeExpense,"-736,312","-153,033","-156,442","-209,547","-217,290","-312,326","-324,945","-219,039","-428,092","-224,330","-267,405","-443,179","-303,423","-565,292","-619,882","-651,768","-566,284","-464,148","-380,542","-466,262","-382,958","-363,675","-371,368","-473,917","-403,882","-408,480","-202,826","-188,000","-390,077","-330,538","-339,949","-368,417","-443,135","-365,482","-382,576","-431,899","-333,699","-487,149","-573,603","-584,109","-630,455","-570,544","-595,801","-528,671","-558,842","-443,470","-262,269","-183,616","-168,935","-184,758","-157,949","-185,315","-198,467","-1,204,778","-275,658","-398,855","-534,240","-612,476","-724,281","-733,558","-718,531","-708,491","-739,665","-725,994","-691,516","-644,378","-636,485","-588,360","-542,738","-498,763","-499,286","-416,799","-360,031","-337,395","-407,701","-357,965","-306,790","-214,741","-249,125","-249,271","-295,984","-324,824","-389,738","-465,726","-579,387","-812,614","-890,147","-813,901","-757,778","-823,210","-535,249","-300,000","-300,000","-400,000",,"-200,000","-200,000","-200,000","-200,000","-300,000","-300,000","-200,000","-100,000","-100,000","-100,000","-100,000",,,,,,,,,,,,,,,,,,,,,"-100,000",,"-100,000","-100,000","0",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"736,312","153,033","156,442","209,547","217,290","312,326","324,945","219,039","428,092","224,330","267,405","443,179","303,423","565,292","619,882","651,768","566,284","464,148","380,542","466,262","382,958","363,675","371,368","473,917","403,882","408,480","202,826","188,000","390,077","330,538","339,949","368,417","443,135","365,482","382,576","431,899","333,699","487,149","573,603","584,109","630,455","570,544","595,801","528,671","558,842","443,470","262,269","183,616","168,935","184,758","157,949","185,315","198,467","1,204,778","275,658","398,855","534,240","612,476","724,281","733,558","718,531","708,491","739,665","725,994","691,516","644,378","636,485","588,360","542,738","498,763","499,286","416,799","360,031","337,395","407,701","357,965","306,790","214,741","249,125","249,271","295,984","324,824","389,738","465,726","579,387","812,614","890,147","813,901","757,778","823,210","535,249","300,000","300,000","400,000",,"200,000","200,000","200,000","200,000","300,000","300,000","200,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,"100,000",,"100,000","100,000","0",,,,,,,,,,,,,,,
OtherIncomeExpense,"427,661","104,628","107,018","107,977","108,038","107,767","107,710","107,907","109,205","109,267","109,898","110,598","112,155","111,099","114,687","119,934","122,403","123,593","117,272","113,409","127,924","141,850","156,097","163,779","172,629","178,360","181,735","178,827","189,652","200,073","211,820","217,144","213,792","212,790","211,260","212,581","210,557","215,397","-3,396,082","1,572,552","244,606","1,421,884","-1,115,152","1,268,011","453,412","351,082","235,035","231,905","229,490","290,409","703,584","232,762","234,713","221,621","221,492","230,903","230,182","244,113","1,397,590","1,529,996","1,407,519","1,375,353","1,315,812","1,375,871","1,337,850","1,309,719","1,269,645","1,308,677","1,277,301","1,218,776","1,158,493","1,188,989","1,175,891","1,053,723","801,423","830,693","861,049","1,022,500","786,097","870,597","916,009","724,704","564,978","619,132","608,270","709,938","579,724","945,740","589,364","283,072","-8,947,698","3,800,000","4,000,000","4,100,000","-108,366,726","3,600,000","3,400,000","3,700,000","-8,295,975","3,600,000","3,500,000","3,400,000","-7,152,213","3,100,000","3,100,000","3,200,000",,,"2,900,000","2,500,000",,,"1,700,000","2,300,000","2,000,000","2,000,000","2,400,000","1,800,000","1,800,000","1,800,000","2,000,000","2,100,000","1,600,000","1,900,000","1,600,000","1,600,000","1,100,000","1,600,000","1,500,000","1,400,000","1,400,000","1,400,000","1,400,000",,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"33,814,062","16,226,239","6,520,674","-8,629,676","19,696,825","12,750,685","18,449,699","14,331,584","27,988,049","2,503,171","18,393,591","6,304,884","5,537,531","26,845,024","-19,645,618","1,276,986","-1,333,046","-28,535,171","274,052","8,512,050","-3,396,469","6,724,829","6,835,137","6,429,039","12,045,692","16,018,539","3,182,679","7,000,933","8,393,351","9,015,305","4,142,297","10,613,824","2,319,912","-793,216","12,250,610","9,514,208","2,862,158","8,083,289","7,022,762","8,872,682","2,115,082","9,847,734","-3,205,381","-4,058,468","-2,071,599","2,596,135","2,662,824","5,034,911","1,870,876","275,538","7,965,653","7,365,253","5,133,528","212,255","5,367,112","9,264,263","8,702,689","8,757,980","15,021,179","15,693,051","15,100,233","7,034,475","15,731,753","13,626,191","14,466,238","12,798,081","13,820,421","13,705,547","12,698,523","12,121,004","10,153,488","8,222,928","9,738,748","8,939,087","7,375,370","5,503,088","7,475,390","5,082,527","4,997,761","4,096,463","4,454,559","2,945,801","-1,677,136","1,126,578","3,624,305","4,017,982","3,364,279","3,519,922","3,273,203","1,665,871","3,629,101","0","0","0","11,677,015",,"0","0","14,173,543","0","0","0","11,246,460","0","0","0",,,"0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
TaxProvision,"5,944,707","3,081,210","1,248,406","-1,917,698","3,532,789","2,220,837","3,881,344","2,494,586","5,309,271","-1,227,950","4,239,844","1,118,505","749,077","3,821,860","-4,646,855","70,630","-543,191","-10,357,093","3,052,696","1,403,476","-1,077,821","1,620,011","1,280,971","1,615,635","3,461,038","4,169,626","1,198,840","1,314,102","1,928,324","2,160,969","-343,754","1,865,113","381,242","-158,802","2,686,775","1,860,474","233,171","1,607,853","802,740","2,033,298","92,015","1,837,587","-2,326,461","-4,878,394","-377,610","390,199","-1,919,990","125,032","131,148","40,780","437,854","620,402","745,904","42,451","666,115","2,041,183","1,809,771","2,032,997","4,224,596","4,480,623","4,319,277","1,544,537","4,686,102","3,807,890","4,245,655","3,667,894","3,968,444","3,928,390","3,795,248","3,703,916","2,928,598","2,336,042","2,968,561","2,652,451","2,196,164","1,501,703","2,206,437","1,238,095","1,370,265","1,080,787","1,275,725","765,085","-819,981","103,156","927,036","1,063,387","799,601","917,877","802,803","415,637","-2,027,836","-1,800,000","200,000","600,000","1,359,175","-500,000","500,000","1,300,000","1,032,357","1,000,000","700,000","800,000","750,347","800,000","600,000","300,000",,,"700,000","800,000",,,"700,000","-200,000","300,000","700,000","700,000","400,000","500,000","500,000","300,000","800,000","400,000","400,000","700,000","600,000","0","600,000","600,000","600,000","200,000","700,000","500,000",,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,200,000","1,500,000","2,800,000",,,"2,400,000","4,600,000",,"3,900,000","3,100,000","3,400,000",,"3,300,000","3,300,000","1,700,000",,,"3,000,000","3,000,000",,,"2,600,000","100,000","1,500,000","2,400,000","2,600,000","2,000,000","1,600,000","1,800,000","1,400,000","2,200,000","1,200,000","1,700,000","1,900,000","1,800,000","700,000","1,800,000","1,900,000","1,800,000","400,000","2,100,000","1,700,000",,,,,,,,,,,,,
