name,ttm,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
MarketCap,"355,941,268","949,346,000","1,324,446,743","1,224,851,816","686,363,527","217,038,523","476,386,399","219,036,460","128,092,259","199,707,586","267,062,419","210,610,200","122,990,355","277,209,313","136,746,605","146,682,569","287,073,883","164,705,844","109,676,380","123,974,786","52,540,259","65,354,956","62,217,432","53,393,486","45,830,816","45,653,055","49,390,963","51,001,676","49,015,026","49,556,703","46,833,491","79,037,026","35,696,162","26,374,834","23,904,251","21,025,862","19,926,471","41,023,340","52,340,580","57,051,232","47,101,019","41,605,900","91,454,479","39,657,231","39,645,229","20,070,574","6,541,446","7,159,471","5,828,520","9,664,947","12,820,205","7,600,240","1,010,006","5,050,033","25,165,566","57,793,861","225,210,600","200,450,601","200,187,200","100,093,600"
EnterpriseValue,"51,036,268","634,548,000","1,045,452,743","1,068,106,816","680,143,527","206,021,523","498,069,399","239,653,078","154,825,025","223,477,346","289,681,025","209,651,093","122,031,248","279,695,934","137,154,660","143,739,468","289,659,122","165,804,369","112,885,450","125,704,960","53,970,123","67,220,345","72,045,329","53,893,839","45,743,305","43,056,866","45,264,792","44,458,665","40,239,366","38,160,719","33,374,616","85,694,515","42,673,501","30,971,522","26,689,074","24,756,028","23,656,637","39,602,838","47,621,043","49,529,429","36,973,016","31,477,897","78,936,123","35,403,090","33,051,400","12,228,185","10,076,875","11,116,766","8,560,941","12,600,805","15,755,817","8,296,619","3,835,559","7,207,427","26,795,241","61,021,520","224,737,930","198,270,962","199,659,969","100,093,600"
PeRatio,"28.68",,,,,,,,"42.785","37.625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2.65",,,,,,,,,,,,,,,,,,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.921",,,"161.29","153.846",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.851","7.535","13.064","23.297","22.521","16.626","14.841","3.601","1.628","1.532","1.015","0.34","0.21","0.658","0.408","1.135","2.457","1.751","2.189","16.4","6.101","8.027","8.108","9.618","11.33","10.706","15.652","21.372","32.172","58.086","93.958","242.183","6.075","4.227","3.178","2.471","2.342","4.636","6.197","6.76","5.395","4.765","8.124","2.962","1.724","0.871","0.789","0.84","0.643","1.007","1.295","1.036","0.158","0.971","6.518","19.146","69.661",,,
PbRatio,"0.675","1.764","3.192","6.565","10.216","3.099","14.888","6.527","1.106","2.256","3.754","4.775","2.789","8.035","4.912","5.973","12.861","6.181","2.781","3.505","1.641","1.9","3.406","5.007","3.799","3.22","3.206","2.842","2.564","2.498","2.464","91.725","8.421","12.433","5.576","5.444","4.784","9.666","7.408","5.057","3.202","2.828","6.504","4.578","3.695","1.433",,,,"7.744","6.051","9.178","0.654","1.483","4.696","19.954","105.955","64.74","65.567",
EnterprisesValueRevenueRatio,"0.516","23.461","31.473","32.655","61.446","19.399","106.153","634.003","2,442.305","72.004","20.041","7.781","8.074","6.399","1.031","0.773","7.698","5.486","2.606","3.79","323.985","41.319","48.664","42.445","28.191","90.424","30.592","43.251","40.346","59.174","182.678","622.414","263.672","325.007","527.254","18.868","17.412","33.179","20.855","24.308","16.11","15.891","41.668","20.851","17.385","5.951","5.545","5.927","3.57","5.982","7.919","4.256","1.582","3.832","25.438","57.847","221.29","177.216","229.574",
EnterprisesValueEBITDARatio,"-0.423","-12.808","-155.25","-88.215","-12.904","-34.257","-29.211","-26.664","-1.484","-20.581","49.945","10.079","-15.336","-39.93","-16.006","-34.847","-57.294","-56.049","-30.904","66.999","-2.506","-33.389","-54.374","-25.047","-24.949","-19.442","-37.489","-15.824","-16.486","-19.169","-35.127","-17.016","-13.377","-13.295","-9.02","-8.181","-9.466","-12.134","-15.418","-13.656","-11.312","27.65","-16.416","-21.485","-10.221","-2.011","-5.469","-245.875","-4.01","-33.207","-302.276","-118.324","23.876","34.712","397.609","1,371.732","-10,681.968","1,741.067","-365.729","-328.495"
