name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020
TotalRevenue,"0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0"
OperatingExpense,"6,489,936","2,273,615","2,992,229","422,908","801,184","293,360","211,277"
	SellingGeneralAndAdministration,"6,489,936","2,273,615","2,992,229","422,908","801,184","293,360","211,277"
		GeneralAndAdministrativeExpense,"6,489,936","2,273,615","2,992,229","422,908","801,184","293,360","211,277"
			OtherGandA,"6,489,936","2,273,615","2,992,229","422,908","801,184","293,360","211,277"
OperatingIncome,"-6,489,936","-2,273,615","-2,992,229","-422,908","-801,184","-293,360","-211,277"
NetNonOperatingInterestIncomeExpense,,,"0","0",,,
	InterestExpenseNonOperating,,,"0","0",,,
OtherIncomeExpense,"-6,575,833","19,293,483","-29,395,142","10,524,733","-6,998,907","27,675,103","101,800"
	GainOnSaleOfSecurity,"-6,575,833","19,293,483","-29,395,142","10,524,733","-6,998,907","27,675,103","101,800"
PretaxIncome,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
NetIncomeCommonStockholders,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
	NetIncome,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
		NetIncomeIncludingNoncontrollingInterests,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
			NetIncomeContinuousOperations,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
DilutedNIAvailtoComStockholders,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
BasicEPS,,"0.157",,"0.09","-0.072","0.252","-0.001"
DilutedEPS,,"0.157",,"0.09","-0.072","0.252","-0.001"
BasicAverageShares,,"108,500,000",,"108,500,000","108,500,000","108,500,000","108,500,000"
DilutedAverageShares,,"108,500,000",,"108,500,000","108,500,000","108,500,000","108,500,000"
TotalOperatingIncomeAsReported,"-6,489,936","-2,273,615","-2,992,229","-422,908","-801,184","-293,360","-211,277"
TotalExpenses,"6,489,936","2,273,615","2,992,229","422,908","801,184","293,360","211,277"
NetIncomeFromContinuingAndDiscontinuedOperation,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
NormalizedIncome,"-6,489,936","5,443,778.2","-2,992,229","2,418,769.91","-801,184","7,178,917.81","-211,277"
InterestExpense,,,"0","0",,,
NetInterestIncome,,,"0","0",,,
EBIT,"-4,684,149","-2,273,615","-32,387,371","10,101,825","-801,184","-293,360","-211,277"
EBITDA,"-4,684,149"
NetIncomeFromContinuingOperationNetMinorityInterest,"-13,065,769","17,019,868","-32,387,371","10,101,825","-7,800,091","27,381,743","-109,477"
TotalUnusualItemsExcludingGoodwill,"-6,575,833","19,293,483","-29,395,142","10,524,733","-6,998,907","27,675,103","101,800"
TotalUnusualItems,"-6,575,833","19,293,483","-29,395,142","10,524,733","-6,998,907","27,675,103","101,800"
NormalizedEBITDA,"1,891,684","-21,567,098","-2,992,229","-422,908","6,197,723","-27,968,463","-313,077"
TaxRateForCalcs,"0","0.4","0","0.27","0","0.27","0"
TaxEffectOfUnusualItems,"0","7,717,393.2","0","2,841,677.91","0","7,472,277.81","0"
