name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005
TotalAssets,"2,252,501,000","2,159,755,000","2,113,204,000","1,992,954,000","1,944,626,000","1,578,917,000","1,537,420,000","1,571,075,000","1,638,098,000","1,698,218,000","1,692,071,000","2,140,727,000","2,147,580,000","2,216,432,000","2,684,834,000","2,585,773,000","2,659,869,000","2,784,650,000","2,628,537,000","2,396,623,000","2,421,146,000","2,506,492,000","2,176,958,000","1,898,905,000","1,919,412,000","1,929,328,000","1,880,869,000","1,726,228,000","1,750,655,000","1,828,557,000","1,703,580,000","1,625,891,000","1,512,369,000","1,532,045,000","1,383,132,000","1,264,047,000","1,293,410,000","1,349,734,000","1,416,534,000","1,322,749,000","1,403,686,000","1,420,828,000","1,401,811,000","1,365,853,000","1,434,495,000","1,429,866,000","1,065,900,000","989,100,000","975,660,000","878,081,000","822,337,000","698,603,000","678,971,000","296,116,000","300,297,000","195,444,000","180,272,718","144,444,445","125,916,149","107,683,539","96,006,932","91,149,638","41,586,422","34,649,482","34,649,482","105,784","300,585","538,770"
	CurrentAssets,"1,162,606,000","1,117,749,000","1,117,526,000","1,029,910,000","1,010,540,000","642,353,000","508,677,000","516,055,000","566,385,000","667,913,000","622,055,000","1,086,188,000","1,082,951,000","1,206,642,000","1,187,613,000","1,092,819,000","1,146,070,000","1,206,471,000","1,100,389,000","866,226,000","919,878,000","1,000,576,000","953,022,000","900,599,000","918,167,000","912,577,000","967,765,000","812,839,000","840,238,000","910,910,000","782,830,000","712,926,000","616,634,000","633,305,000","595,726,000","479,686,000","523,666,000","568,035,000","584,678,000","487,896,000","566,816,000","576,420,000","556,871,000","515,956,000","588,988,000","638,773,000","435,167,000","356,701,000","356,486,000","252,446,000","198,671,000","189,751,000","166,417,000","90,485,000","99,105,000","31,403,000","25,178,989","22,043,833","22,942,286","35,737,281","44,196,474","55,366,526","25,814,164","33,862,636","33,862,636","96,498","292,262","531,324"
		CashCashEquivalentsAndShortTermInvestments,"534,137,000","551,079,000","589,822,000","496,932,000","446,833,000","233,860,000","150,407,000","163,362,000","194,333,000","245,977,000","235,537,000","193,280,000","214,068,000","251,683,000","171,674,000","235,133,000","240,964,000","266,651,000","261,588,000","195,442,000","256,468,000","304,211,000","407,359,000","386,920,000","383,442,000","384,867,000","495,863,000","399,488,000","405,899,000","425,510,000","401,113,000","333,379,000","207,034,000","272,027,000","334,509,000","213,463,000","229,808,000","254,289,000","182,936,000","160,728,000","163,352,000","174,988,000","174,570,000","202,675,000","186,295,000","266,762,000","186,936,000","180,607,000",,"89,779,000","72,784,000","62,418,000","53,541,000","3,693,000","7,337,000","12,088,000","11,913,868","16,636,240","19,300,481","32,381,047","43,088,464","54,442,948","25,596,781","33,859,636","33,859,636","93,498","289,262","528,324"
			CashAndCashEquivalents,"509,195,000","426,220,000","589,822,000","496,932,000","446,833,000","233,860,000","150,407,000","163,362,000","194,333,000","245,977,000","235,537,000","193,280,000","214,068,000","251,683,000","171,674,000","235,133,000","240,964,000","266,651,000","261,588,000","195,442,000","256,468,000","304,211,000","407,359,000","386,920,000","383,442,000","384,867,000","495,863,000","399,488,000","405,899,000","425,510,000","401,113,000","333,379,000","207,034,000","272,027,000","334,509,000","213,463,000","229,808,000","254,289,000","140,177,000","120,683,000","134,989,000","174,988,000","117,928,000","136,403,000","151,883,000","233,205,000","165,186,000","172,996,000",,"89,779,000","69,101,000","55,322,000","53,541,000","3,693,000","7,337,000","12,088,000","11,913,868","16,636,240","19,300,481","32,381,047","43,088,464","54,442,948","25,596,781","5,794,936","5,794,936","93,498","289,262","528,324"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,498","289,262","528,324"
			OtherShortTermInvestments,"24,942,000","124,859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,759,000","40,045,000","28,363,000","0","56,642,000","66,272,000","34,412,000","33,557,000","21,750,000","7,611,000",,"0","3,683,000","7,096,000",,,,,,,,,,,,"28,064,700","28,064,700",,,
		Receivables,"142,687,000","120,872,000","92,003,000","81,385,000","63,002,000","56,229,000","112,411,000","124,899,000","76,814,000","113,399,000","77,255,000","121,579,000","78,826,000","112,779,000","148,161,000","170,959,000","184,689,000","157,535,000","129,123,000","146,526,000","107,187,000","157,874,000","137,380,000","145,740,000","111,710,000","105,254,000","146,256,000","128,592,000","101,692,000","138,073,000","108,761,000","120,902,000","112,420,000","106,808,000","76,982,000","105,987,000","78,896,000","80,537,000","102,565,000","115,002,000","92,702,000","106,198,000","121,108,000","89,486,000","89,382,000","89,170,000","62,664,000","65,170,000",,"44,637,000","57,443,000","48,664,000","37,411,000","15,011,000","10,712,000","4,668,000","3,063,147","49,953","87,827","129,945","183,611","190,863","73,957",,,,,
			AccountsReceivable,"142,041,000","119,961,000","90,271,000","80,298,000","62,519,000","55,568,000","54,482,000","67,185,000","34,447,000","107,183,000","64,322,000","108,700,000","66,566,000","100,361,000","134,950,000","137,068,000","151,936,000","151,122,000","114,978,000","134,885,000","96,986,000","147,495,000","132,574,000","140,597,000","106,083,000","96,150,000","141,020,000","116,051,000","101,692,000","138,073,000","108,761,000","120,902,000","112,420,000","106,808,000","76,982,000","105,987,000","78,896,000","80,537,000","102,565,000","115,002,000","92,702,000","106,198,000","121,108,000","89,486,000","89,382,000","89,170,000","62,664,000","65,170,000",,"44,637,000","57,443,000","48,664,000","37,411,000","15,011,000","10,712,000","4,668,000","3,063,147",,,,,,,,,,,
				GrossAccountsReceivable,"142,323,000","120,643,000","90,653,000","80,632,000","62,717,000","55,711,000","54,673,000","67,403,000","34,643,000","107,349,000","64,525,000","108,893,000","66,770,000","100,555,000","135,156,000","137,277,000","152,148,000","151,339,000","115,212,000","135,170,000","97,274,000","147,761,000","132,916,000","140,939,000","106,471,000","96,435,000","142,355,000","117,386,000","102,947,000","139,304,000","110,116,000","121,262,000","112,722,000","107,116,000","77,234,000","106,206,000","79,115,000","80,756,000","103,053,000",,,"106,461,000","121,351,000",,,,,,,"44,756,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-282,000","-682,000","-382,000","-334,000","-198,000","-143,000","-191,000","-218,000","-196,000","-166,000","-203,000","-193,000","-204,000","-194,000","-206,000","-209,000","-212,000","-217,000","-234,000","-285,000","-288,000","-266,000","-342,000","-342,000","-388,000","-285,000","-1,335,000","-1,335,000","-1,255,000","-1,231,000","-1,355,000","-360,000","-302,000","-308,000","-252,000","-219,000","-219,000","-219,000","-488,000",,,"-263,000","-243,000",,,,,,,"-119,000",,,,,,,,,,,,,,,,,,
