name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"402,717,000","324,337,000","354,068,000","358,054,000","382,351,000","392,826,000","403,816,000","416,248,000","162,533,000","65,698,000"
	CurrentAssets,"342,223,000","256,348,000","302,949,000","301,532,000","324,714,000","389,004,000","400,835,000","413,057,000","158,591,000","61,723,000"
		CashCashEquivalentsAndShortTermInvestments,"334,641,000","245,970,000","278,576,000","292,116,000","321,119,000","386,200,000","397,048,000","410,046,000","154,791,000","58,976,000"
			CashAndCashEquivalents,"201,741,000","68,985,000","112,044,000","150,996,000","198,939,000","386,200,000","397,048,000","410,046,000","154,791,000","58,976,000"
				CashFinancial,"140,164,000","27,834,000","52,611,000","51,600,000","26,226,000",,,,,
				CashEquivalents,"61,577,000","41,151,000","59,433,000","99,396,000","172,713,000",,,,,
			OtherShortTermInvestments,"132,900,000","176,985,000","166,532,000","141,120,000","122,180,000",,,,,
		PrepaidAssets,"7,582,000","10,378,000","24,373,000","9,416,000","3,595,000","2,804,000","3,787,000","3,011,000","3,800,000","2,747,000"
	TotalNonCurrentAssets,"60,494,000","67,989,000","51,119,000","56,522,000","57,637,000","3,822,000","2,981,000","3,191,000","3,942,000","3,975,000"
		NetPPE,"36,259,000","35,912,000","6,933,000","6,311,000","6,022,000","3,272,000","2,539,000","2,753,000","3,339,000","3,391,000"
			GrossPPE,"40,380,000","39,460,000","12,352,000","11,239,000","10,466,000","7,369,000","6,370,000","6,249,000","6,705,000","6,373,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"2,047,000","2,049,000","1,328,000","531,000","508,000","508,000","566,000","549,000","549,000","543,000"
				OtherProperties,"37,004,000","37,411,000","9,121,000","8,805,000","8,055,000","4,739,000","3,887,000","3,809,000","4,266,000","3,946,000"
				ConstructionInProgress,,"0","0","0","0","219,000","14,000",,,
				Leases,"1,329,000","0","1,903,000","1,903,000","1,903,000","1,903,000","1,903,000","1,891,000","1,890,000","1,884,000"
			AccumulatedDepreciation,"-4,121,000","-3,548,000","-5,419,000","-4,928,000","-4,444,000","-4,097,000","-3,831,000","-3,496,000","-3,366,000","-2,982,000"
		InvestmentsAndAdvances,"17,697,000","27,117,000","39,735,000","48,835,000","49,754,000",,,,,
		OtherNonCurrentAssets,"6,538,000","4,960,000","4,451,000","1,376,000","1,861,000","550,000","442,000","438,000","603,000","584,000"
TotalLiabilitiesNetMinorityInterest,"43,174,000","40,319,000","48,112,000","41,029,000","55,414,000","46,983,000","39,741,000","33,038,000","24,685,000","172,071,000"
	CurrentLiabilities,"27,249,000","28,716,000","47,461,000","40,704,000","55,016,000","46,861,000","39,612,000","32,894,000","24,522,000","11,052,000"
		PayablesAndAccruedExpenses,"19,401,000","19,985,000","44,773,000","38,585,000","53,176,000","46,563,000","38,095,000","32,138,000","24,153,000","10,458,000"
			Payables,"4,801,000","6,758,000","25,713,000","23,697,000","31,864,000","29,785,000","10,685,000","2,556,000","2,650,000","3,376,000"
				AccountsPayable,"4,801,000","6,758,000","25,713,000","23,697,000","31,864,000","29,785,000","10,685,000","2,556,000","2,650,000","3,376,000"
			CurrentAccruedExpenses,"14,600,000","13,227,000","19,060,000","14,888,000","21,312,000","16,778,000","27,410,000","29,582,000","21,503,000","7,082,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,270,000","3,455,000","2,075,000","1,409,000","1,007,000","284,000","1,490,000","731,000","349,000","414,000"
		CurrentDebtAndCapitalLeaseObligation,"6,578,000","5,276,000","613,000","710,000","833,000",,,,,"161,000"
			CurrentCapitalLeaseObligation,"6,578,000","5,276,000","613,000","710,000","833,000","0","0","0","0","161,000"
		CurrentDeferredLiabilities,,"0","0","0","0","14,000","27,000","25,000","20,000","19,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"15,925,000","11,603,000","651,000","325,000","398,000","122,000","129,000","144,000","163,000","161,019,000"
		LongTermDebtAndCapitalLeaseObligation,"15,832,000","11,507,000","553,000","225,000","295,000",,,,,"0"
			LongTermCapitalLeaseObligation,"15,832,000","11,507,000","553,000","225,000","295,000",,,,,"0"
		NonCurrentDeferredLiabilities,,"0","0","0","0","10,000","1,000","8,000","14,000","17,000"
		DerivativeProductLiabilities,,,,,,"0","0","0","0","450,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","0","0","0","160,310,000"
		OtherNonCurrentLiabilities,"93,000","96,000","98,000","100,000","103,000","112,000","128,000","136,000","149,000","242,000"
TotalEquityGrossMinorityInterest,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
	StockholdersEquity,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
		CapitalStock,"59,000","56,000","56,000","55,000","54,000","54,000","54,000","54,000","33,000","7,000"
			PreferredStock,"0","0","0","0","0","0",,,,
			CommonStock,"59,000","56,000","56,000","55,000","54,000","54,000","54,000","54,000","33,000","7,000"
		AdditionalPaidInCapital,"697,944,000","582,844,000","575,990,000","560,441,000","546,714,000","544,353,000","541,848,000","539,965,000","274,304,000","2,967,000"
		RetainedEarnings,"-337,627,000","-298,641,000","-270,078,000","-243,463,000","-219,784,000","-198,564,000","-177,827,000","-156,809,000","-136,489,000","-109,347,000"
		GainsLossesNotAffectingRetainedEarnings,"-833,000","-241,000","-12,000","-8,000","-47,000",,,,,
TotalCapitalization,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
CommonStockEquity,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
CapitalLeaseObligations,"22,410,000","16,783,000","1,166,000","935,000","1,128,000","0","0","0","0","161,000"
NetTangibleAssets,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
WorkingCapital,"314,974,000","227,632,000","255,488,000","260,828,000","269,698,000","342,143,000","361,223,000","380,163,000","134,069,000","50,671,000"
InvestedCapital,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
TangibleBookValue,"359,543,000","284,018,000","305,956,000","317,025,000","326,937,000","345,843,000","364,075,000","383,210,000","137,848,000","-106,373,000"
TotalDebt,"22,410,000","16,783,000","1,166,000","935,000","1,128,000","0","0","0","0","161,000"
ShareIssued,"56,499,544","53,031,978","52,587,855","51,963,770","51,338,801","51,071,593","50,949,490","50,881,698","46,757,820","46,757,820"
OrdinarySharesNumber,"56,499,544","53,031,978","52,587,855","51,963,770","51,338,801","51,071,593","50,949,490","50,881,698","46,757,820","46,757,820"
