name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"351,117,000","92,097,000","88,826,000","85,678,000","84,516,000","93,067,000","102,707,000","83,582,000","88,807,000","92,066,000","73,028,000","73,296,000","73,394,000","72,462,000","69,284,000","68,990,000","69,214,000","63,632,000","48,332,000","49,544,000","48,332,000","46,525,000","41,349,000","39,208,000","34,256,000","23,515,000","24,378,000","23,237,000","22,151,000","21,563,000","21,711,000","22,886,000","22,512,000","21,617,000","17,108,000","21,656,000","21,862,000","20,187,000","21,054,000","22,878,000","22,935,000","23,416,000","23,486,000","22,951,000","23,542,000","22,796,000","23,406,000","23,787,000","23,295,000","21,938,000","20,641,000","21,247,000","20,309,000","18,856,000","17,723,000","18,237,000","16,882,000","18,005,000","17,101,000","17,393,000","12,924,000","8,036,000","9,868,000","21,062,000","20,952,000","19,844,000","21,395,000","21,724,000","20,847,000","21,050,000","21,090,000","19,221,000","18,021,000","18,429,000","19,168,000","19,429,000","18,728,000","19,067,000","18,916,000","16,912,000","17,769,000","18,093,000","19,446,000","16,730,000","16,233,000","15,531,000","15,223,000","12,583,000","14,066,000","13,966,000","13,700,000","13,600,000","13,100,000","13,200,000","11,200,000","11,700,000","12,000,000","11,700,000","11,600,000","11,500,000","11,400,000","11,100,000","11,200,000","10,800,000","8,900,000",
	OperatingRevenue,"351,117,000","92,097,000","88,826,000","85,678,000","84,516,000","93,067,000","102,707,000","83,582,000","88,807,000","92,066,000","73,028,000","73,296,000","73,394,000","72,462,000","69,284,000","68,990,000","69,214,000","63,632,000","48,332,000","49,544,000","48,332,000","46,525,000","41,349,000","39,208,000","34,256,000","23,515,000","24,378,000","23,237,000","22,151,000","21,563,000","21,711,000","22,886,000","22,512,000","21,617,000","17,108,000","21,656,000","21,862,000","20,187,000","21,054,000","22,878,000","22,935,000","23,416,000","23,486,000","22,951,000","23,542,000","22,796,000","23,406,000","23,787,000","23,295,000","21,938,000","20,641,000","21,247,000","20,309,000","18,856,000","17,723,000","18,237,000","16,882,000","18,005,000","17,101,000","17,393,000","12,924,000","8,036,000","9,868,000","21,062,000","20,952,000","19,844,000","21,395,000","21,724,000","20,847,000","21,050,000","21,090,000","19,221,000","18,021,000","18,429,000","19,168,000","19,429,000","18,728,000","19,067,000","18,916,000","16,912,000","17,769,000","18,093,000","19,446,000","16,730,000","16,233,000","15,531,000","15,223,000","12,583,000","14,066,000","13,966,000","13,700,000","13,600,000","13,100,000","13,200,000","11,200,000","11,700,000","12,000,000","11,700,000","11,600,000","11,500,000","11,400,000","11,100,000","11,200,000","10,800,000","8,900,000",
PretaxIncome,"132,598,000","33,733,000","26,735,000","31,521,000","40,609,000","43,376,000","43,483,000","-7,534,000","24,516,000","20,577,000","26,631,000","31,273,000","23,445,000","26,009,000","31,001,000","29,349,000","18,720,000","6,432,000","20,142,000","18,517,000","10,849,000","15,817,000","9,036,000","13,917,000","5,589,000","6,656,000","8,007,000","7,280,000","7,912,000","8,006,000","7,423,000","7,955,000","7,884,000","7,270,000","2,723,000","7,626,000","7,761,000","6,833,000","6,164,000","7,639,000","8,368,000","8,776,000","8,466,000","7,822,000","7,957,000","7,968,000","7,481,000","8,427,000","7,835,000","7,036,000","5,274,000","7,394,000","5,869,000","6,272,000","4,941,000","5,574,000","5,114,000","5,996,000","4,551,000","4,708,000","-930,000","-7,394,000","-2,338,000","7,498,000","7,417,000","6,618,000","7,279,000","7,432,000","7,490,000","7,631,000","7,565,000","6,896,000","6,293,000","6,947,000","6,784,000","8,324,000","7,663,000","8,076,000","7,958,000","6,638,000","7,584,000","7,715,000","9,239,000","6,994,000","6,910,000","6,166,000","6,004,000","4,068,000","6,605,000","6,532,000","5,800,000","6,600,000","6,200,000","6,400,000","4,500,000","5,100,000","5,100,000","5,500,000","5,300,000","5,500,000","5,300,000","5,400,000","5,200,000","-13,500,000","3,800,000",
TaxProvision,"29,460,000","7,974,000","4,078,000","7,354,000","10,054,000","10,679,000","10,419,000","-2,608,000","5,878,000","4,044,000","3,181,000","6,302,000","4,465,000","4,836,000","4,269,000","5,278,000","3,018,000","1,005,000","10,186,000","5,700,000","3,170,000","3,799,000","2,984,000","4,789,000","1,928,000","2,451,000","2,778,000","2,582,000","2,779,000","2,744,000","2,491,000","2,790,000","2,767,000","2,563,000","785,000","2,658,000","2,774,000","2,397,000","2,123,000","2,680,000","2,995,000","3,129,000","3,007,000","2,748,000","2,854,000","2,862,000","1,697,000","3,189,000","2,884,000","2,632,000","1,707,000","2,860,000","2,270,000","2,319,000","1,440,000","1,852,000","1,579,000","1,990,000","1,457,000","1,582,000","-1,207,000","-1,972,000","-898,000","2,592,000","2,565,000","2,304,000","2,433,000","2,602,000","2,615,000","2,685,000","2,572,000","2,444,000","2,272,000","2,469,000","2,436,000","2,994,000","2,716,000","2,827,000","2,790,000","1,848,000","2,448,000","2,666,000","3,191,000","2,312,000","2,417,000","2,145,000","2,093,000","248,000","2,267,000","2,218,000","1,800,000","2,400,000","2,200,000","2,300,000","1,500,000","1,800,000","1,900,000","2,000,000","1,800,000","2,000,000","1,900,000","2,000,000","2,000,000","-3,700,000","1,300,000",
NetIncomeCommonStockholders,"99,122,000","24,755,000","21,653,000","23,163,000","29,551,000","31,693,000","32,060,000","-6,019,000","18,638,000","16,533,000","23,450,000","24,971,000","18,980,000","21,173,000","26,732,000","24,071,000","15,702,000","5,427,000","9,956,000","12,817,000","7,679,000","12,018,000","6,052,000","9,128,000","3,661,000","4,205,000","5,229,000","4,698,000","5,133,000","5,262,000","4,932,000","5,165,000","5,117,000","4,707,000","1,938,000","4,968,000","4,987,000","4,436,000","4,041,000","4,959,000","5,373,000","5,647,000","5,459,000","5,074,000","5,103,000","5,106,000","5,784,000","5,238,000","4,951,000","4,404,000","1,936,000","3,997,000","3,061,000","3,495,000","3,501,000","3,722,000","3,535,000","4,006,000","3,094,000","3,126,000","277,000","-5,422,000","-1,440,000","4,906,000","4,852,000","4,314,000","4,846,000","4,830,000","4,875,000","4,946,000","4,993,000","4,452,000","4,021,000","4,478,000","4,348,000","5,330,000","4,947,000","5,249,000","5,168,000","4,790,000","5,136,000","5,049,000","4,963,000","4,682,000","4,493,000","4,021,000","3,911,000","3,820,000","4,338,000","4,314,000","4,000,000","4,200,000","4,000,000","4,100,000","3,000,000","3,300,000","3,200,000","3,500,000","3,500,000","3,500,000","3,400,000","3,400,000","3,200,000","-9,800,000","2,500,000","2,500,000"
	NetIncome,"103,138,000","25,759,000","22,657,000","24,167,000","30,555,000","32,697,000","33,064,000","-4,926,000","18,638,000","16,533,000","23,450,000","24,971,000","18,980,000","21,173,000","26,732,000","24,071,000","15,702,000","5,427,000","9,956,000","12,817,000","7,679,000","12,018,000","6,052,000","9,128,000","3,661,000","4,205,000","5,229,000","4,698,000","5,133,000","5,262,000","4,932,000","5,165,000","5,117,000","4,707,000","1,938,000","4,968,000","4,987,000","4,436,000","4,041,000","4,959,000","5,373,000","5,647,000","5,459,000","5,074,000","5,103,000","5,106,000","5,784,000","5,238,000","4,951,000","4,404,000","3,567,000","4,534,000","3,599,000","3,953,000","3,501,000","3,722,000","3,535,000","4,006,000","3,094,000","3,126,000","277,000","-5,422,000","-1,440,000","4,906,000","4,852,000","4,314,000","4,846,000","4,830,000","4,875,000","4,946,000","4,993,000","4,452,000","4,021,000","4,478,000","4,348,000","5,330,000","4,947,000","5,249,000","5,168,000","4,790,000","5,136,000","5,049,000","4,963,000","4,682,000","4,493,000","4,021,000","3,911,000","3,820,000","4,338,000","4,314,000","4,000,000","4,200,000","4,000,000","4,100,000","3,000,000","3,300,000","3,200,000","3,500,000","3,500,000","3,500,000","3,400,000","3,400,000","3,200,000","-9,800,000","2,500,000","2,500,000"
		NetIncomeIncludingNoncontrollingInterests,"103,138,000","25,759,000","22,657,000","24,167,000","30,555,000","32,697,000","33,064,000","-4,926,000","18,638,000","16,533,000","23,450,000","24,971,000","18,980,000","21,173,000","26,732,000","24,071,000","15,702,000","5,427,000","9,956,000","12,817,000","7,679,000","12,018,000","6,052,000","9,128,000","3,661,000","4,205,000","5,229,000","4,698,000","5,133,000","5,262,000","4,932,000","5,165,000","5,117,000","4,707,000","1,938,000","4,968,000","4,987,000","4,436,000","4,041,000","4,959,000","5,373,000","5,647,000","5,459,000","5,074,000","5,103,000","5,106,000","5,784,000","5,238,000","4,951,000","4,404,000","3,567,000","4,534,000","3,599,000","3,953,000","3,501,000","3,722,000","3,535,000","4,006,000","3,094,000","3,126,000","277,000","-5,422,000","-1,440,000","4,906,000","4,852,000","4,314,000","4,846,000","4,830,000","4,875,000","4,946,000","4,993,000","4,452,000","4,021,000","4,478,000","4,348,000","5,330,000","4,947,000","5,249,000","5,168,000","4,790,000","5,136,000","5,049,000","4,963,000","4,682,000","4,493,000","4,021,000","3,911,000","3,820,000","4,338,000","4,314,000","4,000,000","4,200,000","4,000,000","4,100,000","3,000,000","3,300,000","3,200,000","3,500,000","3,500,000","3,500,000","3,400,000","3,400,000","3,200,000","-9,800,000","2,500,000","2,500,000"
			NetIncomeContinuousOperations,"103,138,000","25,759,000","22,657,000","24,167,000","30,555,000","32,697,000","33,064,000","-4,926,000","18,638,000","16,533,000","23,450,000","24,971,000","18,980,000","21,173,000","26,732,000","24,071,000","15,702,000","5,427,000","9,956,000","12,817,000","7,679,000","12,018,000","6,052,000","9,128,000","3,661,000","4,205,000","5,229,000","4,698,000","5,133,000","5,262,000","4,932,000","5,165,000","5,117,000","4,707,000","1,938,000","4,968,000","4,987,000","4,436,000","4,041,000","4,959,000","5,373,000","5,647,000","5,459,000","5,074,000","5,103,000","5,106,000","5,784,000","5,238,000","4,951,000","4,404,000","3,567,000","4,534,000","3,599,000","3,953,000","3,501,000","3,722,000","3,535,000","4,006,000","3,094,000","3,126,000","277,000","-5,422,000","-1,440,000","4,906,000","4,852,000","4,314,000","4,846,000","4,830,000","4,875,000","4,946,000","4,993,000","4,452,000","4,021,000","4,478,000","4,348,000","5,330,000","4,947,000","5,249,000","5,168,000","4,790,000","5,136,000","5,049,000","6,048,000","4,682,000","4,493,000","4,021,000","3,911,000","3,820,000","4,338,000","4,314,000","4,000,000","4,200,000","4,000,000","4,100,000","3,000,000","3,300,000","3,200,000","3,500,000","3,500,000","3,500,000","3,400,000","3,400,000","3,200,000","-9,800,000","2,500,000","2,500,000"
	PreferredStockDividends,"4,016,000","1,004,000","1,004,000","1,004,000","1,004,000","1,004,000","1,004,000","1,093,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,631,000","537,000","538,000","458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
