name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"607,975,000","169,220,000","157,668,000","147,465,000","133,622,000","112,311,000","105,240,000","95,125,000","90,463,000","92,235,000","85,900,000","82,352,000","76,618,000","73,064,000","71,834,000","66,414,000","61,473,000","58,598,000","50,011,000","47,531,000","43,046,000","116,322,000"
	OperatingRevenue,"607,975,000","169,220,000","157,668,000","147,465,000","133,622,000","112,311,000","105,240,000","95,125,000","90,463,000","92,235,000","85,900,000","82,352,000","76,618,000","73,064,000","71,834,000","66,414,000","61,473,000","58,598,000","50,011,000","47,531,000","43,046,000","116,322,000"
CostOfRevenue,"402,458,000","113,799,000","105,606,000","94,776,000","88,277,000","73,797,000","68,183,000","62,208,000","63,416,000","56,480,000","78,219,000","52,685,000","50,697,000","48,075,000","46,405,000","43,927,000","40,058,000","39,018,000","34,003,000","32,364,000","29,125,000","79,635,000"
GrossProfit,"205,517,000","55,421,000","52,062,000","52,689,000","45,345,000","38,514,000","37,057,000","32,917,000","27,047,000","35,755,000","7,681,000","29,667,000","25,921,000","24,989,000","25,429,000","22,487,000","21,415,000","19,580,000","16,008,000","15,167,000","13,921,000","36,687,000"
OperatingExpense,"116,487,000","29,989,000","31,981,000","27,643,000","25,553,000","20,476,000","22,994,000","21,267,000","20,185,000","21,614,000","19,139,000","17,340,000","17,248,000","17,601,000","16,345,000","14,662,000","14,982,000","13,705,000","9,832,000","8,218,000","7,558,000","19,993,000"
	SellingGeneralAndAdministration,"116,487,000","29,989,000","31,981,000","27,643,000","25,553,000","20,476,000","22,994,000","21,267,000","24,658,000","19,975,000","19,139,000","17,340,000","17,248,000","17,601,000","16,345,000","14,662,000","14,982,000","13,705,000","9,832,000","8,218,000","7,558,000","19,993,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"19,975,000",,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,"1,497,000",,,,,,,,,,,,
			OtherGandA,,,,,,,,,,"18,478,000",,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"1,639,000",,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"1,639,000",,,,,,,,,,,,
OperatingIncome,"89,030,000","25,432,000","20,081,000","25,046,000","19,792,000","18,038,000","14,063,000","11,650,000","6,862,000","14,141,000","-11,458,000","12,327,000","8,673,000","7,388,000","9,084,000","7,825,000","6,433,000","5,875,000","6,176,000","6,949,000","6,363,000","16,694,000"
NetNonOperatingInterestIncomeExpense,"6,421,000","472,000","-354,000","1,037,000","5,266,000","-1,541,000","-3,455,000","-2,925,000","-2,667,000","4,153,000","-5,799,000","2,928,000","-1,169,000","216,000","331,000","-5,191,000","247,000","-370,000","-153,000","-507,000","125,000","-515,000"
	TotalOtherFinanceCost,"-7,911,000","-472,000","354,000","-1,037,000","-6,756,000","1,541,000","3,455,000","2,925,000","2,140,000","-4,153,000","5,799,000","-2,928,000","1,310,000","-216,000","-331,000","5,191,000","-247,000","370,000","153,000","507,000",,"515,000"
OtherIncomeExpense,"-7,038,000","-14,000","-651,000","-1,161,000","1,317,000",,,,"2,554,000",,"0","2,215,000",,,,,,,,,,
	SpecialIncomeCharges,"-509,000","-14,000","-651,000","-1,161,000","-4,000","0","0","0","472,000","0","0","2,215,000",,,,,,,,,,
		WriteOff,"509,000","14,000","651,000","1,161,000","-1,317,000",,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,"0","0","0","0","0","0","0","2,215,000",,,,,,,,,,
PretaxIncome,"88,413,000","25,890,000","19,076,000","24,922,000","18,525,000","16,497,000","10,608,000","8,725,000","6,749,000","18,294,000","-17,257,000","17,470,000","10,447,000","7,604,000","9,415,000","2,634,000","6,680,000","5,505,000","6,023,000","6,442,000","5,521,000","16,179,000"
TaxProvision,"16,411,000","5,787,000","3,670,000","4,377,000","2,577,000","3,511,000","2,809,000","2,017,000","640,000","3,689,000","-3,441,000","2,958,000","2,219,000","1,290,000","1,998,000","586,000","1,782,000","1,286,000","1,250,000","1,357,000","1,239,000","3,629,000"
NetIncomeCommonStockholders,"72,002,000","20,103,000","15,406,000","20,545,000","15,948,000","12,986,000","7,799,000","6,708,000","6,109,000","14,605,000","-13,816,000","14,512,000","8,228,000","6,314,000","7,417,000","2,048,000","4,898,000","4,219,000","4,773,000","5,085,000","4,282,000","12,550,000"
	NetIncome,"72,002,000","20,103,000","15,406,000","20,545,000","15,948,000","12,986,000","7,799,000","6,708,000","6,109,000","14,605,000","-13,816,000","14,512,000","8,228,000","6,314,000","7,417,000","2,048,000","4,898,000","4,219,000","4,773,000","5,085,000","4,282,000","12,550,000"
		NetIncomeIncludingNoncontrollingInterests,"72,002,000","20,103,000","15,406,000","20,545,000","15,948,000","12,986,000","7,799,000","6,708,000","6,109,000","14,605,000","-13,816,000","14,512,000","8,228,000","6,314,000","7,417,000","2,048,000","4,898,000","4,219,000","4,773,000","5,085,000","4,282,000","12,550,000"
			NetIncomeContinuousOperations,"72,002,000","20,103,000","15,406,000","20,545,000","15,948,000","12,986,000","7,799,000","6,708,000","6,109,000","14,605,000","-13,816,000","14,512,000","8,228,000","6,314,000","7,417,000","2,048,000","4,898,000","4,219,000","4,773,000","5,085,000","4,282,000","12,550,000"
