name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
MarketCap,"4,802,801,459","4,157,125,402","5,578,961,261","6,710,110,677","5,665,943,541","3,487,726,259","3,604,789,782","1,626,121,821","816,720,123","291,497,284","332,667,491","228,089,607","254,446,867","243,665,034","177,420,471","206,026,298","234,415,397","199,974,010","239,815,238","267,960,759","187,433,104","171,230,439","94,732,804","80,426,218","88,546,172","84,053,032","74,457,937","42,375,967","57,106,660","25,223,790","7,215,000","7,770,000","24,975,000","33,672,000","59,798,160","60,720,000","65,790,000","28,500,000","20,081,160","6,215,859","7,847,686"
EnterpriseValue,"4,778,714,459","4,142,242,847","5,518,755,365","6,627,282,479","5,635,362,924","3,445,602,583","3,562,694,600","1,615,579,319","807,002,251","277,929,803","312,294,931","232,922,746","261,289,342","243,881,234","175,606,362","201,030,390","227,927,687","189,287,393","223,896,661","251,463,022","170,028,623","163,983,307","91,467,103","77,578,821","83,811,503","78,424,718","81,836,033","49,754,063","64,484,756","25,223,790","10,607,358","8,449,335","24,669,519","29,290,193","51,764,107","66,961,942","67,572,689","28,714,860","20,606,518","9,832,796","10,600,423"
PeRatio,"490.231","1,103.6","677.909","643.5","691.727","436.818","838.5","2,271",,"26.313","28.412","49.643","222",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"163.934","188.679","217.391","232.558","588.235",,"384.615","1,111.111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"12.506","13.641","23.565","37.328","37.946","27.363","30.728","15.207","8.789","3.596","4.361","3.173","4.325","4.053","3.589","4.615","4.994","5.343","6.731","8.304","6.679","6.608","4.543","4.504","5.307","4.22","3.689","3.993","5.381",,"0.881","0.885","1.899","2.191","4.242","6.577","15.628","8.654","6.191","2.087","2.758"
PbRatio,"21.032","19.157","28.298","36.041","51.981","33.431","36.648","23.713","12.499","4.596","5.257","9.667","10.08","20.644","19.335","15.963","15.61","12.927","11.167","11.912","9.295","15.717","13.637","11.534","11.482","9.613",,,,,,,"12.776","4.968","6.31",,,,"22.701",,
EnterprisesValueRevenueRatio,"12.018","31.054","52.936","69.828","86.6","68.864","99.895","43.855","26.867","9.861","12.95","11.404","16.207","16.836","11.962","12.136","24.513","15.696","24.494","23.314","16.609","27.329","14.628","11.652","13.58","21.319","19.208","13.622","13.85","5.426","4.809","81.772","13.943","7.138","22.151","28.048","50.315","24.626","21.213","15.836","24.342"
EnterprisesValueEBITDARatio,"708.243","397.604","-460.235","1,615.964","1,335.581","3,902.61","1,748.133","291.891","334.804","195.747","-436.377","108.759","-228.654","20.531","-235.297","-49.347","-69.169","-66.879","-43.363","-159.057","330.994","-89.657","-255.897","1,071.116","-60.01","-68.776","-81.698","-66.93","-149.156","65.179","-27.112","-1.451","-4.946","-9.825","-9.841","-30.318","-25.465","-20.508","-18.135","-7.743","-5.916"
