name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
OperatingCashFlow,"376,784,000","62,999,000","31,660,000","109,773,000","172,352,000","83,468,000","82,160,000","112,662,000","134,288,000","65,740,000","31,159,000","130,480,000","91,350,000","48,892,000","56,952,000","111,731,000","142,430,000","80,892,000","17,149,000","78,567,000","137,137,000","87,586,000","67,761,000","72,884,000","127,089,000","89,471,000","67,395,000","83,260,000","48,177,000","174,495,000","3,445,000","89,579,000","92,548,000","102,138,000","77,282,000","67,173,000","84,660,000","55,819,000","67,009,000","76,799,000","98,329,000","118,877,000","95,792,000","109,529,000","122,568,000","100,939,000","70,652,000","67,847,000","74,969,000","86,018,000","98,464,000","77,961,000","65,197,000","32,643,000","97,424,000","102,461,000","51,239,000","34,508,000","76,266,000","57,496,000","35,068,000","23,244,000","47,165,000","46,082,000","16,474,000","41,239,000","28,707,000","17,291,000","13,935,000","18,190,000","31,006,000"
	CashFlowFromContinuingOperatingActivities,"376,784,000","62,999,000","31,660,000","109,773,000","172,352,000","83,468,000","82,160,000","112,662,000","134,288,000","65,740,000","31,159,000","130,480,000","91,350,000","48,892,000","56,952,000","111,731,000","142,430,000","80,892,000","17,149,000","78,567,000","137,137,000","87,586,000","67,761,000","72,884,000","127,089,000","89,471,000","67,395,000","83,260,000","48,177,000","174,495,000","3,445,000","89,579,000","92,548,000","102,138,000","77,282,000","67,173,000","84,660,000","55,819,000","67,009,000","76,799,000","98,329,000","118,877,000","95,792,000","109,529,000","122,568,000","100,939,000","70,652,000","67,847,000","74,969,000","86,018,000","98,464,000","77,961,000","65,197,000","32,643,000","97,424,000","102,461,000","51,239,000","34,508,000","76,266,000","57,496,000","35,068,000","23,244,000","47,165,000","46,082,000","16,474,000","41,239,000","28,707,000","17,291,000","13,935,000","18,190,000","31,006,000"
		NetIncomeFromContinuingOperations,"215,317,000","36,519,000","80,010,000","44,228,000","54,560,000","76,345,000","142,690,000","26,976,000","67,378,000","88,674,000","48,591,000","43,935,000","39,637,000","73,575,000","98,358,000","50,230,000","83,288,000","70,765,000","-81,478,000","21,940,000","76,186,000","50,727,000","53,574,000","24,079,000","63,767,000","67,545,000","31,011,000","46,915,000","35,856,000","58,532,000","41,937,000","46,362,000","40,563,000","76,549,000","45,246,000","46,084,000","30,502,000","62,239,000","51,477,000","52,045,000","51,406,000","88,317,000","73,366,000","79,288,000",,,"86,765,000","63,327,000","63,688,000",,,"44,299,000","51,146,000","69,451,000","78,095,000","48,559,000","46,448,000","56,778,000","47,673,000","44,158,000","29,685,000","39,095,000","29,893,000","25,217,000","19,084,000","27,979,000","17,269,000","16,808,000","14,778,000","10,330,000","10,377,000"
		OperatingGainsLosses,,,,"0","0","0","-13,871,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,"10,813,000","-232,000","-17,242,000","-12,019,000",,,,,,,,,,,"402,000","1,651,000","8,402,000","3,504,000","5,112,000","4,017,000"
		DepreciationAmortizationDepletion,"110,605,000","26,364,000","27,421,000","42,056,000","23,302,000","25,231,000","22,168,000","26,979,000","23,687,000","19,973,000","20,239,000","22,309,000","22,015,000","20,770,000","20,029,000","19,885,000","20,714,000","20,802,000","19,882,000","19,765,000","20,482,000","22,251,000","21,810,000","21,323,000","20,912,000","21,103,000","21,814,000","18,366,000","17,189,000","17,054,000","16,524,000","14,287,000","13,877,000","12,705,000","12,409,000","13,630,000","13,195,000","13,291,000","13,129,000","12,687,000","11,086,000","10,174,000","9,929,000","10,019,000","12,930,000","11,506,000","9,539,000","9,392,000","8,151,000","9,588,000","7,806,000","7,231,000","6,916,000","8,066,000","6,519,000","5,407,000","6,832,000","7,329,000","5,246,000","4,272,000","3,856,000","3,453,000","3,224,000","3,410,000","3,247,000","3,095,000","3,110,000","3,149,000","3,058,000","2,814,000","2,327,000"
			DepreciationAndAmortization,"110,605,000","26,364,000","27,421,000","42,056,000","23,302,000","25,231,000","22,168,000","26,979,000","23,687,000","19,973,000","20,239,000","22,309,000","22,015,000","20,770,000","20,029,000","19,885,000","20,714,000","20,802,000","19,882,000","19,765,000","20,482,000","22,251,000","21,810,000","21,323,000","20,912,000","21,103,000","21,814,000","18,366,000","17,189,000","17,054,000","16,524,000","14,287,000","13,877,000","12,705,000","12,409,000","13,630,000","13,195,000","13,291,000","13,129,000","12,687,000","11,086,000","10,174,000","9,929,000","10,019,000","12,930,000","11,506,000","9,539,000","9,392,000","8,151,000","9,588,000","7,806,000","7,231,000","6,916,000","8,066,000","6,519,000","5,407,000","6,832,000","7,329,000","5,246,000","4,272,000","3,856,000","3,453,000","3,224,000","3,410,000","3,247,000","3,095,000","3,110,000","3,149,000","3,058,000","2,814,000","2,327,000"
				Depreciation,"110,605,000","26,364,000","27,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-39,419,000","-10,359,000","-9,004,000","-10,569,000","-9,487,000","-1,553,000","-15,439,000","-15,108,000","24,975,000","-5,967,000","-9,174,000","-5,319,000","3,676,000","-5,977,000","-32,571,000","42,789,000","-1,187,000","-2,742,000","51,074,000","-17,922,000","-2,590,000","-5,581,000","-3,275,000","-16,960,000","-129,000","4,779,000","-10,488,000","604,000","-7,407,000","-1,371,000","-6,310,000","3,240,000","-3,634,000","-4,980,000","-1,322,000","-6,669,000","-2,396,000","-7,950,000","-2,627,000","8,283,000","2,955,000","-2,387,000","-7,643,000","5,211,000","2,045,000","6,168,000","-6,640,000","5,751,000","-11,352,000","-4,801,000","-5,629,000","-14,595,000","2,875,000","10,039,000","6,918,000","-1,265,000","-4,750,000","-8,700,000","-7,035,000","-19,730,000","-11,971,000","-866,000","-552,000","-10,520,000","-3,214,000","-2,262,000","-2,698,000","7,617,000","-3,801,000","-1,868,000","-2,055,000"
			DeferredIncomeTax,"-39,419,000","-10,359,000","-9,004,000","-10,569,000","-9,487,000","-1,553,000","-15,439,000","-15,108,000","24,975,000","-5,967,000","-9,174,000","-5,319,000","3,676,000","-5,977,000","-32,571,000","42,789,000","-1,187,000","-2,742,000","51,074,000","-17,922,000","-2,590,000","-5,581,000","-3,275,000","-16,960,000","-129,000","4,779,000","-10,488,000","604,000","-7,407,000","-1,371,000","-6,310,000","3,240,000","-3,634,000","-4,980,000","-1,322,000","-6,669,000","-2,396,000","-7,950,000","-2,627,000","8,283,000","2,955,000","-2,387,000","-7,643,000","5,211,000","2,045,000","6,168,000","-6,640,000","5,751,000","-11,352,000","-4,801,000","-5,629,000","-14,595,000","2,875,000","10,039,000","6,918,000","-1,265,000","-4,750,000","-8,700,000","-7,035,000","-19,730,000","-11,971,000","-866,000","-552,000","-10,520,000","-3,214,000","-2,262,000","-2,698,000","7,617,000","-3,801,000","-1,868,000","-2,055,000"
		AmortizationOfSecurities,"1,349,000","362,000","311,000","322,000","354,000","368,000","329,000","255,000","211,000","174,000","160,000","39,000","-19,000","29,000","309,000","427,000","574,000","730,000","742,000","681,000","701,000","714,000","662,000","536,000","627,000","1,056,000","1,605,000","1,938,000","2,413,000","2,420,000","2,391,000","2,342,000","2,462,000","2,328,000","2,266,000","2,133,000","2,148,000","2,159,000","3,794,000","3,860,000","3,974,000","4,386,000","4,920,000","4,713,000","4,570,000","4,570,000","3,235,000","2,734,000","2,406,000","2,110,000","1,868,000","1,647,000","1,677,000",,,,,,,,,,,,,,,,,,
