name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"619,692,000","104,353,000","204,364,000","119,222,000","191,753,000","116,887,000","168,986,000","120,122,000","173,985,000","71,295,000","123,262,000","152,286,000","204,828,000","175,946,000","190,610,000","190,373,000","218,264,000","135,275,000","134,956,000","209,057,000","241,524,000","141,355,000","228,634,000","219,075,000","162,785,000","192,849,000","168,528,000","225,179,000","161,182,000","221,562,000","177,697,000","290,460,000","170,502,000","201,472,000","59,163,000","198,069,000","143,091,000","50,184,000","154,808,000","165,507,000","105,624,000","79,210,000","194,595,000","124,036,000","35,215,000","93,172,000","208,182,000","77,879,000","89,078,000","28,876,000","54,737,000","23,982,000","81,580,000","35,977,000","79,750,000","37,556,000","3,509,000","-7,644,000","-66,864,000","8,450,000","-24,633,000","-5,062,000","-9,553,000"
	CashFlowFromContinuingOperatingActivities,"619,692,000","104,353,000","204,364,000","119,222,000","191,753,000","116,887,000","168,986,000","120,122,000","173,985,000","71,295,000","123,262,000","152,286,000","204,828,000","175,946,000","190,610,000","190,373,000","218,264,000","135,275,000","134,956,000","209,057,000","241,524,000","141,355,000","228,634,000","219,075,000","162,785,000","192,849,000","168,528,000","225,179,000","161,182,000","221,562,000","177,697,000","290,460,000","170,502,000","201,472,000","59,163,000","198,069,000","143,091,000","50,184,000","154,808,000","165,507,000","105,624,000","79,210,000","194,595,000","124,036,000","35,215,000","93,172,000","208,182,000","77,879,000","89,078,000","28,876,000","54,737,000","23,982,000","81,580,000","35,977,000","79,750,000","37,556,000","3,509,000","-7,644,000","-66,864,000","8,450,000","-24,633,000","-5,062,000","-9,553,000"
		NetIncomeFromContinuingOperations,"74,094,000","88,945,000","-80,083,000","30,217,000","35,015,000","77,572,000","-2,597,000","23,273,000","-14,843,000","-57,737,000","-63,094,000","-21,106,000","-5,060,000","15,008,000","-111,648,000","16,502,000","77,684,000","-21,171,000","313,814,000","35,201,000","7,122,000","37,352,000","38,930,000","37,410,000","55,909,000","48,443,000","62,402,000","28,358,000","31,013,000","27,598,000","47,468,000","58,437,000","29,614,000","12,030,000","4,849,000","4,637,000","-9,583,000","3,498,000","26,793,000","22,269,000","35,450,000","126,501,000","-12,612,000","-18,847,000","-7,393,000","11,483,000","168,938,000","5,151,000","-41,477,000","71,746,000","-30,405,000","294,682,000","101,072,000","-645,000","-689,596,000","-307,930,000","47,824,000","5,701,000","-54,202,000","2,195,000","-14,789,000","-18,504,000","-5,883,000"
		OperatingGainsLosses,"-61,209,000","-85,366,000","48,592,000","2,819,000","-27,254,000","-75,905,000","-13,675,000","-19,545,000","10,875,000","54,903,000","11,182,000","-5,086,000","-8,619,000","-65,000","49,019,000","-5,266,000","-63,289,000","37,682,000","-24,142,000","-24,471,000","2,254,000","-13,986,000","-3,717,000","-5,394,000","-5,327,000","-1,499,000","1,786,000","7,479,000","11,509,000","44,000","1,905,000","-13,171,000","1,204,000","1,823,000","211,000","-2,480,000","-15,490,000","-15,558,000","10,117,000","-20,213,000","-2,079,000","-132,180,000","-3,115,000","-3,122,000","-13,616,000","-5,673,000","-30,171,000","-163,000","27,997,000","2,227,000","-20,619,000","-101,201,000","9,218,000","-1,342,000","-172,443,000","265,554,000","-46,580,000","14,210,000",,,,,
			NetForeignCurrencyExchangeGainLoss,"2,150,000","-6,394,000","2,568,000","6,641,000","-665,000","4,069,000","-8,618,000","-6,681,000","-1,560,000","10,844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-71,617,000","-80,686,000","43,450,000","-3,748,000","-30,633,000","-78,600,000","-6,458,000","-14,998,000","6,090,000","46,672,000","-825,000","-8,296,000","-13,373,000","-6,418,000","45,633,000","-4,850,000","-65,347,000","36,673,000","-22,789,000","-20,090,000","7,085,000","-8,737,000","-1,588,000","-230,000","1,653,000","-2,462,000","6,261,000","5,155,000","6,262,000","-9,000","-34,000","27,000","-6,000","-28,000","843,000","-1,754,000","-17,967,000","-19,463,000","4,650,000","-21,216,000","-232,000","-127,995,000","209,000","-4,169,000","-9,041,000","-665,000","-25,022,000","94,000","21,468,000","537,000","-21,957,000","-100,458,000","4,277,000","-1,323,000",,,,,,,,,
			EarningsLossesFromEquityInvestments,"8,258,000","1,714,000","2,574,000","-74,000","4,044,000","-1,374,000","1,401,000","2,134,000","6,345,000","-2,613,000","417,000","3,210,000","4,754,000","6,353,000","3,386,000","-416,000","2,058,000","1,009,000","-1,353,000","-4,381,000","-4,831,000","-5,249,000","-2,129,000","-5,164,000","-6,980,000","963,000","-4,475,000","2,324,000","203,000","53,000","1,939,000","-13,198,000","1,210,000","1,851,000","-632,000","-726,000","2,477,000","3,905,000","5,467,000","1,003,000","-1,847,000","-4,185,000","-3,324,000","1,047,000","-4,575,000","-5,008,000","-5,149,000","-257,000","6,529,000","1,690,000","1,338,000","-743,000","3,255,000","1,667,000",,,,,,,,,
		DepreciationAmortizationDepletion,"482,479,000","120,436,000","122,465,000","120,596,000","118,982,000","129,286,000","132,934,000","129,822,000","129,887,000","132,368,000","129,146,000","149,423,000","155,410,000","154,221,000","153,620,000","150,555,000","148,449,000","145,554,000","142,251,000","134,822,000","130,034,000","126,742,000","124,196,000","123,633,000","120,505,000","126,734,000","129,611,000","132,892,000","132,470,000","133,185,000","140,509,000","142,294,000","140,647,000","133,226,000","127,526,000","124,742,000","128,144,000","126,699,000","117,854,000","110,778,000","114,604,000","114,090,000","129,701,000","128,120,000","71,059,000","57,014,000","56,045,000","58,191,000","57,026,000","57,649,000","63,716,000","58,989,000","59,475,000","61,949,000","70,430,000","69,782,000","63,015,000","60,970,000","8,586,000","-1,790,000","1,414,000","1,495,000","185,000"
			DepreciationAndAmortization,"482,479,000","120,436,000","122,465,000","120,596,000","118,982,000","129,286,000","132,934,000","129,822,000","129,887,000","132,368,000","129,146,000","149,423,000","155,410,000","154,221,000","153,620,000","150,555,000","148,449,000","145,554,000","142,251,000","134,822,000","130,034,000","126,742,000","124,196,000","123,633,000","120,505,000","126,734,000","129,611,000","132,892,000","132,470,000","133,185,000","140,509,000","142,294,000","140,647,000","133,226,000","127,526,000","124,742,000","128,144,000","126,699,000","117,854,000","110,778,000","114,604,000","114,090,000","129,701,000","128,120,000","71,059,000","57,014,000","56,045,000","58,191,000","57,026,000","57,649,000","63,716,000","58,989,000","59,475,000","61,949,000","70,430,000","69,782,000","63,015,000","60,970,000","8,586,000","-1,790,000","1,414,000","1,495,000","185,000"
		DeferredTax,"44,832,000","25,538,000","-8,286,000","11,926,000","15,654,000","18,370,000","13,673,000","6,926,000","7,612,000","-10,064,000","9,593,000","15,935,000","559,000","6,455,000","3,970,000","12,126,000","17,267,000","-7,036,000","-296,501,000","7,251,000","330,000","343,000","26,726,000","18,331,000","27,407,000","25,684,000","-7,289,000","27,166,000","18,384,000","17,871,000","12,969,000","8,261,000","10,490,000","22,000","-2,957,000","-5,958,000","-17,676,000","-9,189,000","2,078,000","4,720,000","-3,107,000","-4,766,000","-26,238,000","17,008,000","-1,503,000","1,759,000","73,576,000","15,242,000","23,571,000","-8,820,000","53,692,000","-3,471,000","3,474,000","-8,351,000","-110,377,000","-34,006,000","-7,061,000","-10,567,000",,,"-154,000","160,000",
