name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"2,113,216,222","1,802,092,128","1,625,676,370","1,324,708,812","1,477,196,883","1,365,284,482","1,208,378,424","1,333,951,221"
TotalLiabilitiesNetMinorityInterest,"29,587,448","1,540,051","26,542,171","9,984,688","36,910,001","1,665,396","25,302,890","3,348,532"
TotalEquityGrossMinorityInterest,"2,083,628,774","1,800,552,077","1,599,134,199","1,314,724,124","1,440,286,882","1,363,619,086","1,183,075,534","1,330,602,689"
	StockholdersEquity,"2,083,628,774","1,800,552,077","1,599,134,199","1,314,724,124","1,440,286,882","1,363,619,086","1,183,075,534","1,330,602,689"
		CapitalStock,"1,471,386,275","1,225,985,307","1,192,213,351","1,165,285,394","1,140,807,566","1,115,401,680","1,091,609,296","1,084,127,571"
			CommonStock,"1,471,386,275","1,225,985,307","1,192,213,351","1,165,285,394","1,140,807,566","1,115,401,680","1,091,609,296","1,084,127,571"
		RetainedEarnings,"612,242,499","574,566,770","406,920,848","149,438,730","299,479,316","248,217,406","91,466,238","-86,593,348"
CommonStockEquity,"2,083,628,774","1,800,552,077","1,599,134,199","1,314,724,124","1,440,286,882","1,363,619,086","1,183,075,534","1,330,602,689"
NetTangibleAssets,"2,083,628,774","1,800,552,077","1,599,134,199","1,314,724,124","1,440,286,882","1,363,619,086","1,183,075,534","1,330,602,689"
TangibleBookValue,"2,083,628,774","1,800,552,077","1,599,134,199","1,314,724,124","1,440,286,882","1,363,619,086","1,183,075,534","1,330,602,689"
ShareIssued,"254,247,458","221,494,111","217,091,684","212,852,729","208,837,577","204,697,796","200,811,904","197,002,326"
OrdinarySharesNumber,"254,247,458","221,494,111","217,091,684","212,852,729","208,837,577","204,697,796","200,811,904","197,002,326"
