name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996
OperatingCashFlow,"1,211,000,000","411,000,000","260,000,000","298,000,000","242,000,000","559,000,000","373,000,000","161,000,000","240,000,000","383,000,000","420,000,000","-53,000,000","310,000,000","399,000,000","451,000,000","165,000,000","326,000,000","494,000,000","420,000,000","314,000,000","250,000,000","365,000,000","235,000,000","158,000,000","228,000,000","345,000,000","355,000,000","145,000,000","129,000,000","396,600,000","274,600,000","381,400,000","215,500,000","369,500,000","331,800,000","362,500,000","285,800,000","455,600,000","365,100,000","336,400,000","229,200,000","582,600,000","269,200,000","370,200,000","240,600,000","440,800,000","363,500,000","364,700,000","177,300,000","474,558,000","194,913,000","267,295,000","38,234,000","195,595,000","236,000,000","207,440,000","250,195,000","293,301,000","287,014,000","227,672,000","200,899,000","210,747,000","250,307,000","238,838,000","164,564,000","171,928,000","140,919,000","102,475,000","138,960,000","114,292,000","148,523,000","121,280,000","78,023,000","133,170,000","50,198,000","70,743,000","56,776,000","92,323,000","38,408,000","37,628,000","26,891,000","55,696,000","46,691,000","35,628,000","5,878,000","39,006,000","31,659,000","83,873,000","63,815,000","65,364,000","9,460,000","25,936,000","17,320,000","19,459,000","6,321,000","13,784,000","6,383,000","6,527,000","10,382,000","3,567,000","2,250,000","4,414,000","3,652,000","-3,239,000","1,442,000","1,003,000"
	CashFlowFromContinuingOperatingActivities,"1,211,000,000","411,000,000","260,000,000","298,000,000","242,000,000","559,000,000","373,000,000","161,000,000","240,000,000","383,000,000","420,000,000","-53,000,000","310,000,000","399,000,000","451,000,000","165,000,000","326,000,000","494,000,000","420,000,000","314,000,000","250,000,000","365,000,000","235,000,000","158,000,000","228,000,000","345,000,000","355,000,000","145,000,000","129,000,000","396,600,000","274,600,000","381,400,000","215,500,000","369,500,000","331,800,000","362,500,000","285,800,000","455,600,000","365,100,000","336,400,000","229,200,000","582,600,000","269,200,000","370,200,000","240,600,000","440,800,000","363,500,000","364,700,000","177,300,000","474,558,000","194,913,000","267,295,000","38,234,000","195,595,000","236,000,000","207,440,000","250,195,000","293,301,000","287,014,000","227,672,000","200,899,000","210,747,000","250,307,000","238,838,000","164,564,000","171,928,000","140,919,000","102,475,000","138,960,000","114,292,000","148,523,000","121,280,000","78,023,000","133,170,000","50,198,000","70,743,000","56,776,000","92,323,000","38,408,000","37,628,000","26,891,000","55,696,000","46,691,000","35,628,000","5,878,000","39,006,000","31,659,000","83,873,000","63,815,000","65,364,000","9,460,000","25,936,000","17,320,000","19,459,000","6,321,000","13,784,000","6,383,000","6,527,000","10,382,000","3,567,000","2,250,000","4,414,000","3,652,000","-3,239,000","1,442,000","1,003,000"
		NetIncomeFromContinuingOperations,"937,000,000","259,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,181,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,930,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,798,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,781,000","-491,000","3,000,000"
		OperatingGainsLosses,,,,,,"-156,000,000",,,,"0","0","-38,000,000",,"-73,000,000",,,,"0","-218,000,000",,,"0","-10,000,000",,,"-51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"108,000","-2,835,000","298,000",,"3,031,000","-57,000","2,800,000","1,013,000","1,588,000","-13,491,000","117,000","509,000","-500,000","-23,461,000","424,000","-9,932,000","4,735,000","10,078,000","2,068,000","3,650,000","2,462,000","3,349,000","2,011,000","6,656,000","165,000","916,000","490,000","1,990,000","1,210,000","669,000","-351,000","6,002,000","3,438,000","16,951,000","4,326,000","13,806,000","2,048,000","639,000","26,860,000","2,060,000","275,000","404,000","279,000","-3,172,000","4,957,000","577,000","94,000","258,000","117,000","84,000","-14,000","10,502,000","-16,000","-19,000","-17,000","-3,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,"-73,000,000","0",,,"0","-218,000,000",,,"0","-10,000,000",,,"-51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,835,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"194,000,000","51,000,000","51,000,000","46,000,000","46,000,000","48,000,000","54,000,000","56,000,000","49,000,000","47,000,000","47,000,000","50,000,000","49,000,000","48,000,000","51,000,000","49,000,000","49,000,000","48,000,000","48,000,000","51,000,000","51,000,000","53,000,000","56,000,000","57,000,000","60,000,000","77,000,000","66,000,000","67,000,000","69,000,000","72,600,000","79,500,000","77,600,000","77,500,000","82,100,000","83,600,000","82,500,000","85,900,000","89,100,000","86,400,000","86,700,000","82,400,000","82,600,000","73,600,000","68,400,000","68,500,000","42,300,000","41,000,000","41,600,000","40,700,000","40,037,000","40,774,000","42,148,000","43,041,000","40,704,000","44,367,000","43,918,000","41,549,000","39,832,000","35,648,000","35,077,000","33,627,000","32,061,000","29,028,000","25,849,000","23,895,000","22,806,000","21,393,000","19,676,000","17,922,000","17,512,000","15,905,000","16,184,000","16,023,000","15,426,000","13,731,000","15,356,000","14,940,000","14,373,000","15,501,000","14,552,000","12,985,000","16,093,000","16,861,000","16,496,000","15,840,000","13,837,000","13,018,000","8,418,000","6,987,000","4,976,000","4,861,000","3,034,000","2,837,000","1,055,000","2,299,000","2,670,000","2,122,000","1,663,000","1,459,000","1,321,000","1,105,000","899,000","693,000","668,000","606,000","486,000"
			DepreciationAndAmortization,"194,000,000","51,000,000","51,000,000","46,000,000","46,000,000","48,000,000","54,000,000","56,000,000","49,000,000","47,000,000","47,000,000","50,000,000","49,000,000","48,000,000","51,000,000","49,000,000","49,000,000","48,000,000","48,000,000","51,000,000","51,000,000","53,000,000","56,000,000","57,000,000","60,000,000","77,000,000","66,000,000","67,000,000","69,000,000","72,600,000","79,500,000","77,600,000","77,500,000","82,100,000","83,600,000","82,500,000","85,900,000","89,100,000","86,400,000","86,700,000","82,400,000","82,600,000","73,600,000","68,400,000","68,500,000","42,300,000","41,000,000","41,600,000","40,700,000","40,037,000","40,774,000","42,148,000","43,041,000","40,704,000","44,367,000","43,918,000","41,549,000","39,832,000","35,648,000","35,077,000","33,627,000","32,061,000","29,028,000","25,849,000","23,895,000","22,806,000","21,393,000","19,676,000","17,922,000","17,512,000","15,905,000","16,184,000","16,023,000","15,426,000","13,731,000","15,356,000","14,940,000","14,373,000","15,501,000","14,552,000","12,985,000","16,093,000","16,861,000","16,496,000","15,840,000","13,837,000","13,018,000","8,418,000","6,987,000","4,976,000","4,861,000","3,034,000","2,837,000","1,055,000","2,299,000","2,670,000","2,122,000","1,663,000","1,459,000","1,321,000","1,105,000","899,000","693,000","668,000","606,000","486,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,108,000","35,866,000","33,197,000","31,329,000","28,905,000","28,282,000","26,734,000","25,075,000","22,936,000","20,666,000","18,714,000","17,504,000","16,091,000","15,328,000","14,756,000","14,698,000","13,121,000","13,401,000","13,239,000","13,031,000","13,054,000","13,541,000","13,426,000","13,009,000","14,137,000","13,188,000","11,599,000","10,876,000","11,635,000","11,270,000","10,614,000","8,611,000","8,451,000",,,,,,,,,,,,,,"1,029,000","874,000","685,000","649,000","573,000",
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,259,000","8,052,000","8,352,000","8,503,000","6,743,000","6,795,000","6,893,000","6,986,000","6,092,000","5,183,000","5,181,000","5,302,000","5,302,000","4,348,000","3,166,000","2,814,000","2,784,000","2,783,000","2,784,000","2,395,000","677,000","1,815,000","1,514,000","1,364,000","1,364,000","1,364,000","1,386,000","5,217,000","5,226,000","5,226,000","5,226,000","5,226,000","4,567,000",,,,,,,,,,,,,,"76,000","25,000","8,000","19,000","33,000",
