name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
OperatingCashFlow,"301,814,000","94,965,000","59,750,000","79,814,000","67,285,000","69,891,000","25,169,000","-12,837,000","99,169,000","99,216,000","47,126,000","76,638,000","62,660,000","121,416,000","93,696,000","91,176,000","41,027,000","72,002,000","6,699,000","52,465,000","17,851,000","61,948,000","18,945,000","66,162,000","33,097,000","72,038,000","67,938,000","66,067,000","32,747,000","49,270,000","29,272,000","58,997,000","-69,000","13,669,000","30,206,000","47,042,000","31,931,000","52,834,000","22,299,000","48,475,000","34,898,000","19,912,000","33,640,000","60,927,000","6,863,000","16,604,000","40,475,000","42,036,000","2,138,000","24,109,000","16,765,000","21,852,000","25,354,000","80,993,000","69,331,000","15,770,000","322,000","34,266,000","28,620,000","39,069,000","20,840,000","52,079,000","62,273,000","55,307,000","77,050,000","97,538,000","-141,222,000","66,358,000","38,153,000","43,240,000","-9,060,000","16,622,000","20,191,000","21,991,000","-16,000","23,728,000","10,095,000","19,589,000","31,328,000","27,337,000","-1,022,000","26,670,000","18,463,000","12,996,000","10,685,000","7,650,000","25,113,000","9,675,000","-1,230,000","20,489,000","9,892,000","12,900,000","2,300,000","18,300,000","39,163,000","-7,800,000","10,500,000","11,500,000","18,831,000","19,300,000","-100,000","32,400,000","17,594,000","11,900,000","-11,700,000","7,200,000","5,300,000","15,200,000","-1,900,000","1,400,000","15,500,000","18,000,000","4,800,000","-1,900,000","4,000,000","14,900,000","4,100,000","-6,900,000"
	CashFlowFromContinuingOperatingActivities,"301,814,000","94,965,000","59,750,000","79,814,000","67,285,000","69,891,000","25,169,000","-12,837,000","99,169,000","99,216,000","47,126,000","76,638,000","62,660,000","121,416,000","93,696,000","91,176,000","41,027,000","72,002,000","6,699,000","52,465,000","17,851,000","61,948,000","18,945,000","66,162,000","33,097,000","72,038,000","67,938,000","66,067,000","32,747,000","49,270,000","29,272,000","58,997,000","-69,000","13,669,000","20,838,000","47,042,000","31,931,000","52,834,000","22,299,000","48,475,000","34,898,000","19,912,000","33,640,000","60,927,000","6,863,000","16,604,000","40,475,000","42,036,000","2,138,000","24,109,000","16,765,000","21,852,000","25,354,000","80,993,000","69,331,000","15,770,000","322,000","34,266,000","28,620,000","39,069,000","20,840,000","52,079,000","62,273,000","55,307,000","77,050,000","97,538,000","-141,222,000","66,358,000","38,153,000","43,240,000","-9,060,000","16,622,000","20,191,000","21,991,000","-16,000","23,728,000","10,095,000","19,589,000","31,328,000","27,337,000","-1,022,000","26,670,000","18,463,000","12,996,000","10,685,000","7,650,000","25,113,000","9,675,000","-1,230,000","20,489,000","9,892,000","12,900,000","2,300,000","18,300,000","39,163,000","10,200,000","19,000,000","11,500,000","18,831,000","19,300,000","-100,000","32,400,000","17,594,000","11,900,000","-11,700,000","7,200,000","5,300,000","15,200,000","-1,900,000","1,400,000","15,500,000","18,000,000","4,800,000","-1,900,000","4,000,000","14,900,000","4,100,000","-6,900,000"
		NetIncomeFromContinuingOperations,"429,123,000","124,839,000","113,315,000","98,675,000","92,294,000","77,240,000","65,071,000","61,886,000","24,254,000","40,895,000","50,048,000","53,255,000","61,100,000","63,300,000","68,300,000","66,948,000","62,492,000","57,473,000","64,683,000","42,420,000","37,510,000","32,383,000","39,574,000","36,278,000","32,314,000","29,184,000","37,855,000","39,348,000","40,471,000","30,015,000","38,491,000","36,755,000","35,925,000","27,638,000","22,470,000","29,246,000","30,426,000","26,780,000","33,978,000","33,101,000","35,855,000","26,847,000","32,632,000","30,158,000","29,598,000","20,557,000","23,879,000","21,536,000","24,210,000","16,957,000","18,337,000","19,862,000","17,857,000","13,894,000","24,605,000","32,817,000","29,765,000","23,743,000","29,031,000","29,348,000","29,670,000","21,604,000","28,690,000","30,580,000","29,465,000","24,350,000","42,960,000","35,625,000","23,493,000","17,878,000","24,566,000","21,614,000","17,590,000","8,102,000","15,148,000","11,827,000","13,566,000","10,159,000","14,518,000","13,941,000","12,248,000","8,514,000","11,577,000","11,930,000","10,933,000","8,354,000","15,902,000","11,516,000","9,437,000","8,339,000","15,600,000","12,100,000","10,700,000","7,500,000","33,881,000","9,300,000","-13,200,000","4,500,000","7,700,000","7,600,000","6,400,000","3,000,000","1,000,000","7,700,000","7,000,000","3,200,000","5,200,000","7,200,000","7,800,000","4,800,000","7,300,000","7,200,000","6,600,000","3,300,000","5,000,000","4,500,000","4,000,000","100,000"
		OperatingGainsLosses,"-1,971,000","-165,000","-571,000","-493,000","-742,000","-24,000","-281,000","-483,000","-954,000","-858,000","172,000","31,000","-343,000","-876,000","46,000","-37,000","-136,000","-852,000","126,000","-199,000","-238,000","-463,000","-256,000","-1,460,000","-887,000","-874,000","62,000","-100,000","-71,000","-107,000","-188,000","-1,219,000","-677,000","-59,000","-458,000","-574,000","-1,678,000","-642,000","-67,000","-720,000","-1,795,000","-213,000","-13,000","-359,000","43,000","63,000","488,000","394,000","156,000","20,000","41,000","-16,000","-82,000","2,000","56,000","113,000","629,000","12,000","41,000","46,000","-756,000","-979,000","-595,000","8,000","-3,077,000","3,189,000","6,955,000","3,167,000","1,404,000","2,614,000","3,195,000","5,770,000","4,344,000","2,941,000","6,847,000","1,347,000","1,098,000","1,613,000","2,311,000","2,201,000","2,415,000","1,502,000","3,104,000","1,700,000","2,013,000","1,284,000","2,518,000","1,052,000","840,000","305,000","2,200,000",,,"1,000,000",,"1,200,000","23,500,000","1,700,000","1,300,000","600,000","200,000","-100,000","5,000,000","1,600,000","600,000","-300,000","2,900,000","300,000","0","1,200,000","500,000","1,300,000","300,000","1,700,000","-100,000","-700,000","800,000","800,000"
			GainLossOnSaleOfPPE,"-1,971,000","-165,000","-571,000","-493,000","-742,000","-24,000","-281,000","-483,000","-954,000","-858,000","172,000","31,000","-343,000","-876,000","46,000","-37,000","-136,000","-852,000","126,000","-199,000","-238,000","-463,000","-256,000","-1,460,000","-887,000","-874,000","62,000","-100,000","-71,000","-107,000","-188,000","-1,219,000","-677,000","-59,000","-458,000","-574,000","-1,678,000","-642,000","-67,000","-720,000","-1,795,000","-213,000",,"-359,000","43,000","63,000","488,000","394,000","156,000","20,000","41,000","-16,000","-82,000","2,000","56,000","113,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"51,265,000","13,757,000","13,077,000","12,288,000","12,143,000","12,101,000","11,643,000","11,240,000","11,467,000","11,505,000","11,423,000","10,695,000","11,034,000","11,316,000","11,050,000","10,754,000","10,769,000","10,997,000","10,599,000","10,130,000","9,897,000","9,934,000","9,687,000","9,016,000","8,655,000","8,438,000","7,849,000","7,185,000","7,049,000","7,019,000","7,156,000","7,086,000","6,565,000","6,768,000","4,834,000","7,840,000","7,810,000","7,183,000","6,980,000","7,072,000","6,664,000","6,740,000","6,478,000","6,549,000","6,388,000","6,399,000","6,360,000","6,456,000","6,196,000","5,792,000","6,114,000","6,213,000","5,716,000","5,485,000","5,402,000","5,251,000","5,177,000","5,130,000","5,043,000","4,766,000","4,662,000","4,617,000","4,566,000","4,180,000","3,957,000","4,093,000","3,994,000","3,998,000","3,966,000","3,962,000","3,739,000","3,654,000","3,367,000","3,199,000","3,178,000","3,213,000","3,179,000","3,166,000","2,999,000","2,821,000","2,821,000","2,879,000","2,910,000","3,000,000","3,231,000","3,186,000","3,164,000","3,042,000","2,831,000","2,750,000","19,282,000","-3,400,000","-2,800,000","-2,600,000","16,392,000","-2,600,000","0","-4,900,000","34,583,000","-5,300,000","-5,400,000","-5,100,000","39,878,000","-5,800,000","-6,200,000","-6,000,000","-5,600,000","-5,300,000","-5,200,000","-4,700,000","-3,700,000","-3,500,000","-3,200,000","-3,500,000","-6,900,000","-3,000,000","-3,400,000","-3,100,000"
			DepreciationAndAmortization,"51,265,000","13,757,000","13,077,000","12,288,000","12,143,000","12,101,000","11,643,000","11,240,000","11,467,000","11,505,000","11,423,000","10,695,000","11,034,000","11,316,000","11,050,000","10,754,000","10,769,000","10,997,000","10,599,000","10,130,000","9,897,000","9,934,000","9,687,000","9,016,000","8,655,000","8,438,000","7,849,000","7,185,000","7,049,000","7,019,000","7,156,000","7,086,000","6,565,000","6,768,000","4,834,000","7,840,000","7,810,000","7,183,000","6,980,000","7,072,000","6,664,000","6,740,000","6,478,000","6,549,000","6,388,000","6,399,000","6,360,000","6,456,000","6,196,000","5,792,000","6,114,000","6,213,000","5,716,000","5,485,000","5,402,000","5,251,000","5,177,000","5,130,000","5,043,000","4,766,000","4,662,000","4,617,000","4,566,000","4,180,000","3,957,000","4,093,000","3,994,000","3,998,000","3,966,000","3,962,000","3,739,000","3,654,000","3,367,000","3,199,000","3,178,000","3,213,000","3,179,000","3,166,000","2,999,000","2,821,000","2,821,000","2,879,000","2,910,000","3,000,000","3,231,000","3,186,000","3,164,000","3,042,000","2,831,000","2,750,000","19,282,000","-3,400,000","-2,800,000","-2,600,000","16,392,000","-2,600,000","0","-4,900,000","34,583,000","-5,300,000","-5,400,000","-5,100,000","39,878,000","-5,800,000","-6,200,000","-6,000,000","-5,600,000","-5,300,000","-5,200,000","-4,700,000","-3,700,000","-3,500,000","-3,200,000","-3,500,000","-6,900,000","-3,000,000","-3,400,000","-3,100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,130,000","5,043,000","4,766,000","4,662,000","4,617,000","4,566,000","4,180,000","3,957,000","4,093,000","3,994,000","3,998,000","3,966,000","3,962,000","3,739,000","3,654,000","3,367,000","3,199,000","3,178,000","3,213,000","3,179,000","3,166,000","2,999,000","2,821,000","2,821,000","2,879,000","2,605,000","2,698,000","2,926,000","2,882,000","2,859,000","2,740,000","2,526,000","2,446,000","18,066,000","-3,400,000","-2,800,000","-2,600,000","15,126,000","-2,600,000","0","-4,900,000","32,448,000","-5,300,000","-5,400,000","-5,100,000","37,729,000","-5,800,000","-6,200,000","-6,000,000","-5,600,000","-5,300,000","-5,200,000","-4,700,000","-3,700,000","-3,500,000","-3,200,000","-3,500,000","-6,900,000","-3,000,000","-3,400,000","-3,100,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","305,000","302,000","305,000","304,000","305,000","302,000","305,000","304,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","305,000","302,000","305,000","304,000","305,000","302,000","305,000","304,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
