name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"-423,999,000","-88,424,000","-151,538,000","-101,136,000","-82,901,000","-77,085,000","-98,634,000","-52,675,000","-83,903,000","-78,075,000","-125,223,000","-68,641,000","-53,922,000","-80,895,000","-117,550,000","-71,412,000","959,642,000","-52,466,000","-80,401,000","93,076,000","-58,523,000","-34,566,000","-52,411,000","-27,361,000","-13,604,000","-23,648,000","-75,109,000","-14,031,000","-47,255,000","63,312,000","-24,627,000","-46,004,000","-9,085,000","-62,290,000","53,631,000","-19,710,000","-34,337,000","-38,111,000","-47,376,000","-27,171,000","-20,591,000","-34,618,000","-42,214,000","-21,870,000","-34,788,000","-14,870,000","20,407,000","-22,162,000","-19,953,000","-34,163,000","130,192,000","-19,376,000","-28,683,000","-42,394,000","-30,717,000","-18,640,000","-31,453,000","-64,972,000","106,727,000","54,262,000","14,310,000","-28,997,000","-25,776,000","4,549,000","-32,757,000","-38,731,000","-16,125,000","-25,360,000","-22,150,000","-14,363,000","-7,405,000","-12,503,000","-32,826,000","-25,408,000","-12,610,000","-11,473,000","-12,213,000","-39,905,000","-12,695,000","-23,129,000","-20,122,000","-19,029,000","-7,758,000","-30,974,000","790,000","-12,832,000","-3,086,000","-19,344,000","-11,422,000","-1,890,000","24,000","-446,000","-11,326,000","-3,586,000","-2,380,000","-6,028,000","-2,651,000","-8,164,000","6,994,000","-282,000","-3,601,000","1,868,000","900,000","-2,600,000","-1,100,000","-3,000,000","-1,500,000","-1,300,000","-1,600,000","-900,000","-2,800,000","-200,000","-1,100,000","100,000"
	CashFlowFromContinuingOperatingActivities,"-423,999,000","-88,424,000","-151,538,000","-101,136,000","-82,901,000","-77,085,000","-98,634,000","-52,675,000","-83,903,000","-78,075,000","-125,223,000","-68,641,000","-53,922,000","-80,895,000","-117,550,000","-71,412,000","959,642,000","-52,466,000","-80,401,000","93,076,000","-58,523,000","-34,566,000","-52,411,000","-27,361,000","-13,604,000","-23,648,000","-75,109,000","-14,031,000","-47,255,000","63,312,000","-24,627,000","-46,004,000","-9,085,000","-62,290,000","53,631,000","-19,710,000","-34,337,000","-38,111,000","-47,376,000","-27,171,000","-20,591,000","-34,618,000","-42,214,000","-21,870,000","-34,788,000","-14,870,000","20,407,000","-22,162,000","-19,953,000","-34,163,000","130,192,000","-19,376,000","-28,683,000","-42,394,000","-30,717,000","-18,640,000","-31,453,000","-64,972,000","106,727,000","54,262,000","14,310,000","-28,997,000","-25,776,000","4,549,000","-32,757,000","-38,731,000","-16,125,000","-25,360,000","-22,150,000","-14,363,000","-7,405,000","-12,503,000","-32,826,000","-25,408,000","-12,610,000","-11,473,000","-12,213,000","-39,905,000","-12,695,000","-23,129,000","-20,122,000","-19,029,000","-7,758,000","-30,974,000","790,000","-12,832,000","-3,086,000","-19,344,000","-11,422,000","-1,890,000","24,000","-446,000","-11,326,000","-3,586,000","-2,380,000","-6,028,000","-2,651,000","-8,164,000","6,994,000","-282,000","-3,601,000","1,868,000","900,000","-2,600,000","-1,100,000","-3,000,000","-1,500,000","-1,300,000","-1,600,000","-900,000","-2,800,000","-200,000","-1,100,000","100,000"
		NetIncomeFromContinuingOperations,"-491,263,000","-90,393,000","-145,645,000","-129,706,000","-125,519,000","-122,967,000","-117,203,000","-108,586,000","-80,000,000","-138,651,000","-113,438,000","-98,808,000","-109,909,000","-118,512,000","-98,212,000","-96,143,000","971,460,000","-95,792,000","-33,826,000","60,871,000","-59,871,000","-63,866,000","-42,199,000","-43,224,000","-48,603,000","-19,498,000","-54,137,000","-8,203,000","-52,657,000","33,820,000","-45,683,000","70,605,000","-32,637,000","-46,201,000","-47,659,000","-16,543,000","-42,748,000","-55,063,000","-52,926,000",,,,,,,"-36,034,000","-22,580,000","-8,711,000","-517,000","-6,130,000","-7,676,000","-30,967,000","-32,069,000","-31,807,000","76,782,000","-37,038,000","-33,375,000","-40,705,000","39,043,000","-18,621,000","-27,510,000","-25,673,000","-38,855,000","-19,604,000","-62,831,000","-33,471,000","-108,239,000","-23,795,000","-26,912,000","-26,165,000","-19,270,000","-20,452,000","-22,164,000","-40,000,000","3,512,000","-17,206,000","-13,039,000","-19,949,000","-31,074,000","-26,521,000","-24,817,000","-25,056,000","-36,252,000","-26,921,000","-105,794,000","-81,041,000","-39,609,000","-13,215,000","-15,747,000","-28,832,000","-20,174,000","-7,046,000","-6,005,000","-5,223,000","-6,315,000","-5,042,000","-2,850,000","-4,149,000","-2,990,000","-2,651,000","-2,298,000","-2,044,000","-3,400,000","-2,200,000","-2,500,000","-1,900,000","-2,300,000","-1,600,000","-1,600,000","-2,200,000","-2,300,000","-900,000","-1,000,000","-1,100,000"
		OperatingGainsLosses,"-27,003,000","-33,427,000","383,000","3,328,000","2,713,000","1,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-70,987,000","1,287,000","21,000","107,000","-793,000","872,000","600,000","304,000","-2,565,000","346,000","-6,977,000","7,067,000","72,120,000","3,368,000","-566,000","1,396,000","247,000","1,641,000","613,000","9,720,000","-25,862,000","419,000","-4,098,000","281,000","247,000","634,000","937,000","279,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000"
			GainLossOnInvestmentSecurities,"-27,003,000","-33,427,000","383,000","3,328,000","2,713,000","1,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"14,333,000","3,730,000","3,436,000","3,620,000","3,547,000","3,543,000","3,245,000","3,245,000","3,190,000","4,502,000","3,574,000","3,450,000","3,055,000","3,077,000","3,071,000","2,684,000","2,574,000","2,541,000","2,660,000","3,794,000","4,254,000","4,033,000","3,849,000","3,868,000","3,919,000","3,715,000","3,746,000","3,276,000","2,860,000","2,973,000","3,194,000","3,214,000","3,255,000","3,264,000","3,393,000","3,601,000","3,653,000","3,628,000","3,913,000","3,643,000","3,472,000","3,480,000","3,527,000","3,775,000","3,793,000","3,856,000","4,052,000","4,165,000","4,185,000","4,149,000","3,805,000","3,717,000","3,744,000","3,615,000","4,535,000","6,571,000","5,685,000","5,698,000","5,846,000","7,495,000","7,461,000","7,352,000","7,924,000","7,820,000","8,283,000","8,608,000","8,193,000","6,280,000","6,149,000","5,609,000","5,498,000","4,462,000","4,690,000","4,537,000","4,634,000","4,413,000","4,800,000","4,570,000","4,506,000","5,122,000","4,611,000","4,730,000",,,,,,,,,,,,,"1,150,000",,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"14,333,000","3,730,000","3,436,000","3,620,000","3,547,000","3,543,000","3,245,000","3,245,000","3,190,000","4,502,000","3,574,000","3,450,000","3,055,000","3,077,000","3,071,000","2,684,000","2,574,000","2,541,000","2,660,000","3,794,000","4,254,000","4,033,000","3,849,000","3,868,000","3,919,000","3,715,000","3,746,000","3,276,000","2,860,000","2,973,000","3,194,000","3,214,000","3,255,000","3,264,000","3,393,000","3,601,000","3,653,000","3,628,000","3,913,000","3,643,000","3,472,000","3,480,000","3,527,000","3,775,000","3,793,000","3,856,000","4,052,000","4,165,000","4,185,000","4,149,000","3,805,000","3,717,000","3,744,000","3,615,000","4,535,000","6,571,000","5,685,000","5,698,000","5,846,000","7,495,000","7,461,000","7,352,000","7,924,000","7,820,000","8,283,000","8,608,000","8,193,000","6,280,000","6,149,000","5,609,000","5,498,000","4,462,000","4,690,000","4,537,000","4,634,000","4,413,000","4,800,000","4,570,000","4,506,000","5,122,000","4,611,000","4,730,000",,,,,,,,,,,,,"1,150,000",,,,,,,,,,,,,,,,,,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,790,000","5,903,000","5,917,000","6,064,000","7,714,000","7,679,000","7,571,000","13,547,000","6,736,000","6,720,000","6,506,000","5,822,000","4,690,000","4,559,000","4,119,000","3,906,000","2,786,000","3,013,000","2,852,000","3,484,000","2,875,000","2,906,000","3,014,000","2,944,000","3,557,000","3,033,000","3,111,000",,,,,,,,,,,,,"1,094,000",,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-219,000","-218,000","-219,000","-218,000","-219,000","-218,000","-219,000","-5,623,000","1,084,000","1,563,000","2,102,000","2,371,000","1,590,000","1,590,000","1,490,000","1,592,000","1,676,000","1,677,000","1,685,000","1,150,000","1,538,000","1,894,000","1,556,000","1,562,000","1,565,000","1,578,000","1,619,000",,,,,,,,,,,,,"56,000",,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-219,000","-218,000","-219,000","-218,000","-219,000","-218,000","-219,000","-5,623,000","1,084,000","1,563,000","2,102,000","2,371,000","1,590,000","1,590,000","1,490,000","1,592,000","1,676,000","1,677,000","1,685,000","1,150,000","1,538,000","1,894,000","1,556,000","1,562,000","1,565,000","1,578,000","1,619,000",,,,,,,,,,,,,"56,000",,,,,,,,,,,,,,,,,,,
