name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"114,879,000","28,852,000","37,533,000","30,424,000","18,070,000","12,530,000","10,047,000","8,838,000","4,832,000","-26,702,000","-23,987,000","-23,453,000","-17,401,000","-10,595,000"
	CashFlowFromContinuingOperatingActivities,"114,879,000","28,852,000","37,533,000","30,424,000","18,070,000","12,530,000","10,047,000","8,838,000","4,832,000","-26,702,000","-23,987,000","-23,453,000","-17,401,000","-10,595,000"
		NetIncomeFromContinuingOperations,"48,696,000","21,485,000","22,714,000","-9,620,000","14,117,000","7,386,000","-208,000","1,911,000","-27,000","-38,620,000","-36,440,000","-31,900,000","-20,616,000","-63,021,000"
		OperatingGainsLosses,,,"0",,,,"0","1,525,000","438,000","23,785,000",,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","1,525,000","438,000","1,146,000",,,,
		DepreciationAmortizationDepletion,"19,360,000","5,199,000","4,760,000","4,672,000","4,729,000","4,679,000","4,383,000","1,967,000","2,004,000","1,883,000","1,945,000","1,053,000","123,000","89,000"
			DepreciationAndAmortization,"19,360,000","5,199,000","4,760,000","4,672,000","4,729,000","4,679,000","4,383,000","1,967,000","2,004,000","1,883,000","1,945,000","1,053,000","123,000","89,000"
				Depreciation,"433,000","117,000","117,000","99,000","100,000","100,000","100,000","100,000","97,000","97,000","95,000","88,000","123,000","89,000"
				AmortizationCashFlow,"18,927,000","5,082,000","4,643,000","4,573,000","4,629,000","4,579,000","4,283,000","1,867,000","1,907,000","1,786,000","1,850,000","965,000","0","0"
					AmortizationOfIntangibles,"18,927,000","5,082,000","4,643,000","4,573,000","4,629,000","4,579,000","4,283,000","1,867,000","1,907,000","1,786,000","1,850,000","965,000","0","0"
		StockBasedCompensation,"16,986,000","4,628,000","4,198,000","4,253,000","3,907,000","3,301,000","2,823,000","1,073,000","429,000","368,000","8,805,000","408,000","370,000","326,000"
		OtherNonCashItems,"2,871,000","1,065,000","603,000","850,000","617,000","614,000","3,493,000","597,000","372,000","447,000","3,255,000","1,054,000","730,000","50,091,000"
		ChangeInWorkingCapital,"820,000","-3,525,000","5,258,000","4,123,000","-5,300,000","-3,450,000","-444,000","1,765,000","1,616,000","-14,565,000","-1,552,000","5,932,000","1,992,000","1,920,000"
			ChangeInReceivables,"-14,518,000","-3,290,000","-1,637,000","-2,011,000","-7,580,000","-1,439,000","-5,851,000","-1,087,000","-3,931,000","-7,053,000","-4,255,000","0","0","0"
				ChangesInAccountReceivables,"-14,518,000","-3,290,000","-1,637,000","-2,011,000","-7,580,000","-1,439,000","-5,851,000","-1,087,000","-3,931,000","-7,053,000","-4,255,000","0","0","0"
			ChangeInInventory,"-192,000","-165,000","373,000","146,000","-546,000","-582,000","-1,512,000","-228,000","-212,000","-783,000","-172,000","-916,000","0","0"
