name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"920,012,599","981,995,358","1,876,604,555","2,524,110,673"
EnterpriseValue,"997,646,599","1,059,629,358","1,408,189,555","2,621,292,673"
PsRatio,"7.095","3.417","20.951",
PbRatio,"2.139","2.185","3.972",
EnterprisesValueRevenueRatio,"7.744","28.363","40.619","74.613"
EnterprisesValueEBITDARatio,"-11.103","-38.144","-54.659","-98.6"
