name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,07/31/1990
TotalAssets,"3,743,168,000","3,836,452,000","2,533,483,000","2,456,433,000","2,300,163,000","2,372,197,000","2,235,495,000","2,182,519,000","2,312,873,000","2,439,440,000","2,422,793,000","2,404,486,000","2,335,783,000","2,107,974,000","2,116,480,000","2,009,640,000","2,003,696,000","2,062,784,000","2,131,726,000","2,104,319,000","2,043,554,000","2,145,203,000","2,277,695,000","756,604,000","753,885,000","757,021,000","755,202,000","749,574,000","705,288,000","714,675,000","704,667,000","694,727,000","687,189,000","658,973,000","602,654,000","575,443,000","505,732,000","507,692,000","488,220,000","405,232,000","375,825,000","357,096,000","341,273,000","371,217,000","379,289,000","342,446,000","303,069,000","283,593,000","275,678,000","256,285,000","278,536,000","265,690,000","245,081,000","265,343,000","266,261,000","298,057,000","289,032,000","291,548,000","285,962,000","272,984,000","242,551,000","233,842,000","235,686,000","178,797,000","196,538,000","185,954,000","170,267,000","161,380,000","168,495,000","160,939,000","146,439,000","151,132,000","141,106,000","140,064,000","138,237,000","130,211,000","123,955,000","130,999,000","127,633,000","121,082,000","114,919,000","122,806,000","120,806,000","118,680,000","113,341,000","119,118,000","122,505,000","121,065,000","122,812,000","131,439,000","125,500,000","118,200,000","111,400,000","99,700,000","91,100,000","64,100,000","60,900,000","59,500,000","56,700,000","54,500,000","56,500,000","55,800,000","51,900,000","44,700,000","44,800,000","45,100,000","43,800,000","43,600,000","45,100,000","44,800,000","37,800,000","32,000,000","29,100,000","28,200,000","27,000,000","25,700,000","24,900,000","24,900,000","22,200,000","20,100,000","9,500,000","6,400,000","6,400,000","3,100,000","3,000,000","2,600,000"
	CurrentAssets,"1,038,931,000","1,129,358,000","711,445,000","638,387,000","557,614,000","624,565,000","572,731,000","527,577,000","672,772,000","740,989,000","789,712,000","770,091,000","718,101,000","789,892,000","808,602,000","761,686,000","766,399,000","842,197,000","894,795,000","856,729,000","788,798,000","892,135,000","986,057,000","299,893,000","296,450,000","325,434,000","330,758,000","320,022,000","300,230,000","307,875,000","308,213,000","311,762,000","306,539,000","290,222,000","261,471,000","248,652,000","233,366,000","241,430,000","229,506,000","189,104,000","176,159,000","210,478,000","200,445,000","225,749,000","241,161,000","204,998,000","168,717,000","159,981,000","151,399,000","136,586,000","142,155,000","131,670,000","114,819,000","130,857,000","172,195,000","144,859,000","136,994,000","142,798,000","139,480,000","134,652,000","115,274,000","115,414,000","132,728,000","97,424,000","116,831,000","108,136,000","93,696,000","85,871,000","94,143,000","89,527,000","75,663,000","81,052,000","72,120,000","71,726,000","66,562,000","58,871,000","53,321,000","58,141,000","56,509,000","51,114,000","45,089,000","51,966,000","51,195,000","48,589,000","45,188,000","50,466,000","53,591,000","51,929,000","54,224,000","63,689,000","60,400,000","53,500,000","46,700,000","43,100,000","37,100,000","31,300,000","31,000,000","29,700,000","27,100,000","25,100,000","27,300,000","26,300,000","23,800,000","19,500,000","19,500,000","20,300,000","18,900,000","19,000,000","19,300,000","18,900,000","15,300,000","15,800,000","12,900,000","12,100,000","10,900,000","9,800,000","9,500,000","9,900,000","9,400,000","7,500,000","4,500,000","4,000,000","4,400,000","1,400,000","1,400,000","1,100,000"
		CashCashEquivalentsAndShortTermInvestments,"113,317,000","120,046,000","49,907,000","50,061,000","54,641,000","65,850,000","78,844,000","70,956,000","75,464,000","46,527,000","61,183,000","67,012,000","49,663,000","71,793,000","57,025,000","83,127,000","110,408,000","114,423,000","93,411,000","91,434,000","73,148,000","89,955,000","138,142,000","46,274,000","54,150,000","86,954,000","72,523,000","77,430,000","75,803,000","67,992,000","42,760,000","84,055,000","94,929,000","70,643,000","30,539,000","32,706,000","38,339,000","50,285,000","25,744,000","29,793,000","30,449,000","70,296,000","48,410,000","68,259,000","98,169,000","67,240,000","32,694,000","45,838,000","47,323,000","26,777,000","18,552,000","22,206,000","20,775,000","29,006,000","15,309,000","13,558,000","13,689,000","14,175,000","11,811,000","18,779,000","12,178,000","15,535,000","20,789,000","28,770,000","56,367,000","42,741,000","29,657,000","19,092,000","38,883,000","26,232,000","12,288,000","20,083,000","19,482,000","15,847,000","13,665,000","12,511,000","13,106,000","12,735,000","12,005,000","12,177,000","12,002,000","11,252,000","10,146,000","9,667,000","7,254,000","6,611,000","8,885,000","6,930,000","8,765,000","10,717,000","7,500,000","5,500,000","4,400,000","3,500,000","1,600,000","2,700,000","1,300,000","1,000,000","1,100,000","1,000,000","1,500,000","500,000","700,000","600,000","400,000","500,000","300,000","500,000","400,000","600,000","400,000","2,100,000","400,000","300,000","500,000","300,000","700,000","1,000,000","200,000","200,000","400,000","1,400,000","2,400,000","100,000",,"100,000"
			CashAndCashEquivalents,"113,317,000","120,046,000","49,907,000","50,061,000","54,641,000","65,850,000","78,844,000","70,956,000","75,464,000","46,527,000","61,183,000","67,012,000","49,663,000","71,793,000","57,025,000","83,127,000","110,408,000","114,423,000","93,411,000","91,434,000","73,148,000","89,955,000","83,356,000","46,274,000","54,150,000","86,954,000","72,523,000","77,430,000","75,803,000","67,992,000","42,760,000","84,055,000","94,929,000","70,643,000","30,539,000","32,706,000","38,339,000","50,285,000","25,744,000","29,793,000","30,449,000","70,296,000","48,410,000","68,259,000","98,169,000","67,240,000","32,694,000","45,838,000","47,323,000","26,777,000","18,552,000","22,206,000","20,775,000","29,006,000","15,309,000","13,558,000","13,689,000","14,175,000","11,811,000","18,779,000","12,178,000","15,535,000","20,789,000","28,770,000","56,367,000","42,741,000","29,657,000","19,092,000","38,883,000","26,232,000","12,288,000","20,083,000","19,482,000","15,847,000","13,665,000","12,511,000","13,106,000","12,735,000","12,005,000","12,177,000","12,002,000","11,252,000","10,146,000","9,667,000","7,254,000","6,611,000","8,885,000","6,930,000","8,765,000","10,717,000","7,500,000","5,500,000","4,400,000","3,500,000","1,600,000","2,700,000","1,300,000","1,000,000","1,100,000","1,000,000","1,500,000","500,000","700,000","600,000","400,000","500,000","300,000","500,000","400,000","600,000","400,000","2,100,000","400,000","300,000","500,000","300,000","700,000","1,000,000","200,000","200,000","400,000","1,400,000","2,400,000","100,000",,"100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"0",,,,"54,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"536,599,000","589,769,000","397,276,000","359,673,000","309,008,000","358,975,000","314,576,000","265,965,000","359,106,000","417,839,000","437,333,000","427,049,000","401,306,000","425,652,000","455,743,000","408,957,000","380,118,000","430,767,000","468,883,000","444,267,000","393,154,000","446,233,000","483,118,000","153,977,000","144,675,000","135,125,000","147,600,000","143,650,000","131,515,000","136,703,000","157,972,000","143,048,000","131,716,000","133,373,000","140,397,000","130,227,000","121,958,000","120,427,000","125,629,000","103,492,000","94,075,000","84,987,000","90,374,000","92,588,000","83,282,000","84,208,000","85,895,000","73,142,000","66,912,000","65,058,000","74,211,000","66,038,000","54,435,000","57,208,000","64,661,000","88,119,000","81,544,000","82,399,000","82,421,000","75,071,000","66,674,000","65,217,000","76,895,000","40,564,000","35,276,000","37,978,000","40,766,000","45,768,000","37,978,000","43,406,000","43,998,000","40,340,000","34,130,000","37,714,000","36,647,000","32,589,000","26,925,000","30,597,000","29,945,000","26,036,000","21,126,000","26,807,000","25,819,000","24,711,000","22,216,000","24,750,000","23,725,000","24,027,000","23,072,000","27,394,000","26,000,000","24,800,000","21,700,000","20,900,000","21,000,000","2,100,000","2,000,000","2,000,000","1,900,000","1,700,000","1,800,000","1,900,000","1,800,000","1,400,000","1,400,000","1,400,000","1,400,000","1,300,000","1,200,000","1,300,000","1,200,000","900,000","1,100,000","1,000,000","900,000","800,000","700,000","800,000","1,600,000","900,000","500,000","400,000","1,000,000","100,000","100,000","500,000"
			AccountsReceivable,"396,118,000","403,329,000","392,485,000","352,349,000","300,772,000","349,341,000","307,042,000","260,977,000","354,827,000","416,964,000","435,389,000","426,008,000","400,210,000","424,273,000","454,678,000","408,471,000","380,094,000","411,006,000","441,016,000","420,401,000","374,735,000","420,723,000","446,669,000","153,977,000","144,675,000","135,125,000","147,600,000","143,650,000","131,515,000","136,703,000","157,972,000","143,048,000","131,716,000","133,373,000","140,397,000","130,227,000","121,958,000","120,427,000",,,,,,,"82,211,000","81,173,000","82,948,000","70,350,000","64,459,000","61,982,000","68,799,000","61,006,000","50,266,000","51,343,000","56,456,000","88,119,000","7,082,000","7,867,000","82,421,000","75,071,000","66,674,000","65,217,000","71,692,000","30,713,000","26,743,000","27,314,000","29,152,000",,,,"38,873,000","36,132,000","30,565,000","33,796,000","30,989,000","28,781,000","24,119,000","27,314,000","25,646,000","22,620,000","19,020,000","23,556,000","22,988,000","21,988,000","19,773,000",,,,,"27,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,629,000","103,492,000","94,075,000","84,987,000","90,374,000","92,588,000","1,071,000","3,035,000","2,947,000","2,792,000","2,453,000","3,076,000","5,412,000","5,032,000","4,169,000","5,865,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"5,419,000","4,791,000","7,324,000","8,236,000","9,634,000","7,534,000","4,988,000","4,279,000","875,000","1,944,000","1,041,000","1,096,000","1,379,000","1,065,000","486,000","24,000","19,761,000","27,867,000","23,866,000","18,419,000","25,510,000","36,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"140,481,000","181,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,205,000",,"74,462,000","74,532,000",,,,,"5,203,000","9,851,000","8,533,000","10,664,000","11,614,000",,,,"5,125,000","4,208,000","3,565,000","3,918,000","5,658,000","3,808,000","2,806,000","3,283,000","4,299,000","3,416,000","2,106,000","3,251,000","2,831,000","2,723,000","2,443,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
