name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"251,492,000,000","244,718,000,000","238,557,000,000","241,803,000,000","238,411,000,000","235,194,000,000","239,671,000,000","237,535,000,000","246,624,000,000","228,037,000,000","231,529,000,000","233,737,000,000","233,132,000,000","227,339,000,000","225,711,000,000","218,641,000,000","218,726,000,000","212,482,000,000","229,502,000,000","240,300,000,000","230,793,000,000","221,690,000,000","217,576,000,000","210,449,000,000","203,618,000,000","194,520,000,000","189,000,000,000","185,812,000,000","179,918,000,000","177,677,000,000","176,908,000,000","179,098,000,000","173,606,000,000","166,344,000,000","168,539,000,000","163,110,000,000","153,775,000,000","149,422,000,000","155,456,000,000","151,987,000,000","150,194,000,000","144,603,000,000","148,497,000,000","150,415,000,000","145,846,000,000","138,898,000,000","137,238,000,000","131,899,000,000","136,021,000,000","136,295,000,000"
	CurrentAssets,"88,594,000,000","82,103,000,000","77,791,000,000","82,609,000,000","82,091,000,000","80,924,000,000","89,177,000,000","87,497,000,000","97,699,000,000","74,992,000,000","80,565,000,000","81,306,000,000","80,090,000,000","75,293,000,000","74,848,000,000","70,451,000,000","71,435,000,000","68,744,000,000","76,618,000,000","85,081,000,000","79,598,000,000","76,203,000,000","76,496,000,000","74,630,000,000","71,034,000,000","78,007,000,000","82,341,000,000","84,554,000,000","83,231,000,000","83,670,000,000","86,640,000,000","91,643,000,000","86,825,000,000","81,501,000,000","81,164,000,000","77,745,000,000","72,570,000,000","69,996,000,000","72,107,000,000","70,233,000,000","69,216,000,000","60,247,000,000","64,010,000,000","65,984,000,000","62,949,000,000","53,053,000,000","61,584,000,000","57,807,000,000","60,357,000,000","59,247,000,000"
		CashCashEquivalentsAndShortTermInvestments,"26,256,000,000","28,676,000,000","23,940,000,000","29,131,000,000","29,380,000,000","29,038,000,000","36,901,000,000","37,482,000,000","46,126,000,000","23,243,000,000","26,776,000,000","24,121,000,000","23,197,000,000","26,810,000,000","24,351,000,000","22,011,000,000","21,366,000,000","23,825,000,000","21,246,000,000","25,731,000,000","23,124,000,000","24,801,000,000","24,104,000,000","23,170,000,000","21,431,000,000","23,401,000,000","23,462,000,000","24,827,000,000","24,185,000,000","28,176,000,000","27,630,000,000","29,799,000,000","28,142,000,000","28,993,000,000","28,570,000,000","25,955,000,000","27,203,000,000","27,410,000,000","33,731,000,000","33,565,000,000","32,064,000,000","31,647,000,000","31,977,000,000","32,769,000,000","29,593,000,000","26,616,000,000","33,476,000,000","31,534,000,000","23,463,000,000","22,813,000,000"
			CashAndCashEquivalents,"16,349,000,000","20,067,000,000","17,365,000,000","22,920,000,000","21,609,000,000","19,992,000,000","26,939,000,000","28,228,000,000","38,506,000,000","19,069,000,000","20,051,000,000","17,072,000,000","17,176,000,000","20,844,000,000","18,435,000,000","15,087,000,000","14,256,000,000","15,512,000,000","12,792,000,000","16,598,000,000","12,864,000,000","12,960,000,000","15,932,000,000","18,923,000,000","14,894,000,000","15,238,000,000","15,433,000,000","17,627,000,000","15,776,000,000","18,954,000,000","18,060,000,000","19,864,000,000","19,426,000,000","20,021,000,000","20,355,000,000","19,697,000,000","20,643,000,000","18,422,000,000","23,320,000,000","22,184,000,000","17,378,000,000","15,499,000,000","20,297,000,000","20,471,000,000","20,975,000,000","21,061,000,000","27,466,000,000","26,773,000,000","23,310,000,000","22,679,000,000"
				CashFinancial,"6,979,000,000","7,881,000,000","8,312,000,000","8,255,000,000","7,294,000,000","8,010,000,000","11,542,000,000","13,203,000,000","11,965,000,000",,"8,388,000,000","8,816,000,000","7,469,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"9,369,000,000","12,186,000,000","9,053,000,000","14,665,000,000","14,315,000,000","11,982,000,000","15,397,000,000","15,025,000,000","26,541,000,000",,"11,663,000,000","8,256,000,000","9,707,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"9,907,000,000","8,609,000,000","6,575,000,000","6,211,000,000","7,771,000,000","9,046,000,000","9,962,000,000","9,254,000,000","7,620,000,000","4,174,000,000","6,725,000,000","7,049,000,000","6,021,000,000","5,966,000,000","5,916,000,000","6,924,000,000","7,110,000,000","8,313,000,000","8,454,000,000","9,133,000,000","10,260,000,000","11,841,000,000","8,172,000,000","4,247,000,000","6,537,000,000","8,163,000,000","8,029,000,000","7,200,000,000","8,409,000,000","9,222,000,000","9,570,000,000","9,935,000,000","8,716,000,000","8,972,000,000","8,215,000,000","6,258,000,000","6,560,000,000","8,988,000,000","10,411,000,000","11,381,000,000","14,686,000,000","16,148,000,000","11,680,000,000","12,298,000,000","8,618,000,000","5,555,000,000","6,010,000,000","4,761,000,000","153,000,000","134,000,000"
		Receivables,"40,386,000,000","34,043,000,000","33,184,000,000","32,611,000,000","33,709,000,000","34,244,000,000","34,501,000,000","30,797,000,000","33,856,000,000","33,398,000,000","34,941,000,000","38,287,000,000","39,346,000,000","33,399,000,000","33,808,000,000","31,668,000,000","31,926,000,000","28,685,000,000","29,412,000,000","29,092,000,000","34,801,000,000","31,703,000,000","31,232,000,000","30,261,000,000","28,213,000,000","26,388,000,000","27,703,000,000","27,536,000,000","27,696,000,000","25,606,000,000","26,552,000,000","27,277,000,000","26,789,000,000","22,813,000,000","22,077,000,000","21,984,000,000","16,845,000,000","14,439,000,000","16,759,000,000","14,595,000,000","15,799,000,000","9,949,000,000","10,512,000,000","11,789,000,000","12,990,000,000","8,699,000,000","8,725,000,000","8,662,000,000","8,694,000,000","7,518,000,000"
			AccountsReceivable,"40,386,000,000","34,043,000,000","33,184,000,000","32,611,000,000","33,709,000,000","34,244,000,000","34,501,000,000","30,797,000,000","33,856,000,000","33,398,000,000","34,941,000,000","38,287,000,000","39,346,000,000","33,399,000,000","33,808,000,000","31,668,000,000","31,926,000,000","28,685,000,000","29,412,000,000","29,092,000,000","34,801,000,000","31,703,000,000","31,232,000,000","30,261,000,000","28,213,000,000","26,388,000,000","27,703,000,000","27,536,000,000","27,696,000,000","25,606,000,000","26,552,000,000","27,277,000,000","26,789,000,000","22,813,000,000","22,077,000,000","21,984,000,000","16,845,000,000","14,439,000,000","17,063,000,000","18,278,000,000","16,189,000,000","9,949,000,000","10,844,000,000","12,152,000,000","13,326,000,000","8,699,000,000","9,004,000,000","8,934,000,000","8,694,000,000","7,768,000,000"
				GrossAccountsReceivable,"41,352,000,000","34,938,000,000",,,"33,709,000,000","34,468,000,000","34,501,000,000","30,797,000,000","33,856,000,000","33,599,000,000","34,941,000,000","38,287,000,000","39,346,000,000","33,610,000,000","33,808,000,000","31,668,000,000","31,926,000,000","28,963,000,000","29,412,000,000","29,092,000,000","34,801,000,000","32,006,000,000","31,232,000,000","30,261,000,000","28,213,000,000","26,715,000,000","28,032,000,000","27,879,000,000","28,017,000,000","25,946,000,000","26,910,000,000","27,635,000,000","27,133,000,000","23,157,000,000","22,402,000,000","22,289,000,000","17,157,000,000","14,750,000,000","13,015,000,000","11,441,000,000",,"10,280,000,000",,,,,,,"8,882,000,000",
