name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"502,513,000","504,519,000","494,370,000","493,915,000","500,595,000","512,521,000","492,456,000","471,360,000","359,462,000","371,485,000","319,227,000","228,431,000","231,507,000","233,180,000","206,864,000","150,260,000","145,798,000","161,052,000","142,326,000","152,667,000","96,520,000","102,738,000"
	CurrentAssets,"338,663,000","338,264,000","346,569,000","373,140,000","367,421,000","365,420,000","382,508,000","369,410,000","255,471,000","277,661,000","265,014,000","176,681,000","191,722,000","209,626,000","188,100,000","132,543,000","129,735,000","145,222,000","127,725,000","137,612,000","80,115,000","88,384,000"
		CashCashEquivalentsAndShortTermInvestments,"160,233,000","155,975,000","188,506,000","242,603,000","232,764,000","222,288,000","251,088,000","256,146,000","149,163,000","159,755,000","165,554,000","81,101,000","75,353,000","94,930,000","107,266,000","50,363,000","60,876,000","73,758,000","72,289,000","77,654,000","34,759,000","31,143,000"
			CashAndCashEquivalents,"106,795,000","100,796,000","127,122,000","131,279,000","114,752,000","112,462,000","251,088,000","256,146,000","149,163,000","159,755,000","165,554,000","81,101,000","75,353,000","94,930,000","107,266,000","50,363,000","60,876,000","73,758,000","72,289,000","77,654,000","34,759,000","31,143,000"
			OtherShortTermInvestments,"53,438,000","55,179,000","61,384,000","111,324,000","118,012,000","109,826,000",,,,,,,,,,,,,,,,
		Receivables,"121,630,000","130,049,000","110,223,000","82,301,000","87,424,000","97,278,000","89,219,000","71,853,000","65,153,000","70,408,000","70,792,000","70,381,000","81,012,000","79,383,000","62,464,000","64,916,000","52,518,000","55,315,000","41,399,000","46,956,000","32,438,000","46,814,000"
			AccountsReceivable,"121,630,000","130,049,000","110,223,000","82,301,000","87,424,000","97,278,000","89,219,000","71,853,000","65,153,000","70,408,000","70,792,000","70,381,000","81,012,000","79,383,000","62,464,000","64,916,000","52,518,000","55,315,000","41,399,000","46,956,000","32,438,000","46,814,000"
				GrossAccountsReceivable,"123,032,000","131,449,000","111,623,000","83,701,000","88,824,000","98,678,000","90,419,000","72,653,000","65,953,000",,"71,392,000","70,981,000","81,612,000","79,983,000",,,,"55,715,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,402,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,200,000","-800,000","-800,000",,"-600,000","-600,000","-600,000","-600,000",,,,"-400,000",,,,
		PrepaidAssets,"30,354,000","26,781,000","26,208,000","28,074,000","28,484,000","27,955,000","25,909,000","26,289,000","26,469,000","32,955,000","10,200,000","7,707,000","20,262,000","21,293,000","6,004,000","6,374,000","7,094,000","7,032,000","6,318,000","5,837,000","5,935,000","3,281,000"
		RestrictedCash,"776,000","791,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"25,670,000","24,668,000","21,632,000","20,162,000","18,749,000","17,899,000","16,292,000","15,122,000","14,686,000","14,543,000","18,468,000","17,492,000","15,095,000","14,020,000","12,366,000","10,890,000","9,247,000","9,117,000","7,719,000","7,165,000","6,983,000","7,146,000"
	TotalNonCurrentAssets,"163,850,000","166,255,000","147,801,000","120,775,000","133,174,000","147,101,000","109,948,000","101,950,000","103,991,000","93,824,000","54,213,000","51,750,000","39,785,000","23,554,000","18,764,000","17,717,000","16,063,000","15,830,000","14,601,000","15,055,000","16,405,000","14,354,000"
		NetPPE,"66,082,000","64,810,000","63,498,000","64,592,000","65,292,000","66,063,000","67,270,000","60,593,000","61,665,000","63,759,000","40,023,000","36,823,000","23,340,000","7,539,000","3,291,000","3,208,000","3,359,000","2,663,000","2,737,000","2,872,000","2,992,000","3,101,000"
			GrossPPE,"81,555,000","78,916,000","76,330,000","76,255,000","75,772,000","75,379,000","77,243,000","69,151,000","68,912,000","71,085,000","46,378,000","42,328,000",,"15,007,000",,,,"8,238,000",,,,"7,787,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,"11,190,000","9,890,000","9,462,000","9,275,000","8,866,000","8,408,000","10,120,000","9,831,000","9,574,000","9,678,000","9,600,000","9,593,000",,"4,911,000",,,,"3,881,000",,,,"3,573,000"
				OtherProperties,"27,735,000","124,000","29,327,000","30,586,000","30,659,000","49,000","30,903,000","23,204,000","23,387,000","24,277,000","80,000","134,000",,"138,000",,,,"131,000",,,,"116,000"
				Leases,"42,630,000","68,902,000","37,541,000","36,394,000","36,247,000","66,922,000","36,220,000","36,116,000","35,951,000","37,130,000","36,698,000","32,601,000",,"9,958,000",,,,"4,226,000",,,,"4,098,000"
			AccumulatedDepreciation,"-15,473,000","-14,106,000","-12,832,000","-11,663,000","-10,480,000","-9,316,000","-9,973,000","-8,558,000","-7,247,000","-7,326,000","-6,355,000","-5,505,000",,"-7,468,000",,,,"-5,575,000",,,,"-4,686,000"
		GoodwillAndOtherIntangibleAssets,"33,886,000","34,939,000","35,941,000","6,187,000","6,217,000","6,606,000","6,402,000","6,233,000","6,195,000",,,,,,,,,,,,,
			Goodwill,"27,271,000","27,795,000","27,414,000","4,707,000","4,651,000","4,862,000","4,637,000","4,443,000","4,348,000",,,,,,,,,,,,,
			OtherIntangibleAssets,"6,615,000","7,144,000","8,527,000","1,480,000","1,566,000","1,744,000","1,765,000","1,790,000","1,847,000",,,,,,,,,,,,,
		InvestmentsAndAdvances,"8,184,000","12,044,000","0","7,048,000","22,317,000","36,120,000",,,,,,,,,,,,,,,,
