name,ttm,03/31/2022,12/31/2021
MarketCap,"23,146,901,836","45,266,240,000","93,321,000,000"
EnterpriseValue,"8,323,901,836","28,666,240,000","91,356,000,000"
PsRatio,"154.371","186.345","75,045.638"
PbRatio,"1.268","2.32",
EnterprisesValueRevenueRatio,"55.493","301.75","1,691.778"
EnterprisesValueEBITDARatio,"-1.508","-19.729","-39.276"
